,Scrambling__30_yds_RTP_Score_RANK THIS WEEK,Scrambling__30_yds_RTP_Score_RANK LAST WEEK,Scrambling__30_yds_RTP_Score_PLAYER NAME,Scrambling__30_yds_RTP_Score_ROUNDS,Scrambling__30_yds_RTP_Score_AVG RTP,Scrambling__30_yds_RTP_Score_TOTAL HOLES,Scrambling__30_yds_RTP_Score_TOTAL RTP
112,T113,T113,Sergio Garcia,62,0.907,43,39.0
113,T113,T113,Tim Herron,102,0.907,108,98.0
114,T113,T113,Tim Petrovic,108,0.907,75,68.0
115,T113,T113,Brent Schwarzrock,60,0.907,54,49.0
116,T117,T117,Per-Ulrik Johansson,96,0.9079999999999999,76,69.0
117,T117,T117,Scott McCarron,86,0.9079999999999999,65,59.0
118,119,119,Tom Lehman,87,0.912,57,52.0
119,120,120,Robert Allenby,87,0.914,58,53.0
120,T121,T121,Craig Barlow,95,0.917,84,77.0
121,T121,T121,Cameron Yancey,58,0.917,60,55.0
122,T123,T123,Bob Burns,88,0.9179999999999999,73,67.0
123,T123,T123,John Huston,76,0.9179999999999999,49,45.0
124,T123,T123,Neal Lancaster,110,0.9179999999999999,85,78.0
125,126,126,Darron Stiles,93,0.922,64,59.0
126,T127,T127,Alex Cejka,98,0.9229999999999999,65,60.0
127,T127,T127,Greg Chalmers,98,0.9229999999999999,130,120.0
128,129,129,Carl Pettersson,80,0.9259999999999999,95,88.0
129,130,130,Spike McRoy,103,0.93,86,80.0
130,T131,T131,Notah Begay III,92,0.9309999999999999,87,81.0
131,T131,T131,Pat Perez,95,0.9309999999999999,101,94.0
132,T133,T133,José Coceres,62,0.9329999999999999,45,42.0
133,T133,T133,Robert Damron,96,0.9329999999999999,90,84.0
134,T133,T133,David Peoples,96,0.9329999999999999,60,56.0
135,136,136,Vance Veazey,66,0.934,76,71.0
136,T137,T137,J.P. Hayes,79,0.935,77,72.0
137,T137,T137,Ty Tryon,52,0.935,62,58.0
138,139,139,Carlos Franco,99,0.9359999999999999,78,73.0
139,140,140,Harrison Frazar,88,0.937,63,59.0
140,141,141,Patrick Sheehan,101,0.9390000000000001,99,93.0
141,142,142,Deane Pappas,75,0.943,70,66.0
142,T143,T143,Tom Gillis,71,0.9440000000000001,54,51.0
143,T143,T143,Chris Smith,92,0.9440000000000001,71,67.0
144,145,145,Darren Clarke,61,0.946,37,35.0
145,146,146,Rory Sabbatini,95,0.9470000000000001,75,71.0
146,147,147,Kenichi Kuboya,91,0.948,96,91.0
147,T148,T148,K.J. Choi,112,0.9490000000000001,98,93.0
148,T148,T148,Jesper Parnevik,102,0.9490000000000001,78,74.0
149,T148,T148,Hal Sutton,81,0.9490000000000001,39,37.0
150,151,151,Aaron Baddeley,71,0.951,61,58.0
151,152,152,Steve Lowery,86,0.9520000000000001,62,59.0
152,T153,T153,Frank Lickliter II,94,0.955,67,64.0
153,T153,T153,Brett Quigley,92,0.955,88,84.0
154,T155,T155,Mike Grob,83,0.956,68,65.0
155,T155,T155,Jay Williamson,93,0.956,68,65.0
156,157,157,Thomas Levet,85,0.958,71,68.0
157,158,158,Brad Elder,51,0.96,50,48.0
158,T159,T159,Brent Geiberger,51,0.961,51,49.0
159,T159,T159,Dudley Hart,66,0.961,51,49.0
160,T159,T159,Jonathan Kaye,91,0.961,51,49.0
161,162,162,Andrew Magee,91,0.963,81,78.0
162,163,163,Mark O'Meara,69,0.9640000000000001,56,54.0
163,164,164,Mike Heinen,89,0.9670000000000001,61,59.0
164,165,165,Jason Buha,61,0.968,62,60.0
165,T166,T166,Paul Azinger,73,0.9690000000000001,65,63.0
166,T166,T166,Kaname Yokoo,56,0.9690000000000001,64,62.0
167,168,168,Rich Beem,80,0.97,66,64.0
168,169,169,Gene Sauers,87,0.976,83,81.0
169,170,170,Joe Durant,96,0.978,45,44.0
170,171,171,David Sutherland,77,0.98,49,48.0
171,172,172,Anthony Painter,87,0.9890000000000001,93,92.0
172,173,173,"Dave Stockton, Jr.",79,0.99,99,98.0
173,T174,T174,Lee Janzen,83,1.0,75,75.0
174,T174,T174,Ian Leggatt,71,1.0,64,64.0
175,T174,T174,Garrett Willis,97,1.0,88,88.0
176,177,177,J.L. Lewis,99,1.016,64,65.0
177,178,178,Akio Sadakata,83,1.0270000000000001,74,76.0
178,179,179,Brenden Pappas,105,1.04,101,105.0
179,180,180,Jason Caron,74,1.044,91,95.0
180,181,181,Jeff Maggert,81,1.054,56,59.0
181,182,182,Hank Kuehne,73,1.064,78,83.0
182,183,183,Joel Edwards,60,1.068,74,79.0
183,184,184,Jason Gore,83,1.074,94,101.0
184,185,185,Jay Don Blake,77,1.075,67,72.0
185,186,186,Todd Barranger,78,1.0759999999999998,79,85.0
186,187,187,John Morgan,81,1.123,73,82.0
187,T188,T188,Adam Scott,52,1.162,37,43.0
188,T188,T188,Paul Stankowski,67,1.162,74,86.0
189,190,190,John Daly,56,1.423,52,74.0
