,Scrambling_Fringe_RTP_Score_RANK THIS WEEK,Scrambling_Fringe_RTP_Score_RANK LAST WEEK,Scrambling_Fringe_RTP_Score_PLAYER NAME,Scrambling_Fringe_RTP_Score_ROUNDS,Scrambling_Fringe_RTP_Score_AVG RTP,Scrambling_Fringe_RTP_Score_TOTAL HOLES,Scrambling_Fringe_RTP_Score_TOTAL RTP
39,T39,T39,Neal Lancaster,110,+.042,165,+7.00
40,41,41,Patrick Sheehan,101,+.043,141,+6.00
41,T42,T42,Jeff Maggert,81,+.044,113,+5.00
42,T42,T42,John Rollins,89,+.044,113,+5.00
43,T44,T44,Aaron Baddeley,71,+.045,89,+4.00
44,T44,T44,Jonathan Byrd,101,+.045,133,+6.00
45,T44,T44,Shigeki Maruyama,87,+.045,110,+5.00
46,T47,T47,Carl Paulson,101,+.047,150,+7.00
47,T47,T47,Joey Sindelar,93,+.047,129,+6.00
48,T49,T49,Stephen Ames,91,+.048,104,+5.00
49,T49,T49,John Riegger,55,+.048,63,+3.00
50,T49,T49,Chris Riley,96,+.048,126,+6.00
51,52,52,Robert Gamez,114,+.050,160,+8.00
52,T53,T53,Woody Austin,107,+.053,114,+6.00
53,T53,T53,Carlos Franco,99,+.053,151,+8.00
54,T53,T53,Charles Howell III,120,+.053,131,+7.00
55,T53,T53,Billy Mayfair,105,+.053,133,+7.00
56,T53,T53,David Peoples,96,+.053,131,+7.00
57,T53,T53,Kenny Perry,98,+.053,132,+7.00
58,59,59,Steve Flesch,110,+.056,144,+8.00
59,60,60,Jerry Kelly,108,+.057,123,+7.00
60,T61,T61,Heath Slocum,101,+.058,120,+7.00
61,T61,T61,Duffy Waldorf,90,+.058,121,+7.00
62,63,63,Jay Don Blake,77,+.059,118,+7.00
63,64,64,Kent Jones,74,+.060,84,+5.00
64,T65,T65,Len Mattiace,94,+.061,99,+6.00
65,T65,T65,Rory Sabbatini,95,+.061,132,+8.00
66,67,67,David Frost,80,+.062,113,+7.00
67,68,68,Fred Couples,71,+.063,64,+4.00
68,69,69,Rod Pampling,87,+.064,94,+6.00
69,T70,T70,Stuart Appleby,90,+.065,108,+7.00
70,T70,T70,Todd Fischer,97,+.065,124,+8.00
71,T70,T70,Matt Kuchar,63,+.065,93,+6.00
72,73,73,Akio Sadakata,83,+.067,119,+8.00
73,74,74,Olin Browne,113,+.068,147,+10.00
74,T75,T75,Marco Dawson,86,+.069,116,+8.00
75,T75,T75,Adam Scott,52,+.069,58,+4.00
76,T75,T75,Steve Stricker,59,+.069,87,+6.00
77,T78,T78,Dudley Hart,66,+.071,84,+6.00
78,T78,T78,Spike McRoy,103,+.071,126,+9.00
79,T78,T78,Mark Wilson,82,+.071,113,+8.00
80,T81,T81,Skip Kendall,110,+.072,167,+12.00
81,T81,T81,Phil Mickelson,87,+.072,69,+5.00
82,T83,T83,Rich Beem,80,+.073,96,+7.00
83,T83,T83,Jeff Brehaut,110,+.073,150,+11.00
84,T83,T83,Dean Wilson,82,+.073,110,+8.00
85,T86,T86,Doug Barron,90,+.075,147,+11.00
86,T86,T86,Retief Goosen,69,+.075,67,+5.00
87,T86,T86,Craig Perks,82,+.075,106,+8.00
88,T89,T89,J.J. Henry,100,+.076,131,+10.00
89,T89,T89,Mark O'Meara,69,+.076,79,+6.00
90,T91,T91,Ernie Els,65,+.077,52,+4.00
91,T91,T91,Lee Janzen,83,+.077,78,+6.00
92,T91,T91,Hal Sutton,81,+.077,117,+9.00
93,T94,T94,Robert Allenby,87,+.079,101,+8.00
94,T94,T94,Brent Geiberger,51,+.079,76,+6.00
95,T94,T94,Mike Weir,80,+.079,76,+6.00
96,T97,T97,Brian Henninger,56,+.080,87,+7.00
97,T97,T97,Kaname Yokoo,56,+.080,75,+6.00
98,T99,T99,Tommy Armour III,66,+.081,86,+7.00
99,T99,T99,Tim Herron,102,+.081,124,+10.00
100,T101,T101,Paul Azinger,73,+.082,98,+8.00
101,T101,T101,Harrison Frazar,88,+.082,134,+11.00
102,T103,T103,Tom Byrum,97,+.083,132,+11.00
103,T103,T103,Loren Roberts,87,+.083,108,+9.00
104,T105,T105,Robert Damron,96,+.085,142,+12.00
105,T105,T105,Corey Pavin,88,+.085,141,+12.00
106,T105,T105,Brent Schwarzrock,60,+.085,82,+7.00
107,108,108,Richard Johnson,89,+.086,139,+12.00
108,T109,T109,Luke Donald,88,+.087,103,+9.00
109,T109,T109,Per-Ulrik Johansson,96,+.087,150,+13.00
110,T109,T109,Frank Lickliter II,94,+.087,126,+11.00
111,T112,T112,Brandt Jobe,77,+.088,114,+10.00
112,T112,T112,Davis Love III,85,+.088,80,+7.00
113,114,114,Cameron Beckman,86,+.089,123,+11.00
114,115,115,Carl Pettersson,80,+.090,100,+9.00
115,T116,T116,Jason Caron,74,+.091,88,+8.00
116,T116,T116,Paul Stankowski,67,+.091,88,+8.00
117,118,118,Pat Perez,95,+.092,120,+11.00
118,119,119,Mike Heinen,89,+.095,116,+11.00
119,120,120,Briny Baird,113,+.096,136,+13.00
120,121,121,Bob Tway,89,+.097,113,+11.00
121,122,122,John Senden,111,+.102,137,+14.00
122,T123,T123,Mark Calcavecchia,84,+.103,117,+12.00
123,T123,T123,Justin Leonard,80,+.103,87,+9.00
124,T123,T123,Jesper Parnevik,102,+.103,126,+13.00
125,T123,T123,Jay Williamson,93,+.103,146,+15.00
126,127,127,Garrett Willis,97,+.104,144,+15.00
127,128,128,Aaron Barber,94,+.106,141,+15.00
128,129,129,Ty Tryon,52,+.108,65,+7.00
129,T130,T130,Greg Chalmers,98,+.109,119,+13.00
130,T130,T130,Cliff Kresge,102,+.109,138,+15.00
131,132,132,John Morgan,81,+.110,127,+14.00
132,133,133,Jonathan Kaye,91,+.111,108,+12.00
133,134,134,Arron Oberholser,80,+.112,125,+14.00
134,135,135,Ian Leggatt,71,+.113,97,+11.00
135,136,136,Mathew Goggin,90,+.114,123,+14.00
136,137,137,Esteban Toledo,109,+.115,130,+15.00
137,T138,T138,Steve Lowery,86,+.116,86,+10.00
138,T138,T138,Shaun Micheel,97,+.116,121,+14.00
139,T140,T140,Alex Cejka,98,+.117,111,+13.00
140,T140,T140,Gavin Coles,69,+.117,103,+12.00
141,T140,T140,Tom Gillis,71,+.117,94,+11.00
142,143,143,Jason Gore,83,+.120,125,+15.00
143,T144,T144,Michael Clark II,54,+.123,57,+7.00
144,T144,T144,Hidemichi Tanaka,112,+.123,155,+19.00
145,146,146,Kevin Sutherland,97,+.124,97,+12.00
146,147,147,Chris Smith,92,+.125,112,+14.00
147,148,148,Chris Anderson,96,+.126,127,+16.00
148,149,149,John Maginnes,87,+.127,126,+16.00
149,150,150,Tim Clark,79,+.130,100,+13.00
150,151,151,Gene Sauers,87,+.133,113,+15.00
151,T152,T152,Donnie Hammond,92,+.134,134,+18.00
152,T152,T152,Darron Stiles,93,+.134,112,+15.00
153,T154,T154,Joel Edwards,60,+.135,89,+12.00
154,T154,T154,David Gossett,92,+.135,111,+15.00
155,T154,T154,"Dave Stockton, Jr.",79,+.135,104,+14.00
156,T157,T157,Joe Durant,96,+.137,124,+17.00
157,T157,T157,Brenden Pappas,105,+.137,131,+18.00
158,159,159,David Sutherland,77,+.138,94,+13.00
159,160,160,Matt Gogel,77,+.143,119,+17.00
160,161,161,Notah Begay III,92,+.145,124,+18.00
161,162,162,K.J. Choi,112,+.146,123,+18.00
162,T163,T163,Jeff Klein,60,+.147,75,+11.00
163,T163,T163,Tom Lehman,87,+.147,95,+14.00
164,165,165,Peter Lonard,96,+.150,100,+15.00
165,T166,T166,Bob Burns,88,+.153,111,+17.00
166,T166,T166,Fred Funk,112,+.153,137,+21.00
167,T168,T168,Todd Barranger,78,+.154,104,+16.00
168,T168,T168,John Huston,76,+.154,91,+14.00
169,T168,T168,Kenichi Kuboya,91,+.154,130,+20.00
170,171,171,Anthony Painter,87,+.157,121,+19.00
171,172,172,Chad Campbell,105,+.158,101,+16.00
172,173,173,Kenneth Staton,59,+.159,82,+13.00
173,174,174,Ben Curtis,69,+.162,68,+11.00
174,175,175,Andy Miller,75,+.165,103,+17.00
175,176,176,Scott Laycock,71,+.167,108,+18.00
176,177,177,Paul Gow,62,+.168,95,+16.00
177,178,178,José Coceres,62,+.170,94,+16.00
178,179,179,Glen Hnatiuk,92,+.171,123,+21.00
179,180,180,Cameron Yancey,58,+.179,95,+17.00
180,181,181,Jim Carter,95,+.181,155,+28.00
181,182,182,Brian Bateman,70,+.183,82,+15.00
182,183,183,Sergio Garcia,62,+.186,59,+11.00
183,184,184,Vance Veazey,66,+.187,107,+20.00
184,185,185,Craig Barlow,95,+.190,126,+24.00
185,186,186,J.L. Lewis,99,+.193,114,+22.00
186,187,187,John Daly,56,+.205,73,+15.00
187,188,188,Peter Jacobsen,75,+.208,106,+22.00
188,T189,T189,Jason Buha,61,+.221,77,+17.00
189,T189,T189,Mike Grob,83,+.221,95,+21.00
