,Sand_Saves_from_30_yards_RANK THIS WEEK,Sand_Saves_from_30_yards_RANK LAST WEEK,Sand_Saves_from_30_yards_PLAYER NAME,Sand_Saves_from_30_yards_ROUNDS,Sand_Saves_from_30_yards_%,Sand_Saves_from_30_yards_# OF SAVES,Sand_Saves_from_30_yards_# OF BUNKERS
95,T93,T93,Steve Lowery,86,30.0,3.0,10
96,T93,T93,Rocco Mediate,80,30.0,3.0,10
97,T93,T93,Brett Quigley,92,30.0,3.0,10
98,T93,T93,Akio Sadakata,83,30.0,3.0,10
99,T100,T100,Todd Barranger,78,29.41,5.0,17
100,T100,T100,Paul Goydos,86,29.41,5.0,17
101,T102,T102,Tommy Armour III,66,28.57,2.0,7
102,T102,T102,Briny Baird,113,28.57,4.0,14
103,T102,T102,Doug Barron,90,28.57,4.0,14
104,T102,T102,Cameron Beckman,86,28.57,4.0,14
105,T102,T102,Jason Caron,74,28.57,4.0,14
106,T102,T102,Ben Curtis,69,28.57,4.0,14
107,T102,T102,Cliff Kresge,102,28.57,6.0,21
108,T102,T102,Tom Lehman,87,28.57,2.0,7
109,T102,T102,Jeff Maggert,81,28.57,4.0,14
110,T102,T102,Adam Scott,52,28.57,2.0,7
111,T112,T112,Peter Jacobsen,75,27.27,3.0,11
112,T112,T112,Kenneth Staton,59,27.27,3.0,11
113,T114,T114,Chad Campbell,105,26.67,4.0,15
114,T114,T114,Per-Ulrik Johansson,96,26.67,4.0,15
115,T114,T114,Richard Johnson,89,26.67,4.0,15
116,T114,T114,J.L. Lewis,99,26.67,4.0,15
117,T118,T118,Steve Allan,53,25.0,1.0,4
118,T118,T118,Tim Clark,79,25.0,2.0,8
119,T118,T118,Gavin Coles,69,25.0,1.0,4
120,T118,T118,Ben Crane,94,25.0,4.0,16
121,T118,T118,Jim Furyk,104,25.0,2.0,8
122,T118,T118,Scott Laycock,71,25.0,3.0,12
123,T118,T118,Andy Miller,75,25.0,1.0,4
124,T118,T118,John Morgan,81,25.0,3.0,12
125,T118,T118,David Peoples,96,25.0,3.0,12
126,T118,T118,Tim Petrovic,108,25.0,3.0,12
127,T118,T118,John Rollins,89,25.0,2.0,8
128,T118,T118,Cameron Yancey,58,25.0,2.0,8
129,130,130,Matt Gogel,77,23.53,4.0,17
130,131,131,Billy Andrade,100,23.08,3.0,13
131,T132,T132,Harrison Frazar,88,22.22,2.0,9
132,T132,T132,Lee Janzen,83,22.22,2.0,9
133,T132,T132,Andrew Magee,91,22.22,4.0,18
134,T132,T132,Anthony Painter,87,22.22,4.0,18
135,T132,T132,Nick Price,65,22.22,2.0,9
136,T132,T132,John Riegger,55,22.22,2.0,9
137,T132,T132,Joey Sindelar,93,22.22,2.0,9
138,139,139,Aaron Barber,94,21.74,5.0,23
139,T140,T140,Mark Brooks,90,21.43,3.0,14
140,T140,T140,Joel Edwards,60,21.43,3.0,14
141,T140,T140,Carl Paulson,101,21.43,3.0,14
142,T143,T143,Brenden Pappas,105,21.05,4.0,19
143,T143,T143,Dean Wilson,82,21.05,4.0,19
144,T145,T145,Brian Bateman,70,20.0,1.0,5
145,T145,T145,Michael Clark II,54,20.0,1.0,5
146,T145,T145,Joe Durant,96,20.0,4.0,20
147,T145,T145,David Gossett,92,20.0,2.0,10
148,T145,T145,Charles Howell III,120,20.0,3.0,15
149,T145,T145,Frank Lickliter II,94,20.0,2.0,10
150,T145,T145,Dicky Pride,73,20.0,2.0,10
151,T145,T145,Hidemichi Tanaka,112,20.0,3.0,15
152,T145,T145,Bob Tway,89,20.0,3.0,15
153,T145,T145,Scott Verplank,97,20.0,2.0,10
154,155,155,Esteban Toledo,109,19.23,5.0,26
155,T156,T156,Aaron Baddeley,71,18.75,3.0,16
156,T156,T156,Pat Bates,111,18.75,3.0,16
157,T158,T158,Rich Beem,80,18.18,2.0,11
158,T158,T158,Todd Fischer,97,18.18,2.0,11
159,T158,T158,J.P. Hayes,79,18.18,2.0,11
160,T161,T161,Hank Kuehne,73,17.65,3.0,17
161,T161,T161,"Dave Stockton, Jr.",79,17.65,3.0,17
162,T163,T163,Jonathan Byrd,101,16.67,2.0,12
163,T163,T163,K.J. Choi,112,16.67,3.0,18
164,T163,T163,Brad Elder,51,16.67,1.0,6
165,T163,T163,Brad Faxon,97,16.67,3.0,18
166,T163,T163,Robert Gamez,114,16.67,3.0,18
167,T163,T163,Jonathan Kaye,91,16.67,3.0,18
168,T163,T163,Ian Leggatt,71,16.67,1.0,6
169,T163,T163,Tom Pernice Jr.,105,16.67,2.0,12
170,T163,T163,Vance Veazey,66,16.67,2.0,12
171,172,172,Chris Smith,92,15.79,3.0,19
172,T173,T173,Mike Grob,83,15.38,2.0,13
173,T173,T173,Shigeki Maruyama,87,15.38,2.0,13
174,T173,T173,Chris Riley,96,15.38,2.0,13
175,176,176,Garrett Willis,97,14.29,2.0,14
176,177,177,Mike Heinen,89,13.33,2.0,15
177,178,178,Glen Day,103,12.5,2.0,16
178,T179,T179,Mathew Goggin,90,11.11,1.0,9
179,T179,T179,Kent Jones,74,11.11,1.0,9
180,181,181,Thomas Levet,85,10.0,1.0,10
181,182,182,Gene Sauers,87,9.09,1.0,11
182,T183,T183,Alex Cejka,98,7.69,1.0,13
183,T183,T183,David Sutherland,77,7.69,1.0,13
184,185,185,Shaun Micheel,97,7.14,1.0,14
185,T186,T186,Jeff Brehaut,110,0.0,,7
186,T186,T186,Tom Gillis,71,0.0,,6
187,T186,T186,Retief Goosen,69,0.0,,4
188,T186,T186,Jeff Sluman,106,0.0,,4
189,T186,T186,Steve Stricker,59,0.0,,9
