,Stroke_Differential_Field_Average_RANK THIS WEEK,Stroke_Differential_Field_Average_RANK LAST WEEK,Stroke_Differential_Field_Average_PLAYER NAME,Stroke_Differential_Field_Average_ROUNDS,Stroke_Differential_Field_Average_STROKE DIFFERENTIAL,Stroke_Differential_Field_Average_PLAYER'S SCORE,Stroke_Differential_Field_Average_FIELD AVERAGE SCORE
86,T87,T87,Glen Day,64,+.25,70.61,70.86
87,T87,T87,Trevor Immelman,70,+.25,71.85,72.1
88,T87,T87,Joe Ogilvie,100,+.25,70.92,71.17
89,T87,T87,Jeff Overton,103,+.25,71.29,71.54
90,T87,T87,Tim Wilkinson,95,+.25,71.02,71.27
91,92,92,Tim Herron,97,+.24,70.66,70.9
92,T93,T93,Steve Flesch,95,+.22,71.17,71.39
93,T93,T93,Bubba Watson,97,+.22,71.07,71.29
94,T95,T95,Robert Garrigus,90,+.21,71.02,71.23
95,T95,T95,Rocco Mediate,87,+.21,71.61,71.82
96,T97,T97,Carlos Franco,73,+.19,71.16,71.35
97,T97,T97,Michael Letzig,88,+.19,71.01,71.2
98,T97,T97,Tim Petrovic,97,+.19,71.23,71.42
99,100,100,John Rollins,94,+.18,71.54,71.72
100,101,101,Jonathan Byrd,88,+.15,71.36,71.51
101,102,102,Peter Lonard,92,+.13,70.93,71.06
102,T103,T103,Brenden Pappas,66,+.12,70.8,70.92
103,T103,T103,Patrick Sheehan,124,+.12,70.93,71.05
104,T103,T103,Bo Van Pelt,101,+.12,70.96,71.08
105,T106,T106,Jesper Parnevik,88,+.11,71.25,71.36
106,T106,T106,Andres Romero,69,+.11,71.85,71.96
107,108,108,Scott Sterling,89,+.10,70.92,71.02
108,T109,T109,Daniel Chopra,84,+.09,71.51,71.6
109,T109,T109,Todd Hamilton,92,+.09,71.83,71.92
110,T111,T111,Tommy Armour III,77,+.06,70.99,71.05
111,T111,T111,J.J. Henry,108,+.06,71.07,71.13
112,T113,T113,Jason Day,81,+.04,71.06,71.1
113,T113,T113,Jerry Kelly,89,+.04,71.49,71.53
114,115,115,Nicholas Thompson,113,+.03,71.38,71.41
115,T116,T116,Ángel Cabrera,55,+.02,71.94,71.96
116,T116,T116,Jason Gore,94,+.02,71.03,71.05
117,T118,T118,Nathan Green,95,E,71.33,71.33
118,T118,T118,Johnson Wagner,83,E,71.65,71.65
119,T120,T120,Cliff Kresge,84,-.01,71.54,71.53
120,T120,T120,Ryan Moore,72,-.01,71.5,71.49
121,T120,T120,John Riegger,73,-.01,70.92,70.91
122,T120,T120,Marc Turnesa,87,-.01,71.16,71.15
123,T124,T124,Brad Adamonis,87,-.03,71.03,71.0
124,T124,T124,Alex Cejka,75,-.03,71.69,71.66
125,126,126,Cameron Beckman,87,-.04,71.09,71.05
126,T127,T127,Rich Beem,90,-.05,71.39,71.34
127,T127,T127,Craig Kanada,65,-.05,71.05,71.0
128,T127,T127,Kevin Stadler,90,-.05,71.56,71.51
129,T127,T127,Omar Uresti,74,-.05,71.05,71.0
130,T131,T131,Greg Kraft,63,-.06,71.56,71.5
131,T131,T131,Martin Laird,98,-.06,70.81,70.75
132,T131,T131,Chez Reavie,102,-.06,71.03,70.97
133,T131,T131,Chris Riley,51,-.06,70.92,70.86
134,135,135,Brandt Jobe,52,-.08,71.48,71.4
135,136,136,Troy Matteson,94,-.09,71.4,71.31
136,T137,T137,Marco Dawson,64,-.10,71.42,71.32
137,T137,T137,Dustin Johnson,92,-.10,71.5,71.4
138,T137,T137,Jeff Maggert,86,-.10,71.29,71.19
139,140,140,Matt Jones,95,-.11,71.4,71.29
140,141,141,Kent Jones,68,-.12,70.96,70.84
141,142,142,Paul Goydos,78,-.13,71.6,71.47
142,143,143,Charley Hoffman,94,-.14,71.16,71.02
143,144,144,Lee Janzen,89,-.15,71.46,71.31
144,145,145,Tag Ridings,88,-.16,71.34,71.18
145,T146,T146,Mark Calcavecchia,67,-.18,71.86,71.68
146,T146,T146,Joe Durant,92,-.18,71.24,71.06
147,148,148,Alejandro Cañizares,52,-.19,71.27,71.08
148,T149,T149,Richard Johnson,60,-.21,71.13,70.92
149,T149,T149,Doug LaBelle II,65,-.21,71.37,71.16
150,151,151,Frank Lickliter II,107,-.22,71.22,71.0
151,152,152,Scott McCarron,63,-.23,71.22,70.99
152,T153,T153,Eric Axley,113,-.25,71.31,71.06
153,T153,T153,Chris DiMarco,87,-.25,71.7,71.45
154,155,155,Jay Williamson,96,-.27,71.52,71.25
155,156,156,Y.E. Yang,89,-.30,71.53,71.23
156,157,157,Steve Allan,58,-.36,71.4,71.04
157,158,158,James Driscoll,85,-.40,71.6,71.2
158,159,159,Kenneth Ferrie,72,-.41,71.81,71.4
159,T160,T160,Jeff Gove,50,-.42,71.54,71.12
160,T160,T160,Jimmy Walker,73,-.42,71.45,71.03
161,T162,T162,Mathias Grönberg,87,-.45,71.68,71.23
162,T162,T162,Shigeki Maruyama,50,-.45,71.78,71.33
163,T162,T162,Jon Mills,95,-.45,71.62,71.17
164,T165,T165,Chad Collins,72,-.48,71.43,70.95
165,T165,T165,Harrison Frazar,73,-.48,71.48,71.0
166,T165,T165,Steve Lowery,74,-.48,71.96,71.48
167,168,168,Ted Purdy,68,-.49,71.71,71.22
168,T169,T169,Brad Elder,67,-.50,71.25,70.75
169,T169,T169,Chris Stroud,81,-.50,71.54,71.04
170,171,171,Todd Demsey,80,-.52,71.24,70.72
171,172,172,Robert Gamez,79,-.58,71.7,71.12
172,173,173,Tom Scherrer,56,-.59,71.64,71.05
173,174,174,Ryan Armour,87,-.61,71.78,71.17
174,175,175,Stephen Leaney,53,-.65,72.23,71.58
175,T176,T176,Olin Browne,77,-.68,71.81,71.13
176,T176,T176,Jin Park,85,-.68,72.07,71.39
177,178,178,Nick Flanagan,89,-.69,71.63,70.94
178,179,179,Will MacKenzie,62,-.72,71.63,70.91
179,180,180,Mark Hensby,71,-.73,71.85,71.12
180,181,181,Jim McGovern,75,-.75,71.44,70.69
181,182,182,Richard Johnson,77,-.79,71.96,71.17
182,T183,T183,Justin Bolli,87,-.81,72.0,71.19
183,T183,T183,Charles Warren,79,-.81,72.08,71.27
184,185,185,Ron Whittaker,54,-.82,71.7,70.88
185,186,186,J.P. Hayes,67,-.83,72.09,71.26
186,187,187,Bob Sowards,61,-.86,71.79,70.93
187,188,188,Paul Claxton,63,-.91,71.78,70.87
188,189,189,Billy Andrade,71,-.92,72.15,71.23
189,190,190,Tommy Gainey,60,-.93,71.95,71.02
190,191,191,Brett Rumford,72,-.94,71.89,70.95
191,192,192,Jason Allred,63,-1.28,72.08,70.8
192,193,193,Kyle Thompson,70,-1.34,72.4,71.06
193,194,194,David Lutterus,59,-1.40,72.39,70.99
194,195,195,Cody Freeman,66,-1.41,72.52,71.11
195,196,196,Travis Perkins,53,-1.55,73.13,71.58
196,197,197,David Duval,51,-1.84,73.73,71.89
