,Birdie_or_Better_Percentage_-_Left_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Left_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Left_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Left_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Left_Rough_%,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL HOLES
40,T40,T40,Justin Leonard,101,16.53,20,121
41,42,42,Jesper Parnevik,88,16.41,21,128
42,43,43,Chris DiMarco,87,16.2,23,142
43,44,44,Fred Couples,60,16.09,14,87
44,45,45,Jimmy Walker,73,16.06,22,137
45,46,46,Omar Uresti,74,16.05,13,81
46,47,47,Tommy Gainey,60,15.94,11,69
47,48,48,Aaron Baddeley,76,15.91,14,88
48,49,49,Mathias Grönberg,87,15.89,24,151
49,50,50,Harrison Frazar,73,15.79,15,95
50,51,51,Camilo Villegas,79,15.74,17,108
51,52,52,Boo Weekley,86,15.69,16,102
52,53,53,Ryan Palmer,69,15.6,17,109
53,54,54,Kevin Streelman,114,15.48,24,155
54,T55,T55,Paul Goydos,78,15.38,14,91
55,T55,T55,Andres Romero,69,15.38,16,104
56,57,57,Ben Crane,86,15.32,17,111
57,58,58,Ben Curtis,80,15.29,13,85
58,59,59,Kenny Perry,97,15.2,31,204
59,60,60,John Huston,56,15.15,10,66
60,61,61,Tag Ridings,88,15.11,21,139
61,62,62,Robert Garrigus,90,14.81,24,162
62,63,63,Dean Wilson,109,14.79,25,169
63,64,64,Ángel Cabrera,55,14.77,13,88
64,65,65,James Driscoll,85,14.65,23,157
65,66,66,J.B. Holmes,86,14.63,24,164
66,T67,T67,Todd Demsey,80,14.6,20,137
67,T67,T67,Nick Flanagan,89,14.6,20,137
68,69,69,Richard Johnson,77,14.57,22,151
69,70,70,Chris Riley,51,14.55,8,55
70,T71,T71,Ernie Els,51,14.52,9,62
71,T71,T71,Mark Wilson,107,14.52,18,124
72,73,73,Y.E. Yang,89,14.5,19,131
73,74,74,Kevin Na,97,14.49,20,138
74,75,75,Matt Jones,95,14.47,23,159
75,T76,T76,Tommy Armour III,77,14.42,15,104
76,T76,T76,Rich Beem,90,14.42,15,104
77,T76,T76,Freddie Jacobson,78,14.42,15,104
78,T79,T79,Davis Love III,78,14.4,18,125
79,T79,T79,Brett Quigley,80,14.4,18,125
80,81,81,Frank Lickliter II,107,14.29,21,147
81,82,82,Brad Adamonis,87,14.18,20,141
82,83,83,Dustin Johnson,92,14.13,26,184
83,84,84,Paul Claxton,63,14.08,10,71
84,T85,T85,Sergio Garcia,72,14.02,15,107
85,T85,T85,Sean O'Hair,81,14.02,15,107
86,87,87,Brian Davis,108,13.93,17,122
87,T88,T88,Charley Hoffman,94,13.89,20,144
88,T88,T88,Scott Sterling,89,13.89,15,108
89,90,90,Paul Casey,55,13.79,8,58
90,91,91,Hunter Mahan,87,13.76,15,109
91,92,92,Steve Allan,58,13.7,10,73
92,93,93,Marc Turnesa,87,13.68,16,117
93,T94,T94,Tim Petrovic,97,13.64,18,132
94,T94,T94,Heath Slocum,104,13.64,15,110
95,96,96,Kent Jones,68,13.51,10,74
96,T97,T97,Jason Allred,63,13.46,14,104
97,T97,T97,Bo Van Pelt,101,13.46,21,156
98,T99,T99,Jonathan Byrd,88,13.4,13,97
99,T99,T99,Cody Freeman,66,13.4,13,97
100,101,101,John Senden,93,13.33,18,135
101,102,102,Briny Baird,113,13.25,20,151
102,T103,T103,Mathew Goggin,91,13.19,19,144
103,T103,T103,Nicholas Thompson,113,13.19,19,144
104,105,105,John Mallinger,95,13.18,17,129
105,T106,T106,Charles Howell III,101,13.07,20,153
106,T106,T106,Steve Marino,119,13.07,26,199
107,108,108,Chad Campbell,94,13.01,16,123
108,109,109,Jerry Kelly,89,12.88,17,132
109,110,110,John Merrick,98,12.87,13,101
110,111,111,Scott Verplank,82,12.86,9,70
111,112,112,Marco Dawson,64,12.79,11,86
112,113,113,Peter Lonard,92,12.69,17,134
113,114,114,Tim Herron,97,12.68,18,142
114,115,115,Chez Reavie,102,12.61,14,111
115,116,116,Kevin Sutherland,98,12.58,19,151
116,T117,T117,Stuart Appleby,87,12.5,14,112
117,T117,T117,Alejandro Cañizares,52,12.5,10,80
118,T117,T117,Trevor Immelman,70,12.5,10,80
119,T117,T117,Rocco Mediate,87,12.5,12,96
120,T117,T117,Bob Sowards,61,12.5,9,72
121,T122,T122,Jason Day,81,12.4,15,121
122,T122,T122,Jeff Maggert,86,12.4,16,129
123,124,124,Chad Collins,72,12.26,13,106
124,T125,T125,Todd Hamilton,92,12.24,12,98
125,T125,T125,Jon Mills,95,12.24,18,147
126,127,127,Bob Tway,70,12.12,12,99
127,128,128,Rod Pampling,83,12.07,14,116
128,129,129,Zach Johnson,85,12.05,10,83
129,130,130,Ron Whittaker,54,12.0,6,50
130,T131,T131,Ryuji Imada,80,11.97,14,117
131,T131,T131,Charlie Wi,97,11.97,14,117
132,133,133,Johnson Wagner,83,11.86,14,118
133,T134,T134,Doug LaBelle II,65,11.83,11,93
134,T134,T134,Mike Weir,88,11.83,11,93
135,136,136,Jeff Quinney,87,11.82,13,110
136,137,137,Michael Letzig,88,11.76,14,119
137,138,138,Charles Warren,79,11.59,16,138
138,139,139,Matt Kuchar,88,11.54,15,130
139,140,140,Troy Matteson,94,11.45,15,131
140,141,141,Patrick Sheehan,124,11.39,18,158
141,142,142,Bob Estes,90,11.38,14,123
142,T143,T143,Alex Cejka,75,11.34,11,97
143,T143,T143,Ted Purdy,68,11.34,11,97
144,145,145,Lucas Glover,91,11.25,18,160
145,146,146,Nathan Green,95,11.18,19,170
146,T147,T147,Joe Durant,92,11.11,11,99
147,T147,T147,Kenneth Ferrie,72,11.11,11,99
148,T147,T147,George McNeill,97,11.11,17,153
149,150,150,Steve Flesch,95,10.98,19,173
150,151,151,Chris Stroud,81,10.96,8,73
151,152,152,Jim McGovern,75,10.92,13,119
152,153,153,Ken Duke,116,10.84,18,166
153,154,154,Tom Pernice Jr.,104,10.81,16,148
154,155,155,Richard Johnson,60,10.78,11,102
155,156,156,Vaughn Taylor,103,10.76,17,158
156,157,157,David Duval,51,10.68,11,103
157,158,158,Nick Watney,96,10.61,14,132
158,159,159,J.J. Henry,108,10.44,19,182
159,T160,T160,Lee Janzen,89,10.34,15,145
160,T160,T160,Geoff Ogilvy,65,10.34,9,87
161,162,162,K.J. Choi,74,10.26,12,117
162,163,163,D.J. Trahan,94,10.17,12,118
163,164,164,Justin Bolli,87,9.91,11,111
164,165,165,Jim Furyk,95,9.89,9,91
165,166,166,Cliff Kresge,84,9.59,14,146
166,167,167,Billy Mayfair,103,9.57,9,94
167,168,168,Eric Axley,113,9.5,17,179
168,169,169,Jin Park,85,9.4,11,117
169,170,170,John Riegger,73,9.38,9,96
170,171,171,Scott McCarron,63,9.33,7,75
171,172,172,Tim Wilkinson,95,9.29,13,140
172,T173,T173,Billy Andrade,71,9.01,10,111
173,T173,T173,Cameron Beckman,87,9.01,10,111
174,175,175,Robert Gamez,79,8.99,8,89
175,176,176,David Lutterus,59,8.86,7,79
176,177,177,Craig Kanada,65,8.64,7,81
177,178,178,Corey Pavin,69,8.62,5,58
178,179,179,Nick O'Hern,82,8.51,8,94
179,180,180,Brandt Jobe,52,8.33,6,72
180,181,181,Michael Allen,91,8.04,9,112
181,182,182,Brian Gay,102,7.97,11,138
182,183,183,Olin Browne,77,7.92,8,101
183,184,184,Dudley Hart,74,7.75,10,129
184,185,185,Brandt Snedeker,85,7.69,9,117
185,186,186,Will MacKenzie,62,7.41,6,81
186,187,187,Jay Williamson,96,7.22,7,97
187,188,188,Glen Day,64,7.21,8,111
188,189,189,Kyle Thompson,70,7.14,7,98
189,190,190,Shane Bertsch,96,6.98,9,129
190,191,191,Brad Elder,67,6.45,6,93
191,192,192,Retief Goosen,59,6.41,5,78
192,193,193,Shigeki Maruyama,50,6.38,6,94
193,194,194,Bart Bryant,81,5.41,4,74
194,195,195,Greg Kraft,63,5.0,3,60
195,196,196,Stephen Leaney,53,4.62,3,65
196,197,197,Jeff Gove,50,4.35,2,46
