,Birdie_Average_RANK THIS WEEK,Birdie_Average_RANK LAST WEEK,Birdie_Average_PLAYER NAME,Birdie_Average_ROUNDS,Birdie_Average_AVG,Birdie_Average_# OF BIRDIES,Birdie_Average_TOTAL ROUNDS
102,T103,T103,Harrison Frazar,73,3.36,245,73
103,T103,T103,John Merrick,98,3.36,329,98
104,T103,T103,Johnson Wagner,83,3.36,279,83
105,T106,T106,Davis Love III,78,3.35,261,78
106,T106,T106,Brett Rumford,72,3.35,241,72
107,108,108,Rich Beem,90,3.34,301,90
108,T109,T109,Mathias Grönberg,87,3.33,290,87
109,T109,T109,Greg Kraft,63,3.33,210,63
110,T109,T109,Peter Lonard,92,3.33,306,92
111,T109,T109,Andres Romero,69,3.33,223,67
112,T113,T113,Jim Furyk,95,3.32,312,94
113,T113,T113,Charles Howell III,101,3.32,329,99
114,T113,T113,Freddie Jacobson,78,3.32,259,78
115,T113,T113,Corey Pavin,69,3.32,229,69
116,T113,T113,Tom Scherrer,56,3.32,186,56
117,T118,T118,Nick O'Hern,82,3.31,265,80
118,T118,T118,Rod Pampling,83,3.31,265,80
119,T118,T118,Patrick Sheehan,124,3.31,410,124
120,T121,T121,Ángel Cabrera,55,3.29,168,51
121,T121,T121,Robert Gamez,79,3.29,260,79
122,T123,T123,Ernie Els,51,3.28,164,50
123,T123,T123,Bob Estes,90,3.28,295,90
124,T123,T123,John Senden,93,3.28,302,92
125,T126,T126,Jason Allred,63,3.27,206,63
126,T126,T126,Briny Baird,113,3.27,370,113
127,T126,T126,Glen Day,64,3.27,209,64
128,T126,T126,Nick Flanagan,89,3.27,291,89
129,T130,T130,Matt Jones,95,3.26,310,95
130,T130,T130,Parker McLachlin,88,3.26,287,88
131,T130,T130,Tim Wilkinson,95,3.26,310,95
132,T133,T133,Alejandro Cañizares,52,3.25,169,52
133,T133,T133,Kenneth Ferrie,72,3.25,234,72
134,T133,T133,John Riegger,73,3.25,237,73
135,T136,T136,Todd Demsey,80,3.24,259,80
136,T136,T136,Steve Stricker,75,3.24,233,72
137,T136,T136,Charles Warren,79,3.24,256,79
138,T136,T136,Y.E. Yang,89,3.24,288,89
139,T140,T140,Mark Calcavecchia,67,3.21,212,66
140,T140,T140,Chad Collins,72,3.21,231,72
141,T140,T140,Cliff Kresge,84,3.21,270,84
142,T140,T140,John Rollins,94,3.21,302,94
143,T140,T140,Brandt Snedeker,85,3.21,270,84
144,T145,T145,Chris DiMarco,87,3.2,278,87
145,T145,T145,Omar Uresti,74,3.2,237,74
146,147,147,Brett Quigley,80,3.19,255,80
147,T148,T148,Craig Kanada,65,3.18,207,65
148,T148,T148,Scott Sterling,89,3.18,283,89
149,T148,T148,Jimmy Walker,73,3.18,232,73
150,151,151,Chez Reavie,102,3.17,323,102
151,T152,T152,Jim McGovern,75,3.16,237,75
152,T152,T152,Chris Riley,51,3.16,161,51
153,T152,T152,Chris Stroud,81,3.16,256,81
154,155,155,Alex Cejka,75,3.15,236,75
155,156,156,Todd Hamilton,92,3.14,289,92
156,157,157,Billy Mayfair,103,3.13,322,103
157,T158,T158,Brad Elder,67,3.12,209,67
158,T158,T158,Brandt Jobe,52,3.12,162,52
159,160,160,Steve Lowery,74,3.11,230,74
160,T161,T161,Ben Curtis,80,3.1,248,80
161,T161,T161,Matt Kuchar,88,3.1,273,88
162,T161,T161,Heath Slocum,104,3.1,322,104
163,164,164,Jerry Kelly,89,3.09,272,88
164,T165,T165,Paul Claxton,63,3.05,192,63
165,T165,T165,Retief Goosen,59,3.05,177,58
166,T165,T165,Paul Goydos,78,3.05,238,78
167,T165,T165,Richard Johnson,77,3.05,235,77
168,T169,T169,Justin Bolli,87,3.03,264,87
169,T169,T169,Will MacKenzie,62,3.03,188,62
170,T169,T169,Rocco Mediate,87,3.03,264,87
171,T169,T169,Jon Mills,95,3.03,288,95
172,T169,T169,Jay Williamson,96,3.03,291,96
173,T174,T174,Doug LaBelle II,65,3.02,196,65
174,T174,T174,David Lutterus,59,3.02,178,59
175,176,176,Trevor Immelman,70,3.01,205,68
176,T177,T177,J.J. Henry,108,3.0,324,108
177,T177,T177,Geoff Ogilvy,65,3.0,192,64
178,T179,T179,Cody Freeman,66,2.97,196,66
179,T179,T179,Ted Purdy,68,2.97,202,68
180,T179,T179,Kyle Thompson,70,2.97,208,70
181,T182,T182,Sean O'Hair,81,2.95,239,81
182,T182,T182,Jin Park,85,2.95,251,85
183,184,184,Ron Whittaker,54,2.94,159,54
184,185,185,Bart Bryant,81,2.93,237,81
185,T186,T186,Billy Andrade,71,2.92,207,71
186,T186,T186,Ian Poulter,51,2.92,143,49
187,188,188,J.P. Hayes,67,2.91,195,67
188,T189,T189,Jeff Gove,50,2.9,145,50
189,T189,T189,Bob Sowards,61,2.9,177,61
190,191,191,Tom Lehman,51,2.88,147,51
191,192,192,Travis Perkins,53,2.87,152,53
192,193,193,Richard Johnson,60,2.83,170,60
193,194,194,Shigeki Maruyama,50,2.82,141,50
194,195,195,David Duval,51,2.78,142,51
195,196,196,Olin Browne,77,2.7,208,77
196,197,197,Stephen Leaney,53,2.68,142,53
