,Tenth_Tee_Late_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Scoring_Average_ROUNDS,Tenth_Tee_Late_Scoring_Average_AVG,Tenth_Tee_Late_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Scoring_Average_TOTAL 10TH TEE LATE RNDS.
69,T70,T70,Jason Gore,94,70.92,922,13
70,T70,T70,Doug LaBelle II,65,70.92,851,12
71,T72,T72,Charley Hoffman,94,70.93,993,14
72,T72,T72,Hunter Mahan,87,70.93,993,14
73,T74,T74,Shane Bertsch,96,71.0,1420,20
74,T74,T74,K.J. Choi,74,71.0,426,6
75,T74,T74,Todd Demsey,80,71.0,1136,16
76,T74,T74,Davis Love III,78,71.0,1065,15
77,T74,T74,Troy Matteson,94,71.0,852,12
78,T74,T74,Chris Riley,51,71.0,852,12
79,80,80,Tom Pernice Jr.,104,71.06,1208,17
80,81,81,Nick Flanagan,89,71.07,995,14
81,82,82,Robert Allenby,108,71.08,924,13
82,T83,T83,Jin Park,85,71.1,1493,21
83,T83,T83,Nicholas Thompson,113,71.1,1422,20
84,T83,T83,Jimmy Walker,73,71.1,1422,20
85,T86,T86,Stephen Ames,83,71.13,569,8
86,T86,T86,Michael Letzig,88,71.13,1636,23
87,88,88,Dean Wilson,109,71.14,1494,21
88,89,89,Dudley Hart,74,71.15,925,13
89,90,90,Cliff Kresge,84,71.16,1352,19
90,91,91,Brad Elder,67,71.17,854,12
91,T92,T92,Ryan Armour,87,71.2,1068,15
92,T92,T92,J.J. Henry,108,71.2,1424,20
93,94,94,Mark Wilson,107,71.21,997,14
94,95,95,Martin Laird,98,71.23,1852,26
95,T96,T96,Eric Axley,113,71.24,1781,25
96,T96,T96,Charles Howell III,101,71.24,1496,21
97,T96,T96,Carl Pettersson,110,71.24,1211,17
98,T96,T96,Jay Williamson,96,71.24,1211,17
99,T100,T100,Cameron Beckman,87,71.26,1639,23
100,T100,T100,John Mallinger,95,71.26,1354,19
101,T100,T100,Jeff Quinney,87,71.26,1639,23
102,103,103,Mark Hensby,71,71.29,998,14
103,104,104,Jeff Gove,50,71.3,713,10
104,105,105,Bill Haas,99,71.31,927,13
105,106,106,Bo Van Pelt,101,71.32,1569,22
106,107,107,Stephen Leaney,53,71.33,642,9
107,108,108,Corey Pavin,69,71.35,1213,17
108,109,109,Ben Curtis,80,71.36,785,11
109,T110,T110,Nathan Green,95,71.38,1499,21
110,T110,T110,Jesper Parnevik,88,71.38,1142,16
111,112,112,Y.E. Yang,89,71.4,1071,15
112,113,113,Tim Petrovic,97,71.41,1214,17
113,114,114,Rich Beem,90,71.42,1357,19
114,115,115,Steve Lowery,74,71.44,1143,16
115,116,116,Scott Sterling,89,71.47,1215,17
116,T117,T117,Ernie Els,51,71.5,429,6
117,T117,T117,Brandt Snedeker,85,71.5,858,12
118,T117,T117,David Toms,70,71.5,572,8
119,120,120,Jon Mills,95,71.52,1788,25
120,121,121,Rod Pampling,83,71.54,930,13
121,122,122,George McNeill,97,71.55,1431,20
122,T123,T123,Paul Claxton,63,71.56,1145,16
123,T123,T123,Tom Scherrer,56,71.56,644,9
124,125,125,Chris DiMarco,87,71.57,1646,23
125,126,126,Dustin Johnson,92,71.59,1575,22
126,T127,T127,Mark Calcavecchia,67,71.6,1074,15
127,T127,T127,Harrison Frazar,73,71.6,1432,20
128,T127,T127,Sean O'Hair,81,71.6,1074,15
129,130,130,Alex Cejka,75,71.67,430,6
130,T131,T131,Marco Dawson,64,71.69,932,13
131,T131,T131,Will MacKenzie,62,71.69,932,13
132,133,133,Aaron Baddeley,76,71.73,789,11
133,134,134,Steve Flesch,95,71.75,1435,20
134,135,135,Richard Johnson,77,71.77,1579,22
135,T136,T136,Jason Day,81,71.78,1292,18
136,T136,T136,Zach Johnson,85,71.78,646,9
137,T138,T138,Jim McGovern,75,71.81,1508,21
138,T138,T138,Rocco Mediate,87,71.81,1149,16
139,140,140,Kevin Sutherland,98,71.82,790,11
140,141,141,Chad Campbell,94,71.83,1293,18
141,142,142,Carlos Franco,73,71.84,1365,19
142,143,143,Joe Durant,92,71.89,1294,18
143,144,144,Tommy Gainey,60,71.9,719,10
144,T145,T145,Lee Janzen,89,71.94,1295,18
145,T145,T145,Kyle Thompson,70,71.94,1151,16
146,T145,T145,Ron Whittaker,54,71.94,1295,18
147,T145,T145,Tim Wilkinson,95,71.94,1223,17
148,T149,T149,Jonathan Byrd,88,72.0,1440,20
149,T149,T149,Jeff Maggert,86,72.0,1584,22
150,T149,T149,Scott McCarron,63,72.0,504,7
151,T149,T149,Ian Poulter,51,72.0,504,7
152,T149,T149,Chris Stroud,81,72.0,1512,21
153,154,154,Brett Quigley,80,72.05,1369,19
154,155,155,Todd Hamilton,92,72.06,1297,18
155,T156,T156,Brenden Pappas,66,72.07,1081,15
156,T156,T156,Marc Turnesa,87,72.07,1946,27
157,158,158,Bob Sowards,61,72.08,937,13
158,T159,T159,Bart Bryant,81,72.14,1010,14
159,T159,T159,Tom Lehman,51,72.14,505,7
160,T161,T161,Paul Casey,55,72.17,433,6
161,T161,T161,Ryuji Imada,80,72.17,866,12
162,163,163,Omar Uresti,74,72.24,1228,17
163,164,164,Retief Goosen,59,72.27,795,11
164,165,165,Joe Ogilvie,100,72.32,1374,19
165,166,166,Heath Slocum,104,72.36,1013,14
166,167,167,Brad Adamonis,87,72.39,1303,18
167,168,168,Michael Allen,91,72.41,1231,17
168,169,169,Chad Collins,72,72.42,1376,19
169,170,170,Tag Ridings,88,72.43,1014,14
170,171,171,Ángel Cabrera,55,72.44,652,9
171,172,172,Brett Rumford,72,72.47,1377,19
172,T173,T173,James Driscoll,85,72.5,1305,18
173,T173,T173,Trevor Immelman,70,72.5,725,10
174,175,175,Greg Kraft,63,72.56,1306,18
175,176,176,Kenneth Ferrie,72,72.57,1016,14
176,T177,T177,Ryan Moore,72,72.6,1089,15
177,T177,T177,Ted Purdy,68,72.6,1089,15
178,179,179,Phil Mickelson,80,72.67,218,3
179,180,180,Robert Gamez,79,72.68,1381,19
180,181,181,Alejandro Cañizares,52,72.73,800,11
181,T182,T182,Jason Allred,63,72.77,946,13
182,T182,T182,Richard Johnson,60,72.77,946,13
183,184,184,Bubba Watson,97,72.78,655,9
184,T185,T185,Freddie Jacobson,78,72.8,1092,15
185,T185,T185,Charles Warren,79,72.8,1092,15
186,187,187,Daniel Chopra,84,72.91,802,11
187,T188,T188,Cody Freeman,66,72.94,1240,17
188,T188,T188,J.P. Hayes,67,72.94,1240,17
189,T190,T190,Justin Bolli,87,73.19,1537,21
190,T190,T190,Travis Perkins,53,73.19,1171,16
191,192,192,David Lutterus,59,73.21,1025,14
192,193,193,Billy Andrade,71,73.3,733,10
193,194,194,John Rollins,94,73.31,1173,16
194,195,195,David Duval,51,74.33,446,6
195,196,196,Steve Allan,58,74.9,749,10
196,197,197,Adam Scott,51,77.5,155,2
