,Scoring_Average_Before_Cut_RANK THIS WEEK,Scoring_Average_Before_Cut_RANK LAST WEEK,Scoring_Average_Before_Cut_PLAYER NAME,Scoring_Average_Before_Cut_AVG,Scoring_Average_Before_Cut_TOTAL STROKES,Scoring_Average_Before_Cut_TOTAL ROUNDS
177,T178,T178,Mark Calcavecchia,72.09,3244,45
178,T178,T178,Mark Hensby,72.09,3821,53
179,180,180,Andres Romero,72.1,2812,39
180,181,181,Steve Allan,72.12,3101,43
181,182,182,Paul Casey,72.13,2164,30
182,T183,T183,Retief Goosen,72.15,2453,34
183,T183,T183,Jin Park,72.15,4473,62
184,T185,T185,Richard Johnson,72.2,4404,61
185,T185,T185,Kyle Thompson,72.2,3971,55
186,187,187,Stephen Leaney,72.22,2600,36
187,188,188,Ángel Cabrera,72.25,2312,32
188,189,189,Jason Allred,72.33,3544,49
189,190,190,Charles Warren,72.36,4269,59
190,191,191,Tommy Gainey,72.38,3619,50
191,192,192,J.P. Hayes,72.45,3840,53
192,193,193,Billy Andrade,72.47,3696,51
193,194,194,Cody Freeman,72.53,3989,55
194,195,195,David Lutterus,72.62,3268,45
195,196,196,Travis Perkins,73.0,3431,47
196,197,197,David Duval,73.93,3031,41
