,Total_Birdies_RANK THIS WEEK,Total_Birdies_RANK LAST WEEK,Total_Birdies_PLAYER NAME,Total_Birdies_ROUNDS,Total_Birdies_TOTAL
106,107,107,Matt Kuchar,88,273
107,108,108,Jerry Kelly,89,272
108,109,109,Bob Tway,70,271
109,T110,T110,Cliff Kresge,84,270
110,T110,T110,Brandt Snedeker,85,270
111,112,112,Tommy Armour III,77,268
112,T113,T113,Nick O'Hern,82,265
113,T113,T113,Rod Pampling,83,265
114,T115,T115,Justin Bolli,87,264
115,T115,T115,Rocco Mediate,87,264
116,T117,T117,Dudley Hart,74,261
117,T117,T117,Davis Love III,78,261
118,119,119,Robert Gamez,79,260
119,T120,T120,Todd Demsey,80,259
120,T120,T120,Freddie Jacobson,78,259
121,122,122,Carlos Franco,73,257
122,T123,T123,Chris Stroud,81,256
123,T123,T123,Charles Warren,79,256
124,T125,T125,Aaron Baddeley,76,255
125,T125,T125,Mark Hensby,71,255
126,T125,T125,Brett Quigley,80,255
127,128,128,Jin Park,85,251
128,129,129,Ryan Moore,72,249
129,130,130,Ben Curtis,80,248
130,131,131,Harrison Frazar,73,245
131,132,132,Sergio Garcia,72,242
132,133,133,Brett Rumford,72,241
133,134,134,Sean O'Hair,81,239
134,T135,T135,K.J. Choi,74,238
135,T135,T135,Paul Goydos,78,238
136,T137,T137,Bart Bryant,81,237
137,T137,T137,Jim McGovern,75,237
138,T137,T137,John Riegger,73,237
139,T137,T137,Omar Uresti,74,237
140,141,141,Alex Cejka,75,236
141,142,142,Richard Johnson,77,235
142,143,143,Kenneth Ferrie,72,234
143,144,144,Steve Stricker,75,233
144,145,145,Jimmy Walker,73,232
145,T146,T146,Chad Collins,72,231
146,T146,T146,Kent Jones,68,231
147,T146,T146,David Toms,70,231
148,149,149,Steve Lowery,74,230
149,150,150,Corey Pavin,69,229
150,151,151,Brenden Pappas,66,228
151,152,152,Andres Romero,69,223
152,T153,T153,Tommy Gainey,60,221
153,T153,T153,Scott McCarron,63,221
154,155,155,Marco Dawson,64,217
155,156,156,John Huston,56,216
156,157,157,Mark Calcavecchia,67,212
157,T158,T158,Fred Couples,60,210
158,T158,T158,Greg Kraft,63,210
159,T160,T160,Glen Day,64,209
160,T160,T160,Brad Elder,67,209
161,T162,T162,Olin Browne,77,208
162,T162,T162,Kyle Thompson,70,208
163,T164,T164,Billy Andrade,71,207
164,T164,T164,Craig Kanada,65,207
165,166,166,Jason Allred,63,206
166,167,167,Trevor Immelman,70,205
167,168,168,Ted Purdy,68,202
168,169,169,Steve Allan,58,201
169,T170,T170,Cody Freeman,66,196
170,T170,T170,Doug LaBelle II,65,196
171,172,172,J.P. Hayes,67,195
172,T173,T173,Paul Claxton,63,192
173,T173,T173,Geoff Ogilvy,65,192
174,T175,T175,Padraig Harrington,52,188
175,T175,T175,Will MacKenzie,62,188
176,T177,T177,Gavin Coles,54,186
177,T177,T177,Tom Scherrer,56,186
178,179,179,David Lutterus,59,178
179,T180,T180,Paul Casey,55,177
180,T180,T180,Retief Goosen,59,177
181,T180,T180,Bob Sowards,61,177
182,183,183,Adam Scott,51,173
183,184,184,Richard Johnson,60,170
184,185,185,Alejandro Cañizares,52,169
185,186,186,Ángel Cabrera,55,168
186,187,187,Ernie Els,51,164
187,188,188,Brandt Jobe,52,162
188,189,189,Chris Riley,51,161
189,190,190,Ron Whittaker,54,159
190,191,191,Travis Perkins,53,152
191,192,192,Tom Lehman,51,147
192,193,193,Jeff Gove,50,145
193,194,194,Ian Poulter,51,143
194,T195,T195,David Duval,51,142
195,T195,T195,Stephen Leaney,53,142
196,197,197,Shigeki Maruyama,50,141
