,Birdie_to_Bogey_Ratio_RANK THIS WEEK,Birdie_to_Bogey_Ratio_RANK LAST WEEK,Birdie_to_Bogey_Ratio_PLAYER NAME,Birdie_to_Bogey_Ratio_ROUNDS,Birdie_to_Bogey_Ratio_BIRDIE TO BOGEY RATIO,Birdie_to_Bogey_Ratio_TOTAL BIRDIES AND BETTER,Birdie_to_Bogey_Ratio_TOTAL BOGEYS AND WORSE
102,T101,T101,Jeff Overton,103,1.08,371,344
103,T104,T104,Daniel Chopra,84,1.07,293,275
104,T104,T104,Brad Elder,67,1.07,209,195
105,T104,T104,Jeff Maggert,86,1.07,297,278
106,T104,T104,Jeff Quinney,87,1.07,301,282
107,T104,T104,Chez Reavie,102,1.07,330,307
108,T109,T109,Todd Demsey,80,1.06,266,251
109,T109,T109,Lee Janzen,89,1.06,310,293
110,T109,T109,John Mallinger,95,1.06,329,309
111,T109,T109,Troy Matteson,94,1.06,330,312
112,T109,T109,Brett Quigley,80,1.06,263,247
113,T109,T109,Tag Ridings,88,1.06,322,303
114,T109,T109,Kevin Stadler,90,1.06,325,308
115,T116,T116,Joe Durant,92,1.05,318,303
116,T116,T116,Peter Lonard,92,1.05,312,298
117,T116,T116,Heath Slocum,104,1.05,327,311
118,T119,T119,Alejandro Cañizares,52,1.04,175,169
119,T119,T119,Harrison Frazar,73,1.04,247,238
120,T119,T119,J.J. Henry,108,1.04,328,314
121,T119,T119,Tom Scherrer,56,1.04,189,181
122,T119,T119,Nicholas Thompson,113,1.04,411,395
123,124,124,James Driscoll,85,1.03,293,285
124,T125,T125,Rich Beem,90,1.02,309,302
125,T125,T125,Marco Dawson,64,1.02,220,215
126,T125,T125,Freddie Jacobson,78,1.02,263,258
127,T125,T125,John Rollins,94,1.02,312,306
128,T125,T125,Y.E. Yang,89,1.02,297,290
129,T130,T130,J.B. Holmes,86,1.01,316,312
130,T130,T130,Dustin Johnson,92,1.01,330,328
131,T130,T130,Matt Jones,95,1.01,322,319
132,T130,T130,Greg Kraft,63,1.01,212,209
133,T130,T130,Brandt Snedeker,85,1.01,278,275
134,T130,T130,Chris Stroud,81,1.01,266,263
135,T136,T136,Ryan Armour,87,1.0,305,304
136,T136,T136,Chad Collins,72,1.0,235,236
137,T136,T136,Kenneth Ferrie,72,1.0,237,238
138,T136,T136,Mark Hensby,71,1.0,262,263
139,T136,T136,Jerry Kelly,89,1.0,274,274
140,T136,T136,Davis Love III,78,1.0,269,268
141,T136,T136,Geoff Ogilvy,65,1.0,195,195
142,T136,T136,Rod Pampling,83,1.0,272,271
143,T136,T136,David Toms,70,1.0,236,237
144,145,145,Doug LaBelle II,65,0.99,197,200
145,T146,T146,Tommy Gainey,60,0.98,227,231
146,T146,T146,Cliff Kresge,84,0.98,274,280
147,T146,T146,Jimmy Walker,73,0.98,239,245
148,T149,T149,Bart Bryant,81,0.97,243,250
149,T149,T149,Mathias Grönberg,87,0.97,304,312
150,T149,T149,Will MacKenzie,62,0.97,198,204
151,T149,T149,Jim McGovern,75,0.97,242,250
152,T149,T149,Adam Scott,51,0.97,178,183
153,T149,T149,Johnson Wagner,83,0.97,282,292
154,155,155,Brandt Jobe,52,0.96,165,172
155,T156,T156,Chris DiMarco,87,0.95,283,297
156,T156,T156,Ted Purdy,68,0.95,205,215
157,T156,T156,Andres Romero,69,0.95,228,239
158,T156,T156,Jay Williamson,96,0.95,298,313
159,T160,T160,Nick Flanagan,89,0.94,299,317
160,T160,T160,Robert Gamez,79,0.94,263,280
161,T160,T160,Jeff Gove,50,0.94,147,156
162,T160,T160,Paul Goydos,78,0.94,240,254
163,T160,T160,Jon Mills,95,0.94,295,313
164,T160,T160,Sean O'Hair,81,0.94,249,266
165,T166,T166,Paul Casey,55,0.93,179,192
166,T166,T166,Alex Cejka,75,0.93,237,256
167,T166,T166,Paul Claxton,63,0.93,194,209
168,T166,T166,Richard Johnson,60,0.93,174,187
169,T166,T166,Brett Rumford,72,0.93,244,262
170,T171,T171,Mark Calcavecchia,67,0.92,220,239
171,T171,T171,Ernie Els,51,0.92,166,181
172,T171,T171,Todd Hamilton,92,0.92,292,317
173,T171,T171,Rocco Mediate,87,0.92,269,293
174,T175,T175,Ángel Cabrera,55,0.91,171,188
175,T175,T175,Jin Park,85,0.91,256,281
176,T175,T175,Charles Warren,79,0.91,266,292
177,178,178,Justin Bolli,87,0.9,271,300
178,T179,T179,Richard Johnson,77,0.89,243,273
179,T179,T179,Shigeki Maruyama,50,0.89,143,160
180,T179,T179,Bob Sowards,61,0.89,186,209
181,T182,T182,Jason Allred,63,0.88,208,237
182,T182,T182,Retief Goosen,59,0.88,182,206
183,T182,T182,Ron Whittaker,54,0.88,164,186
184,T185,T185,J.P. Hayes,67,0.86,196,228
185,T185,T185,Steve Lowery,74,0.86,237,276
186,187,187,Olin Browne,77,0.85,209,247
187,T188,T188,Billy Andrade,71,0.84,210,251
188,T188,T188,Trevor Immelman,70,0.84,207,247
189,T188,T188,Stephen Leaney,53,0.84,143,171
190,191,191,Ian Poulter,51,0.83,146,175
191,192,192,Kyle Thompson,70,0.82,211,257
192,193,193,Tom Lehman,51,0.81,150,185
193,194,194,David Lutterus,59,0.8,180,226
194,195,195,Cody Freeman,66,0.79,198,252
195,196,196,Travis Perkins,53,0.71,153,215
196,197,197,David Duval,51,0.65,146,225
