,First_Tee_Early_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Scoring_Average_PLAYER NAME,First_Tee_Early_Scoring_Average_ROUNDS,First_Tee_Early_Scoring_Average_AVG,First_Tee_Early_Scoring_Average_TOTAL STROKES,First_Tee_Early_Scoring_Average_TOT. EARLY RDS.(1ST TEE)
178,179,179,Will MacKenzie,62,72.19,1155,16
179,180,180,Marco Dawson,64,72.21,1372,19
180,181,181,Jay Williamson,96,72.22,1950,27
181,182,182,Paul Goydos,78,72.24,1806,25
182,183,183,Kevin Stadler,90,72.26,1662,23
183,184,184,Jerry Kelly,89,72.28,1807,25
184,185,185,Jimmy Walker,73,72.3,1952,27
185,186,186,Jin Park,85,72.44,1811,25
186,T187,T187,Tommy Armour III,77,72.5,1160,16
187,T187,T187,Shigeki Maruyama,50,72.5,870,12
188,189,189,Stephen Leaney,53,72.59,1234,17
189,190,190,J.P. Hayes,67,72.62,1525,21
190,191,191,Brett Rumford,72,72.7,1672,23
191,192,192,Todd Hamilton,92,72.71,2254,31
192,193,193,Tommy Gainey,60,72.86,1020,14
193,194,194,Justin Bolli,87,73.26,1978,27
194,195,195,David Duval,51,73.31,953,13
195,196,196,Alex Cejka,75,73.36,1027,14
196,197,197,Travis Perkins,53,74.47,1117,15
