,Birdie_or_Better_Percentage_-__125_yard_RANK THIS WEEK,Birdie_or_Better_Percentage_-__125_yard_RANK LAST WEEK,Birdie_or_Better_Percentage_-__125_yard_PLAYER NAME,Birdie_or_Better_Percentage_-__125_yard_ROUNDS,Birdie_or_Better_Percentage_-__125_yard_%,Birdie_or_Better_Percentage_-__125_yard_TOTAL BIRDIES,Birdie_or_Better_Percentage_-__125_yard_TOTAL HOLES
98,99,99,Steve Marino,119,22.78,95,417
99,100,100,Ryan Moore,72,22.68,44,194
100,101,101,Dudley Hart,74,22.65,53,234
101,102,102,Todd Demsey,80,22.56,60,266
102,103,103,Lucas Glover,91,22.51,70,311
103,104,104,Kevin Na,97,22.43,72,321
104,105,105,Bob Estes,90,22.33,71,318
105,106,106,Marco Dawson,64,22.27,49,220
106,107,107,Tommy Armour III,77,22.26,73,328
107,108,108,Ernie Els,51,22.22,28,126
108,109,109,Jason Day,81,22.18,65,293
109,110,110,Jeff Overton,103,22.01,81,368
110,111,111,Daniel Chopra,84,21.97,69,314
111,T112,T112,Chris DiMarco,87,21.94,68,310
112,T112,T112,David Duval,51,21.94,34,155
113,114,114,Kevin Streelman,114,21.93,84,383
114,115,115,Troy Matteson,94,21.89,74,338
115,116,116,Johnson Wagner,83,21.83,50,229
116,117,117,Sergio Garcia,72,21.82,36,165
117,118,118,Harrison Frazar,73,21.75,62,285
118,119,119,J.B. Holmes,86,21.74,70,322
119,120,120,Steve Allan,58,21.69,41,189
120,121,121,Rory Sabbatini,77,21.58,60,278
121,122,122,D.J. Trahan,94,21.56,58,269
122,123,123,Eric Axley,113,21.51,77,358
123,T124,T124,Tim Petrovic,97,21.5,66,307
124,T124,T124,Y.E. Yang,89,21.5,63,293
125,126,126,Jay Williamson,96,21.47,70,326
126,127,127,Rod Pampling,83,21.46,56,261
127,128,128,Charles Howell III,101,21.43,75,350
128,129,129,Carlos Franco,73,21.4,46,215
129,130,130,Alex Cejka,75,21.36,47,220
130,131,131,Davis Love III,78,21.34,51,239
131,T132,T132,Fred Couples,60,21.33,48,225
132,T132,T132,Kevin Stadler,90,21.33,64,300
133,134,134,Tag Ridings,88,21.31,62,291
134,135,135,Martin Laird,98,21.26,64,301
135,136,136,Kyle Thompson,70,21.21,56,264
136,137,137,Charley Hoffman,94,21.19,71,335
137,138,138,Brad Adamonis,87,21.13,60,284
138,T139,T139,Mark Hensby,71,21.09,62,294
139,T139,T139,Tom Lehman,51,21.09,31,147
140,141,141,Nicholas Thompson,113,21.08,74,351
141,142,142,Alejandro Cañizares,52,21.01,29,138
142,143,143,Cliff Kresge,84,21.0,59,281
143,144,144,Parker McLachlin,88,20.99,68,324
144,145,145,Joe Durant,92,20.89,61,292
145,146,146,Brad Elder,67,20.81,41,197
146,147,147,Jesper Parnevik,88,20.78,53,255
147,148,148,J.P. Hayes,67,20.62,53,257
148,149,149,Olin Browne,77,20.59,56,272
149,150,150,Trevor Immelman,70,20.56,44,214
150,151,151,James Driscoll,85,20.53,62,302
151,152,152,Jeff Maggert,86,20.5,66,322
152,153,153,Justin Bolli,87,20.48,60,293
153,T154,T154,Cody Freeman,66,20.39,42,206
154,T154,T154,Jon Mills,95,20.39,62,304
155,156,156,Steve Flesch,95,20.22,73,361
156,T157,T157,Tommy Gainey,60,20.18,44,218
157,T157,T157,Bill Haas,99,20.18,66,327
158,T159,T159,Billy Andrade,71,20.0,47,235
159,T159,T159,Doug LaBelle II,65,20.0,39,195
160,T159,T159,David Lutterus,59,20.0,39,195
161,162,162,Sean O'Hair,81,19.93,54,271
162,163,163,Patrick Sheehan,124,19.85,79,398
163,164,164,Brett Quigley,80,19.78,54,273
164,165,165,Brenden Pappas,66,19.74,45,228
165,166,166,Steve Lowery,74,19.72,56,284
166,167,167,Scott McCarron,63,19.67,36,183
167,168,168,J.J. Henry,108,19.66,81,412
168,169,169,Ángel Cabrera,55,19.62,31,158
169,T170,T170,Mathias Grönberg,87,19.61,60,306
170,T170,T170,Matt Jones,95,19.61,61,311
171,172,172,Bubba Watson,97,19.59,57,291
172,173,173,Nick Flanagan,89,19.56,53,271
173,174,174,John Merrick,98,19.44,56,288
174,175,175,Jerry Kelly,89,19.38,50,258
175,176,176,Nick Watney,96,19.28,64,332
176,177,177,Richard Johnson,77,19.24,56,291
177,178,178,George McNeill,97,19.07,70,367
178,179,179,Brandt Snedeker,85,18.94,50,264
179,180,180,Robert Gamez,79,18.77,55,293
180,181,181,Mathew Goggin,91,18.75,51,272
181,182,182,Bob Sowards,61,18.6,40,215
182,183,183,Dustin Johnson,92,18.5,69,373
183,184,184,Boo Weekley,86,18.42,49,266
184,185,185,Jim McGovern,75,18.38,43,234
185,186,186,Jimmy Walker,73,18.37,36,196
186,187,187,Charles Warren,79,18.34,53,289
187,188,188,Brandt Jobe,52,17.98,32,178
188,189,189,Jason Allred,63,17.62,37,210
189,190,190,Richard Johnson,60,17.37,29,167
190,191,191,Travis Perkins,53,17.07,28,164
191,192,192,Lee Janzen,89,17.06,50,293
192,193,193,Ted Purdy,68,17.03,39,229
193,194,194,Robert Garrigus,90,16.67,53,318
194,195,195,Kenneth Ferrie,72,16.36,36,220
195,196,196,Tom Scherrer,56,14.21,26,183
196,197,197,Andres Romero,69,13.72,31,226
