,Back_9_Scoring_Average_RANK THIS WEEK,Back_9_Scoring_Average_RANK LAST WEEK,Back_9_Scoring_Average_PLAYER NAME,Back_9_Scoring_Average_ROUNDS,Back_9_Scoring_Average_AVG,Back_9_Scoring_Average_TOTAL STROKES,Back_9_Scoring_Average_TOTAL HOLES
75,T73,T73,David Toms,70,35.57,2419,68
76,T73,T73,Boo Weekley,86,35.57,2952,83
77,T78,T78,James Driscoll,85,35.58,3024,85
78,T78,T78,Matt Kuchar,88,35.58,3131,88
79,T80,T80,Aaron Baddeley,76,35.59,2598,73
80,T80,T80,Nick O'Hern,82,35.59,2847,80
81,T80,T80,John Riegger,73,35.59,2598,73
82,T80,T80,Heath Slocum,104,35.59,3701,104
83,84,84,J.J. Henry,108,35.6,3845,108
84,T85,T85,Chad Collins,72,35.61,2564,72
85,T85,T85,Joe Ogilvie,100,35.61,3561,100
86,T85,T85,Patrick Sheehan,124,35.61,4416,124
87,T88,T88,Fred Couples,60,35.62,2137,60
88,T88,T88,Steve Flesch,95,35.62,3384,95
89,T88,T88,Craig Kanada,65,35.62,2315,65
90,T88,T88,Chez Reavie,102,35.62,3633,102
91,T88,T88,Mike Weir,88,35.62,3099,87
92,T93,T93,Cameron Beckman,87,35.63,3100,87
93,T93,T93,Doug LaBelle II,65,35.63,2316,65
94,T93,T93,Troy Matteson,94,35.63,3349,94
95,T93,T93,Tag Ridings,88,35.63,3135,88
96,T97,T97,K.J. Choi,74,35.64,2495,70
97,T97,T97,Robert Garrigus,90,35.64,3208,90
98,T97,T97,Jimmy Walker,73,35.64,2602,73
99,100,100,Ted Purdy,68,35.65,2424,68
100,101,101,Michael Allen,91,35.66,3245,91
101,T102,T102,Brad Adamonis,87,35.68,3104,87
102,T102,T102,Kevin Na,97,35.68,3461,97
103,T104,T104,Eric Axley,113,35.69,4033,113
104,T104,T104,Alex Cejka,75,35.69,2677,75
105,T104,T104,Nathan Green,95,35.69,3391,95
106,T104,T104,Ryuji Imada,80,35.69,2855,80
107,T104,T104,Jeff Maggert,86,35.69,3069,86
108,T104,T104,Carl Pettersson,110,35.69,3926,110
109,T104,T104,Chris Riley,51,35.69,1820,51
110,T111,T111,Charley Hoffman,94,35.7,3356,94
111,T111,T111,Charles Howell III,101,35.7,3534,99
112,T111,T111,Parker McLachlin,88,35.7,3142,88
113,T111,T111,Geoff Ogilvy,65,35.7,2285,64
114,T115,T115,Rich Beem,90,35.71,3214,90
115,T115,T115,Frank Lickliter II,107,35.71,3821,107
116,T115,T115,Tim Petrovic,97,35.71,3464,97
117,118,118,Jason Day,81,35.72,2893,81
118,T119,T119,Richard Johnson,60,35.73,2144,60
119,T119,T119,Cliff Kresge,84,35.73,3001,84
120,T119,T119,Davis Love III,78,35.73,2787,78
121,T122,T122,Jeff Gove,50,35.74,1787,50
122,T122,T122,Lee Janzen,89,35.74,3181,89
123,T124,T124,Woody Austin,109,35.75,3754,105
124,T124,T124,Brad Elder,67,35.75,2395,67
125,T124,T124,Harrison Frazar,73,35.75,2610,73
126,T124,T124,Sean O'Hair,81,35.75,2896,81
127,T128,T128,Dustin Johnson,92,35.76,3290,92
128,T128,T128,Jeff Overton,103,35.76,3683,103
129,T128,T128,John Senden,93,35.76,3290,92
130,T128,T128,Johnson Wagner,83,35.76,2968,83
131,T128,T128,Ron Whittaker,54,35.76,1931,54
132,T133,T133,Chris DiMarco,87,35.78,3113,87
133,T133,T133,Tommy Gainey,60,35.78,2147,60
134,135,135,Kevin Stadler,90,35.79,3221,90
135,T136,T136,Bart Bryant,81,35.81,2901,81
136,T136,T136,Rod Pampling,83,35.81,2865,80
137,138,138,Zach Johnson,85,35.82,3009,84
138,139,139,Freddie Jacobson,78,35.83,2795,78
139,T140,T140,Jonathan Byrd,88,35.84,3046,85
140,T140,T140,Scott McCarron,63,35.84,2258,63
141,T140,T140,Jim McGovern,75,35.84,2688,75
142,T140,T140,Jeff Quinney,87,35.84,3118,87
143,T140,T140,Bob Sowards,61,35.84,2186,61
144,145,145,Brett Quigley,80,35.85,2868,80
145,T146,T146,Ernie Els,51,35.86,1793,50
146,T146,T146,Tom Scherrer,56,35.86,2008,56
147,148,148,Charles Warren,79,35.87,2834,79
148,T149,T149,Ryan Moore,72,35.88,2583,72
149,T149,T149,Jin Park,85,35.88,3050,85
150,T149,T149,Nicholas Thompson,113,35.88,4055,113
151,T152,T152,Jerry Kelly,89,35.89,3158,88
152,T152,T152,Steve Lowery,74,35.89,2656,74
153,T152,T152,Jon Mills,95,35.89,3410,95
154,T152,T152,Brandt Snedeker,85,35.89,3015,84
155,T152,T152,Chris Stroud,81,35.89,2907,81
156,T152,T152,Jay Williamson,96,35.89,3445,96
157,T158,T158,Daniel Chopra,84,35.9,2980,83
158,T158,T158,Nick Flanagan,89,35.9,3195,89
159,T158,T158,Brett Rumford,72,35.9,2585,72
160,161,161,Y.E. Yang,89,35.91,3196,89
161,T162,T162,Ryan Armour,87,35.94,3127,87
162,T162,T162,Matt Jones,95,35.94,3414,95
163,T164,T164,Trevor Immelman,70,35.96,2445,68
164,T164,T164,Richard Johnson,77,35.96,2769,77
165,166,166,John Rollins,94,35.97,3381,94
166,167,167,Alejandro Cañizares,52,35.98,1871,52
167,168,168,Joe Durant,92,36.02,3314,92
168,169,169,Kenneth Ferrie,72,36.06,2596,72
169,T170,T170,Retief Goosen,59,36.07,2092,58
170,T170,T170,J.P. Hayes,67,36.07,2417,67
171,172,172,Adam Scott,51,36.08,1768,49
172,T173,T173,Todd Hamilton,92,36.1,3321,92
173,T173,T173,Ian Poulter,51,36.1,1769,49
174,T175,T175,Stephen Leaney,53,36.11,1914,53
175,T175,T175,Kyle Thompson,70,36.11,2528,70
176,T177,T177,Olin Browne,77,36.12,2781,77
177,T177,T177,Brandt Jobe,52,36.12,1878,52
178,T177,T177,Tom Lehman,51,36.12,1842,51
179,180,180,Justin Bolli,87,36.13,3143,87
180,181,181,Rocco Mediate,87,36.14,3144,87
181,182,182,Paul Claxton,63,36.17,2279,63
182,T183,T183,Jason Allred,63,36.19,2280,63
183,T183,T183,Paul Casey,55,36.19,1882,52
184,185,185,Paul Goydos,78,36.21,2824,78
185,T186,T186,Shigeki Maruyama,50,36.24,1812,50
186,T186,T186,Andres Romero,69,36.24,2428,67
187,188,188,David Lutterus,59,36.27,2140,59
188,189,189,Cody Freeman,66,36.29,2395,66
189,T190,T190,Mark Calcavecchia,67,36.3,2396,66
190,T190,T190,Mathias Grönberg,87,36.3,3158,87
191,192,192,Billy Andrade,71,36.32,2579,71
192,193,193,Steve Allan,58,36.33,2107,58
193,194,194,Mark Hensby,71,36.37,2582,71
194,195,195,Ángel Cabrera,55,36.57,1865,51
195,196,196,Travis Perkins,53,36.58,1939,53
196,197,197,David Duval,51,36.82,1878,51
