,Bogey_Avoidance_RANK THIS WEEK,Bogey_Avoidance_RANK LAST WEEK,Bogey_Avoidance_PLAYER NAME,Bogey_Avoidance_ROUNDS,Bogey_Avoidance_% MAKES BOGEY,Bogey_Avoidance_BOGEYS,Bogey_Avoidance_HOLES PLAYED
73,T73,T73,Joe Ogilvie,100,17.22,310,1800
74,T73,T73,Carl Pettersson,110,17.22,341,1980
75,T76,T76,Charley Hoffman,94,17.26,292,1692
76,T76,T76,Vaughn Taylor,103,17.26,320,1854
77,78,78,Dean Wilson,109,17.28,339,1962
78,79,79,Jerry Kelly,89,17.3,274,1584
79,80,80,Richard Johnson,60,17.31,187,1080
80,81,81,Jeff Gove,50,17.33,156,900
81,82,82,Woody Austin,109,17.35,328,1890
82,83,83,Jason Gore,94,17.38,294,1692
83,84,84,Scott Verplank,82,17.42,254,1458
84,T85,T85,Brad Adamonis,87,17.43,273,1566
85,T85,T85,Todd Demsey,80,17.43,251,1440
86,T85,T85,Steve Flesch,95,17.43,298,1710
87,88,88,Lucas Glover,91,17.46,286,1638
88,89,89,Chad Campbell,94,17.49,296,1692
89,90,90,Stuart Appleby,87,17.53,265,1512
90,91,91,Ryan Palmer,69,17.55,218,1242
91,92,92,Ted Purdy,68,17.57,215,1224
92,93,93,Carlos Franco,73,17.58,231,1314
93,94,94,Martin Laird,98,17.63,311,1764
94,95,95,Boo Weekley,86,17.67,264,1494
95,96,96,Eric Axley,113,17.7,360,2034
96,97,97,Frank Lickliter II,107,17.71,341,1926
97,98,98,Scott McCarron,63,17.72,201,1134
98,99,99,Pat Perez,93,17.75,294,1656
99,100,100,Shigeki Maruyama,50,17.78,160,900
100,101,101,Tim Petrovic,97,17.81,311,1746
101,T102,T102,Steve Allan,58,17.82,186,1044
102,T102,T102,Tommy Armour III,77,17.82,247,1386
103,T102,T102,Olin Browne,77,17.82,247,1386
104,105,105,Padraig Harrington,52,17.89,161,900
105,106,106,D.J. Trahan,94,17.91,303,1692
106,107,107,Stephen Leaney,53,17.92,171,954
107,T108,T108,Jeff Maggert,86,17.96,278,1548
108,T108,T108,Tom Scherrer,56,17.96,181,1008
109,110,110,Peter Lonard,92,18.0,298,1656
110,111,111,Jeff Quinney,87,18.01,282,1566
111,T112,T112,Tim Clark,90,18.04,289,1602
112,T112,T112,Chris Stroud,81,18.04,263,1458
113,T114,T114,Alejandro Cañizares,52,18.06,169,936
114,T114,T114,Ryan Moore,72,18.06,234,1296
115,116,116,John Mallinger,95,18.07,309,1710
116,T117,T117,Paul Goydos,78,18.09,254,1404
117,T117,T117,John Rollins,94,18.09,306,1692
118,119,119,Y.E. Yang,89,18.1,290,1602
119,T120,T120,Harrison Frazar,73,18.11,238,1314
120,T120,T120,Jay Williamson,96,18.11,313,1728
121,122,122,Nathan Green,95,18.13,310,1710
122,123,123,George McNeill,97,18.16,317,1746
123,124,124,Jonathan Byrd,88,18.17,278,1530
124,125,125,Brandt Snedeker,85,18.19,275,1512
125,126,126,Chad Collins,72,18.21,236,1296
126,127,127,Sean O'Hair,81,18.24,266,1458
127,128,128,Will MacKenzie,62,18.28,204,1116
128,129,129,Lee Janzen,89,18.29,293,1602
129,T130,T130,Joe Durant,92,18.3,303,1656
130,T130,T130,Jon Mills,95,18.3,313,1710
131,132,132,Bubba Watson,97,18.33,320,1746
132,133,133,Kenneth Ferrie,72,18.36,238,1296
133,134,134,Jin Park,85,18.37,281,1530
134,T135,T135,Freddie Jacobson,78,18.38,258,1404
135,T135,T135,Brandt Jobe,52,18.38,172,936
136,137,137,Daniel Chopra,84,18.41,275,1494
137,138,138,Rory Sabbatini,77,18.42,252,1368
138,T139,T139,Paul Claxton,63,18.43,209,1134
139,T139,T139,Greg Kraft,63,18.43,209,1134
140,T139,T139,Jesper Parnevik,88,18.43,292,1584
141,142,142,Troy Matteson,94,18.44,312,1692
142,143,143,Michael Letzig,88,18.5,293,1584
143,T144,T144,Cliff Kresge,84,18.52,280,1512
144,T144,T144,Jim McGovern,75,18.52,250,1350
145,146,146,Jeff Overton,103,18.55,344,1854
146,147,147,James Driscoll,85,18.63,285,1530
147,148,148,Rich Beem,90,18.64,302,1620
148,T149,T149,Matt Jones,95,18.65,319,1710
149,T149,T149,Jimmy Walker,73,18.65,245,1314
150,T151,T151,Marco Dawson,64,18.66,215,1152
151,T151,T151,Camilo Villegas,79,18.66,262,1404
152,153,153,Rocco Mediate,87,18.71,293,1566
153,154,154,Rod Pampling,83,18.82,271,1440
154,155,155,Robert Garrigus,90,18.83,305,1620
155,156,156,J.P. Hayes,67,18.91,228,1206
156,157,157,Alex Cejka,75,18.96,256,1350
157,158,158,Chris DiMarco,87,18.97,297,1566
158,159,159,Kevin Stadler,90,19.01,308,1620
159,160,160,Bob Sowards,61,19.03,209,1098
160,161,161,Davis Love III,78,19.09,268,1404
161,162,162,Tag Ridings,88,19.13,303,1584
162,T163,T163,Todd Hamilton,92,19.14,317,1656
163,T163,T163,Ron Whittaker,54,19.14,186,972
164,165,165,Justin Bolli,87,19.16,300,1566
165,166,166,David Toms,70,19.36,237,1224
166,167,167,Ryan Armour,87,19.41,304,1566
167,168,168,Nicholas Thompson,113,19.42,395,2034
168,169,169,Johnson Wagner,83,19.54,292,1494
169,170,170,Billy Andrade,71,19.64,251,1278
170,171,171,Robert Gamez,79,19.69,280,1422
171,172,172,Richard Johnson,77,19.7,273,1386
172,173,173,Retief Goosen,59,19.73,206,1044
173,174,174,Nick Flanagan,89,19.79,317,1602
174,175,175,Dustin Johnson,92,19.81,328,1656
175,176,176,Andres Romero,69,19.82,239,1206
176,177,177,Ian Poulter,51,19.84,175,882
177,178,178,Mathias Grönberg,87,19.92,312,1566
178,179,179,Ernie Els,51,20.11,181,900
179,180,180,Mark Calcavecchia,67,20.12,239,1188
180,181,181,Tom Lehman,51,20.15,185,918
181,182,182,Trevor Immelman,70,20.18,247,1224
182,183,183,Brett Rumford,72,20.22,262,1296
183,184,184,J.B. Holmes,86,20.39,312,1530
184,185,185,Kyle Thompson,70,20.4,257,1260
185,186,186,Ángel Cabrera,55,20.48,188,918
186,187,187,Paul Casey,55,20.51,192,936
187,188,188,Charles Warren,79,20.53,292,1422
188,189,189,Mark Hensby,71,20.58,263,1278
189,190,190,Steve Lowery,74,20.72,276,1332
190,191,191,Adam Scott,51,20.75,183,882
191,192,192,Jason Allred,63,20.9,237,1134
192,193,193,Cody Freeman,66,21.21,252,1188
193,194,194,David Lutterus,59,21.28,226,1062
194,195,195,Tommy Gainey,60,21.39,231,1080
195,196,196,Travis Perkins,53,22.54,215,954
196,197,197,David Duval,51,24.51,225,918
