,Rounds_in_the_60s_RANK THIS WEEK,Rounds_in_the_60s_RANK LAST WEEK,Rounds_in_the_60s_PLAYER NAME,Rounds_in_the_60s_EVENTS,Rounds_in_the_60s_TOTAL RNDS
206,T206,T206,David Duval,20,9
207,T206,T206,Cody Freeman,26,9
208,T206,T206,Dicky Pride,14,9
209,T206,T206,Justin Rose,15,9
210,T206,T206,Roland Thatcher,15,9
211,T206,T206,Garrett Willis,11,9
212,T213,T213,Brian Bateman,18,8
213,T213,T213,Kirk Triplett,9,8
214,T215,T215,Notah Begay III,9,7
215,T215,T215,John Daly,17,7
216,T215,T215,Dan Forsman,11,7
217,T215,T215,Bob May,4,7
218,T215,T215,Shaun Micheel,16,7
219,T215,T215,Lee Westwood,10,7
220,T221,T221,Craig Barlow,15,6
221,T221,T221,Neal Lancaster,9,6
222,T221,T221,Michael Sim,7,6
223,T224,T224,Niclas Fasth,10,5
224,T224,T224,Anders Hansen,6,5
225,T224,T224,Miguel Angel Jiménez,8,5
226,T224,T224,Len Mattiace,11,5
227,T224,T224,Arron Oberholser,10,5
228,T224,T224,Henrik Stenson,9,5
229,T224,T224,Michael Thompson,4,5
230,T224,T224,Casey Wittenberg,4,5
231,T232,T232,Robert Damron,8,4
232,T232,T232,Nick Dougherty,8,4
233,T232,T232,Brendan Jones,5,4
234,T232,T232,Robert Karlsson,8,4
235,T232,T232,Stephen Leaney,17,4
236,T232,T232,Danny Lee,2,4
237,T232,T232,Travis Perkins,23,4
238,T232,T232,Alvaro Quiros,2,4
239,T232,T232,Webb Simpson,6,4
240,T232,T232,Richard Sterne,8,4
241,T232,T232,Jhonattan Vegas,1,4
242,T232,T232,Brett Wetterich,11,4
243,T244,T244,Paul Azinger,9,3
244,T244,T244,Guy Boros,6,3
245,T244,T244,Jay Delsing,8,3
246,T244,T244,"Jim Gallagher, Jr.",7,3
247,T244,T244,Grégory Havret,2,3
248,T244,T244,Ian Leggatt,5,3
249,T244,T244,J.L. Lewis,16,3
250,T244,T244,WC Liang,6,3
251,T244,T244,Yusaku Miyazato,1,3
252,T244,T244,D.A. Points,3,3
253,T244,T244,Stephen Poole,1,3
254,T244,T244,Jeev Milkha Singh,5,3
255,T244,T244,Chris Smith,5,3
256,T244,T244,Chip Sullivan,6,3
257,T244,T244,Esteban Toledo,3,3
258,T259,T259,Ryan Blaum,1,2
259,T259,T259,Mark Brown,3,2
260,T259,T259,Darren Clarke,2,2
261,T259,T259,Kris Cox,8,2
262,T259,T259,Stuart Deane,2,2
263,T259,T259,John Douma,1,2
264,T259,T259,Richard Finch,2,2
265,T259,T259,Ross Fisher,6,2
266,T259,T259,Philip Francis,1,2
267,T259,T259,Brent Geiberger,12,2
268,T259,T259,Tom Gillis,3,2
269,T259,T259,Rob Grube,1,2
270,T259,T259,Soren Hansen,9,2
271,T259,T259,David Hearn,2,2
272,T259,T259,Martin Kaymer,8,2
273,T259,T259,Søren Kjeldsen,3,2
274,T259,T259,Spencer Levin,1,2
275,T259,T259,Pablo Martin Benavides,3,2
276,T259,T259,Daisuke Maruyama,4,2
277,T259,T259,Graeme McDowell,4,2
278,T259,T259,Andrew McLardy,2,2
279,T259,T259,Deane Pappas,3,2
280,T259,T259,Nick Price,1,2
281,T259,T259,Mike Ruiz,1,2
282,T259,T259,Toru Taniguchi,7,2
283,T259,T259,Jon Turcott,2,2
284,T259,T259,Drew Weaver,4,2
285,T259,T259,Oliver Wilson,4,2
286,T287,T287,Thomas Aiken,1,1
287,T287,T287,Fulton Allem,1,1
288,T287,T287,Alex Aragon,2,1
289,T287,T287,Casey Bourque,1,1
290,T287,T287,Bob Burns,7,1
291,T287,T287,Brandel Chamblee,1,1
292,T287,T287,SSP Chawrasia,1,1
293,T287,T287,Erik Compton,1,1
294,T287,T287,Bryan DeCorso,1,1
295,T287,T287,Bubba Dickerson,1,1
296,T287,T287,Trevor Dodds,2,1
297,T287,T287,Josh Esler,1,1
298,T287,T287,Tony Finau,1,1
299,T287,T287,Robert Floyd,3,1
300,T287,T287,Keiichiro Fukabori,1,1
301,T287,T287,Richard Green,9,1
302,T287,T287,Anton Haig,2,1
303,T287,T287,Matt Harmon,1,1
304,T287,T287,Justin Hicks,1,1
305,T287,T287,Scott Hoch,1,1
306,T287,T287,Hidemasa Hoshino,1,1
307,T287,T287,David Howell,3,1
308,T287,T287,Daniel Im,1,1
309,T287,T287,Pete Jordan,1,1
310,T287,T287,Peter Karmis,1,1
311,T287,T287,Jonathan Kaye,8,1
312,T287,T287,Skip Kendall,6,1
313,T287,T287,James Kingston,5,1
314,T287,T287,Chris Kirk,3,1
315,T287,T287,Colt Knost,5,1
316,T287,T287,Bernhard Langer,2,1
317,T287,T287,Luke List,2,1
318,T287,T287,Jamie Lovemark,5,1
319,T287,T287,Andrew Magee,3,1
320,T287,T287,Prayad Marksaeng,4,1
321,T287,T287,Dick Mast,1,1
322,T287,T287,Paul McGinley,1,1
323,T287,T287,Spike McRoy,4,1
324,T287,T287,Kelly Mitchum,1,1
325,T287,T287,Kiyoshi Miyazato,1,1
326,T287,T287,Wilfredo Morales,1,1
327,T287,T287,Mark O'Meara,5,1
328,T287,T287,David Ogrin,1,1
329,T287,T287,José María Olazábal,4,1
330,T287,T287,Greg Owen,1,1
331,T287,T287,Fran Quinn,1,1
332,T287,T287,Dustin Risdon,1,1
333,T287,T287,Jake Roos,2,1
334,T287,T287,Ted Schulz,1,1
335,T287,T287,Thomas Sherreard,1,1
336,T287,T287,Adam Short,1,1
337,T287,T287,Joey Sindelar,5,1
338,T287,T287,Jeff Sluman,2,1
339,T287,T287,Bruce Smith,1,1
340,T287,T287,Mike Standly,1,1
341,T287,T287,Graeme Storm,3,1
342,T287,T287,Scott Strange,3,1
343,T287,T287,Miguel Suarez,1,1
344,T287,T287,Mitsuhiro Tateyama,1,1
345,T287,T287,Peter Tomasulo,2,1
346,T287,T287,Diego Vanegas,1,1
347,T287,T287,Vance Veazey,1,1
348,T287,T287,Grant Waite,8,1
349,T287,T287,Steve Webster,3,1
350,T287,T287,Dan Woltman,1,1
