,Early_Scoring_Average_RANK THIS WEEK,Early_Scoring_Average_RANK LAST WEEK,Early_Scoring_Average_PLAYER NAME,Early_Scoring_Average_ROUNDS,Early_Scoring_Average_AVG,Early_Scoring_Average_TOTAL STROKES,Early_Scoring_Average_TOTAL EARLY ROUNDS
117,T116,T116,Chez Reavie,102,71.2,3275,46
118,T119,T119,Tim Clark,90,71.21,2777,39
119,T119,T119,Doug LaBelle II,65,71.21,2421,34
120,121,121,Retief Goosen,59,71.22,1923,27
121,T122,T122,Nathan Green,95,71.27,3635,51
122,T122,T122,Matt Kuchar,88,71.27,3136,44
123,124,124,Nick Flanagan,89,71.28,3564,50
124,T125,T125,Woody Austin,109,71.29,3921,55
125,T125,T125,Jay Williamson,96,71.29,3493,49
126,127,127,Jeff Quinney,87,71.31,2995,42
127,128,128,Tom Lehman,51,71.32,1783,25
128,129,129,Lee Janzen,89,71.34,3139,44
129,130,130,Robert Gamez,79,71.35,3068,43
130,131,131,Rod Pampling,83,71.36,2783,39
131,T132,T132,Kenneth Ferrie,72,71.38,2784,39
132,T132,T132,Trevor Immelman,70,71.38,2427,34
133,T132,T132,Sean O'Hair,81,71.38,2784,39
134,135,135,Y.E. Yang,89,71.41,3499,49
135,136,136,Lucas Glover,91,71.43,3286,46
136,137,137,Greg Kraft,63,71.44,1929,27
137,T138,T138,Frank Lickliter II,107,71.46,4502,63
138,T138,T138,Rocco Mediate,87,71.46,3287,46
139,140,140,Ron Whittaker,54,71.48,1930,27
140,141,141,Ian Poulter,51,71.5,1573,22
141,142,142,Chris Stroud,81,71.51,3075,43
142,143,143,David Lutterus,59,71.52,2217,31
143,T144,T144,Troy Matteson,94,71.53,3362,47
144,T144,T144,Tim Petrovic,97,71.53,3505,49
145,T144,T144,Bob Sowards,61,71.53,2432,34
146,147,147,Charles Howell III,101,71.54,3291,46
147,148,148,Rich Beem,90,71.55,3649,51
148,T149,T149,Harrison Frazar,73,71.57,2505,35
149,T149,T149,Kevin Stadler,90,71.57,3292,46
150,151,151,Rory Sabbatini,77,71.58,2577,36
151,152,152,Geoff Ogilvy,65,71.59,2291,32
152,153,153,Kent Jones,68,71.6,2506,35
153,154,154,Tommy Armour III,77,71.61,2363,33
154,155,155,Ángel Cabrera,55,71.62,1862,26
155,156,156,Ryan Armour,87,71.65,3511,49
156,157,157,Brad Elder,67,71.66,2508,35
157,158,158,Dustin Johnson,92,71.69,3513,49
158,159,159,Daniel Chopra,84,71.7,3083,43
159,160,160,Jimmy Walker,73,71.72,2797,39
160,T161,T161,Paul Claxton,63,71.73,2367,33
161,T161,T161,Todd Hamilton,92,71.73,3443,48
162,163,163,Tom Scherrer,56,71.74,2224,31
163,164,164,Mathias Grönberg,87,71.78,3589,50
164,165,165,Matt Jones,95,71.81,3806,53
165,166,166,Richard Johnson,77,71.82,2801,39
166,167,167,Craig Kanada,65,71.84,2299,32
167,168,168,Charles Warren,79,71.85,2802,39
168,T169,T169,Jason Allred,63,71.86,2515,35
169,T169,T169,Ernie Els,51,71.86,1509,21
170,171,171,Johnson Wagner,83,71.89,3307,46
171,172,172,Mark Calcavecchia,67,71.9,2229,31
172,173,173,Cliff Kresge,84,71.91,3092,43
173,174,174,Brandt Jobe,52,71.93,2014,28
174,175,175,Billy Andrade,71,71.95,2878,40
175,T176,T176,Jerry Kelly,89,71.97,2735,38
176,T176,T176,Andres Romero,69,71.97,2591,36
177,T178,T178,Steve Lowery,74,72.0,3024,42
178,T178,T178,Brett Rumford,72,72.0,2736,38
179,180,180,Mark Hensby,71,72.03,2377,33
180,T181,T181,Tommy Gainey,60,72.06,2234,31
181,T181,T181,Jon Mills,95,72.06,3603,50
182,183,183,Paul Casey,55,72.07,2018,28
183,T184,T184,Olin Browne,77,72.09,3100,43
184,T184,T184,Shigeki Maruyama,50,72.09,1658,23
185,186,186,Paul Goydos,78,72.1,2812,39
186,187,187,Will MacKenzie,62,72.15,2381,33
187,T188,T188,Alex Cejka,75,72.21,2744,38
188,T188,T188,Cody Freeman,66,72.21,2455,34
189,190,190,Chris DiMarco,87,72.28,3325,46
190,191,191,Jin Park,85,72.36,3256,45
191,192,192,Stephen Leaney,53,72.42,2245,31
192,193,193,Justin Bolli,87,72.43,3332,46
193,194,194,Kyle Thompson,70,72.52,2393,33
194,195,195,J.P. Hayes,67,72.56,2467,34
195,196,196,David Duval,51,73.65,1915,26
196,197,197,Travis Perkins,53,73.7,1990,27
