,Final_Round_Performance_RANK THIS WEEK,Final_Round_Performance_RANK LAST WEEK,Final_Round_Performance_PLAYER NAME,Final_Round_Performance_EVENTS,Final_Round_Performance_%
117,T106,T106,Brenden Pappas,24,50.0
118,T106,T106,Jin Park,30,50.0
119,T106,T106,Tom Pernice Jr.,30,50.0
120,T106,T106,Tim Petrovic,32,50.0
121,T106,T106,Rory Sabbatini,23,50.0
122,T106,T106,Kevin Sutherland,26,50.0
123,T106,T106,Bob Tway,20,50.0
124,T106,T106,Boo Weekley,24,50.0
125,126,126,Kevin Streelman,32,47.83
126,127,127,Martin Laird,29,47.37
127,128,128,Bart Bryant,23,47.06
128,T129,T129,Matt Jones,31,46.67
129,T129,T129,Jeff Maggert,28,46.67
130,T129,T129,Jesper Parnevik,29,46.67
131,T132,T132,Briny Baird,30,46.15
132,T132,T132,Todd Demsey,25,46.15
133,T132,T132,Chris DiMarco,29,46.15
134,T135,T135,Olin Browne,27,45.45
135,T135,T135,Kenny Perry,26,45.45
136,T135,T135,Omar Uresti,24,45.45
137,T138,T138,Tim Clark,27,44.44
138,T138,T138,Bill Haas,31,44.44
139,T138,T138,Will MacKenzie,21,44.44
140,T138,T138,Vaughn Taylor,32,44.44
141,142,142,Troy Matteson,30,43.75
142,T143,T143,Brad Adamonis,29,42.86
143,T143,T143,Jason Allred,23,42.86
144,T143,T143,Nick Flanagan,29,42.86
145,T143,T143,Brandt Jobe,19,42.86
146,T143,T143,Frank Lickliter II,32,42.86
147,T143,T143,David Lutterus,23,42.86
148,T143,T143,Jon Mills,32,42.86
149,T143,T143,Tom Scherrer,20,42.86
150,151,151,Tim Herron,28,42.11
151,152,152,Marco Dawson,21,41.67
152,T153,T153,Joe Durant,28,41.18
153,T153,T153,J.B. Holmes,26,41.18
154,T155,T155,Mark Calcavecchia,25,40.0
155,T155,T155,David Duval,20,40.0
156,T155,T155,Kenneth Ferrie,25,40.0
157,T155,T155,Tommy Gainey,24,40.0
158,T155,T155,Dudley Hart,22,40.0
159,T155,T155,Craig Kanada,23,40.0
160,T155,T155,Chez Reavie,30,40.0
161,T162,T162,Justin Bolli,28,38.46
162,T162,T162,Paul Goydos,25,38.46
163,T162,T162,Cliff Kresge,28,38.46
164,T162,T162,Corey Pavin,20,38.46
165,T162,T162,Patrick Sheehan,35,38.46
166,167,167,Charlie Wi,27,38.1
167,T168,T168,Matt Kuchar,27,37.5
168,T168,T168,Stephen Leaney,17,37.5
169,T168,T168,Tom Lehman,17,37.5
170,T168,T168,Kyle Thompson,26,37.5
171,T172,T172,Gavin Coles,16,36.36
172,T172,T172,Jimmy Walker,24,36.36
173,174,174,Michael Letzig,29,35.71
174,T175,T175,Bob Estes,28,35.29
175,T175,T175,Todd Hamilton,28,35.29
176,T177,T177,Ángel Cabrera,17,33.33
177,T177,T177,Jason Gore,33,33.33
178,T177,T177,Ted Purdy,25,33.33
179,T177,T177,Charles Warren,29,33.33
180,T177,T177,Y.E. Yang,29,33.33
181,182,182,Jeff Overton,32,31.58
182,183,183,Dustin Johnson,30,31.25
183,T184,T184,Billy Andrade,24,30.0
184,T184,T184,John Huston,18,30.0
185,T184,T184,Doug LaBelle II,22,30.0
186,187,187,Daniel Chopra,27,28.57
187,188,188,Jim McGovern,26,27.27
188,T189,T189,Shigeki Maruyama,18,25.0
189,T189,T189,Rocco Mediate,27,25.0
190,T189,T189,Bob Sowards,22,25.0
191,T189,T189,Jay Williamson,33,25.0
192,193,193,Mark Hensby,26,22.22
193,194,194,Rich Beem,29,18.75
194,195,195,Chris Stroud,29,16.67
195,196,196,John Riegger,24,15.38
196,197,197,Paul Claxton,23,14.29
