,Bogey_Average_RANK THIS WEEK,Bogey_Average_RANK LAST WEEK,Bogey_Average_PLAYER NAME,Bogey_Average_EVENTS,Bogey_Average_AVERAGE BOGEYS PER ROUND,Bogey_Average_TOTAL BOGEYS,Bogey_Average_ROUNDS PLAYED
142,T141,T141,Sean O'Hair,25,2.94,238,81
143,144,144,Greg Kraft,21,2.95,186,63
144,T145,T145,Jeff Overton,32,2.96,305,103
145,T145,T145,Andres Romero,20,2.96,198,67
146,T145,T145,Jimmy Walker,24,2.96,216,73
147,T145,T145,Jay Williamson,33,2.96,284,96
148,T149,T149,Paul Claxton,23,2.97,187,63
149,T149,T149,J.P. Hayes,26,2.97,199,67
150,T149,T149,George McNeill,29,2.97,288,97
151,152,152,Lee Janzen,28,2.98,265,89
152,T153,T153,Peter Lonard,30,3.01,277,92
153,T153,T153,Nicholas Thompson,36,3.01,340,113
154,T153,T153,Camilo Villegas,22,3.01,235,78
155,T156,T156,Rich Beem,29,3.02,272,90
156,T156,T156,Matt Jones,31,3.02,287,95
157,T156,T156,Rocco Mediate,27,3.02,263,87
158,T159,T159,Marco Dawson,21,3.03,194,64
159,T159,T159,Chris DiMarco,29,3.03,264,87
160,T159,T159,Tag Ridings,29,3.03,267,88
161,T159,T159,Bob Sowards,22,3.03,185,61
162,T163,T163,Billy Andrade,24,3.04,216,71
163,T163,T163,Rod Pampling,28,3.04,243,80
164,165,165,Richard Johnson,29,3.05,235,77
165,166,166,Mathias Grönberg,30,3.08,268,87
166,T167,T167,Justin Bolli,28,3.09,269,87
167,T167,T167,Alex Cejka,25,3.09,232,75
168,T167,T167,Todd Hamilton,28,3.09,284,92
169,T170,T170,Robert Gamez,26,3.11,246,79
170,T170,T170,Dustin Johnson,30,3.11,286,92
171,172,172,Trevor Immelman,22,3.12,212,68
172,173,173,Brett Rumford,26,3.13,225,72
173,T174,T174,Mark Calcavecchia,25,3.14,207,66
174,T174,T174,Retief Goosen,18,3.14,182,58
175,T174,T174,Johnson Wagner,26,3.14,261,83
176,177,177,Mark Hensby,26,3.15,224,71
177,178,178,Ángel Cabrera,17,3.16,161,51
178,179,179,Tommy Gainey,24,3.17,190,60
179,T180,T180,Davis Love III,23,3.18,248,78
180,T180,T180,Ian Poulter,15,3.18,156,49
181,T182,T182,Paul Casey,16,3.19,166,52
182,T182,T182,Nick Flanagan,29,3.19,284,89
183,T182,T182,Kyle Thompson,26,3.19,223,70
184,T182,T182,David Toms,20,3.19,217,68
185,186,186,Ron Whittaker,22,3.2,173,54
186,187,187,Charles Warren,29,3.22,254,79
187,188,188,David Lutterus,23,3.25,192,59
188,189,189,Ernie Els,16,3.26,163,50
189,190,190,J.B. Holmes,26,3.27,278,85
190,191,191,Adam Scott,15,3.29,161,49
191,192,192,Jason Allred,23,3.3,208,63
192,193,193,Steve Lowery,25,3.32,246,74
193,194,194,Tom Lehman,17,3.35,171,51
194,195,195,Cody Freeman,26,3.36,222,66
195,196,196,Travis Perkins,23,3.57,189,53
196,197,197,David Duval,20,3.75,191,51
