,Bounce_Back_RANK THIS WEEK,Bounce_Back_RANK LAST WEEK,Bounce_Back_PLAYER NAME,Bounce_Back_ROUNDS,Bounce_Back_%
66,67,67,Rocco Mediate,87,19.49
67,68,68,Jimmy Walker,73,19.48
68,69,69,Steve Allan,58,19.44
69,T70,T70,Charley Hoffman,94,19.42
70,T70,T70,Jesper Parnevik,88,19.42
71,72,72,Vaughn Taylor,103,19.4
72,73,73,Dustin Johnson,92,19.34
73,74,74,Michael Letzig,88,19.3
74,75,75,Billy Mayfair,103,19.27
75,76,76,Brad Elder,67,19.23
76,77,77,Adam Scott,51,19.19
77,T78,T78,Kevin Stadler,90,19.16
78,T78,T78,David Toms,70,19.16
79,80,80,Robert Allenby,108,19.11
80,81,81,Joe Durant,92,19.1
81,82,82,Brad Adamonis,87,19.08
82,83,83,Mike Weir,88,19.05
83,84,84,Mark Hensby,71,19.01
84,85,85,Bob Estes,90,18.99
85,86,86,Justin Bolli,87,18.95
86,87,87,Cameron Beckman,87,18.92
87,88,88,Nick Watney,96,18.84
88,89,89,Rory Sabbatini,77,18.83
89,90,90,Glen Day,64,18.82
90,91,91,Brett Rumford,72,18.8
91,92,92,Brett Quigley,80,18.78
92,93,93,Jim Furyk,95,18.75
93,T94,T94,J.J. Henry,108,18.73
94,T94,T94,Jon Mills,95,18.73
95,96,96,Matt Kuchar,88,18.72
96,97,97,Jason Day,81,18.64
97,98,98,Ben Crane,86,18.55
98,99,99,Kenneth Ferrie,72,18.5
99,100,100,Omar Uresti,74,18.45
100,101,101,Jason Gore,94,18.41
101,102,102,Kyle Thompson,70,18.37
102,103,103,Marco Dawson,64,18.36
103,104,104,Ken Duke,116,18.35
104,105,105,Bart Bryant,81,18.3
105,106,106,Chris Stroud,81,18.29
106,107,107,Steve Elkington,84,18.26
107,T108,T108,Tim Clark,90,18.25
108,T108,T108,Peter Lonard,92,18.25
109,110,110,Jonathan Byrd,88,18.22
110,111,111,Mark Calcavecchia,67,18.18
111,112,112,Lee Janzen,89,18.15
112,113,113,Johnson Wagner,83,18.12
113,114,114,Dean Wilson,109,18.1
114,115,115,Davis Love III,78,18.0
115,116,116,Ryan Armour,87,17.89
116,117,117,Kevin Streelman,114,17.88
117,T118,T118,John Rollins,94,17.87
118,T118,T118,Heath Slocum,104,17.87
119,120,120,Chez Reavie,102,17.81
120,T121,T121,Craig Kanada,65,17.71
121,T121,T121,Kevin Na,97,17.71
122,123,123,Daniel Chopra,84,17.69
123,124,124,Charlie Wi,97,17.65
124,125,125,Ryuji Imada,80,17.62
125,126,126,Stephen Leaney,53,17.61
126,127,127,Zach Johnson,85,17.6
127,128,128,Chris Riley,51,17.52
128,129,129,Matt Jones,95,17.49
129,130,130,Chris DiMarco,87,17.47
130,131,131,Shigeki Maruyama,50,17.45
131,132,132,Hunter Mahan,87,17.41
132,133,133,John Merrick,98,17.38
133,134,134,Jim McGovern,75,17.37
134,135,135,Ben Curtis,80,17.33
135,136,136,Vijay Singh,82,17.31
136,137,137,Patrick Sheehan,124,17.29
137,138,138,John Mallinger,95,17.24
138,139,139,Todd Demsey,80,17.23
139,140,140,Trevor Immelman,70,17.17
140,141,141,Freddie Jacobson,78,17.15
141,142,142,Nick O'Hern,82,17.13
142,143,143,Chad Collins,72,17.04
143,144,144,Jin Park,85,16.97
144,145,145,Nicholas Thompson,113,16.94
145,T146,T146,Retief Goosen,59,16.93
146,T146,T146,Carl Pettersson,110,16.93
147,148,148,Jeff Quinney,87,16.86
148,149,149,Cody Freeman,66,16.81
149,150,150,Justin Leonard,101,16.8
150,151,151,Cliff Kresge,84,16.79
151,152,152,Scott Sterling,89,16.74
152,153,153,David Duval,51,16.59
153,154,154,K.J. Choi,74,16.58
154,155,155,Steve Lowery,74,16.48
155,156,156,Kent Jones,68,16.41
156,157,157,Tommy Armour III,77,16.38
157,158,158,Boo Weekley,86,16.33
158,159,159,Andres Romero,69,16.3
159,160,160,J.P. Hayes,67,16.28
160,161,161,Charles Warren,79,16.24
161,162,162,Geoff Ogilvy,65,16.13
162,163,163,Tom Scherrer,56,16.07
163,T164,T164,Pat Perez,93,16.06
164,T164,T164,Tim Wilkinson,95,16.06
165,166,166,Doug LaBelle II,65,16.04
166,167,167,Scott Verplank,82,16.03
167,168,168,Woody Austin,109,15.91
168,169,169,Briny Baird,113,15.9
169,170,170,Stuart Appleby,87,15.87
170,171,171,Fred Couples,60,15.82
171,172,172,Sean O'Hair,81,15.79
172,173,173,Ian Poulter,51,15.72
173,T174,T174,Bill Haas,99,15.64
174,T174,T174,Ron Whittaker,54,15.64
175,176,176,Todd Hamilton,92,15.56
176,177,177,Y.E. Yang,89,15.38
177,178,178,Jerry Kelly,89,15.23
178,179,179,Richard Johnson,60,15.2
179,180,180,Corey Pavin,69,15.15
180,181,181,Rich Beem,90,15.11
181,182,182,Parker McLachlin,88,15.08
182,183,183,Billy Andrade,71,15.02
183,184,184,Jason Allred,63,14.93
184,185,185,Chad Campbell,94,14.86
185,186,186,Ernie Els,51,14.53
186,187,187,David Lutterus,59,14.35
187,188,188,Jay Williamson,96,14.29
188,189,189,George McNeill,97,13.99
189,190,190,Eric Axley,113,13.86
190,191,191,Will MacKenzie,62,13.85
191,192,192,Steve Stricker,75,13.78
192,193,193,Paul Goydos,78,13.75
193,194,194,Olin Browne,77,13.39
194,195,195,Tom Lehman,51,13.22
195,196,196,Ted Purdy,68,13.13
196,197,197,Travis Perkins,53,13.04
