,Current_Streak_without_a_3-Putt_RANK THIS WEEK,Current_Streak_without_a_3-Putt_RANK LAST WEEK,Current_Streak_without_a_3-Putt_PLAYER NAME,Current_Streak_without_a_3-Putt_EVENTS,Current_Streak_without_a_3-Putt_VALUE
66,T67,T67,Robert Allenby,31,36
67,T67,T67,Brian Gay,33,36
68,T67,T67,Stephen Leaney,29,36
69,T70,T70,Stuart Appleby,25,35
70,T70,T70,Harrison Frazar,31,35
71,T70,T70,Hunter Mahan,34,35
72,T73,T73,Justin Bolli,24,34
73,T73,T73,Brian Davis,23,34
74,T73,T73,Michael Long,26,34
75,76,76,Chad Campbell,27,33
76,T77,T77,Shigeki Maruyama,29,32
77,T77,T77,Mark O'Meara,21,32
78,T79,T79,Lee Janzen,26,31
79,T79,T79,Brenden Pappas,15,31
80,T79,T79,Tjaart van der Walt,19,31
81,T82,T82,Billy Andrade,26,29
82,T82,T82,Briny Baird,33,29
83,T82,T82,Doug Barron,24,29
84,T82,T82,Joe Durant,25,29
85,T82,T82,Glen Hnatiuk,21,29
86,T82,T82,Skip Kendall,32,29
87,88,88,Hideto Tanihara,20,28
88,T89,T89,Jonathan Byrd,31,27
89,T89,T89,Duffy Waldorf,28,27
90,91,91,Brian Bateman,32,26
91,T92,T92,Arjun Atwal,17,25
92,T92,T92,Sean O'Hair,29,25
93,T92,T92,Joe Ogilvie,30,25
94,T92,T92,Tom Pernice Jr.,32,25
95,T92,T92,Chris Smith,32,25
96,T92,T92,Omar Uresti,27,25
97,T92,T92,Scott Verplank,25,25
98,T92,T92,Nick Watney,31,25
99,100,100,Carlos Franco,25,24
100,101,101,Charles Warren,31,23
101,T102,T102,D.J. Brigman,26,22
102,T102,T102,Hunter Haas,28,22
103,T102,T102,Chris Riley,25,22
104,T105,T105,Aaron Baddeley,27,21
105,T105,T105,Stewart Cink,26,21
106,T105,T105,Fred Funk,30,21
107,T105,T105,David Hearn,24,21
108,T105,T105,Tim Herron,28,21
109,T105,T105,Kevin Na,32,21
110,111,111,Craig Perks,27,20
111,T112,T112,Matt Gogel,28,19
112,T112,T112,Retief Goosen,18,19
113,T112,T112,Jonathan Kaye,24,19
114,115,115,Ben Crane,21,18
115,T116,T116,Tommy Armour III,29,17
116,T116,T116,Luke Donald,18,17
117,T116,T116,Ryuji Imada,25,17
118,T116,T116,Adam Scott,19,17
119,T120,T120,Steve Allan,32,16
120,T120,T120,Mark Brooks,28,16
121,T120,T120,Tim Clark,26,16
122,T120,T120,Dan Forsman,17,16
123,T120,T120,Brent Geiberger,21,16
124,T125,T125,Steve Elkington,20,15
125,T125,T125,J.J. Henry,32,15
126,T125,T125,Rory Sabbatini,26,15
127,T128,T128,Tom Gillis,28,14
128,T128,T128,Thomas Levet,20,14
129,T130,T130,K.J. Choi,24,13
130,T130,T130,Bradley Hughes,20,13
131,T130,T130,Richard Johnson,16,13
132,T130,T130,Jerry Kelly,31,13
133,T130,T130,John Senden,29,13
134,135,135,Scott Hend,28,12
135,T136,T136,Stephen Ames,24,10
136,T136,T136,John Elliott,25,10
137,T136,T136,Matt Kuchar,21,10
138,T136,T136,Brett Quigley,31,10
139,T136,T136,Justin Rose,28,10
140,T136,T136,Lee Westwood,15,10
141,T142,T142,Paul Claxton,29,9
142,T142,T142,Bob Estes,25,9
143,T142,T142,Kent Jones,32,9
144,T142,T142,Kenny Perry,23,9
145,T142,T142,Darron Stiles,26,9
146,T147,T147,Jason Allred,29,8
147,T147,T147,Jim Carter,25,8
148,T147,T147,Robert Gamez,28,8
149,T147,T147,Padraig Harrington,15,8
150,T147,T147,Bernhard Langer,19,8
151,T147,T147,Arron Oberholser,21,8
152,T153,T153,Jason Bohn,28,7
153,T153,T153,Dudley Hart,29,7
154,T153,T153,J.P. Hayes,22,7
155,T153,T153,Charles Howell III,29,7
156,T153,T153,Rod Pampling,26,7
157,T153,T153,Ted Purdy,34,7
158,T153,T153,Brett Wetterich,28,7
159,T160,T160,James Driscoll,26,6
160,T160,T160,Frank Lickliter II,33,6
161,T160,T160,Will MacKenzie,25,6
162,T160,T160,Pat Perez,28,6
163,T160,T160,D.A. Points,33,6
164,T160,T160,Hidemichi Tanaka,34,6
165,T166,T166,Rich Beem,26,5
166,T166,T166,Steve Flesch,30,5
167,T166,T166,Davis Love III,24,5
168,T166,T166,Phillip Price,25,5
169,T170,T170,Michael Allen,30,4
170,T170,T170,Craig Barlow,26,4
171,T170,T170,John Daly,25,4
172,T170,T170,Matt Davidson,20,4
173,T174,T174,Jeff Maggert,25,3
174,T174,T174,Greg Owen,24,3
175,T174,T174,Rob Rashell,25,3
176,T174,T174,Tag Ridings,31,3
177,T174,T174,John Rollins,30,3
178,T174,T174,Mike Weir,23,3
179,T180,T180,Gavin Coles,22,2
180,T180,T180,Robert Damron,28,2
181,T180,T180,Zach Johnson,30,2
182,T180,T180,Steve Jones,20,2
183,T180,T180,Peter Lonard,27,2
184,T180,T180,Billy Mayfair,31,2
185,T180,T180,Tiger Woods,21,2
186,T187,T187,Todd Fischer,35,1
187,T187,T187,Mathias Grönberg,19,1
188,T187,T187,Jeff Hart,23,1
189,T187,T187,Mark Hensby,21,1
190,T187,T187,John Huston,31,1
191,T187,T187,J.L. Lewis,30,1
192,T187,T187,Roland Thatcher,26,1
