,Total_1_Putts_-_Inside_5_RANK THIS WEEK,Total_1_Putts_-_Inside_5_RANK LAST WEEK,Total_1_Putts_-_Inside_5_PLAYER NAME,Total_1_Putts_-_Inside_5_ROUNDS,Total_1_Putts_-_Inside_5_TOTAL,Total_1_Putts_-_Inside_5_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_Inside_5_PCT OF ALL 1-PUTTS
57,T57,T57,Chris Riley,77,272,500,54.4
58,T59,T59,D.J. Trahan,96,271,517,52.4
59,T59,T59,Jimmy Walker,74,271,472,57.4
60,T61,T61,Brendon de Jonge,90,268,533,50.3
61,T61,T61,Mike Weir,85,268,534,50.2
62,T63,T63,Woody Austin,84,266,548,48.5
63,T63,T63,Jim Furyk,86,266,506,52.6
64,T63,T63,Aron Price,89,266,529,50.3
65,T66,T66,Steve Stricker,81,265,484,54.8
66,T66,T66,Kevin Sutherland,96,265,522,50.8
67,68,68,Ryan Moore,89,264,546,48.4
68,T69,T69,Anthony Kim,76,263,470,56.0
69,T69,T69,Matt Kuchar,82,263,556,47.3
70,71,71,Nick Watney,86,262,491,53.4
71,72,72,Carl Pettersson,86,261,534,48.9
72,T73,T73,Alex Cejka,82,260,493,52.7
73,T73,T73,Peter Lonard,86,260,507,51.3
74,T73,T73,Hunter Mahan,94,260,543,47.9
75,T76,T76,Cameron Beckman,87,258,512,50.4
76,T76,T76,Chris Stroud,88,258,500,51.6
77,T78,T78,Richard Johnson,85,257,513,50.1
78,T78,T78,Ryan Palmer,78,257,499,51.5
79,80,80,Cliff Kresge,78,256,490,52.2
80,81,81,Chez Reavie,81,255,467,54.6
81,82,82,J.J. Henry,97,253,528,47.9
82,83,83,Rory Sabbatini,81,252,480,52.5
83,T84,T84,Chad Campbell,90,251,493,50.9
84,T84,T84,Greg Owen,97,251,518,48.5
85,T84,T84,Y.E. Yang,83,251,491,51.1
86,T87,T87,Greg Chalmers,85,250,534,46.8
87,T87,T87,Billy Mayfair,83,250,431,58.0
88,T87,T87,Pat Perez,74,250,478,52.3
89,T87,T87,Scott Piercy,85,250,515,48.5
90,T91,T91,Bill Lunde,83,249,515,48.3
91,T91,T91,Parker McLachlin,71,249,529,47.1
92,93,93,Dean Wilson,81,247,511,48.3
93,94,94,Rocco Mediate,79,246,434,56.7
94,95,95,Lee Janzen,74,244,456,53.5
95,T96,T96,Stuart Appleby,79,243,424,57.3
96,T96,T96,Briny Baird,89,243,469,51.8
97,T96,T96,Robert Garrigus,83,243,473,51.4
98,T96,T96,David Mathis,82,243,512,47.5
99,T96,T96,Johnson Wagner,81,243,499,48.7
100,101,101,Luke Donald,79,242,495,48.9
101,102,102,Brandt Snedeker,81,241,503,47.9
102,103,103,Rod Pampling,72,239,464,51.5
103,104,104,Aaron Baddeley,66,238,461,51.6
104,105,105,Retief Goosen,74,236,424,55.7
105,106,106,Eric Axley,71,235,439,53.5
106,T107,T107,Brad Adamonis,70,233,429,54.3
107,T107,T107,Tim Clark,81,233,455,51.2
108,T107,T107,Jason Gore,74,233,417,55.9
109,110,110,John Merrick,91,232,451,51.4
110,111,111,Jeff Maggert,79,230,476,48.3
111,112,112,J.B. Holmes,74,228,423,53.9
112,113,113,Paul Goydos,79,227,471,48.2
113,T114,T114,Mark Calcavecchia,72,225,441,51.0
114,T114,T114,Spencer Levin,75,225,463,48.6
115,T114,T114,Bubba Watson,73,225,407,55.3
116,117,117,Glen Day,79,223,427,52.2
117,118,118,Steve Flesch,77,222,431,51.5
118,119,119,Mathew Goggin,76,221,401,55.1
119,120,120,Geoff Ogilvy,78,220,439,50.1
120,121,121,Sean O'Hair,80,218,420,51.9
121,122,122,Todd Hamilton,83,216,443,48.8
122,123,123,Dustin Johnson,85,215,445,48.3
123,T124,T124,Padraig Harrington,66,212,388,54.6
124,T124,T124,Martin Laird,72,212,427,49.6
125,126,126,Ernie Els,70,211,389,54.2
126,T127,T127,Michael Allen,73,210,394,53.3
127,T127,T127,Rich Beem,77,210,398,52.8
128,T129,T129,Stewart Cink,79,208,421,49.4
129,T129,T129,Justin Rose,71,208,418,49.8
130,T129,T129,Marc Turnesa,77,208,460,45.2
131,132,132,Phil Mickelson,66,206,359,57.4
132,T133,T133,Brad Faxon,59,205,403,50.9
133,T133,T133,Kent Jones,73,205,404,50.7
134,T133,T133,Kirk Triplett,60,205,387,53.0
135,T133,T133,Tiger Woods,64,205,379,54.1
136,T137,T137,Boo Weekley,79,204,416,49.0
137,T137,T137,Matt Weibring,65,204,402,50.7
138,139,139,Jason Day,61,203,389,52.2
139,140,140,Kevin Stadler,65,199,367,54.2
140,141,141,Camilo Villegas,76,197,376,52.4
141,T142,T142,Bob Heintz,59,196,393,49.9
142,T142,T142,Will MacKenzie,69,196,383,51.2
143,T142,T142,Vijay Singh,71,196,351,55.8
144,145,145,Stephen Ames,77,194,414,46.9
145,T146,T146,Robert Allenby,71,193,357,54.1
146,T146,T146,Casey Wittenberg,71,193,353,54.7
147,T148,T148,Colt Knost,71,191,377,50.7
148,T148,T148,Bryce Molder,69,191,402,47.5
149,150,150,Bart Bryant,58,190,351,54.1
150,T151,T151,Corey Pavin,73,189,381,49.6
151,T151,T151,Jay Williamson,69,189,348,54.3
152,153,153,Steve Elkington,70,188,397,47.4
153,154,154,Ricky Barnes,67,187,314,59.6
154,T155,T155,Derek Fathauer,63,184,361,51.0
155,T155,T155,Ian Poulter,59,184,328,56.1
156,157,157,Charles Warren,63,181,348,52.0
157,158,158,Ben Curtis,63,180,350,51.4
158,159,159,Tommy Armour III,58,173,346,50.0
159,160,160,K.J. Choi,65,171,339,50.4
160,161,161,Brian Bateman,55,168,322,52.2
161,162,162,Jarrod Lyle,65,167,314,53.2
162,163,163,Peter Tomasulo,61,166,309,53.7
163,164,164,Kris Blanks,60,163,330,49.4
164,165,165,Leif Olson,51,162,305,53.1
165,166,166,Adam Scott,53,160,269,59.5
166,167,167,Matt Jones,56,157,310,50.6
167,168,168,Andres Romero,58,156,305,51.1
168,T169,T169,Sergio Garcia,59,154,304,50.7
169,T169,T169,Darron Stiles,52,154,293,52.6
170,171,171,Ángel Cabrera,55,153,290,52.8
171,172,172,Scott Sterling,51,152,272,55.9
172,T173,T173,Mark Brooks,55,151,293,51.5
173,T173,T173,Greg Kraft,51,151,283,53.4
174,T173,T173,Brian Vranesh,51,151,305,49.5
175,176,176,Brendon Todd,53,148,309,47.9
176,T177,T177,Joe Durant,62,144,293,49.1
177,T177,T177,David Duval,56,144,296,48.6
178,179,179,Rick Price,54,142,260,54.6
179,180,180,Fred Couples,54,139,284,48.9
180,181,181,Tag Ridings,50,135,260,51.9
181,182,182,Patrick Sheehan,51,128,260,49.2
182,183,183,Gary Woodland,53,111,230,48.3
183,184,184,Tom Lehman,55,96,201,47.8
