,Average_Distance_of_Birdie_putts_made_RANK THIS WEEK,Average_Distance_of_Birdie_putts_made_RANK LAST WEEK,Average_Distance_of_Birdie_putts_made_PLAYER NAME,Average_Distance_of_Birdie_putts_made_ROUNDS,Average_Distance_of_Birdie_putts_made_AVG,Average_Distance_of_Birdie_putts_made_TOT DIST. (FT),Average_Distance_of_Birdie_putts_made_TOT BIRDIE PUTTS MADE,Average_Distance_of_Birdie_putts_made_LONGEST MADE (FT),Average_Distance_of_Birdie_putts_made_SHORTEST MADE (FT)
75,T76,T76,Brian Bateman,55,"9' 8""",1329.9170000000001,138,57,"9"""
76,T76,T76,Brendon de Jonge,90,"9' 8""",2706.5,280,45,"1"""
77,T76,T76,Bob Estes,78,"9' 8""",2166.417,224,49,"2"""
78,T76,T76,Bill Haas,91,"9' 8""",2714.75,282,52,"4"""
79,T76,T76,Cliff Kresge,78,"9' 8""",2122.333,220,54,"2"""
80,T76,T76,Troy Matteson,95,"9' 8""",2788.333,289,41,"3"""
81,T76,T76,Scott McCarron,91,"9' 8""",2619.417,272,64,"2"""
82,T76,T76,Jeff Overton,92,"9' 8""",2451.0,254,81,"5"""
83,T76,T76,Tim Petrovic,97,"9' 8""",2900.917,301,50,"3"""
84,T76,T76,Chez Reavie,81,"9' 8""",2005.1670000000001,207,41,"7"""
85,T76,T76,Brandt Snedeker,81,"9' 8""",2304.5,239,53,"3"""
86,T76,T76,Matt Weibring,65,"9' 8""",1900.9170000000001,196,34,"3"""
87,T88,T88,Matt Bettencourt,98,"9' 7""",2932.167,306,52,"2"""
88,T88,T88,Zach Johnson,94,"9' 7""",2801.583,293,45,"3"""
89,T88,T88,Aron Price,89,"9' 7""",2296.417,239,52,"4"""
90,T88,T88,John Senden,100,"9' 7""",3049.333,317,63,"3"""
91,T88,T88,Scott Sterling,51,"9' 7""",1258.25,131,40,"8"""
92,T88,T88,Chris Stroud,88,"9' 7""",2510.583,263,45,"4"""
93,T88,T88,Mike Weir,85,"9' 7""",2305.833,240,55,"2"""
94,T95,T95,Chad Campbell,90,"9' 6""",2329.583,245,42,"1"""
95,T95,T95,Nathan Green,104,"9' 6""",2807.917,295,67,"3"""
96,T95,T95,Michael Letzig,96,"9' 6""",2780.75,292,59,"1"""
97,T95,T95,Jarrod Lyle,65,"9' 6""",1191.583,125,48,"3"""
98,T95,T95,Tom Pernice Jr.,82,"9' 6""",2179.583,230,43,"2"""
99,T95,T95,Heath Slocum,95,"9' 6""",2549.667,269,73,"6"""
100,T101,T101,Stephen Ames,77,"9' 5""",2132.417,226,57,"2"""
101,T101,T101,Eric Axley,71,"9' 5""",1508.25,160,54,"2"""
102,T101,T101,Justin Leonard,95,"9' 5""",2625.417,280,50,"2"""
103,T101,T101,Steve Lowery,83,"9' 5""",2370.667,252,36,"5"""
104,T101,T101,Steve Marino,98,"9' 5""",2811.0,299,57,"1"""
105,T101,T101,Geoff Ogilvy,78,"9' 5""",2126.083,226,37,"6"""
106,T101,T101,Leif Olson,51,"9' 5""",1269.75,135,46,"5"""
107,T101,T101,Scott Piercy,85,"9' 5""",2567.083,272,52,"1"""
108,T109,T109,Brad Adamonis,70,"9' 4""",1603.1670000000001,172,58,"2"""
109,T109,T109,Michael Allen,73,"9' 4""",1822.6670000000001,196,53,"2"""
110,T109,T109,Robert Allenby,71,"9' 4""",1600.0829999999999,171,47,"3"""
111,T109,T109,Aaron Baddeley,66,"9' 4""",1813.4170000000001,194,62,"5"""
112,T109,T109,Tim Clark,81,"9' 4""",2181.833,233,53,"1"""
113,T109,T109,Jason Day,61,"9' 4""",1744.0,187,37,"4"""
114,T109,T109,Jason Dufner,90,"9' 4""",2479.75,265,50,"2"""
115,T109,T109,David Duval,56,"9' 4""",1188.917,127,38,"2"""
116,T109,T109,Harrison Frazar,93,"9' 4""",2939.333,316,42,"4"""
117,T109,T109,Robert Garrigus,83,"9' 4""",2212.917,237,64,"1"""
118,T109,T109,Davis Love III,89,"9' 4""",2401.417,257,48,"3"""
119,T109,T109,John Mallinger,90,"9' 4""",2170.417,232,46,"2"""
120,T109,T109,George McNeill,82,"9' 4""",2470.25,265,63,"2"""
121,T109,T109,Rocco Mediate,79,"9' 4""",1967.75,210,69,"4"""
122,T109,T109,Vaughn Taylor,88,"9' 4""",2557.167,275,33,"2"""
123,T109,T109,Scott Verplank,88,"9' 4""",2612.667,281,55,"3"""
124,T125,T125,Tommy Armour III,58,"9' 3""",1614.1670000000001,174,60,"3"""
125,T125,T125,Briny Baird,89,"9' 3""",2234.667,242,50,"6"""
126,T125,T125,Alex Cejka,82,"9' 3""",2246.25,242,60,"3"""
127,T125,T125,Ryan Moore,89,"9' 3""",2533.083,275,56,"2"""
128,T125,T125,Rick Price,54,"9' 3""",1065.0,115,46,"2"""
129,T125,T125,Brett Quigley,92,"9' 3""",2311.583,251,52,"2"""
130,T125,T125,D.J. Trahan,96,"9' 3""",2636.0,286,53,"3"""
131,T125,T125,Jay Williamson,69,"9' 3""",1581.75,171,39,"2"""
132,T133,T133,Sergio Garcia,59,"9' 2""",1387.75,152,53,"4"""
133,T133,T133,Mathew Goggin,76,"9' 2""",1741.9170000000001,190,54,"3"""
134,T133,T133,Billy Mayfair,83,"9' 2""",1857.5829999999999,203,50,"1"""
135,T133,T133,Ryan Palmer,78,"9' 2""",2112.583,231,47,"7"""
136,T133,T133,Ian Poulter,59,"9' 2""",1324.9170000000001,144,62,"7"""
137,T133,T133,Steve Stricker,81,"9' 2""",2242.667,245,76,"3"""
138,T133,T133,Brian Vranesh,51,"9' 2""",1190.75,130,46,"4"""
139,T133,T133,Tiger Woods,64,"9' 2""",1816.1670000000001,199,56,"3"""
140,T141,T141,Ángel Cabrera,55,"9' 1""",1238.917,136,62,"5"""
141,T141,T141,Mark Calcavecchia,72,"9' 1""",2027.1670000000001,224,64,"2"""
142,T141,T141,Dustin Johnson,85,"9' 1""",2181.083,241,49,"6"""
143,T141,T141,Greg Owen,97,"9' 1""",2533.917,280,38,"1"""
144,T141,T141,Kevin Streelman,97,"9' 1""",2868.833,316,45,"2"""
145,T146,T146,Jason Bohn,88,"9' 0""",2508.833,280,45,"2"""
146,T146,T146,Retief Goosen,74,"9' 0""",1652.5,183,50,"3"""
147,T146,T146,Sean O'Hair,80,"9' 0""",2018.8329999999999,224,56,"2"""
148,T146,T146,Bo Van Pelt,100,"9' 0""",2813.583,312,56,"3"""
149,T146,T146,Bubba Watson,73,"9' 0""",1813.5829999999999,202,55,"3"""
150,T151,T151,Daniel Chopra,89,"8' 11""",2744.0,308,44,"4"""
151,T151,T151,Brian Davis,103,"8' 11""",3009.75,339,51,"3"""
152,T151,T151,Y.E. Yang,83,"8' 11""",2171.75,244,55,"4"""
153,T154,T154,Ricky Barnes,67,"8' 10""",1338.9170000000001,151,57,"3"""
154,T154,T154,Jonathan Byrd,89,"8' 10""",2724.917,308,47,"2"""
155,T154,T154,K.J. Choi,65,"8' 10""",1440.4170000000001,163,33,"2"""
156,T154,T154,Fred Couples,54,"8' 10""",1415.25,160,53,"5"""
157,T154,T154,Jason Gore,74,"8' 10""",1746.75,197,37,"4"""
158,T154,T154,Matt Jones,56,"8' 10""",1408.5829999999999,159,52,"1"""
159,T154,T154,Will MacKenzie,69,"8' 10""",1763.8329999999999,199,48,"6"""
160,T154,T154,Tag Ridings,50,"8' 10""",1240.083,141,39,"3"""
161,T154,T154,John Rollins,92,"8' 10""",2327.583,264,60,"2"""
162,T154,T154,Nick Watney,86,"8' 10""",2235.25,252,46,"2"""
163,164,164,Charles Howell III,99,"8' 9""",2458.0,281,59,"3"""
164,T165,T165,Tim Herron,87,"8' 8""",2265.917,261,39,"4"""
165,T165,T165,Phil Mickelson,66,"8' 8""",1528.75,177,36,"4"""
166,T165,T165,Nicholas Thompson,96,"8' 8""",2574.5,297,43,"4"""
167,T165,T165,Camilo Villegas,76,"8' 8""",1740.3329999999999,200,42,"4"""
168,T165,T165,Jimmy Walker,74,"8' 8""",1739.8329999999999,201,55,"1"""
169,T165,T165,Boo Weekley,79,"8' 8""",2000.5,230,38,"2"""
170,T171,T171,Andres Romero,58,"8' 7""",1395.1670000000001,163,41,"1"""
171,T171,T171,Adam Scott,53,"8' 7""",1183.0,138,46,"3"""
172,T173,T173,Ken Duke,87,"8' 6""",1846.6670000000001,217,32,"1"""
173,T173,T173,Ernie Els,70,"8' 6""",1549.6670000000001,183,42,"2"""
174,T173,T173,Vijay Singh,71,"8' 6""",1472.25,174,69,"7"""
175,T173,T173,Charles Warren,63,"8' 6""",1575.3329999999999,185,55,"2"""
176,T177,T177,Stuart Appleby,79,"8' 5""",1570.4170000000001,186,62,"2"""
177,T177,T177,Jeff Maggert,79,"8' 5""",1978.25,234,33,"1"""
178,T177,T177,Rory Sabbatini,81,"8' 5""",2125.333,253,52,"5"""
179,T180,T180,Padraig Harrington,66,"8' 4""",1332.0,160,40,"1"""
180,T180,T180,Charley Hoffman,97,"8' 4""",2671.417,320,32,"1"""
181,182,182,Anthony Kim,76,"8' 3""",2022.1670000000001,245,43,"1"""
182,183,183,Peter Tomasulo,61,"8' 2""",1196.5,146,54,"3"""
183,184,184,J.B. Holmes,74,"7' 3""",1505.0829999999999,208,30,"1"""
