,SG_Putting_RANK THIS WEEK,SG_Putting_RANK LAST WEEK,SG_Putting_PLAYER NAME,SG_Putting_ROUNDS,SG_Putting_AVERAGE,SG_Putting_TOTAL SG:PUTTING,SG_Putting_MEASURED ROUNDS
49,50,50,Tim Petrovic,97,0.306,26.287,86
50,51,51,Daniel Chopra,89,0.302,25.084,83
51,52,52,Tim Clark,81,0.276,16.287,59
52,53,53,Bo Van Pelt,100,0.275,22.533,82
53,54,54,Kevin Sutherland,96,0.27,19.697,73
54,55,55,Kenny Perry,92,0.268,19.566,73
55,56,56,Lee Janzen,74,0.262,15.965,61
56,57,57,Anthony Kim,76,0.245,14.675999999999998,60
57,58,58,James Nitties,86,0.23800000000000002,18.057000000000002,76
58,59,59,Nick Watney,86,0.237,16.125,68
59,60,60,Jeff Quinney,78,0.217,15.433,71
60,61,61,Steve Stricker,81,0.207,12.843,62
61,62,62,Ryan Palmer,78,0.188,13.186,70
62,63,63,Ángel Cabrera,55,0.172,6.542000000000001,38
63,64,64,Lucas Glover,93,0.149,11.789000000000001,79
64,65,65,Marc Leishman,91,0.141,11.857000000000001,84
65,66,66,Paul Goydos,79,0.135,8.802999999999999,65
66,67,67,Rod Pampling,72,0.127,8.149,64
67,68,68,Jeff Overton,92,0.125,9.472999999999999,76
68,69,69,Todd Hamilton,83,0.12300000000000001,7.867999999999999,64
69,70,70,Kevin Streelman,97,0.121,10.526,87
70,71,71,J.J. Henry,97,0.114,9.554,84
71,72,72,Justin Rose,71,0.111,6.325,57
72,73,73,Steve Marino,98,0.11,9.202,84
73,74,74,Aron Price,89,0.109,8.425,77
74,T75,T75,Charley Hoffman,97,0.096,8.333,87
75,T75,T75,Michael Letzig,96,0.096,8.241,86
76,77,77,Ian Poulter,59,0.094,3.9560000000000004,42
77,78,78,David Toms,98,0.09300000000000001,7.445,80
78,79,79,Justin Leonard,95,0.087,6.492999999999999,75
79,T80,T80,John Mallinger,90,0.08,5.652,71
80,T80,T80,Bubba Watson,73,0.08,4.55,57
81,82,82,Steve Lowery,83,0.079,6.047999999999999,77
82,83,83,Ted Purdy,101,0.077,6.861000000000001,89
83,84,84,Colt Knost,71,0.076,4.269,56
84,T85,T85,Brian Bateman,55,0.075,3.611,48
85,T85,T85,Scott Sterling,51,0.075,3.0180000000000002,40
86,87,87,Scott Piercy,85,0.069,5.237,76
87,88,88,Brad Adamonis,70,0.066,4.013999999999999,61
88,89,89,Matt Bettencourt,98,0.057999999999999996,5.01,87
89,90,90,Martin Laird,72,0.054000000000000006,3.318,62
90,91,91,Marc Turnesa,77,0.040999999999999995,2.926,71
91,92,92,Johnson Wagner,81,0.04,2.966,74
92,93,93,John Senden,100,0.038,3.5380000000000003,92
93,94,94,Bill Haas,91,0.036000000000000004,2.95,82
94,95,95,Cliff Kresge,78,0.033,2.221,67
95,T96,T96,Dustin Johnson,85,0.031,1.9769999999999999,64
96,T96,T96,Scott Verplank,88,0.031,2.472,79
97,98,98,Chad Campbell,90,0.03,2.16,71
98,99,99,Troy Matteson,95,0.025,2.164,88
99,100,100,Patrick Sheehan,51,0.021,0.81,39
100,101,101,Woody Austin,84,0.019,1.453,76
101,102,102,Nick O'Hern,90,0.006,0.507,85
102,T103,T103,Mark Brooks,55,0.003,0.132,40
103,T103,T103,D.A. Points,99,0.003,0.276,86
104,105,105,Brian Davis,103,0.001,0.133,91
105,106,106,Bill Lunde,83,0.0,0.019,75
106,107,107,John Rollins,92,-0.001,-0.07400000000000001,79
107,108,108,Cameron Beckman,87,-0.009000000000000001,-0.659,75
108,109,109,John Merrick,91,-0.016,-1.12,68
109,110,110,Tom Pernice Jr.,82,-0.017,-1.254,75
110,111,111,Jason Dufner,90,-0.027999999999999997,-2.162,78
111,112,112,Charles Howell III,99,-0.03,-2.497,83
112,113,113,Rich Beem,77,-0.033,-1.9180000000000001,58
113,114,114,Andres Romero,58,-0.044000000000000004,-1.8880000000000001,43
114,115,115,Michael Allen,73,-0.048,-2.793,58
115,T116,T116,K.J. Choi,65,-0.051,-2.537,50
116,T116,T116,Brendon Todd,53,-0.051,-2.374,47
117,T118,T118,Sergio Garcia,59,-0.065,-2.86,44
118,T118,T118,Y.E. Yang,83,-0.065,-4.547,70
119,120,120,Steve Elkington,70,-0.069,-4.263999999999999,62
120,121,121,Tim Herron,87,-0.073,-5.907,81
121,122,122,Chris Stroud,88,-0.092,-6.9639999999999995,76
122,123,123,Jimmy Walker,74,-0.10300000000000001,-6.564,64
123,124,124,Matt Weibring,65,-0.105,-5.779,55
124,125,125,Brian Vranesh,51,-0.109,-4.686,43
125,126,126,Chris DiMarco,97,-0.11599999999999999,-10.05,87
126,127,127,David Duval,56,-0.126,-5.561,44
127,128,128,Sean O'Hair,80,-0.127,-7.388,58
128,129,129,Bart Bryant,58,-0.142,-7.377999999999999,52
129,130,130,Kent Jones,73,-0.145,-8.859,61
130,131,131,Phil Mickelson,66,-0.146,-7.022,48
131,132,132,Brett Quigley,92,-0.193,-14.453,75
132,133,133,Chez Reavie,81,-0.195,-13.616,70
133,134,134,Tommy Armour III,58,-0.2,-10.402999999999999,52
134,135,135,Camilo Villegas,76,-0.203,-11.357999999999999,56
135,136,136,Brendon de Jonge,90,-0.217,-17.131,79
136,137,137,Tag Ridings,50,-0.225,-9.215,41
137,138,138,Kevin Stadler,65,-0.239,-12.911,54
138,139,139,Leif Olson,51,-0.24,-10.329,43
139,140,140,Mark Calcavecchia,72,-0.259,-16.07,62
140,141,141,Mathew Goggin,76,-0.273,-16.394000000000002,60
141,142,142,Davis Love III,89,-0.27399999999999997,-21.066999999999997,77
142,143,143,Charles Warren,63,-0.28600000000000003,-15.175,53
143,144,144,Steve Flesch,77,-0.292,-18.392,63
144,145,145,Jeff Maggert,79,-0.3,-21.921999999999997,73
145,T146,T146,Alex Cejka,82,-0.322,-22.864,71
146,T146,T146,Rory Sabbatini,81,-0.322,-21.56,67
147,148,148,Kris Blanks,60,-0.32799999999999996,-15.425,47
148,149,149,Briny Baird,89,-0.337,-24.250999999999998,72
149,150,150,Fred Couples,54,-0.342,-14.357999999999999,42
150,151,151,Derek Fathauer,63,-0.345,-17.572,51
151,152,152,Glen Day,79,-0.35,-22.418000000000003,64
152,153,153,Robert Garrigus,83,-0.365,-26.311999999999998,72
153,154,154,Jason Bohn,88,-0.381,-31.234,82
154,155,155,Ernie Els,70,-0.39399999999999996,-21.250999999999998,54
155,156,156,Jarrod Lyle,65,-0.415,-20.773000000000003,50
156,157,157,D.J. Trahan,96,-0.419,-33.492,80
157,158,158,Heath Slocum,95,-0.426,-36.189,85
158,159,159,Casey Wittenberg,71,-0.431,-23.26,54
159,160,160,Jonathan Byrd,89,-0.434,-34.268,79
160,161,161,Greg Owen,97,-0.439,-35.982,82
161,162,162,Nicholas Thompson,96,-0.46799999999999997,-40.727,87
162,163,163,Peter Lonard,86,-0.47,-36.178000000000004,77
163,164,164,Greg Kraft,51,-0.47100000000000003,-19.295,41
164,165,165,Ken Duke,87,-0.475,-33.689,71
165,166,166,Rocco Mediate,79,-0.521,-34.355,66
166,167,167,Boo Weekley,79,-0.528,-34.297,65
167,168,168,Tom Lehman,55,-0.531,-18.57,35
168,169,169,Gary Woodland,53,-0.541,-20.008,37
169,170,170,Jason Gore,74,-0.617,-38.284,62
170,171,171,Peter Tomasulo,61,-0.619,-28.484,46
171,172,172,Robert Allenby,71,-0.631,-35.353,56
172,173,173,Darron Stiles,52,-0.655,-27.494,42
173,174,174,Vijay Singh,71,-0.657,-33.5,51
174,175,175,Stuart Appleby,79,-0.6579999999999999,-42.786,65
175,176,176,J.B. Holmes,74,-0.73,-44.506,61
176,177,177,Joe Durant,62,-0.779,-36.6,47
177,178,178,Rick Price,54,-0.807,-33.082,41
178,179,179,Kirk Triplett,60,-0.84,-46.214,55
179,180,180,Adam Scott,53,-0.8809999999999999,-36.994,42
180,181,181,Jay Williamson,69,-0.895,-51.025,57
181,182,182,Billy Mayfair,83,-0.91,-62.8,69
182,183,183,Will MacKenzie,69,-0.991,-60.443000000000005,61
183,184,184,Ricky Barnes,67,-1.216,-62.011,51
