,Putts_Per_Round_RANK THIS WEEK,Putts_Per_Round_RANK LAST WEEK,Putts_Per_Round_PLAYER NAME,Putts_Per_Round_ROUNDS,Putts_Per_Round_AVG,Putts_Per_Round_TOTAL PUTTS,Putts_Per_Round_TOTAL ROUNDS,Putts_Per_Round_LOW TOTAL PUTTS
121,T121,T121,Ted Purdy,101,29.35,2730,93,23
122,123,123,Sergio Garcia,59,29.36,1703,58,24
123,T124,T124,Colt Knost,71,29.37,1850,63,22
124,T124,T124,Andres Romero,58,29.37,1674,57,23
125,T124,T124,Kevin Streelman,97,29.37,2731,93,23
126,127,127,Marc Leishman,91,29.38,2556,87,23
127,128,128,Fred Couples,54,29.39,1587,54,23
128,129,129,Michael Allen,73,29.41,2029,69,25
129,T130,T130,Troy Matteson,95,29.42,2677,91,22
130,T130,T130,Patrick Sheehan,51,29.42,1265,43,25
131,T130,T130,Heath Slocum,95,29.42,2677,91,24
132,133,133,Tag Ridings,50,29.43,1295,44,24
133,T134,T134,Jarrod Lyle,65,29.47,1680,57,24
134,T134,T134,Scott Sterling,51,29.47,1267,43,23
135,T136,T136,Tommy Armour III,58,29.48,1710,58,24
136,T136,T136,Kent Jones,73,29.48,1916,65,23
137,138,138,Steve Elkington,70,29.49,2064,70,24
138,T139,T139,Brendon de Jonge,90,29.51,2538,86,24
139,T139,T139,Martin Laird,72,29.51,2066,70,24
140,141,141,Davis Love III,89,29.52,2568,87,24
141,142,142,Mathew Goggin,76,29.53,2185,74,24
142,143,143,Sean O'Hair,80,29.54,2245,76,24
143,144,144,Brian Bateman,55,29.55,1625,55,25
144,145,145,Stuart Appleby,79,29.59,2308,78,24
145,T146,T146,Jonathan Byrd,89,29.6,2516,85,24
146,T146,T146,Aron Price,89,29.6,2398,81,24
147,T148,T148,K.J. Choi,65,29.63,1896,64,24
148,T148,T148,Darron Stiles,52,29.63,1422,48,23
149,T148,T148,Chris Stroud,88,29.63,2489,84,24
150,T148,T148,Nicholas Thompson,96,29.63,2785,94,22
151,T152,T152,Jason Bohn,88,29.65,2609,88,22
152,T152,T152,Glen Day,79,29.65,2105,71,25
153,154,154,Charles Warren,63,29.67,1691,57,23
154,T155,T155,Briny Baird,89,29.68,2523,85,21
155,T155,T155,Robert Garrigus,83,29.68,2345,79,25
156,T155,T155,Peter Lonard,86,29.68,2434,82,24
157,T155,T155,Rocco Mediate,79,29.68,2226,75,25
158,T159,T159,Jason Gore,74,29.7,2049,69,23
159,T159,T159,Casey Wittenberg,71,29.7,1871,63,25
160,161,161,J.B. Holmes,74,29.73,2200,74,23
161,162,162,Rich Beem,77,29.74,2052,69,23
162,T163,T163,Jeff Maggert,79,29.78,2353,79,22
163,T163,T163,Brendon Todd,53,29.78,1519,51,24
164,165,165,John Senden,100,29.83,2983,100,24
165,166,166,D.J. Trahan,96,29.84,2865,96,24
166,T167,T167,Vijay Singh,71,29.88,2062,69,25
167,T167,T167,Kirk Triplett,60,29.88,1793,60,24
168,T169,T169,J.J. Henry,97,29.9,2781,93,24
169,T169,T169,Rick Price,54,29.9,1435,48,26
170,171,171,Marc Turnesa,77,29.91,2303,77,26
171,172,172,Greg Kraft,51,29.96,1408,47,25
172,173,173,Robert Allenby,71,29.99,2099,70,25
173,174,174,Boo Weekley,79,30.0,2310,77,25
174,175,175,Greg Owen,97,30.07,2676,89,25
175,176,176,Adam Scott,53,30.1,1565,52,25
176,177,177,Peter Tomasulo,61,30.13,1657,55,22
177,178,178,Gary Woodland,53,30.19,1419,47,24
178,179,179,Will MacKenzie,69,30.23,2086,69,24
179,180,180,Joe Durant,62,30.24,1633,54,24
180,181,181,Billy Mayfair,83,30.29,2514,83,24
181,182,182,Jay Williamson,69,30.31,1849,61,23
182,183,183,Ricky Barnes,67,30.41,1794,59,24
183,184,184,Tom Lehman,55,30.86,1574,51,25
