,Average_Distance_of_Eagle_putts_made_RANK THIS WEEK,Average_Distance_of_Eagle_putts_made_RANK LAST WEEK,Average_Distance_of_Eagle_putts_made_PLAYER NAME,Average_Distance_of_Eagle_putts_made_ROUNDS,Average_Distance_of_Eagle_putts_made_AVG,Average_Distance_of_Eagle_putts_made_TOT DIST (FT),Average_Distance_of_Eagle_putts_made_TOT EAGLES PUTTS MADE.,Average_Distance_of_Eagle_putts_made_LONGEST MADE (FT),Average_Distance_of_Eagle_putts_made_SHORTEST MADE (FT)
96,97,97,Troy Matteson,95,"14' 8""",88.0,6,26,2
97,T98,T98,Bill Haas,91,"14' 7""",102.25,7,46,7
98,T98,T98,Justin Leonard,95,"14' 7""",43.667,3,25,6
99,T98,T98,Billy Mayfair,83,"14' 7""",58.25,4,39,3
100,T98,T98,David Toms,98,"14' 7""",58.417,4,38,1
101,102,102,Greg Chalmers,85,"14' 6""",43.417,3,22,7
102,103,103,Tag Ridings,50,"14' 5""",57.667,4,24,8
103,T104,T104,Sean O'Hair,80,"14' 4""",85.917,6,26,6
104,T104,T104,Peter Tomasulo,61,"14' 4""",71.5,5,28,"8"""
105,T106,T106,Bryce Molder,69,"14' 3""",28.416999999999998,2,24,5
106,T106,T106,Kevin Na,91,"14' 3""",114.083,8,51,"2"""
107,108,108,Charles Warren,63,"14' 2""",42.5,3,23,4
108,109,109,Todd Hamilton,83,"14' 1""",56.167,4,21,4
109,110,110,Jonathan Byrd,89,"13' 11""",97.25,7,40,2
110,111,111,Dean Wilson,81,"13' 10""",13.833,1,14,14
111,112,112,Retief Goosen,74,"13' 8""",136.25,10,43,4
112,113,113,Nicholas Thompson,96,"13' 6""",108.167,8,24,4
113,T114,T114,Tiger Woods,64,"13' 2""",79.167,6,25,4
114,T114,T114,Y.E. Yang,83,"13' 2""",79.083,6,29,8
115,116,116,Charles Howell III,99,"13' 1""",13.083,1,13,13
116,117,117,John Mallinger,90,"13' 0""",78.167,6,45,3
117,T118,T118,Tim Herron,87,"12' 11""",51.583,4,22,5
118,T118,T118,Brian Vranesh,51,"12' 11""",38.667,3,17,10
119,T120,T120,Ben Crane,93,"12' 10""",51.417,4,33,3
120,T120,T120,Steve Flesch,77,"12' 10""",51.333,4,25,6
121,T120,T120,Jimmy Walker,74,"12' 10""",115.417,9,28,3
122,123,123,Kevin Stadler,65,"12' 8""",88.917,7,26,5
123,T124,T124,Ernie Els,70,"12' 7""",62.917,5,30,5
124,T124,T124,Marc Leishman,91,"12' 7""",75.25,6,24,7
125,126,126,Ben Curtis,63,"12' 6""",12.5,1,13,13
126,T127,T127,Briny Baird,89,"12' 5""",61.917,5,18,5
127,T127,T127,Stewart Cink,79,"12' 5""",49.583,4,22,8
128,T127,T127,Nick Watney,86,"12' 5""",86.75,7,29,4
129,130,130,Derek Fathauer,63,"12' 4""",12.333,1,12,12
130,131,131,Harrison Frazar,93,"12' 3""",73.417,6,21,"6"""
131,132,132,Kris Blanks,60,"12' 1""",36.167,3,19,7
132,133,133,Robert Garrigus,83,"12' 0""",71.75,6,29,2
133,134,134,Mathew Goggin,76,"11' 11""",35.833,3,14,9
134,T135,T135,Daniel Chopra,89,"11' 10""",71.0,6,29,2
135,T135,T135,Zach Johnson,94,"11' 10""",106.417,9,39,2
136,T135,T135,Bill Lunde,83,"11' 10""",70.75,6,19,3
137,138,138,Rich Beem,77,"11' 9""",46.917,4,25,4
138,139,139,Vijay Singh,71,"11' 7""",11.583,1,12,12
139,140,140,Lucas Glover,93,"11' 6""",11.5,1,12,12
140,141,141,Eric Axley,71,"11' 3""",22.416999999999998,2,19,3
141,142,142,Greg Owen,97,"10' 8""",64.167,6,25,3
142,T143,T143,Michael Letzig,96,"10' 4""",82.833,8,32,2
143,T143,T143,Jeff Quinney,78,"10' 4""",20.666999999999998,2,19,2
144,145,145,Chris Riley,77,"9' 11""",39.667,4,14,5
145,146,146,Jim Furyk,86,"9' 6""",9.5,1,10,10
146,147,147,Aron Price,89,"9' 3""",36.833,4,20,3
147,148,148,Matt Kuchar,82,"9' 1""",18.167,2,14,4
148,149,149,K.J. Choi,65,"8' 8""",8.667,1,9,9
149,150,150,J.B. Holmes,74,"8' 7""",25.666999999999998,3,13,4
150,151,151,Jason Dufner,90,"7' 10""",23.583000000000002,3,11,3
151,152,152,Ángel Cabrera,55,"7' 5""",14.75,2,9,6
152,153,153,Vaughn Taylor,88,"7' 2""",14.25,2,9,6
153,T154,T154,Tommy Armour III,58,"6' 11""",6.917000000000001,1,7,7
154,T154,T154,Leif Olson,51,"6' 11""",20.666999999999998,3,11,2
155,T154,T154,Darron Stiles,52,"6' 11""",6.917000000000001,1,7,7
156,157,157,Anthony Kim,76,"6' 10""",27.333000000000002,4,16,"7"""
157,158,158,Rod Pampling,72,"6' 7""",26.333000000000002,4,9,3
158,159,159,Chris DiMarco,97,"6' 6""",6.5,1,7,7
159,160,160,Jerry Kelly,90,"6' 3""",12.417,2,9,4
160,T161,T161,Alex Cejka,82,"6' 0""",11.917,2,9,3
161,T161,T161,Rick Price,54,"6' 0""",6.0,1,6,6
162,163,163,Bart Bryant,58,"5' 9""",5.75,1,6,6
163,164,164,Scott Piercy,85,"5' 0""",14.917,3,7,4
164,165,165,Heath Slocum,95,"4' 2""",8.25,2,6,2
165,T166,T166,Kent Jones,73,"4' 0""",7.917000000000001,2,5,3
166,T166,T166,Spencer Levin,75,"4' 0""",4.0,1,4,4
167,T166,T166,Will MacKenzie,69,"4' 0""",4.0,1,4,4
168,169,169,Jay Williamson,69,"3' 10""",7.582999999999999,2,6,2
169,170,170,Brandt Snedeker,81,"3' 6""",7.0,2,5,2
170,171,171,Ryuji Imada,85,"1' 11""",1.9169999999999998,1,2,2
