,Putting_-_Inside_10_RANK THIS WEEK,Putting_-_Inside_10_RANK LAST WEEK,Putting_-_Inside_10_PLAYER NAME,Putting_-_Inside_10_ROUNDS,Putting_-_Inside_10_% MADE,Putting_-_Inside_10_ATTEMPTS,Putting_-_Inside_10_PUTTS MADE
87,88,88,Parker McLachlin,71,87.04,1227,1068
88,89,89,Troy Matteson,95,87.02,1626,1415
89,90,90,Scott Piercy,85,87.01,1401,1219
90,91,91,Kevin Stadler,65,87.0,1008,877
91,92,92,Robert Garrigus,83,86.99,1353,1177
92,93,93,Bill Lunde,83,86.98,1382,1202
93,94,94,Marc Leishman,91,86.96,1557,1354
94,95,95,Webb Simpson,94,86.93,1592,1384
95,T96,T96,Briny Baird,89,86.91,1352,1175
96,T96,T96,Ryuji Imada,85,86.91,1276,1109
97,98,98,Justin Leonard,95,86.9,1382,1201
98,T99,T99,Mark Calcavecchia,72,86.86,1164,1011
99,T99,T99,Johnson Wagner,81,86.86,1377,1196
100,101,101,Tim Herron,87,86.85,1506,1308
101,102,102,Mark Wilson,99,86.83,1625,1411
102,103,103,Lee Janzen,74,86.82,1108,962
103,104,104,Brian Davis,103,86.8,1705,1480
104,T105,T105,Chris DiMarco,97,86.79,1620,1406
105,T105,T105,Jeff Maggert,79,86.79,1363,1183
106,T107,T107,Woody Austin,84,86.78,1422,1234
107,T107,T107,Chris Stroud,88,86.78,1415,1228
108,T109,T109,Dustin Johnson,85,86.77,1164,1010
109,T109,T109,Justin Rose,71,86.77,1051,912
110,111,111,John Merrick,91,86.74,1267,1099
111,112,112,Jeff Quinney,78,86.71,1309,1135
112,113,113,Steve Elkington,70,86.69,1157,1003
113,T114,T114,Daniel Chopra,89,86.68,1546,1340
114,T114,T114,Casey Wittenberg,71,86.68,1021,885
115,116,116,Charles Warren,63,86.67,990,858
116,117,117,Steve Lowery,83,86.63,1436,1244
117,T118,T118,Paul Goydos,79,86.58,1200,1039
118,T118,T118,Patrick Sheehan,51,86.58,723,626
119,120,120,Marc Turnesa,77,86.56,1317,1140
120,121,121,Tom Pernice Jr.,82,86.54,1404,1215
121,122,122,Rich Beem,77,86.51,1097,949
122,123,123,Davis Love III,89,86.48,1457,1260
123,T124,T124,Michael Letzig,96,86.45,1579,1365
124,T124,T124,David Mathis,82,86.45,1277,1104
125,T124,T124,Ted Purdy,101,86.45,1638,1416
126,T124,T124,Brett Quigley,92,86.45,1424,1231
127,T124,T124,John Senden,100,86.45,1719,1486
128,T129,T129,Michael Allen,73,86.41,1089,941
129,T129,T129,Steve Flesch,77,86.41,1199,1036
130,131,131,Tommy Armour III,58,86.39,999,863
131,132,132,Bo Van Pelt,100,86.37,1533,1324
132,133,133,Leif Olson,51,86.3,810,699
133,134,134,Sergio Garcia,59,86.29,824,711
134,T135,T135,Rod Pampling,72,86.26,1179,1017
135,T135,T135,Brian Vranesh,51,86.26,808,697
136,137,137,Phil Mickelson,66,86.25,902,778
137,138,138,Mathew Goggin,76,86.24,1141,984
138,139,139,Dean Wilson,81,86.22,1277,1101
139,140,140,David Duval,56,86.14,844,727
140,141,141,D.A. Points,99,86.11,1605,1382
141,T142,T142,Camilo Villegas,76,86.08,1056,909
142,T142,T142,Gary Woodland,53,86.08,704,606
143,144,144,Glen Day,79,86.03,1210,1041
144,145,145,Mark Brooks,55,85.95,740,636
145,T146,T146,Stuart Appleby,79,85.92,1243,1068
146,T146,T146,Matt Weibring,65,85.92,1030,885
147,148,148,Tag Ridings,50,85.9,766,658
148,149,149,Nick O'Hern,90,85.88,1608,1381
149,150,150,Tom Lehman,55,85.87,651,559
150,T151,T151,Robert Allenby,71,85.85,1060,910
151,T151,T151,Martin Laird,72,85.85,1159,995
152,153,153,Rory Sabbatini,81,85.83,1270,1090
153,T154,T154,Ken Duke,87,85.76,1355,1162
154,T154,T154,Heath Slocum,95,85.76,1615,1385
155,156,156,Kent Jones,73,85.7,1147,983
156,157,157,Nicholas Thompson,96,85.67,1661,1423
157,158,158,Rocco Mediate,79,85.57,1261,1079
158,159,159,Greg Owen,97,85.44,1587,1356
159,160,160,Sean O'Hair,80,85.43,1098,938
160,161,161,Alex Cejka,82,85.36,1359,1160
161,162,162,Ernie Els,70,85.32,1042,889
162,163,163,Greg Kraft,51,85.26,787,671
163,164,164,Peter Tomasulo,61,85.25,895,763
164,165,165,Peter Lonard,86,85.23,1476,1258
165,166,166,Boo Weekley,79,85.18,1248,1063
166,167,167,Brendon de Jonge,90,85.16,1503,1280
167,168,168,Vijay Singh,71,85.11,994,846
168,169,169,Darron Stiles,52,85.08,811,690
169,170,170,D.J. Trahan,96,85.02,1522,1294
170,171,171,Rick Price,54,84.99,806,685
171,172,172,Matt Bettencourt,98,84.92,1618,1374
172,173,173,Jason Gore,74,84.86,1189,1009
173,174,174,Adam Scott,53,84.79,815,691
174,175,175,Kris Blanks,60,84.75,905,767
175,176,176,Derek Fathauer,63,84.67,972,823
176,177,177,Billy Mayfair,83,84.62,1352,1144
177,178,178,Jonathan Byrd,89,84.07,1519,1277
178,179,179,Fred Couples,54,83.99,812,682
179,180,180,Ricky Barnes,67,83.91,1013,850
180,181,181,J.B. Holmes,74,83.82,1205,1010
181,182,182,Joe Durant,62,83.52,916,765
182,183,183,Kirk Triplett,60,83.1,1071,890
183,184,184,Will MacKenzie,69,82.95,1208,1002
