,Total_1_Putts_-__25_RANK THIS WEEK,Total_1_Putts_-__25_RANK LAST WEEK,Total_1_Putts_-__25_PLAYER NAME,Total_1_Putts_-__25_ROUNDS,Total_1_Putts_-__25_TOTAL,Total_1_Putts_-__25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-__25_PCT OF ALL 1-PUTTS
63,T63,T63,Aaron Baddeley,66,17,461,3.7
64,T63,T63,Ben Curtis,63,17,350,4.9
65,T63,T63,Paul Goydos,79,17,471,3.6
66,T63,T63,Nathan Green,104,17,688,2.5
67,T63,T63,Bill Lunde,83,17,515,3.3
68,T63,T63,Brett Quigley,92,17,523,3.3
69,T63,T63,Chez Reavie,81,17,467,3.6
70,T63,T63,Nick Watney,86,17,491,3.5
71,T72,T72,Jonathan Byrd,89,16,531,3.0
72,T72,T72,Chad Campbell,90,16,493,3.2
73,T72,T72,Brendon de Jonge,90,16,533,3.0
74,T72,T72,Steve Elkington,70,16,397,4.0
75,T72,T72,Charles Howell III,99,16,559,2.9
76,T72,T72,John Mallinger,90,16,518,3.1
77,T72,T72,Steve Stricker,81,16,484,3.3
78,T72,T72,Mike Weir,85,16,534,3.0
79,T72,T72,Dean Wilson,81,16,511,3.1
80,T72,T72,Tiger Woods,64,16,379,4.2
81,T82,T82,Alex Cejka,82,15,493,3.0
82,T82,T82,Jason Day,61,15,389,3.9
83,T82,T82,Luke Donald,79,15,495,3.0
84,T82,T82,Jerry Kelly,90,15,589,2.5
85,T82,T82,Martin Laird,72,15,427,3.5
86,T82,T82,Billy Mayfair,83,15,431,3.5
87,T82,T82,Rocco Mediate,79,15,434,3.5
88,T82,T82,Geoff Ogilvy,78,15,439,3.4
89,T82,T82,Pat Perez,74,15,478,3.1
90,T82,T82,Chris Riley,77,15,500,3.0
91,T82,T82,Justin Rose,71,15,418,3.6
92,T82,T82,Heath Slocum,95,15,565,2.7
93,T82,T82,Kevin Stadler,65,15,367,4.1
94,T82,T82,Y.E. Yang,83,15,491,3.1
95,T96,T96,Briny Baird,89,14,469,3.0
96,T96,T96,Glen Day,79,14,427,3.3
97,T96,T96,Joe Durant,62,14,293,4.8
98,T96,T96,Dustin Johnson,85,14,445,3.1
99,T96,T96,Kent Jones,73,14,404,3.5
100,T96,T96,Steve Lowery,83,14,557,2.5
101,T96,T96,George McNeill,82,14,569,2.5
102,T96,T96,Greg Owen,97,14,518,2.7
103,T96,T96,Tom Pernice Jr.,82,14,545,2.6
104,T96,T96,Aron Price,89,14,529,2.6
105,T96,T96,Jeff Quinney,78,14,526,2.7
106,T96,T96,Scott Verplank,88,14,559,2.5
107,T96,T96,Jimmy Walker,74,14,472,3.0
108,T96,T96,Bubba Watson,73,14,407,3.4
109,T96,T96,Matt Weibring,65,14,402,3.5
110,T111,T111,Stuart Appleby,79,13,424,3.1
111,T111,T111,Jason Bohn,88,13,542,2.4
112,T111,T111,Bart Bryant,58,13,351,3.7
113,T111,T111,Fred Couples,54,13,284,4.6
114,T111,T111,Todd Hamilton,83,13,443,2.9
115,T111,T111,Bob Heintz,59,13,393,3.3
116,T111,T111,Corey Pavin,73,13,381,3.4
117,T111,T111,Patrick Sheehan,51,13,260,5.0
118,T111,T111,Bo Van Pelt,100,13,621,2.1
119,T111,T111,Casey Wittenberg,71,13,353,3.7
120,T121,T121,Brad Adamonis,70,12,429,2.8
121,T121,T121,Robert Allenby,71,12,357,3.4
122,T121,T121,Rich Beem,77,12,398,3.0
123,T121,T121,Stewart Cink,79,12,421,2.9
124,T121,T121,Derek Fathauer,63,12,361,3.3
125,T121,T121,Charley Hoffman,97,12,640,1.9
126,T121,T121,Justin Leonard,95,12,546,2.2
127,T121,T121,Will MacKenzie,69,12,383,3.1
128,T121,T121,Sean O'Hair,80,12,420,2.9
129,T121,T121,Rory Sabbatini,81,12,480,2.5
130,T121,T121,Adam Scott,53,12,269,4.5
131,T121,T121,Vaughn Taylor,88,12,568,2.1
132,T121,T121,Kirk Triplett,60,12,387,3.1
133,T121,T121,Jay Williamson,69,12,348,3.4
134,T135,T135,Stephen Ames,77,11,414,2.7
135,T135,T135,Eric Axley,71,11,439,2.5
136,T135,T135,Tim Clark,81,11,455,2.4
137,T135,T135,Ernie Els,70,11,389,2.8
138,T135,T135,Mathew Goggin,76,11,401,2.7
139,T135,T135,Retief Goosen,74,11,424,2.6
140,T135,T135,Anthony Kim,76,11,470,2.3
141,T135,T135,Colt Knost,71,11,377,2.9
142,T135,T135,Greg Kraft,51,11,283,3.9
143,T135,T135,Phil Mickelson,66,11,359,3.1
144,T135,T135,Ryan Palmer,78,11,499,2.2
145,T135,T135,Andres Romero,58,11,305,3.6
146,T135,T135,Brandt Snedeker,81,11,503,2.2
147,T135,T135,Boo Weekley,79,11,416,2.6
148,T135,T135,Gary Woodland,53,11,230,4.8
149,T150,T150,Tommy Armour III,58,10,346,2.9
150,T150,T150,Brian Bateman,55,10,322,3.1
151,T150,T150,Kris Blanks,60,10,330,3.0
152,T150,T150,Mark Calcavecchia,72,10,441,2.3
153,T150,T150,K.J. Choi,65,10,339,2.9
154,T150,T150,Sergio Garcia,59,10,304,3.3
155,T150,T150,Cliff Kresge,78,10,490,2.0
156,T150,T150,Bryce Molder,69,10,402,2.5
157,T150,T150,Leif Olson,51,10,305,3.3
158,T150,T150,Ian Poulter,59,10,328,3.0
159,T150,T150,Tag Ridings,50,10,260,3.8
160,T150,T150,Nicholas Thompson,96,10,590,1.7
161,T162,T162,Mark Brooks,55,9,293,3.1
162,T162,T162,Tim Herron,87,9,576,1.6
163,T162,T162,Matt Jones,56,9,310,2.9
164,T162,T162,Scott Sterling,51,9,272,3.3
165,T162,T162,Brendon Todd,53,9,309,2.9
166,T167,T167,Ken Duke,87,8,509,1.6
167,T167,T167,Padraig Harrington,66,8,388,2.1
168,T167,T167,Freddie Jacobson,83,8,550,1.5
169,T167,T167,Camilo Villegas,76,8,376,2.1
170,T167,T167,Brian Vranesh,51,8,305,2.6
171,T167,T167,Charles Warren,63,8,348,2.3
172,T173,T173,Ricky Barnes,67,7,314,2.2
173,T173,T173,Ángel Cabrera,55,7,290,2.4
174,T173,T173,David Duval,56,7,296,2.4
175,T173,T173,Jason Gore,74,7,417,1.7
176,T173,T173,Jarrod Lyle,65,7,314,2.2
177,T173,T173,Jeff Maggert,79,7,476,1.5
178,T173,T173,Rick Price,54,7,260,2.7
179,T173,T173,Darron Stiles,52,7,293,2.4
180,T181,T181,Tom Lehman,55,6,201,3.0
181,T181,T181,Vijay Singh,71,6,351,1.7
182,T181,T181,Peter Tomasulo,61,6,309,1.9
183,184,184,J.B. Holmes,74,4,423,0.9
