,3-Putt_Avoidance_RANK THIS WEEK,3-Putt_Avoidance_RANK LAST WEEK,3-Putt_Avoidance_PLAYER NAME,3-Putt_Avoidance_ROUNDS,3-Putt_Avoidance_%,3-Putt_Avoidance_TOTAL 3 PUTTS,3-Putt_Avoidance_TOTAL HOLES (OVERALL)
35,36,36,Stewart Cink,79,2.36,31,1314
36,37,37,Kevin Na,91,2.38,39,1638
37,38,38,Brandt Snedeker,81,2.4,35,1458
38,39,39,Ryuji Imada,85,2.42,37,1530
39,T40,T40,Geoff Ogilvy,78,2.47,32,1296
40,T40,T40,Chez Reavie,81,2.47,36,1458
41,42,42,Ian Poulter,59,2.48,25,1008
42,T43,T43,Sergio Garcia,59,2.49,26,1044
43,T43,T43,Steve Marino,98,2.49,44,1764
44,T45,T45,Colt Knost,71,2.5,32,1278
45,T45,T45,Bryce Molder,69,2.5,31,1242
46,47,47,K.J. Choi,65,2.52,29,1152
47,48,48,Brian Bateman,55,2.53,25,990
48,T49,T49,Richard Johnson,85,2.55,39,1530
49,T49,T49,Jimmy Walker,74,2.55,34,1332
50,T51,T51,Padraig Harrington,66,2.56,30,1170
51,T51,T51,John Senden,100,2.56,46,1800
52,T53,T53,Matt Kuchar,82,2.57,38,1476
53,T53,T53,Troy Matteson,95,2.57,44,1710
54,T55,T55,Charley Hoffman,97,2.58,45,1746
55,T55,T55,Matt Jones,56,2.58,26,1008
56,T55,T55,James Nitties,86,2.58,40,1548
57,T58,T58,Ben Curtis,63,2.6,29,1116
58,T58,T58,Chris Riley,77,2.6,36,1386
59,60,60,Steve Elkington,70,2.62,33,1260
60,61,61,Anthony Kim,76,2.63,35,1332
61,T62,T62,George McNeill,82,2.64,39,1476
62,T62,T62,Mark Wilson,99,2.64,47,1782
63,64,64,John Mallinger,90,2.65,43,1620
64,65,65,Zach Johnson,94,2.66,44,1656
65,66,66,Nathan Green,104,2.67,50,1872
66,67,67,Ryan Moore,89,2.68,43,1602
67,68,68,Lee Janzen,74,2.7,36,1332
68,69,69,John Rollins,92,2.72,45,1656
69,T70,T70,Jason Day,61,2.73,30,1098
70,T70,T70,Phil Mickelson,66,2.73,31,1134
71,T72,T72,Brad Adamonis,70,2.78,35,1260
72,T72,T72,Kris Blanks,60,2.78,30,1080
73,T72,T72,Jason Bohn,88,2.78,44,1584
74,T72,T72,David Mathis,82,2.78,41,1476
75,T72,T72,Ryan Palmer,78,2.78,39,1404
76,77,77,Dean Wilson,81,2.81,41,1458
77,78,78,Bubba Watson,73,2.82,37,1314
78,T79,T79,Webb Simpson,94,2.84,48,1692
79,T79,T79,Mike Weir,85,2.84,43,1512
80,T81,T81,Alex Cejka,82,2.85,42,1476
81,T81,T81,Jeff Quinney,78,2.85,40,1404
82,83,83,J.J. Henry,97,2.86,50,1746
83,T84,T84,Todd Hamilton,83,2.88,43,1494
84,T84,T84,Joe Ogilvie,85,2.88,44,1530
85,T84,T84,Johnson Wagner,81,2.88,42,1458
86,T87,T87,Stephen Ames,77,2.89,39,1350
87,T87,T87,Kent Jones,73,2.89,38,1314
88,89,89,Casey Wittenberg,71,2.9,37,1278
89,T90,T90,Tim Petrovic,97,2.92,51,1746
90,T90,T90,Rory Sabbatini,81,2.92,42,1440
91,T92,T92,Daniel Chopra,89,2.93,47,1602
92,T92,T92,Ben Crane,93,2.93,49,1674
93,T92,T92,Pat Perez,74,2.93,38,1296
94,95,95,Tim Herron,87,2.94,46,1566
95,96,96,Jeff Overton,92,2.96,49,1656
96,T97,T97,Michael Allen,73,2.97,39,1314
97,T97,T97,Nick Watney,86,2.97,46,1548
98,T99,T99,Dustin Johnson,85,2.98,45,1512
99,T99,T99,Kevin Sutherland,96,2.98,51,1710
100,T101,T101,Lucas Glover,93,2.99,50,1674
101,T101,T101,Kevin Stadler,65,2.99,35,1170
102,103,103,Bo Van Pelt,100,3.0,54,1800
103,104,104,Scott Piercy,85,3.01,46,1530
104,105,105,Mark Brooks,55,3.03,30,990
105,T106,T106,Tom Pernice Jr.,82,3.05,45,1476
106,T106,T106,Patrick Sheehan,51,3.05,28,918
107,108,108,Stuart Appleby,79,3.06,43,1404
108,T109,T109,Mathew Goggin,76,3.08,41,1332
109,T109,T109,Brett Quigley,92,3.08,51,1656
110,111,111,Chad Campbell,90,3.09,50,1620
111,112,112,Heath Slocum,95,3.1,53,1710
112,113,113,Briny Baird,89,3.12,50,1602
113,114,114,Cameron Beckman,87,3.13,49,1566
114,115,115,Scott Sterling,51,3.16,29,918
115,116,116,Woody Austin,84,3.17,48,1512
116,117,117,Michael Letzig,96,3.18,55,1728
117,T118,T118,Jason Dufner,90,3.21,52,1620
118,T118,T118,Cliff Kresge,78,3.21,45,1404
119,120,120,Paul Goydos,79,3.23,46,1422
120,T121,T121,Brian Davis,103,3.24,60,1854
121,T121,T121,Bill Haas,91,3.24,53,1638
122,123,123,Rod Pampling,72,3.29,42,1278
123,124,124,Aron Price,89,3.31,53,1602
124,125,125,Hunter Mahan,94,3.32,55,1656
125,126,126,Derek Fathauer,63,3.35,38,1134
126,127,127,Parker McLachlin,71,3.36,43,1278
127,T128,T128,Glen Day,79,3.38,48,1422
128,T128,T128,Ken Duke,87,3.38,53,1566
129,T128,T128,Davis Love III,89,3.38,53,1566
130,131,131,Rich Beem,77,3.39,47,1386
131,132,132,Martin Laird,72,3.4,44,1296
132,133,133,Y.E. Yang,83,3.41,51,1494
133,134,134,Greg Owen,97,3.44,60,1746
134,135,135,Ernie Els,70,3.45,41,1188
135,T136,T136,Brendon de Jonge,90,3.46,56,1620
136,T136,T136,Steve Flesch,77,3.46,48,1386
137,T138,T138,Marc Leishman,91,3.48,57,1638
138,T138,T138,D.A. Points,99,3.48,62,1782
139,T140,T140,Peter Lonard,86,3.49,54,1548
140,T140,T140,Kevin Streelman,97,3.49,61,1746
141,T142,T142,Jonathan Byrd,89,3.5,56,1602
142,T142,T142,Ángel Cabrera,55,3.5,34,972
143,144,144,Charles Warren,63,3.53,40,1134
144,T145,T145,Kenny Perry,92,3.54,58,1638
145,T145,T145,Chris Stroud,88,3.54,56,1584
146,T147,T147,Ted Purdy,101,3.58,65,1818
147,T147,T147,Camilo Villegas,76,3.58,47,1314
148,149,149,Matt Weibring,65,3.59,42,1170
149,150,150,Fred Couples,54,3.6,35,972
150,151,151,Andres Romero,58,3.61,37,1026
151,152,152,Tom Lehman,55,3.64,36,990
152,153,153,Justin Rose,71,3.65,46,1260
153,154,154,Greg Kraft,51,3.7,34,918
154,155,155,Bill Lunde,83,3.75,56,1494
155,156,156,Rocco Mediate,79,3.8,54,1422
156,157,157,Rick Price,54,3.81,37,972
157,T158,T158,Robert Garrigus,83,3.88,58,1494
158,T158,T158,Steve Lowery,83,3.88,58,1494
159,T160,T160,Ricky Barnes,67,3.9,47,1206
160,T160,T160,Marc Turnesa,77,3.9,54,1386
161,162,162,Gary Woodland,53,3.98,38,954
162,163,163,D.J. Trahan,96,3.99,69,1728
163,164,164,Boo Weekley,79,4.04,56,1386
164,165,165,Jason Gore,74,4.13,55,1332
165,166,166,Jay Williamson,69,4.19,52,1242
166,167,167,Sean O'Hair,80,4.24,58,1368
167,T168,T168,Leif Olson,51,4.25,39,918
168,T168,T168,Brian Vranesh,51,4.25,39,918
169,170,170,Brendon Todd,53,4.3,41,954
170,171,171,Billy Mayfair,83,4.35,65,1494
171,172,172,Darron Stiles,52,4.38,41,936
172,T173,T173,Jeff Maggert,79,4.43,63,1422
173,T173,T173,Vijay Singh,71,4.43,55,1242
174,175,175,Joe Durant,62,4.48,50,1116
175,176,176,Will MacKenzie,69,4.51,56,1242
176,177,177,Adam Scott,53,4.59,43,936
177,178,178,Mark Calcavecchia,72,4.63,60,1296
178,179,179,Peter Tomasulo,61,4.64,51,1098
179,180,180,J.B. Holmes,74,4.65,62,1332
180,181,181,Nicholas Thompson,96,4.8,83,1728
181,182,182,Matt Bettencourt,98,4.88,86,1764
182,183,183,Robert Allenby,71,4.92,62,1260
183,184,184,Kirk Triplett,60,6.02,65,1080
