,Total_Putting_RANK THIS WEEK,Total_Putting_RANK LAST WEEK,Total_Putting_PLAYER NAME,Total_Putting_EVENTS,Total_Putting_TOTAL
111,T112,T112,Matt Bettencourt,31,220.3
112,T112,T112,John Rollins,27,220.3
113,114,114,Scott Sterling,16,221.2
114,115,115,Chris DiMarco,29,221.3
115,116,116,Y.E. Yang,23,221.8
116,117,117,Camilo Villegas,21,223.8
117,118,118,Jimmy Walker,24,223.9
118,119,119,Bill Haas,29,226.5
119,120,120,Chez Reavie,27,226.9
120,T121,T121,Michael Letzig,28,227.6
121,T121,T121,Nick O'Hern,27,227.6
122,123,123,Bart Bryant,17,228.7
123,124,124,Sean O'Hair,23,230.3
124,125,125,Brian Vranesh,20,230.5
125,126,126,Marc Turnesa,30,233.7
126,127,127,Jason Bohn,25,235.8
127,128,128,Tom Pernice Jr.,26,236.8
128,129,129,Kent Jones,24,237.7
129,130,130,D.A. Points,29,239.2
130,131,131,Tag Ridings,16,241.0
131,132,132,Patrick Sheehan,15,243.1
132,133,133,Chris Stroud,28,243.9
133,134,134,Steve Elkington,23,244.0
134,135,135,Charles Warren,20,244.4
135,136,136,Brett Quigley,28,245.8
136,137,137,Leif Olson,21,251.5
137,138,138,Jeff Maggert,28,252.5
138,139,139,Mark Brooks,17,252.7
139,140,140,Michael Allen,22,253.5
140,141,141,Briny Baird,28,255.5
141,142,142,Kris Blanks,20,256.0
142,143,143,Bubba Watson,24,256.1
143,144,144,Rod Pampling,23,259.0
144,145,145,Casey Wittenberg,25,261.1
145,146,146,Heath Slocum,30,262.4
146,147,147,Mathew Goggin,26,265.9
147,148,148,Derek Fathauer,25,269.3
148,149,149,Davis Love III,27,271.1
149,150,150,Steve Flesch,27,273.6
150,151,151,Robert Garrigus,25,273.8
151,T152,T152,Tom Lehman,16,274.8
152,T152,T152,Matt Weibring,22,274.8
153,154,154,Gary Woodland,18,276.8
154,155,155,Jonathan Byrd,25,280.9
155,156,156,Boo Weekley,22,283.4
156,157,157,Ken Duke,29,286.7
157,158,158,D.J. Trahan,30,288.6
158,159,159,Greg Owen,30,291.9
159,160,160,Kevin Stadler,20,293.4
160,161,161,Nicholas Thompson,31,294.2
161,162,162,Fred Couples,16,296.9
162,163,163,Brendon de Jonge,29,297.0
163,164,164,Glen Day,26,298.8
164,165,165,Darron Stiles,20,299.0
165,166,166,Alex Cejka,25,299.7
166,167,167,Ernie Els,19,304.3
167,168,168,Kirk Triplett,20,305.6
168,169,169,J.B. Holmes,25,313.9
169,170,170,Peter Lonard,30,314.2
170,171,171,Peter Tomasulo,25,317.8
171,172,172,Jason Gore,24,321.6
172,173,173,Billy Mayfair,28,328.8
173,174,174,Robert Allenby,21,329.6
174,175,175,Jay Williamson,22,335.3
175,176,176,Greg Kraft,21,337.2
176,177,177,Rocco Mediate,22,339.3
177,178,178,Will MacKenzie,24,340.5
178,T179,T179,Joe Durant,20,341.0
179,T179,T179,Vijay Singh,21,341.0
180,181,181,Stuart Appleby,25,342.5
181,182,182,Rick Price,21,352.3
182,183,183,Adam Scott,19,352.6
183,184,184,Ricky Barnes,23,372.6
