,3-Putt_Avoidance__25_RANK THIS WEEK,3-Putt_Avoidance__25_RANK LAST WEEK,3-Putt_Avoidance__25_PLAYER NAME,3-Putt_Avoidance__25_ROUNDS,3-Putt_Avoidance__25_%,3-Putt_Avoidance__25_TOTAL 3 PUTTS,3-Putt_Avoidance__25_ATTEMPTS,3-Putt_Avoidance__25_2 PUTT OR BETTER %
163,164,164,Robert Garrigus,83,13.44,41,305,86.5
164,T165,T165,Greg Kraft,51,13.53,23,170,86.4
165,T165,T165,Matt Weibring,65,13.53,28,207,86.4
166,167,167,Leif Olson,51,13.68,26,190,86.3
167,168,168,Charles Warren,63,13.79,32,232,86.2
168,169,169,Ricky Barnes,67,13.81,29,210,86.1
169,170,170,Kirk Triplett,60,13.84,31,224,86.1
170,171,171,Gary Woodland,53,14.29,26,182,85.7
171,172,172,Jeff Maggert,79,14.43,44,305,85.5
172,173,173,Mark Calcavecchia,72,14.46,36,249,85.5
173,174,174,Vijay Singh,71,14.51,28,193,85.4
174,175,175,Rick Price,54,14.67,27,184,85.3
175,176,176,Darron Stiles,52,14.97,25,167,85.0
176,177,177,Nicholas Thompson,96,15.0,57,380,85.0
177,178,178,Joe Durant,62,15.28,33,216,84.7
178,179,179,Jay Williamson,69,15.83,38,240,84.1
179,180,180,Peter Tomasulo,61,16.08,32,199,83.9
180,181,181,Jason Gore,74,16.19,40,247,83.8
181,182,182,Robert Allenby,71,16.32,39,239,83.6
182,183,183,J.B. Holmes,74,16.53,41,248,83.4
183,184,184,Brian Vranesh,51,18.58,34,183,81.4
