,GIR_Putting_-__25_RANK THIS WEEK,GIR_Putting_-__25_RANK LAST WEEK,GIR_Putting_-__25_PLAYER NAME,GIR_Putting_-__25_ROUNDS,GIR_Putting_-__25_%,GIR_Putting_-__25_ATTEMPTS,GIR_Putting_-__25_PUTTS MADE
96,T96,T96,Jeff Quinney,78,5.3,264,14
97,98,98,Tommy Armour III,58,5.29,189,10
98,99,99,Chad Campbell,90,5.19,270,14
99,T100,T100,Glen Day,79,5.17,271,14
100,T100,T100,Scott McCarron,91,5.17,387,20
101,102,102,Chris Riley,77,5.14,253,13
102,103,103,Anthony Kim,76,5.12,215,11
103,104,104,Rocco Mediate,79,5.1,255,13
104,105,105,Y.E. Yang,83,5.09,275,14
105,106,106,Marc Leishman,91,5.08,354,18
106,T107,T107,Matt Bettencourt,98,5.07,335,17
107,T107,T107,George McNeill,82,5.07,276,14
108,109,109,Ernie Els,70,5.03,199,10
109,110,110,Martin Laird,72,4.96,262,13
110,111,111,Jonathan Byrd,89,4.95,323,16
111,T112,T112,Alex Cejka,82,4.94,263,13
112,T112,T112,John Mallinger,90,4.94,263,13
113,114,114,Kent Jones,73,4.92,264,13
114,115,115,Ángel Cabrera,55,4.86,144,7
115,116,116,Billy Mayfair,83,4.85,309,15
116,117,117,Stewart Cink,79,4.82,228,11
117,118,118,Robert Allenby,71,4.8,229,11
118,119,119,Rory Sabbatini,81,4.78,230,11
119,120,120,Jerry Kelly,90,4.73,275,13
120,121,121,Colt Knost,71,4.72,233,11
121,T122,T122,Brad Adamonis,70,4.7,234,11
122,T122,T122,Padraig Harrington,66,4.7,149,7
123,T124,T124,Retief Goosen,74,4.69,213,10
124,T124,T124,Justin Leonard,95,4.69,256,12
125,126,126,Brendon Todd,53,4.66,193,9
126,T127,T127,J.J. Henry,97,4.62,390,18
127,T127,T127,Nick Watney,86,4.62,303,14
128,T129,T129,Chris DiMarco,97,4.57,328,15
129,T129,T129,Tag Ridings,50,4.57,175,8
130,131,131,Troy Matteson,95,4.56,373,17
131,132,132,Bill Lunde,83,4.55,308,14
132,133,133,Will MacKenzie,69,4.52,221,10
133,134,134,Kevin Streelman,97,4.5,378,17
134,135,135,Darron Stiles,52,4.43,158,7
135,T136,T136,Charles Howell III,99,4.42,339,15
136,T136,T136,Jay Williamson,69,4.42,226,10
137,138,138,Scott Verplank,88,4.41,295,13
138,139,139,Sean O'Hair,80,4.4,250,11
139,140,140,Bryce Molder,69,4.35,230,10
140,141,141,Eric Axley,71,4.33,208,9
141,142,142,Mathew Goggin,76,4.3,256,11
142,143,143,Steve Lowery,83,4.29,280,12
143,144,144,Scott Sterling,51,4.24,165,7
144,145,145,Nathan Green,104,4.22,403,17
145,146,146,Brett Quigley,92,4.21,309,13
146,147,147,Rick Price,54,4.17,168,7
147,148,148,David Duval,56,4.14,145,6
148,T149,T149,Brian Bateman,55,4.12,194,8
149,T149,T149,K.J. Choi,65,4.12,194,8
150,151,151,Jason Bohn,88,4.08,319,13
151,152,152,Mark Calcavecchia,72,3.96,227,9
152,153,153,John Senden,100,3.94,432,17
153,T154,T154,Stephen Ames,77,3.91,230,9
154,T154,T154,Boo Weekley,79,3.91,256,10
155,T156,T156,Cliff Kresge,78,3.89,257,10
156,T156,T156,Brandt Snedeker,81,3.89,257,10
157,158,158,Tom Lehman,55,3.87,155,6
158,159,159,Stuart Appleby,79,3.81,236,9
159,160,160,Tom Pernice Jr.,82,3.77,292,11
160,161,161,Briny Baird,89,3.76,319,12
161,T162,T162,Greg Owen,97,3.73,375,14
162,T162,T162,Aron Price,89,3.73,322,12
163,T164,T164,Rich Beem,77,3.72,242,9
164,T164,T164,Bo Van Pelt,100,3.72,323,12
165,166,166,Ryan Palmer,78,3.69,271,10
166,167,167,Brian Vranesh,51,3.59,167,6
167,168,168,Charley Hoffman,97,3.57,336,12
168,169,169,Ricky Barnes,67,3.48,201,7
169,170,170,Heath Slocum,95,3.43,321,11
170,171,171,Peter Tomasulo,61,3.31,181,6
171,172,172,Matt Jones,56,3.21,218,7
172,173,173,Ken Duke,87,3.17,252,8
173,174,174,Vaughn Taylor,88,3.11,289,9
174,175,175,Freddie Jacobson,83,2.86,280,8
175,176,176,Charles Warren,63,2.79,215,6
176,177,177,Vijay Singh,71,2.75,182,5
177,T178,T178,Jason Gore,74,2.64,227,6
178,T178,T178,Nicholas Thompson,96,2.64,341,9
179,180,180,Camilo Villegas,76,2.58,233,6
180,181,181,Jeff Maggert,79,2.48,282,7
181,182,182,Jarrod Lyle,65,2.43,206,5
182,183,183,Tim Herron,87,2.33,300,7
183,184,184,J.B. Holmes,74,1.82,220,4
