,One-Putt_Percentage_RANK THIS WEEK,One-Putt_Percentage_RANK LAST WEEK,One-Putt_Percentage_PLAYER NAME,One-Putt_Percentage_ROUNDS,One-Putt_Percentage_%,One-Putt_Percentage_# OF 1 PUTTS,One-Putt_Percentage_# OF HOLES
40,T40,T40,Phil Mickelson,85,39.58,570,1440
41,42,42,Robin Freeman,98,39.57,698,1764
42,T43,T43,Mark Brooks,91,39.52,626,1584
43,T43,T43,Harrison Frazar,72,39.52,498,1260
44,T43,T43,Jim McGovern,55,39.52,377,954
45,46,46,Steve Jones,75,39.51,505,1278
46,T47,T47,Gabriel Hjertstedt,86,39.49,590,1494
47,T47,T47,Jerry Kelly,111,39.49,789,1998
48,T49,T49,Chip Beck,51,39.46,348,882
49,T49,T49,Dan Forsman,88,39.46,625,1584
50,T49,T49,Len Mattiace,107,39.46,760,1926
51,52,52,J.P. Hayes,91,39.45,632,1602
52,T53,T53,Russ Cochran,71,39.44,504,1278
53,T53,T53,Ryan Howison,83,39.44,575,1458
54,T55,T55,Stephen Ames,99,39.42,674,1710
55,T55,T55,Michael Bradley,73,39.42,518,1314
56,T57,T57,Steve Gotsche,91,39.39,631,1602
57,T57,T57,Sean Murphy,102,39.39,709,1800
58,59,59,Edward Fryatt,101,39.35,687,1746
59,60,60,John Maginnes,99,39.28,700,1782
60,61,61,Andrew Magee,78,39.27,516,1314
61,62,62,Jay Haas,80,39.25,544,1386
62,63,63,Carl Paulson,105,39.21,727,1854
63,T64,T64,Bill Glasson,93,39.19,656,1674
64,T64,T64,Mike Sposa,73,39.19,515,1314
65,66,66,Charles Raulerson,98,39.17,691,1764
66,67,67,Loren Roberts,87,39.15,606,1548
67,68,68,Lee Janzen,92,39.13,641,1638
68,69,69,Steve Lowery,107,39.05,731,1872
69,70,70,Tiger Woods,82,39.04,534,1368
70,71,71,Greg Chalmers,96,39.01,646,1656
71,72,72,Trevor Dodds,86,38.96,589,1512
72,73,73,Woody Austin,104,38.94,708,1818
73,T74,T74,Emlyn Aubrey,68,38.89,448,1152
74,T74,T74,Michael Clark II,84,38.89,560,1440
75,T74,T74,Doug Dunakey,83,38.89,560,1440
76,77,77,Mike Brisky,89,38.82,601,1548
77,78,78,Tim Herron,96,38.77,656,1692
78,79,79,Jesper Parnevik,71,38.73,474,1224
79,80,80,Jean Van de Velde,70,38.72,467,1206
80,81,81,Omar Uresti,94,38.71,655,1692
81,T82,T82,Bob Burns,91,38.64,619,1602
82,T82,T82,Tom Byrum,91,38.64,619,1602
83,84,84,Nick Price,63,38.62,431,1116
84,85,85,Stuart Appleby,86,38.61,563,1458
85,86,86,Esteban Toledo,113,38.59,771,1998
86,87,87,Mike Hulbert,82,38.54,555,1440
87,88,88,Bob Friend,96,38.53,638,1656
88,89,89,Brent Geiberger,79,38.52,520,1350
89,90,90,Scott Hoch,108,38.51,721,1872
90,91,91,Jeff Sluman,113,38.49,769,1998
91,92,92,Brad Elder,110,38.48,762,1980
92,T93,T93,John Huston,81,38.47,554,1440
93,T93,T93,Craig Stadler,70,38.47,457,1188
94,95,95,Pete Jordan,102,38.45,706,1836
95,96,96,Mike Weir,102,38.43,664,1728
96,T97,T97,Bobby Cochran,78,38.38,525,1368
97,T97,T97,Steve Flesch,123,38.38,836,2178
98,T97,T97,"Dave Stockton, Jr.",89,38.38,601,1566
99,100,100,Scott Verplank,106,38.36,732,1908
100,101,101,Mike Reid,76,38.35,497,1296
101,102,102,Tom Scherrer,104,38.34,697,1818
102,103,103,Greg Kraft,106,38.31,731,1908
103,104,104,Kevin Sutherland,98,38.3,648,1692
104,105,105,Peter Jacobsen,65,38.29,448,1170
105,T106,T106,David Morland IV,88,38.24,592,1548
106,T106,T106,Grant Waite,85,38.24,585,1530
107,108,108,P.H. Horgan III,65,38.21,447,1170
108,109,109,Brian Watts,89,38.19,605,1584
109,110,110,Neal Lancaster,99,38.13,652,1710
110,111,111,Craig Barlow,98,38.02,657,1728
111,T112,T112,Bob Estes,68,38.01,431,1134
112,T112,T112,Jerry Smith,104,38.01,691,1818
113,114,114,Cameron Beckman,81,38.0,554,1458
114,115,115,Davis Love III,98,37.98,629,1656
115,116,116,Shaun Micheel,94,37.97,622,1638
116,117,117,Matt Gogel,86,37.96,574,1512
117,118,118,Jim Furyk,98,37.95,649,1710
118,119,119,Mark Wiebe,95,37.92,628,1656
119,120,120,David Peoples,99,37.82,674,1782
120,121,121,Hal Sutton,93,37.77,605,1602
121,122,122,Brandel Chamblee,72,37.62,474,1260
122,123,123,Robert Allenby,98,37.59,636,1692
123,124,124,Shigeki Maruyama,88,37.58,575,1530
124,125,125,Blaine McCallister,104,37.55,703,1872
125,126,126,Kenny Perry,76,37.5,513,1368
126,127,127,Jimmy Green,85,37.48,560,1494
127,128,128,Mark Calcavecchia,99,37.44,620,1656
128,T129,T129,Chris DiMarco,118,37.43,768,2052
129,T129,T129,Frank Nobilo,98,37.43,640,1710
130,131,131,John Rollins,72,37.42,485,1296
131,132,132,John Daly,71,37.4,478,1278
132,133,133,Fred Funk,110,37.36,733,1962
133,134,134,Robert Gamez,76,37.35,511,1368
134,135,135,Scott Dunlap,106,37.32,712,1908
135,136,136,David Frost,65,37.21,422,1134
136,137,137,K.J. Choi,92,37.14,595,1602
137,138,138,Dicky Pride,98,37.12,628,1692
138,139,139,Barry Cheesman,96,36.98,619,1674
139,140,140,Eric Booker,87,36.93,565,1530
140,141,141,David Toms,113,36.9,724,1962
141,142,142,Kirk Triplett,101,36.88,644,1746
142,143,143,Ronnie Black,82,36.85,524,1422
143,144,144,J.L. Lewis,104,36.82,676,1836
144,145,145,Justin Leonard,98,36.8,616,1674
145,146,146,Steve Stricker,63,36.79,404,1098
146,T147,T147,Olin Browne,103,36.76,655,1782
147,T147,T147,Joel Edwards,99,36.76,655,1782
148,T149,T149,Jason Caron,77,36.74,496,1350
149,T149,T149,Jay Delsing,97,36.74,615,1674
150,T151,T151,Stewart Cink,98,36.73,628,1710
151,T151,T151,David Duval,73,36.73,443,1206
152,153,153,Gary Nicklaus,84,36.72,542,1476
153,154,154,Fulton Allem,77,36.67,495,1350
154,155,155,David Sutherland,109,36.64,699,1908
155,156,156,Jeff Gove,86,36.59,540,1476
156,157,157,Ben Bates,107,36.49,683,1872
157,158,158,Craig Parry,73,36.47,453,1242
158,T159,T159,Aaron Bengoechea,75,36.38,478,1314
159,T159,T159,Bart Bryant,73,36.38,478,1314
160,T159,T159,Dudley Hart,74,36.38,478,1314
161,162,162,Jason Buha,82,36.31,536,1476
162,163,163,Doug Barron,85,36.18,534,1476
163,164,164,Joe Durant,94,36.17,612,1692
164,165,165,Craig Bowden,54,36.11,351,972
165,166,166,Bob Tway,91,36.08,578,1602
166,167,167,Joey Sindelar,88,36.04,545,1512
167,168,168,Vijay Singh,97,35.93,595,1656
168,169,169,Glen Hnatiuk,94,35.86,581,1620
169,170,170,Steve Pate,97,35.81,593,1656
170,171,171,Tommy Armour III,91,35.77,573,1602
171,172,172,Billy Mayfair,93,35.73,566,1584
172,173,173,Bob May,95,35.65,584,1638
173,174,174,Duffy Waldorf,80,35.63,481,1350
174,175,175,Bradley Hughes,93,35.62,577,1620
175,176,176,Chris Perry,109,35.61,673,1890
176,177,177,Jeff Maggert,86,35.57,525,1476
177,178,178,Joe Ozaki,55,35.53,339,954
178,179,179,Dennis Paulson,82,35.39,516,1458
179,180,180,Casey Martin,90,35.35,560,1584
180,181,181,Rocco Mediate,79,35.23,482,1368
181,182,182,Perry Moss,53,35.12,335,954
182,183,183,Mathew Goggin,91,35.1,575,1638
183,184,184,Rich Beem,84,35.05,511,1458
184,185,185,Notah Begay III,82,35.04,492,1404
185,186,186,Nick Faldo,51,34.69,306,882
186,187,187,Brandt Jobe,91,34.6,548,1584
187,T188,T188,Fred Couples,71,34.44,434,1260
188,T188,T188,Scott Gump,108,34.44,651,1890
189,190,190,Nolan Henke,79,34.39,489,1422
190,191,191,John Cook,90,34.03,539,1584
191,192,192,Kelly Gibson,84,33.33,492,1476
192,193,193,Tom Lehman,71,32.69,406,1242
193,194,194,Tom Purtzer,58,32.64,329,1008
194,195,195,Steve Elkington,59,31.61,330,1044
