,Average_Approach_Distance_-_Bogey_or_Worse_RANK THIS WEEK,Average_Approach_Distance_-_Bogey_or_Worse_RANK LAST WEEK,Average_Approach_Distance_-_Bogey_or_Worse_PLAYER NAME,Average_Approach_Distance_-_Bogey_or_Worse_ROUNDS,Average_Approach_Distance_-_Bogey_or_Worse_AVG (YARDS),Average_Approach_Distance_-_Bogey_or_Worse_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Bogey_or_Worse_NUMBER OF APPROACH SHOTS
76,T77,T77,Ryuji Imada,90,160.8,1284894.0,222
77,T77,T77,Brenden Pappas,66,160.8,972635.0,168
78,T77,T77,Paul Stankowski,62,160.8,833686.0,144
79,T80,T80,Ernie Els,72,160.9,816766.0,141
80,T80,T80,Heath Slocum,97,160.9,1019614.0,176
81,T82,T82,Cliff Kresge,50,161.0,765035.0,132
82,T82,T82,Scott McCarron,90,161.0,1315641.0,227
83,T82,T82,Kevin Streelman,90,161.0,1373289.0,237
84,85,85,Justin Bolli,55,161.1,887113.0,153
85,T86,T86,Sergio Garcia,58,161.2,580335.0,100
86,T86,T86,Derek Lamely,81,161.2,1253586.0,216
87,T88,T88,Mathias Grönberg,61,161.3,876795.0,151
88,T88,T88,Y.E. Yang,72,161.3,946735.0,163
89,T90,T90,Lucas Glover,75,161.4,976366.0,168
90,T90,T90,Will MacKenzie,72,161.4,1045828.0,180
91,T90,T90,George McNeill,79,161.4,1301456.0,224
92,T93,T93,Cameron Beckman,68,161.5,1017146.0,175
93,T93,T93,Andrew McLardy,52,161.5,808188.0,139
94,T93,T93,Joe Ogilvie,99,161.5,1558446.0,268
95,T93,T93,Johnson Wagner,85,161.5,1301935.0,224
96,T97,T97,Rickie Fowler,98,161.6,1238966.0,213
97,T97,T97,Steve Stricker,73,161.6,645642.0,111
98,T97,T97,Charles Warren,64,161.6,931091.0,160
99,T100,T100,Greg Chalmers,93,161.7,1245361.0,214
100,T100,T100,Nathan Green,86,161.7,1373988.0,236
101,T100,T100,Padraig Harrington,57,161.7,611161.0,105
102,T103,T103,Sean O'Hair,84,161.8,955068.0,164
103,T103,T103,Brett Quigley,96,161.8,1403658.0,241
104,T105,T105,Woody Austin,93,161.9,1380932.0,237
105,T105,T105,Adam Scott,70,161.9,909251.0,156
106,T105,T105,Omar Uresti,74,161.9,944350.0,162
107,108,108,Chris Couch,66,162.1,1027041.0,176
108,T109,T109,Brad Faxon,58,162.2,1191420.0,204
109,T109,T109,Scott Piercy,88,162.2,1430753.0,245
110,111,111,Phil Mickelson,76,162.3,940747.0,161
111,T112,T112,Luke Donald,71,162.5,660901.0,113
112,T112,T112,Steve Lowery,67,162.5,1193587.0,204
113,T112,T112,Jeff Maggert,76,162.5,1181769.0,202
114,T112,T112,Troy Matteson,84,162.5,1228231.0,210
115,T112,T112,Billy Mayfair,78,162.5,1217084.0,208
116,T112,T112,Vijay Singh,75,162.5,947520.0,162
117,T118,T118,Stewart Cink,84,162.6,989142.0,169
118,T118,T118,Graham DeLaet,88,162.6,1194127.0,204
119,T118,T118,Freddie Jacobson,83,162.6,1141167.0,195
120,121,121,Joe Durant,67,162.7,849355.0,145
121,T122,T122,K.J. Choi,82,162.8,890917.0,152
122,T122,T122,Tim Clark,88,162.8,931777.0,159
123,T122,T122,Chris DiMarco,88,162.8,1166344.0,199
124,T122,T122,Brian Gay,101,162.8,1090136.0,186
125,T122,T122,Jerry Kelly,99,162.8,1289088.0,220
126,T127,T127,Robert Garrigus,71,162.9,1160948.0,198
127,T127,T127,Jeff Gove,57,162.9,914632.0,156
128,129,129,J.J. Henry,92,163.0,1126605.0,192
129,130,130,Bob Estes,79,163.1,1121688.0,191
130,131,131,Matt Kuchar,97,163.2,975510.0,166
131,T132,T132,Brent Delahoussaye,57,163.3,846523.0,144
132,T132,T132,Charley Hoffman,85,163.3,1211403.0,206
133,T134,T134,Jason Bohn,84,163.4,1206119.0,205
134,T134,T134,Webb Simpson,98,163.4,1488561.0,253
135,T136,T136,Ben Curtis,78,163.5,988816.0,168
136,T136,T136,Bill Haas,87,163.5,1177449.0,200
137,T136,T136,Mike Weir,59,163.5,764989.0,130
138,139,139,Jason Dufner,87,163.6,1166125.0,198
139,140,140,Roger Tambellini,77,164.0,1163145.0,197
140,141,141,Nick Watney,91,164.1,1128431.0,191
141,T142,T142,Alex Cejka,81,164.2,1217347.0,206
142,T142,T142,Tim Herron,79,164.2,1176565.0,199
143,144,144,Retief Goosen,75,164.3,609157.0,103
144,T145,T145,Brian Davis,101,164.4,1580471.0,267
145,T145,T145,Rocco Mediate,71,164.4,1059274.0,179
146,T145,T145,Chris Tidland,77,164.4,1219357.0,206
147,148,148,Tom Pernice Jr.,74,164.5,900010.0,152
148,149,149,Andres Romero,73,164.6,1255890.0,212
149,T150,T150,Mark Calcavecchia,50,164.7,782761.0,132
150,T150,T150,Chad Campbell,94,164.7,1191769.0,201
151,152,152,Nicholas Thompson,88,164.9,1632612.0,275
152,153,153,Kevin Stadler,86,165.0,1259541.0,212
153,154,154,Steve Elkington,74,165.1,850058.0,143
154,T155,T155,Zach Johnson,93,165.2,1165401.0,196
155,T155,T155,Mark Wilson,87,165.2,1160017.0,195
156,T157,T157,James Nitties,92,165.3,1415979.0,238
157,T157,T157,Camilo Villegas,78,165.3,969866.0,163
158,T157,T157,Garrett Willis,82,165.3,1243405.0,209
159,160,160,Stephen Ames,75,165.4,1071468.0,180
160,161,161,Charlie Wi,95,165.5,1281200.0,215
161,162,162,Chad Collins,87,165.6,1168558.0,196
162,163,163,Justin Leonard,89,165.7,1282302.0,215
163,T164,T164,Greg Kraft,52,165.9,913718.0,153
164,T164,T164,Bryce Molder,84,165.9,1230397.0,206
165,T164,T164,Jimmy Walker,82,165.9,1224331.0,205
166,T167,T167,Robert Allenby,76,166.0,1045828.0,175
167,T167,T167,Craig Bowden,56,166.0,938095.0,157
168,T167,T167,Trevor Immelman,55,166.0,740851.0,124
169,T167,T167,Hunter Mahan,85,166.0,1075463.0,180
170,T167,T167,Steve Marino,81,166.0,1021781.0,171
171,T172,T172,Briny Baird,87,166.1,1231688.0,206
172,T172,T172,Chris Stroud,90,166.1,1165880.0,195
173,174,174,Brandt Snedeker,89,166.2,1274464.0,213
174,175,175,Aron Price,70,166.4,1000161.0,167
175,176,176,Chris Riley,73,166.5,887091.0,148
176,177,177,John Rollins,81,166.9,1255695.0,209
177,178,178,Lee Janzen,77,167.1,1305244.0,217
178,179,179,Tim Petrovic,105,167.2,1529139.0,254
179,180,180,Kevin Sutherland,86,167.4,1084627.0,180
180,181,181,Richard Johnson,90,167.5,1212358.0,201
181,182,182,Mathew Goggin,85,167.6,1339578.0,222
182,183,183,Kevin Na,94,167.9,1045783.0,173
183,184,184,Skip Kendall,58,168.1,925958.0,153
184,185,185,Paul Goydos,78,168.3,1260050.0,208
185,186,186,Stuart Appleby,101,168.5,1571147.0,259
186,187,187,D.A. Points,90,169.4,1451188.0,238
187,188,188,Ricky Barnes,103,170.0,1328174.0,217
188,189,189,Cameron Percy,73,171.2,1029540.0,167
189,190,190,Scott Verplank,74,171.8,965070.0,156
190,191,191,Jim Furyk,76,172.1,774477.0,125
191,192,192,Dean Wilson,54,178.5,636053.0,99
