,Average_Approach_Distance_-_Par_RANK THIS WEEK,Average_Approach_Distance_-_Par_RANK LAST WEEK,Average_Approach_Distance_-_Par_PLAYER NAME,Average_Approach_Distance_-_Par_ROUNDS,Average_Approach_Distance_-_Par_AVG (YARDS),Average_Approach_Distance_-_Par_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Par_NUMBER OF APPROACH SHOTS
43,T44,T44,Joe Ogilvie,99,160.2,5548070.0,962
44,T44,T44,Chris Tidland,77,160.2,4418237.0,766
45,T46,T46,J.B. Holmes,100,160.3,5736250.0,994
46,T46,T46,Davis Love III,79,160.3,4299936.0,745
47,48,48,Stuart Appleby,101,160.4,5891086.0,1020
48,T49,T49,Michael Bradley,77,160.5,4696382.0,813
49,T49,T49,J.P. Hayes,79,160.5,4414921.0,764
50,T49,T49,Bill Lunde,79,160.5,4529361.0,784
51,T49,T49,Rory Sabbatini,79,160.5,4193768.0,726
52,T53,T53,Craig Bowden,56,160.6,3266111.0,565
53,T53,T53,Michael Connell,89,160.6,5069729.0,877
54,T53,T53,Brent Delahoussaye,57,160.6,3225995.0,558
55,T53,T53,John Rollins,81,160.6,4862999.0,841
56,T57,T57,Kenny Perry,69,160.7,3836017.0,663
57,T57,T57,Michael Sim,64,160.7,3663115.0,633
58,T57,T57,Vijay Singh,75,160.7,3725270.0,644
59,T60,T60,Jonathan Byrd,85,160.8,5529760.0,955
60,T60,T60,Jarrod Lyle,54,160.8,3084472.0,533
61,T60,T60,John Merrick,109,160.8,6194620.0,1070
62,T60,T60,Brett Quigley,96,160.8,5958314.0,1029
63,T60,T60,Roger Tambellini,77,160.8,4196786.0,725
64,T65,T65,Rich Barcelo,70,160.9,3771989.0,651
65,T65,T65,Matt Every,60,160.9,3173370.0,548
66,T67,T67,Woody Austin,93,161.0,5500199.0,949
67,T67,T67,Garth Mulroy,53,161.0,2729285.0,471
68,69,69,K.J. Choi,82,161.1,4146863.0,715
69,T70,T70,Cameron Beckman,68,161.2,4022805.0,693
70,T70,T70,Brenden Pappas,66,161.2,3666899.0,632
71,T70,T70,Heath Slocum,97,161.2,5088029.0,877
72,T70,T70,Jerod Turner,54,161.2,2484095.0,428
73,T74,T74,Briny Baird,87,161.3,5569540.0,959
74,T74,T74,Freddie Jacobson,83,161.3,5254111.0,905
75,T74,T74,Justin Leonard,89,161.3,4680611.0,806
76,T74,T74,Omar Uresti,74,161.3,4401894.0,758
77,T78,T78,Cliff Kresge,50,161.4,3096284.0,533
78,T78,T78,Steve Wheatcroft,74,161.4,3630725.0,625
79,T80,T80,Chris DiMarco,88,161.5,5441605.0,936
80,T80,T80,James Driscoll,78,161.5,4969910.0,855
81,T80,T80,Tom Gillis,97,161.5,5699239.0,980
82,T80,T80,Lee Janzen,77,161.5,4644751.0,799
83,T80,T80,John Mallinger,78,161.5,4366462.0,751
84,T80,T80,Pat Perez,90,161.5,5524054.0,950
85,T86,T86,Troy Merritt,86,161.6,4816216.0,828
86,T86,T86,Jeev Milkha Singh,59,161.6,3642499.0,626
87,T88,T88,Chad Campbell,94,161.7,5605154.0,963
88,T88,T88,Jeff Maggert,76,161.7,4185171.0,719
89,T88,T88,Scott Piercy,88,161.7,5146386.0,884
90,T91,T91,Aaron Baddeley,94,161.8,5648416.0,970
91,T91,T91,Brendon de Jonge,114,161.8,6126841.0,1052
92,T91,T91,Trevor Immelman,55,161.8,3000440.0,515
93,T94,T94,Stephen Ames,75,161.9,4696719.0,806
94,T94,T94,Stewart Cink,84,161.9,4324109.0,742
95,T94,T94,Tim Clark,88,161.9,4714422.0,809
96,T94,T94,D.J. Trahan,92,161.9,5346274.0,917
97,T98,T98,Charley Hoffman,85,162.0,5016725.0,860
98,T98,T98,Sean O'Hair,84,162.0,4525548.0,776
99,T98,T98,Tom Pernice Jr.,74,162.0,4019231.0,689
100,T98,T98,Vaughn Taylor,87,162.0,5178283.0,888
101,T102,T102,Bo Van Pelt,104,162.1,5881621.0,1008
102,T102,T102,Mark Wilson,87,162.1,5543885.0,950
103,T104,T104,Retief Goosen,75,162.3,3716049.0,636
104,T104,T104,Will MacKenzie,72,162.3,4633223.0,793
105,T104,T104,Mike Weir,59,162.3,2628577.0,450
106,T107,T107,Bryce Molder,84,162.4,4922877.0,842
107,T107,T107,James Nitties,92,162.4,5362405.0,917
108,T107,T107,David Toms,86,162.4,4824166.0,825
109,T107,T107,Vance Veazey,58,162.4,3052517.0,522
110,T111,T111,Chris Riley,73,162.5,4427489.0,757
111,T111,T111,Kevin Streelman,90,162.5,5229631.0,894
112,T113,T113,Martin Laird,91,162.7,5223053.0,892
113,T113,T113,Spencer Levin,110,162.7,6725871.0,1148
114,T113,T113,Phil Mickelson,76,162.7,3644063.0,622
115,T113,T113,Ted Purdy,86,162.7,4903610.0,837
116,T113,T113,Andres Romero,73,162.7,4789854.0,818
117,T113,T113,Dean Wilson,54,162.7,3367287.0,575
118,T119,T119,Brian Davis,101,162.8,6029075.0,1029
119,T119,T119,Geoff Ogilvy,62,162.8,3240516.0,553
120,T121,T121,Paul Casey,64,162.9,2984079.0,509
121,T121,T121,Paul Goydos,78,162.9,4239175.0,723
122,T121,T121,Matt Kuchar,97,162.9,5033092.0,858
123,T121,T121,Charlie Wi,95,162.9,6214529.0,1060
124,T125,T125,Jerry Kelly,99,163.0,5663522.0,965
125,T125,T125,John Senden,103,163.0,6043390.0,1030
126,T125,T125,Kevin Stadler,86,163.0,4806369.0,819
127,128,128,Ángel Cabrera,64,163.1,3376681.0,575
128,T129,T129,Jeff Quinney,91,163.2,5304791.0,903
129,T129,T129,Bubba Watson,77,163.2,4329736.0,737
130,T131,T131,Jason Bohn,84,163.3,4915116.0,836
131,T131,T131,Brian Gay,101,163.3,5895949.0,1003
132,T131,T131,George McNeill,79,163.3,4455538.0,758
133,T131,T131,Ryan Palmer,84,163.3,4567401.0,777
134,T131,T131,Roland Thatcher,72,163.3,4645662.0,790
135,T131,T131,Nick Watney,91,163.3,4431271.0,754
136,T137,T137,Mathew Goggin,85,163.4,5207006.0,885
137,T137,T137,Dustin Johnson,83,163.4,3912856.0,665
138,T137,T137,Rod Pampling,77,163.4,4960156.0,843
139,T140,T140,Jason Dufner,87,163.5,4733539.0,804
140,T140,T140,Shaun Micheel,70,163.5,3648813.0,620
141,T140,T140,Kevin Sutherland,86,163.5,5614799.0,954
142,T140,T140,Jimmy Walker,82,163.5,4703560.0,799
143,T144,T144,Richard Johnson,90,163.7,5133198.0,871
144,T144,T144,Matt Jones,89,163.7,5338060.0,906
145,146,146,Kevin Na,94,163.8,5296830.0,898
146,147,147,Tim Petrovic,105,163.9,6519176.0,1105
147,T148,T148,Kris Blanks,91,164.0,5089785.0,862
148,T148,T148,Mark Calcavecchia,50,164.0,2048741.0,347
149,T148,T148,Scott Verplank,74,164.0,3837938.0,650
150,T151,T151,Alex Cejka,81,164.1,4565198.0,773
151,T151,T151,Nathan Green,86,164.1,5576565.0,944
152,T151,T151,Bill Haas,87,164.1,5075135.0,859
153,T151,T151,Aron Price,70,164.1,4189627.0,709
154,T151,T151,Johnson Wagner,85,164.1,4968929.0,841
155,T151,T151,Y.E. Yang,72,164.1,3840502.0,650
156,T157,T157,Jason Day,82,164.2,4781842.0,809
157,T157,T157,Ryuji Imada,90,164.2,5877269.0,994
158,159,159,D.A. Points,90,164.3,5335085.0,902
159,T160,T160,Steve Flesch,78,164.4,4320887.0,730
160,T160,T160,J.J. Henry,92,164.4,5668961.0,958
161,T162,T162,David Duval,71,164.5,3726056.0,629
162,T162,T162,Billy Mayfair,78,164.5,4394776.0,742
163,T164,T164,Padraig Harrington,57,164.6,3105644.0,524
164,T164,T164,Steve Stricker,73,164.6,3886731.0,656
165,166,166,Justin Rose,78,164.7,4748234.0,801
166,T167,T167,Greg Chalmers,93,164.8,6098558.0,1028
167,T167,T167,Nicholas Thompson,88,164.8,4988917.0,841
168,169,169,Lucas Glover,75,164.9,3865493.0,651
169,T170,T170,Brandt Snedeker,89,165.0,4995183.0,841
170,T170,T170,Garrett Willis,82,165.0,4727589.0,796
171,T172,T172,Chris Couch,66,165.1,3756267.0,632
172,T172,T172,Ben Curtis,78,165.1,4791882.0,806
173,T172,T172,Rory McIlroy,54,165.1,2739520.0,461
174,T175,T175,Brad Faxon,58,165.2,3003967.0,505
175,T175,T175,Scott McCarron,90,165.2,5798146.0,975
176,T177,T177,Ricky Barnes,103,165.3,5712929.0,960
177,T177,T177,Henrik Bjornstad,72,165.3,3861409.0,649
178,T177,T177,Luke Donald,71,165.3,3766919.0,633
179,T177,T177,Kevin Johnson,62,165.3,3254654.0,547
180,T177,T177,Zach Johnson,93,165.3,5039873.0,847
181,182,182,Robert Allenby,76,165.4,4012346.0,674
182,183,183,David Lutterus,69,165.5,3890824.0,653
183,T184,T184,Hunter Mahan,85,165.6,4608930.0,773
184,T184,T184,Camilo Villegas,78,165.6,3815119.0,640
185,186,186,Ben Crane,85,165.8,4417799.0,740
186,187,187,Ryan Moore,80,166.3,4269233.0,713
187,188,188,Jim Furyk,76,166.4,4378063.0,731
188,189,189,Chad Collins,87,166.9,5394678.0,898
189,190,190,Adam Scott,70,167.2,3484172.0,579
190,191,191,Ian Poulter,55,168.1,2469268.0,408
191,192,192,Ernie Els,72,169.5,3826648.0,627
