,Going_for_the_Green_RANK THIS WEEK,Going_for_the_Green_RANK LAST WEEK,Going_for_the_Green_PLAYER NAME,Going_for_the_Green_ROUNDS,Going_for_the_Green_%,Going_for_the_Green_ATTEMPTS,Going_for_the_Green_NON-ATTEMPTS,Going_for_the_Green_RTP-GOING FOR THE GREEN,Going_for_the_Green_RTP-NOT GOING FOR THE GRN
32,33,33,Ryan Moore,80,58.11,129,93,-73,-3
33,34,34,Rory Sabbatini,79,57.95,153,111,-96,-1
34,35,35,John Rollins,81,57.88,158,115,-89,-9
35,36,36,Marc Leishman,87,57.61,140,103,-76,-7
36,T37,T37,Mathew Goggin,85,57.56,156,115,-74,E
37,T37,T37,Andres Romero,73,57.56,156,115,-77,+3
38,39,39,Jason Day,82,57.55,141,104,-84,+6
39,40,40,Troy Matteson,84,57.34,168,125,-71,-10
40,41,41,Scott McCarron,90,57.24,170,127,-85,+2
41,42,42,Alex Prugh,88,56.84,162,123,-97,+4
42,43,43,Nicholas Thompson,88,56.79,159,121,-64,+1
43,44,44,Matt Every,60,56.74,101,77,-55,+1
44,45,45,Davis Love III,79,56.6,133,102,-85,-19
45,46,46,John Senden,103,55.73,175,139,-88,-18
46,47,47,Tom Gillis,97,55.21,180,146,-108,-26
47,48,48,Adam Scott,70,55.17,112,91,-65,+3
48,49,49,Cameron Percy,73,54.95,122,100,-55,+4
49,50,50,Matt Bettencourt,91,54.75,144,119,-93,-1
50,T51,T51,Robert Allenby,76,54.67,117,97,-73,-11
51,T51,T51,Kevin Streelman,90,54.67,158,131,-84,-5
52,53,53,Ernie Els,72,54.59,107,89,-64,-13
53,54,54,Will MacKenzie,72,54.58,131,109,-64,-8
54,55,55,Daniel Chopra,74,54.43,129,108,-77,-9
55,56,56,Cameron Tringale,55,54.17,91,77,-44,-3
56,57,57,Matt Jones,89,53.56,158,137,-99,-11
57,58,58,Y.E. Yang,72,53.52,114,99,-58,-8
58,59,59,Sean O'Hair,84,53.47,131,114,-78,-3
59,60,60,Sergio Garcia,58,53.38,71,62,-38,-3
60,61,61,Steve Lowery,67,53.09,103,91,-44,+8
61,62,62,Troy Merritt,86,52.96,143,127,-90,+5
62,63,63,Jonathan Byrd,85,52.92,145,129,-94,-4
63,64,64,Paul Casey,64,52.67,79,71,-57,-11
64,65,65,Ryan Palmer,84,52.53,135,122,-79,+8
65,66,66,Michael Letzig,84,52.31,147,134,-83,-6
66,67,67,Jeff Overton,89,52.26,127,116,-64,-3
67,68,68,Stewart Cink,84,52.05,127,117,-75,-16
68,69,69,Vijay Singh,75,51.81,100,93,-57,-15
69,70,70,George McNeill,79,51.64,126,118,-75,+1
70,71,71,Paul Stankowski,62,51.63,95,89,-53,-7
71,72,72,Derek Lamely,81,51.58,114,107,-66,+7
72,73,73,Matt Kuchar,97,51.47,140,132,-92,-28
73,74,74,Jimmy Walker,82,51.38,130,123,-61,+2
74,75,75,Rod Pampling,77,51.35,133,126,-70,-1
75,76,76,Roland Thatcher,72,51.22,126,120,-59,-5
76,77,77,James Nitties,92,51.2,149,142,-73,-21
77,78,78,John Merrick,109,51.06,169,162,-105,-17
78,79,79,Aron Price,70,50.9,113,109,-52,-14
79,80,80,Padraig Harrington,57,50.62,82,80,-52,-10
80,81,81,Jason Dufner,87,50.61,124,121,-77,+2
81,82,82,Jarrod Lyle,54,50.6,85,83,-46,-7
82,83,83,Chris Wilson,65,50.53,96,94,-47,+10
83,84,84,Mark Calcavecchia,50,50.39,64,63,-33,-1
84,85,85,J.J. Henry,92,50.17,145,144,-80,-19
85,86,86,Pat Perez,90,50.0,157,157,-93,E
86,87,87,Charles Howell III,103,49.85,162,163,-104,-16
87,88,88,Kris Blanks,91,49.82,136,137,-68,-3
88,89,89,Justin Rose,78,49.79,117,118,-71,-14
89,90,90,Roger Tambellini,77,49.55,111,113,-47,+11
90,91,91,David Lutterus,69,49.25,99,102,-49,+8
91,92,92,Ricky Barnes,103,49.17,148,153,-75,-13
92,93,93,Steve Wheatcroft,74,49.05,103,107,-58,+5
93,94,94,Garrett Willis,82,48.85,128,134,-58,-7
94,95,95,Steve Marino,81,48.76,118,124,-68,-3
95,96,96,Joe Ogilvie,99,48.55,151,160,-89,-18
96,97,97,Josh Teater,101,48.52,164,174,-96,-3
97,98,98,Brendon de Jonge,114,47.85,156,170,-100,-13
98,99,99,Kenny Perry,69,47.49,104,115,-56,-6
99,100,100,Stuart Appleby,101,47.4,146,162,-88,-9
100,101,101,Bill Lunde,79,47.29,122,136,-71,+9
101,102,102,Chris Stroud,90,47.27,121,135,-75,-5
102,103,103,Jeev Milkha Singh,59,47.24,77,86,-37,+2
103,104,104,D.A. Points,90,47.18,134,150,-68,-15
104,105,105,Rickie Fowler,98,46.91,144,163,-77,-18
105,106,106,Chris Tidland,77,46.9,121,137,-61,-14
106,107,107,Ian Poulter,55,46.55,54,62,-27,+1
107,108,108,Greg Owen,69,46.38,109,126,-52,+5
108,109,109,Kevin Sutherland,86,46.26,136,158,-79,-22
109,110,110,Billy Mayfair,78,46.12,107,125,-52,-4
110,111,111,Brenden Pappas,66,46.04,93,109,-44,-1
111,112,112,Kevin Na,94,45.83,121,143,-72,-18
112,113,113,Zach Johnson,93,45.59,124,148,-66,-25
113,114,114,Steve Elkington,74,45.58,98,117,-58,-7
114,115,115,Jeff Gove,57,45.51,71,85,-31,+6
115,116,116,Vaughn Taylor,87,45.3,135,163,-83,-25
116,117,117,Joe Durant,67,45.08,87,106,-44,-15
117,118,118,Tim Herron,79,44.58,107,133,-52,-7
118,119,119,Stephen Ames,75,44.54,106,132,-58,-3
119,120,120,Cameron Beckman,68,44.5,89,111,-44,+10
120,121,121,Brett Quigley,96,44.24,142,179,-98,-9
121,122,122,Johnson Wagner,85,43.82,117,150,-59,-5
122,123,123,John Mallinger,78,43.61,99,128,-64,-4
123,124,124,Woody Austin,93,43.49,127,165,-75,-22
124,125,125,Jerry Kelly,99,43.14,129,170,-72,-21
125,126,126,Andrew McLardy,52,43.04,68,90,-31,+8
126,127,127,Briny Baird,87,42.8,113,151,-67,-26
127,128,128,Chad Campbell,94,42.76,124,166,-58,-17
128,129,129,Chad Collins,87,42.52,108,146,-52,-26
129,130,130,Rich Barcelo,70,42.5,85,115,-55,+11
130,131,131,Geoff Ogilvy,62,42.35,83,113,-39,-24
131,132,132,Ben Crane,85,42.27,93,127,-50,-21
132,133,133,David Toms,86,41.95,99,137,-48,-29
133,T134,T134,Nathan Green,86,41.84,118,164,-63,-5
134,T134,T134,Mark Wilson,87,41.84,123,171,-70,-18
135,136,136,Spencer Levin,110,41.62,144,202,-74,-31
136,137,137,David Duval,71,41.55,91,128,-44,-13
137,138,138,Steve Stricker,73,41.38,84,119,-59,-30
138,139,139,K.J. Choi,82,41.31,88,125,-55,-24
139,140,140,Brian Davis,101,41.28,135,192,-68,-19
140,141,141,Tim Petrovic,105,41.23,141,201,-70,-31
141,142,142,Webb Simpson,98,40.94,131,189,-73,-34
142,143,143,Bob Estes,79,40.83,98,142,-60,-11
143,144,144,Jason Bohn,84,40.73,112,163,-63,-24
144,145,145,Jim Furyk,76,40.48,85,125,-47,-24
145,146,146,Blake Adams,84,40.31,104,154,-57,-9
146,147,147,Mike Weir,59,40.15,55,82,-33,-6
147,148,148,Lee Janzen,77,40.08,99,148,-58,-19
148,149,149,Freddie Jacobson,83,39.55,106,162,-52,-13
149,150,150,Brandt Snedeker,89,39.53,102,156,-57,-37
150,151,151,Cliff Kresge,50,39.24,62,96,-34,-7
151,152,152,Charlie Wi,95,39.03,121,189,-61,-35
152,153,153,Alex Cejka,81,39.02,96,150,-48,-15
153,154,154,Brian Stuard,81,38.8,97,153,-50,-2
154,155,155,Chris DiMarco,88,38.66,104,165,-54,-20
155,156,156,Trevor Immelman,55,38.62,56,89,-35,-6
156,157,157,Scott Verplank,74,38.54,74,118,-40,-15
157,158,158,Jeff Maggert,76,38.07,83,135,-33,-15
158,159,159,Greg Chalmers,93,37.89,122,200,-64,-38
159,160,160,Rocco Mediate,71,37.85,81,133,-46,-16
160,161,161,Michael Sim,64,37.63,73,121,-40,-1
161,162,162,Ryuji Imada,90,37.54,113,188,-54,-38
162,163,163,Heath Slocum,97,37.41,104,174,-54,-18
163,164,164,Carl Pettersson,99,37.29,110,185,-59,-13
164,165,165,Steve Flesch,78,36.71,87,150,-56,-24
165,166,166,Chris Riley,73,36.28,78,137,-38,-21
166,167,167,Kevin Johnson,62,36.21,63,111,-19,+18
167,168,168,Shaun Micheel,70,35.94,69,123,-33,-8
168,169,169,J.P. Hayes,79,35.63,93,168,-57,-21
169,170,170,Dean Wilson,54,35.29,54,99,-25,-22
170,171,171,Richard Johnson,90,34.68,86,162,-46,-23
171,172,172,Jerod Turner,54,34.33,46,88,-17,E
172,173,173,Michael Bradley,77,33.86,85,166,-46,-17
173,174,174,Skip Kendall,58,33.52,59,117,-20,-9
174,175,175,Michael Connell,89,33.33,91,182,-56,-28
175,176,176,Vance Veazey,58,33.14,57,115,-28,+12
176,177,177,Tom Pernice Jr.,74,33.0,66,134,-34,-34
177,178,178,Jeff Quinney,91,32.84,88,180,-51,-13
178,179,179,Justin Bolli,55,32.67,49,101,-25,-3
179,180,180,Justin Leonard,89,32.3,73,153,-42,-23
180,181,181,Luke Donald,71,32.09,60,127,-42,-17
181,182,182,Jay Williamson,76,31.73,66,142,-31,-15
182,183,183,Ben Curtis,78,30.53,69,157,-33,-25
183,184,184,Bryce Molder,84,29.92,79,185,-47,-27
184,185,185,Paul Goydos,78,29.37,74,178,-30,-26
185,186,186,Greg Kraft,52,28.15,38,97,-18,-11
186,187,187,Brent Delahoussaye,57,27.61,45,118,-20,-3
187,188,188,Tim Clark,88,26.18,61,172,-37,-45
188,189,189,Omar Uresti,74,25.12,54,161,-18,-25
189,190,190,Brian Gay,101,22.97,68,228,-34,-57
190,191,191,Brad Faxon,58,21.11,38,142,-17,-19
191,192,192,Craig Bowden,56,21.02,37,139,-17,-6
