,Approaches_Right_Rough_RTP_Score_RANK THIS WEEK,Approaches_Right_Rough_RTP_Score_RANK LAST WEEK,Approaches_Right_Rough_RTP_Score_PLAYER NAME,Approaches_Right_Rough_RTP_Score_ROUNDS,Approaches_Right_Rough_RTP_Score_AVG RTP
85,T86,T86,Stuart Appleby,101,+.091
86,T86,T86,Kevin Na,94,+.091
87,T88,T88,Stewart Cink,84,+.092
88,T88,T88,David Toms,86,+.092
89,90,90,Ben Crane,85,+.097
90,T91,T91,Tom Gillis,97,+.098
91,T91,T91,Scott McCarron,90,+.098
92,93,93,Vaughn Taylor,87,+.099
93,94,94,Jason Day,82,+.100
94,T95,T95,Chad Campbell,94,+.101
95,T95,T95,Daniel Chopra,74,+.101
96,T95,T95,Johnson Wagner,85,+.101
97,T95,T95,Charles Warren,64,+.101
98,99,99,Kevin Stadler,86,+.102
99,T100,T100,Matt Bettencourt,91,+.103
100,T100,T100,D.A. Points,90,+.103
101,102,102,Hunter Mahan,85,+.104
102,T103,T103,Paul Casey,64,+.105
103,T103,T103,J.P. Hayes,79,+.105
104,105,105,Scott Piercy,88,+.107
105,106,106,J.B. Holmes,100,+.108
106,T107,T107,Brendon de Jonge,114,+.112
107,T107,T107,Lucas Glover,75,+.112
108,109,109,Kenny Perry,69,+.113
109,110,110,Bo Van Pelt,104,+.114
110,T111,T111,Chris DiMarco,88,+.115
111,T111,T111,Brenden Pappas,66,+.115
112,T113,T113,Zach Johnson,93,+.116
113,T113,T113,Nicholas Thompson,88,+.116
114,T113,T113,Boo Weekley,88,+.116
115,116,116,Brian Davis,101,+.117
116,T117,T117,Shaun Micheel,70,+.118
117,T117,T117,Charlie Wi,95,+.118
118,119,119,Justin Bolli,55,+.119
119,T120,T120,Blake Adams,84,+.120
120,T120,T120,Rod Pampling,77,+.120
121,T120,T120,Cameron Tringale,55,+.120
122,T123,T123,Chad Collins,87,+.124
123,T123,T123,Chris Couch,66,+.124
124,T123,T123,Carl Pettersson,99,+.124
125,126,126,Scott Verplank,74,+.125
126,T127,T127,Stephen Ames,75,+.126
127,T127,T127,Mark Wilson,87,+.126
128,129,129,Lee Janzen,77,+.127
129,130,130,Kris Blanks,91,+.128
130,T131,T131,Troy Matteson,84,+.131
131,T131,T131,Chris Riley,73,+.131
132,133,133,Freddie Jacobson,83,+.135
133,T134,T134,Greg Chalmers,93,+.136
134,T134,T134,Charley Hoffman,85,+.136
135,136,136,Jeff Quinney,91,+.137
136,137,137,Rory McIlroy,54,+.140
137,138,138,Mike Weir,59,+.141
138,139,139,Y.E. Yang,72,+.142
139,T140,T140,Briny Baird,87,+.143
140,T140,T140,Tim Petrovic,105,+.143
141,T142,T142,Michael Connell,89,+.144
142,T142,T142,Robert Garrigus,71,+.144
143,T142,T142,Joe Ogilvie,99,+.144
144,145,145,Martin Flores,75,+.146
145,T146,T146,Jason Bohn,84,+.147
146,T146,T146,Jeff Maggert,76,+.147
147,148,148,Vijay Singh,75,+.155
148,149,149,Richard Johnson,90,+.158
149,150,150,Brent Delahoussaye,57,+.163
150,T151,T151,Michael Bradley,77,+.164
151,T151,T151,Joe Durant,67,+.164
152,T153,T153,Ted Purdy,86,+.168
153,T153,T153,Brian Stuard,81,+.168
154,T153,T153,Jay Williamson,76,+.168
155,156,156,John Merrick,109,+.169
156,T157,T157,Ben Curtis,78,+.173
157,T157,T157,Matt Every,60,+.173
158,T159,T159,Mathew Goggin,85,+.177
159,T159,T159,Brandt Snedeker,89,+.177
160,161,161,Tim Herron,79,+.178
161,162,162,Jerry Kelly,99,+.180
162,163,163,Steve Lowery,67,+.183
163,164,164,Ian Poulter,55,+.188
164,T165,T165,Paul Goydos,78,+.189
165,T165,T165,Michael Letzig,84,+.189
166,167,167,Sergio Garcia,58,+.190
167,168,168,Josh Teater,101,+.191
168,169,169,Vance Veazey,58,+.193
169,170,170,Nathan Green,86,+.197
170,T171,T171,Garth Mulroy,53,+.200
171,T171,T171,Pat Perez,90,+.200
172,173,173,Rocco Mediate,71,+.204
173,T174,T174,Steve Wheatcroft,74,+.206
174,T174,T174,Chris Wilson,65,+.206
175,176,176,Will MacKenzie,72,+.209
176,177,177,Aron Price,70,+.213
177,178,178,Cameron Beckman,68,+.214
178,T179,T179,Skip Kendall,58,+.219
179,T179,T179,James Nitties,92,+.219
180,181,181,Jerod Turner,54,+.228
181,182,182,Greg Owen,69,+.233
182,183,183,Garrett Willis,82,+.235
183,184,184,Rich Barcelo,70,+.242
184,185,185,Mathias Grönberg,61,+.256
185,T186,T186,Craig Bowden,56,+.260
186,T186,T186,Jeff Gove,57,+.260
187,T188,T188,Kevin Johnson,62,+.280
188,T188,T188,Roger Tambellini,77,+.280
189,190,190,Brad Faxon,58,+.298
190,191,191,Greg Kraft,52,+.329
191,192,192,Mark Calcavecchia,50,+.343
