,Approaches_from_inside_100_yards_RANK THIS WEEK,Approaches_from_inside_100_yards_RANK LAST WEEK,Approaches_from_inside_100_yards_PLAYER NAME,Approaches_from_inside_100_yards_ROUNDS,Approaches_from_inside_100_yards_AVG,Approaches_from_inside_100_yards_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_# OF ATTEMPTS,Approaches_from_inside_100_yards_RELATIVE TO PAR
141,T142,T142,Matt Bettencourt,91,"18' 2""",1562.3329999999999,86,-0.09
142,T142,T142,K.J. Choi,82,"18' 2""",1399.25,77,-0.13
143,T142,T142,Martin Flores,75,"18' 2""",1163.917,64,E
144,T142,T142,Andrew McLardy,52,"18' 2""",964.9169999999999,53,-0.11
145,T142,T142,Chris Tidland,77,"18' 2""",1415.1670000000001,78,-0.01
146,T142,T142,Vance Veazey,58,"18' 2""",1109.917,61,+0.08
147,T142,T142,Jay Williamson,76,"18' 2""",1634.0,90,-0.18
148,T149,T149,Charley Hoffman,85,"18' 4""",1522.0,83,E
149,T149,T149,Bill Lunde,79,"18' 4""",1523.5829999999999,83,-0.12
150,151,151,George McNeill,79,"18' 5""",1288.333,70,-0.09
151,T152,T152,Rich Barcelo,70,"18' 6""",1255.667,68,+0.19
152,T152,T152,Craig Bowden,56,"18' 6""",1588.8329999999999,86,-0.09
153,T152,T152,Johnson Wagner,85,"18' 6""",1519.3329999999999,82,-0.06
154,T155,T155,John Daly,63,"18' 7""",1354.4170000000001,73,-0.04
155,T155,T155,Robert Garrigus,71,"18' 7""",1169.083,63,-0.11
156,T155,T155,Garth Mulroy,53,"18' 7""",797.75,43,-0.23
157,T155,T155,Brenden Pappas,66,"18' 7""",1170.083,63,+0.03
158,T159,T159,Ben Curtis,78,"18' 8""",1663.8329999999999,89,-0.06
159,T159,T159,Brent Delahoussaye,57,"18' 8""",1103.667,59,-0.14
160,T159,T159,Ryan Moore,80,"18' 8""",1234.583,66,E
161,T162,T162,J.B. Holmes,100,"18' 9""",2097.333,112,-0.05
162,T162,T162,Troy Merritt,86,"18' 9""",1478.5,79,-0.14
163,T162,T162,Vijay Singh,75,"18' 9""",1497.3329999999999,80,-0.10
164,T162,T162,Jeev Milkha Singh,59,"18' 9""",1257.833,67,-0.18
165,T166,T166,Tom Gillis,97,"18' 10""",2072.5,110,-0.15
166,T166,T166,Cliff Kresge,50,"18' 10""",1072.583,57,-0.12
167,168,168,Tim Herron,79,"18' 11""",1703.75,90,-0.14
168,T169,T169,Henrik Bjornstad,72,"19' 1""",935.9169999999999,49,+0.12
169,T169,T169,Luke Donald,71,"19' 1""",1314.0,69,E
170,171,171,Shaun Micheel,70,"19' 2""",1228.083,64,-0.02
171,T172,T172,Ángel Cabrera,64,"19' 3""",1192.0,62,-0.11
172,T172,T172,Cameron Percy,73,"19' 3""",1383.6670000000001,72,+0.06
173,T172,T172,Steve Wheatcroft,74,"19' 3""",1406.5829999999999,73,+0.08
174,175,175,Steve Lowery,67,"19' 4""",1161.917,60,-0.05
175,176,176,Matt Jones,89,"19' 5""",1749.0829999999999,90,-0.13
176,T177,T177,Spencer Levin,110,"19' 6""",2591.833,133,-0.08
177,T177,T177,Sean O'Hair,84,"19' 6""",1699.5,87,-0.01
178,T177,T177,Andres Romero,73,"19' 6""",1518.9170000000001,78,-0.08
179,T180,T180,Dustin Johnson,83,"19' 7""",1565.1670000000001,80,-0.08
180,T180,T180,Scott Piercy,88,"19' 7""",1897.3329999999999,97,-0.20
181,T182,T182,Jason Day,82,"19' 8""",1417.3329999999999,72,-0.10
182,T182,T182,Greg Kraft,52,"19' 8""",1141.083,58,-0.05
183,T182,T182,Hunter Mahan,85,"19' 8""",1260.0,64,-0.02
184,185,185,Jerod Turner,54,"19' 10""",1270.583,64,-0.13
185,186,186,Martin Laird,91,"19' 11""",2011.3329999999999,101,+0.02
186,187,187,Skip Kendall,58,"20' 0""",1579.4170000000001,79,-0.10
187,188,188,Brian Stuard,81,"20' 3""",1699.0,84,+0.08
188,189,189,Bo Van Pelt,104,"20' 4""",2212.25,109,-0.06
189,190,190,Jeff Maggert,76,"20' 9""",1761.4170000000001,85,-0.07
190,191,191,Scott McCarron,90,"20' 11""",1737.6670000000001,83,+0.05
191,192,192,Ted Purdy,86,"21' 0""",1766.75,84,E
