,Average_Approach_Distance_-_Birdie_or_Better_RANK THIS WEEK,Average_Approach_Distance_-_Birdie_or_Better_RANK LAST WEEK,Average_Approach_Distance_-_Birdie_or_Better_PLAYER NAME,Average_Approach_Distance_-_Birdie_or_Better_ROUNDS,Average_Approach_Distance_-_Birdie_or_Better_AVG (YARDS),Average_Approach_Distance_-_Birdie_or_Better_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Birdie_or_Better_NUMBER OF APPROACH SHOTS
31,32,32,Richard Johnson,90,164.0,1398927.0,237
32,33,33,Jeff Gove,57,164.1,809220.0,137
33,T34,T34,Greg Chalmers,93,164.6,1855191.0,313
34,T34,T34,Brandt Snedeker,89,164.6,1707057.0,288
35,36,36,J.P. Hayes,79,164.7,1458860.0,246
36,37,37,Cliff Kresge,50,164.9,843144.0,142
37,38,38,Heath Slocum,97,165.0,1520551.0,256
38,39,39,Vijay Singh,75,165.2,1284232.0,216
39,T40,T40,Michael Connell,89,165.3,1665751.0,280
40,T40,T40,Jim Furyk,76,165.3,1321126.0,222
41,T40,T40,Jeff Overton,89,165.3,1659916.0,279
42,T40,T40,Tim Petrovic,105,165.3,1951289.0,328
43,T40,T40,Carl Pettersson,99,165.3,1797067.0,302
44,45,45,Blake Adams,84,165.4,1589520.0,267
45,46,46,Joe Durant,67,165.6,1240245.0,208
46,47,47,Alex Cejka,81,165.8,1372559.0,230
47,48,48,Spencer Levin,110,166.0,2139051.0,358
48,49,49,Geoff Ogilvy,62,166.1,1237476.0,207
49,T50,T50,Steve Flesch,78,166.3,1299360.0,217
50,T50,T50,Tim Herron,79,166.3,1407049.0,235
51,T50,T50,Charlie Wi,95,166.3,1934145.0,323
52,53,53,Mike Weir,59,166.4,814828.0,136
53,54,54,Ernie Els,72,166.7,1307981.0,218
54,55,55,Greg Owen,69,166.8,1242649.0,207
55,T56,T56,Woody Austin,93,167.3,1806906.0,300
56,T56,T56,J.J. Henry,92,167.3,1595682.0,265
57,58,58,Bob Estes,79,167.5,1459172.0,242
58,59,59,Shaun Micheel,70,167.6,1128541.0,187
59,60,60,Chad Campbell,94,167.7,1738395.0,288
60,T61,T61,Luke Donald,71,167.8,1238127.0,205
61,T61,T61,Matt Every,60,167.8,1202131.0,199
62,63,63,David Duval,71,168.0,1264001.0,209
63,64,64,Zach Johnson,93,168.1,1833195.0,303
64,T65,T65,Jason Bohn,84,168.2,1725346.0,285
65,T65,T65,Steve Stricker,73,168.2,1434675.0,237
66,67,67,Lee Janzen,77,168.4,1467150.0,242
67,T68,T68,Chad Collins,87,168.5,1541165.0,254
68,T68,T68,Roland Thatcher,72,168.5,1298473.0,214
69,70,70,Will MacKenzie,72,168.6,1456497.0,240
70,71,71,Billy Mayfair,78,169.4,1293003.0,212
71,72,72,Brenden Pappas,66,169.5,1129188.0,185
72,T73,T73,K.J. Choi,82,169.6,1391990.0,228
73,T73,T73,Jarrod Lyle,54,169.6,933923.0,153
74,75,75,Scott Piercy,88,169.7,1955422.0,320
75,76,76,Brendon de Jonge,114,169.9,2122238.0,347
76,T77,T77,Stephen Ames,75,170.0,1554816.0,254
77,T77,T77,Stuart Appleby,101,170.0,1824271.0,298
78,T77,T77,Brian Davis,101,170.0,1848735.0,302
79,T77,T77,Rickie Fowler,98,170.0,1890851.0,309
80,81,81,Ryan Palmer,84,170.1,1727340.0,282
81,T82,T82,Matt Kuchar,97,170.2,1967123.0,321
82,T82,T82,Rocco Mediate,71,170.2,1213507.0,198
83,T82,T82,Jimmy Walker,82,170.2,1544413.0,252
84,T85,T85,Ricky Barnes,103,170.4,1895282.0,309
85,T85,T85,Jerry Kelly,99,170.4,1761031.0,287
86,87,87,Kevin Sutherland,86,170.5,1639032.0,267
87,T88,T88,Briny Baird,87,170.6,1553776.0,253
88,T88,T88,Andrew McLardy,52,170.6,835485.0,136
89,T90,T90,Jonathan Byrd,85,170.9,1888516.0,307
90,T90,T90,Michael Sim,64,170.9,1156836.0,188
91,T92,T92,Cameron Beckman,68,171.0,1176038.0,191
92,T92,T92,Robert Garrigus,71,171.0,1453197.0,236
93,T92,T92,Ian Poulter,55,171.0,658783.0,107
94,T92,T92,Justin Rose,78,171.0,1711203.0,278
95,T96,T96,Chris Stroud,90,171.3,1584828.0,257
96,T96,T96,Vaughn Taylor,87,171.3,1862831.0,302
97,98,98,John Mallinger,78,171.5,1426149.0,231
98,T99,T99,Matt Bettencourt,91,171.7,1520437.0,246
99,T99,T99,Steve Marino,81,171.7,1539291.0,249
100,T99,T99,Boo Weekley,88,171.7,1545559.0,250
101,102,102,Brian Stuard,81,171.8,1447593.0,234
102,103,103,Josh Teater,101,171.9,1955890.0,316
103,104,104,Stewart Cink,84,172.0,1560701.0,252
104,T105,T105,Mathias Grönberg,61,172.1,1134105.0,183
105,T105,T105,Bill Haas,87,172.1,1777686.0,287
106,T105,T105,Nick Watney,91,172.1,1809607.0,292
107,T105,T105,Mark Wilson,87,172.1,1659954.0,268
108,T109,T109,Mark Calcavecchia,50,172.2,700493.0,113
109,T109,T109,James Nitties,92,172.2,1828582.0,295
110,T111,T111,Joe Ogilvie,99,172.6,1913991.0,308
111,T111,T111,Y.E. Yang,72,172.6,1379763.0,222
112,113,113,Michael Letzig,84,172.7,1865131.0,300
113,T114,T114,Derek Lamely,81,172.9,1300879.0,209
114,T114,T114,Troy Matteson,84,172.9,1624148.0,261
115,T116,T116,Kenny Perry,69,173.0,1233031.0,198
116,T116,T116,Kevin Streelman,90,173.0,1874901.0,301
117,T118,T118,David Lutterus,69,173.2,1022341.0,164
118,T118,T118,Nicholas Thompson,88,173.2,1639418.0,263
119,120,120,Roger Tambellini,77,173.3,1172952.0,188
120,T121,T121,Dustin Johnson,83,173.4,1679147.0,269
121,T121,T121,Cameron Tringale,55,173.4,936346.0,150
122,T121,T121,Brett Wetterich,54,173.4,1204436.0,193
123,T124,T124,Robert Allenby,76,173.5,1543117.0,247
124,T124,T124,D.A. Points,90,173.5,1730430.0,277
125,T124,T124,John Rollins,81,173.5,1842782.0,295
126,127,127,Kevin Na,94,173.6,1819094.0,291
127,T128,T128,Steve Elkington,74,173.9,1233397.0,197
128,T128,T128,George McNeill,79,173.9,1696430.0,271
129,T128,T128,Ryan Moore,80,173.9,1439973.0,230
130,131,131,Marc Leishman,87,174.0,1722262.0,275
131,132,132,Cameron Percy,73,174.4,1324862.0,211
132,133,133,Garrett Willis,82,174.7,1654170.0,263
133,T134,T134,Graham DeLaet,88,174.9,1870358.0,297
134,T134,T134,Nathan Green,86,174.9,1706137.0,271
135,T134,T134,Aron Price,70,174.9,1473279.0,234
136,T137,T137,Kris Blanks,91,175.0,1543489.0,245
137,T137,T137,Trevor Immelman,55,175.0,831751.0,132
138,139,139,John Daly,63,175.1,1109416.0,176
139,140,140,Tom Gillis,97,175.2,2315256.0,367
140,141,141,Steve Lowery,67,175.3,1110555.0,176
141,142,142,Alex Prugh,88,175.4,1837690.0,291
142,T143,T143,Paul Stankowski,62,175.5,1352232.0,214
143,T143,T143,Chris Tidland,77,175.5,1547878.0,245
144,145,145,Rich Barcelo,70,175.7,1239815.0,196
145,146,146,Bill Lunde,79,175.8,1335120.0,211
146,T147,T147,Charles Howell III,103,175.9,2020079.0,319
147,T147,T147,Bo Van Pelt,104,175.9,2178642.0,344
148,149,149,Sergio Garcia,58,176.0,798113.0,126
149,T150,T150,Sean O'Hair,84,176.1,1413867.0,223
150,T150,T150,Charles Warren,64,176.1,1382264.0,218
151,T152,T152,Daniel Chopra,74,176.3,1428219.0,225
152,T152,T152,D.J. Trahan,92,176.3,2018803.0,318
153,T154,T154,Adam Scott,70,176.5,1271000.0,200
154,T154,T154,Johnson Wagner,85,176.5,1639470.0,258
155,T154,T154,Steve Wheatcroft,74,176.5,1327969.0,209
156,157,157,Aaron Baddeley,94,176.6,2231565.0,351
157,158,158,Bubba Watson,77,176.8,1693211.0,266
158,T159,T159,Phil Mickelson,76,176.9,1477650.0,232
159,T159,T159,John Senden,103,176.9,2018460.0,317
160,T161,T161,Padraig Harrington,57,177.3,995891.0,156
161,T161,T161,Chris Wilson,65,177.3,1072589.0,168
162,T163,T163,Paul Casey,64,177.6,1157122.0,181
163,T163,T163,Lucas Glover,75,177.6,1483363.0,232
164,T165,T165,Davis Love III,79,177.8,1580975.0,247
165,T165,T165,Rod Pampling,77,177.8,1343975.0,210
166,T165,T165,Kevin Stadler,86,177.8,1670985.0,261
167,168,168,John Merrick,109,178.2,2097884.0,327
168,169,169,Troy Merritt,86,178.3,1900435.0,296
169,170,170,Pat Perez,90,178.4,2093239.0,326
170,171,171,Jason Dufner,87,178.5,1490789.0,232
171,172,172,Jason Day,82,178.6,1690521.0,263
172,173,173,Brett Quigley,96,179.0,1984397.0,308
173,T174,T174,Ángel Cabrera,64,179.1,1199562.0,186
174,T174,T174,Matt Jones,89,179.1,1966852.0,305
175,176,176,Scott McCarron,90,179.3,1845694.0,286
176,T177,T177,Chris Couch,66,179.4,1588870.0,246
177,T177,T177,Retief Goosen,75,179.4,1349991.0,209
178,T179,T179,James Driscoll,78,179.6,1700847.0,263
179,T179,T179,J.B. Holmes,100,179.6,2204644.0,341
180,181,181,Garth Mulroy,53,180.1,952849.0,147
181,T182,T182,Mathew Goggin,85,180.2,1628657.0,251
182,T182,T182,Hunter Mahan,85,180.2,1583185.0,244
183,184,184,Rory Sabbatini,79,180.3,1784604.0,275
184,185,185,Andres Romero,73,182.0,1716536.0,262
185,T186,T186,Rory McIlroy,54,182.8,934604.0,142
186,T186,T186,Camilo Villegas,78,182.8,1336018.0,203
187,188,188,Henrik Bjornstad,72,183.2,1385108.0,210
188,189,189,Charley Hoffman,85,183.3,2071599.0,314
189,190,190,Martin Laird,91,183.6,1943701.0,294
190,191,191,Martin Flores,75,184.4,1520358.0,229
191,192,192,Ted Purdy,86,187.8,1609337.0,238
