,GIR_Percentage_from_Fairway_RANK THIS WEEK,GIR_Percentage_from_Fairway_RANK LAST WEEK,GIR_Percentage_from_Fairway_PLAYER NAME,GIR_Percentage_from_Fairway_ROUNDS,GIR_Percentage_from_Fairway_%,GIR_Percentage_from_Fairway_GREENS HIT,GIR_Percentage_from_Fairway_# OF HOLES
97,T98,T98,Chad Collins,87,76.92,510,663
98,T98,T98,Marc Leishman,87,76.92,550,715
99,T98,T98,Joe Ogilvie,99,76.92,590,767
100,101,101,Lee Janzen,77,76.91,493,641
101,102,102,Bill Lunde,79,76.9,486,632
102,103,103,Dean Wilson,54,76.89,346,450
103,104,104,Ben Curtis,78,76.82,590,768
104,105,105,Rory Sabbatini,79,76.79,493,642
105,106,106,Brian Stuard,81,76.75,505,658
106,107,107,David Duval,71,76.64,420,548
107,108,108,Sergio Garcia,58,76.61,357,466
108,109,109,Kevin Stadler,86,76.5,524,685
109,110,110,Ángel Cabrera,64,76.49,371,485
110,111,111,Jason Bohn,84,76.47,598,782
111,112,112,Camilo Villegas,78,76.44,477,624
112,113,113,Rich Barcelo,70,76.43,360,471
113,114,114,Nicholas Thompson,88,76.34,571,748
114,115,115,D.A. Points,90,76.33,619,811
115,116,116,James Nitties,92,76.31,599,785
116,117,117,Mathias Grönberg,61,76.27,376,493
117,118,118,Bryce Molder,84,76.24,536,703
118,T119,T119,Woody Austin,93,76.18,627,823
119,T119,T119,Webb Simpson,98,76.18,627,823
120,121,121,Kevin Na,94,76.16,658,864
121,T122,T122,Cameron Beckman,68,76.1,433,569
122,T122,T122,Brent Delahoussaye,57,76.1,363,477
123,124,124,Ryan Palmer,84,76.08,509,669
124,125,125,Carl Pettersson,99,76.07,604,794
125,126,126,J.B. Holmes,100,76.05,581,764
126,127,127,George McNeill,79,76.04,457,601
127,128,128,Ryan Moore,80,75.99,573,754
128,T129,T129,J.P. Hayes,79,75.92,514,677
129,T129,T129,John Mallinger,78,75.92,558,735
130,131,131,John Daly,63,75.87,305,402
131,132,132,Steve Stricker,73,75.86,528,696
132,133,133,Blake Adams,84,75.85,578,762
133,134,134,Heath Slocum,97,75.63,717,948
134,135,135,Phil Mickelson,76,75.53,426,564
135,136,136,Omar Uresti,74,75.52,543,719
136,T137,T137,Jim Furyk,76,75.51,555,735
137,T137,T137,Jerry Kelly,99,75.51,709,939
138,139,139,Troy Merritt,86,75.5,524,694
139,140,140,Jeev Milkha Singh,59,75.45,332,440
140,141,141,Zach Johnson,93,75.38,689,914
141,142,142,Michael Sim,64,75.36,422,560
142,143,143,Rod Pampling,77,75.32,528,701
143,144,144,Ben Crane,85,75.31,616,818
144,145,145,Jay Williamson,76,75.19,497,661
145,146,146,Jeff Maggert,76,75.12,480,639
146,147,147,Justin Leonard,89,75.09,642,855
147,148,148,Kevin Streelman,90,74.84,589,787
148,T149,T149,Jason Dufner,87,74.7,629,842
149,T149,T149,Scott McCarron,90,74.7,629,842
150,T151,T151,Alex Cejka,81,74.61,576,772
151,T151,T151,Y.E. Yang,72,74.61,476,638
152,T153,T153,Mark Calcavecchia,50,74.59,276,370
153,T153,T153,Nathan Green,86,74.59,546,732
154,155,155,Justin Rose,78,74.54,530,711
155,156,156,David Toms,86,74.5,634,851
156,157,157,Cliff Kresge,50,74.49,327,439
157,158,158,Paul Goydos,78,74.42,573,770
158,159,159,Ryuji Imada,90,74.24,588,792
159,160,160,Chris Wilson,65,74.19,365,492
160,161,161,Andres Romero,73,74.15,416,561
161,162,162,Luke Donald,71,74.03,439,593
162,163,163,Jeff Quinney,91,73.97,628,849
163,164,164,Justin Bolli,55,73.89,334,452
164,165,165,Matt Bettencourt,91,73.75,486,659
165,166,166,David Lutterus,69,73.64,366,497
166,167,167,Skip Kendall,58,73.25,356,486
167,168,168,Ted Purdy,86,73.23,506,691
168,169,169,Tom Gillis,97,73.22,678,926
169,170,170,Greg Chalmers,93,73.19,565,772
170,171,171,Tim Clark,88,73.14,640,875
171,172,172,Shaun Micheel,70,72.98,397,544
172,173,173,Mike Weir,59,72.96,313,429
173,174,174,Chris Tidland,77,72.67,468,644
174,175,175,Chris Couch,66,72.61,440,606
175,176,176,Brandt Snedeker,89,72.58,577,795
176,177,177,Steve Lowery,67,72.46,392,541
177,178,178,Ian Poulter,55,72.12,313,434
178,T179,T179,Greg Kraft,52,72.0,288,400
179,T179,T179,Scott Verplank,74,72.0,504,700
180,181,181,Steve Flesch,78,71.98,488,678
181,182,182,Steve Wheatcroft,74,71.94,423,588
182,183,183,Brian Davis,101,71.59,688,961
183,184,184,Stuart Appleby,101,71.48,589,824
184,185,185,Kevin Johnson,62,71.29,355,498
185,186,186,Brian Gay,101,71.16,723,1016
186,187,187,Derek Lamely,81,71.15,407,572
187,188,188,Daniel Chopra,74,70.72,372,526
188,189,189,Brad Faxon,58,69.28,309,446
189,190,190,Padraig Harrington,57,69.14,307,444
190,191,191,Craig Bowden,56,67.95,352,518
191,192,192,Jerod Turner,54,67.26,265,394
