,Greens_in_Regulation_Percentage_RANK THIS WEEK,Greens_in_Regulation_Percentage_RANK LAST WEEK,Greens_in_Regulation_Percentage_PLAYER NAME,Greens_in_Regulation_Percentage_ROUNDS,Greens_in_Regulation_Percentage_%,Greens_in_Regulation_Percentage_GREENS HIT,Greens_in_Regulation_Percentage_# HOLES,Greens_in_Regulation_Percentage_RELATIVE/PAR
44,45,45,Josh Teater,101,68.8,1226,1782,-0.24
45,46,46,J.J. Henry,92,68.72,1039,1512,-0.24
46,47,47,Steve Elkington,74,68.71,841,1224,-0.25
47,48,48,Paul Casey,64,68.68,717,1044,-0.3
48,T49,T49,Michael Bradley,77,68.65,902,1314,-0.23
49,T49,T49,Hunter Mahan,85,68.65,1038,1512,-0.25
50,51,51,Vijay Singh,75,68.62,914,1332,-0.24
51,52,52,Stewart Cink,84,68.61,988,1440,-0.27
52,53,53,Alex Prugh,88,68.6,1062,1548,-0.28
53,54,54,Charles Howell III,103,68.57,1222,1782,-0.26
54,55,55,Bubba Watson,77,68.54,950,1386,-0.31
55,T56,T56,K.J. Choi,82,68.52,962,1404,-0.26
56,T56,T56,Will MacKenzie,72,68.52,888,1296,-0.24
57,58,58,Richard Johnson,90,68.5,1011,1476,-0.23
58,59,59,Vaughn Taylor,87,68.33,1070,1566,-0.27
59,60,60,Steve Stricker,73,68.29,885,1296,-0.29
60,61,61,Johnson Wagner,85,68.24,995,1458,-0.24
61,62,62,Ricky Barnes,103,68.23,1265,1854,-0.26
62,T63,T63,Ben Crane,85,68.22,1007,1476,-0.27
63,T63,T63,Sean O'Hair,84,68.22,1007,1476,-0.23
64,T63,T63,Omar Uresti,74,68.22,835,1224,-0.19
65,66,66,John Rollins,81,68.18,994,1458,-0.25
66,67,67,Robert Allenby,76,68.17,908,1332,-0.27
67,68,68,Brett Wetterich,54,68.11,662,972,-0.26
68,69,69,Ben Curtis,78,68.02,955,1404,-0.21
69,T70,T70,Dustin Johnson,83,67.95,1003,1476,-0.3
70,T70,T70,Kevin Stadler,86,67.95,954,1404,-0.27
71,T72,T72,Woody Austin,93,67.92,1088,1602,-0.24
72,T72,T72,Michael Letzig,84,67.92,1027,1512,-0.26
73,74,74,D.A. Points,90,67.9,1100,1620,-0.23
74,T75,T75,Ernie Els,72,67.86,855,1260,-0.27
75,T75,T75,Nicholas Thompson,88,67.86,1026,1512,-0.23
76,77,77,Martin Laird,91,67.83,1111,1638,-0.26
77,78,78,Freddie Jacobson,83,67.8,1013,1494,-0.26
78,T79,T79,Stephen Ames,75,67.79,903,1332,-0.25
79,T79,T79,Jason Bohn,84,67.79,1025,1512,-0.27
80,T79,T79,Bob Estes,79,67.79,964,1422,-0.23
81,82,82,Scott Piercy,88,67.74,1073,1584,-0.28
82,83,83,Geoff Ogilvy,62,67.69,731,1080,-0.28
83,T84,T84,Jason Day,82,67.68,999,1476,-0.25
84,T84,T84,Lee Janzen,77,67.68,938,1386,-0.23
85,86,86,Robert Garrigus,71,67.61,791,1170,-0.28
86,87,87,David Toms,86,67.58,1034,1530,-0.27
87,T88,T88,Jerry Kelly,99,67.49,1154,1710,-0.24
88,T88,T88,Steve Marino,81,67.49,984,1458,-0.27
89,90,90,Lucas Glover,75,67.42,898,1332,-0.26
90,91,91,Chris DiMarco,88,67.39,1019,1512,-0.25
91,92,92,Chris Riley,73,67.33,812,1206,-0.24
92,93,93,Jim Furyk,76,67.12,894,1332,-0.26
93,94,94,John Mallinger,78,67.11,918,1368,-0.24
94,95,95,Michael Connell,89,66.94,976,1458,-0.25
95,96,96,Jeff Overton,89,66.86,1023,1530,-0.29
96,97,97,James Driscoll,78,66.81,938,1404,-0.26
97,98,98,Brent Delahoussaye,57,66.78,613,918,-0.2
98,99,99,Mathias Grönberg,61,66.77,661,990,-0.21
99,100,100,Jeff Maggert,76,66.75,817,1224,-0.22
100,101,101,Rory Sabbatini,79,66.74,913,1368,-0.27
101,T102,T102,Blake Adams,84,66.73,985,1476,-0.26
102,T102,T102,Tim Clark,88,66.73,1021,1530,-0.27
103,T104,T104,Jason Dufner,87,66.67,1044,1566,-0.23
104,T104,T104,Cliff Kresge,50,66.67,552,828,-0.22
105,T104,T104,Marc Leishman,87,66.67,1044,1566,-0.25
106,T104,T104,Ryan Moore,80,66.67,948,1422,-0.27
107,T104,T104,Kevin Streelman,90,66.67,1032,1548,-0.29
108,109,109,Alex Cejka,81,66.6,947,1422,-0.23
109,110,110,Charlie Wi,95,66.55,1138,1710,-0.27
110,111,111,Zach Johnson,93,66.54,1090,1638,-0.28
111,112,112,Charley Hoffman,85,66.53,994,1494,-0.31
112,113,113,Tim Herron,79,66.51,874,1314,-0.24
113,114,114,Chris Couch,66,66.5,790,1188,-0.3
114,115,115,Brenden Pappas,66,66.49,742,1116,-0.24
115,116,116,James Nitties,92,66.47,1029,1548,-0.26
116,117,117,Chris Tidland,77,66.36,872,1314,-0.24
117,118,118,Tim Petrovic,105,66.35,1254,1890,-0.25
118,119,119,Justin Rose,78,66.31,931,1404,-0.28
119,120,120,Rory McIlroy,54,66.24,620,936,-0.25
120,121,121,Webb Simpson,98,66.16,1167,1764,-0.28
121,122,122,Cameron Beckman,68,66.15,762,1152,-0.21
122,123,123,Sergio Garcia,58,66.13,619,936,-0.24
123,124,124,David Duval,71,66.1,821,1242,-0.27
124,125,125,Joe Ogilvie,99,66.07,1106,1674,-0.26
125,126,126,Trevor Immelman,55,66.06,654,990,-0.2
126,127,127,Camilo Villegas,78,66.05,856,1296,-0.25
127,128,128,George McNeill,79,66.03,939,1422,-0.27
128,129,129,Greg Chalmers,93,66.01,1105,1674,-0.27
129,130,130,J.P. Hayes,79,66.0,891,1350,-0.28
130,131,131,Tom Gillis,97,65.98,1152,1746,-0.3
131,132,132,Andrew McLardy,52,65.97,570,864,-0.22
132,133,133,Retief Goosen,75,65.96,843,1278,-0.29
133,T134,T134,Paul Goydos,78,65.95,926,1404,-0.25
134,T134,T134,Y.E. Yang,72,65.95,831,1260,-0.28
135,136,136,Roland Thatcher,72,65.9,854,1296,-0.21
136,137,137,Kevin Na,94,65.89,1103,1674,-0.28
137,138,138,Jimmy Walker,82,65.88,925,1404,-0.26
138,139,139,Bill Lunde,79,65.85,889,1350,-0.22
139,140,140,Scott McCarron,90,65.8,1066,1620,-0.26
140,141,141,Ángel Cabrera,64,65.78,746,1134,-0.25
141,142,142,John Daly,63,65.66,650,990,-0.26
142,143,143,Steve Lowery,67,65.52,743,1134,-0.23
143,144,144,J.B. Holmes,100,65.5,1179,1800,-0.29
144,T145,T145,Mark Calcavecchia,50,65.48,495,756,-0.22
145,T145,T145,Troy Merritt,86,65.48,990,1512,-0.29
146,T145,T145,Ryan Palmer,84,65.48,990,1512,-0.3
147,148,148,Jeff Quinney,91,65.45,1025,1566,-0.28
148,T149,T149,Jarrod Lyle,54,65.34,541,828,-0.23
149,T149,T149,Michael Sim,64,65.34,741,1134,-0.28
150,151,151,Matt Jones,89,65.29,1046,1602,-0.29
151,T152,T152,Luke Donald,71,65.28,799,1224,-0.26
152,T152,T152,Bryce Molder,84,65.28,940,1440,-0.25
153,T152,T152,Jeev Milkha Singh,59,65.28,611,936,-0.23
154,155,155,Phil Mickelson,76,65.13,891,1368,-0.31
155,156,156,Justin Leonard,89,65.09,1031,1584,-0.26
156,157,157,Andres Romero,73,65.07,855,1314,-0.26
157,158,158,Brian Stuard,81,65.04,878,1350,-0.24
158,159,159,Rod Pampling,77,64.94,900,1386,-0.24
159,160,160,Justin Bolli,55,64.85,572,882,-0.19
160,161,161,Martin Flores,75,64.79,828,1278,-0.25
161,162,162,Matt Every,60,64.75,676,1044,-0.28
162,163,163,Shaun Micheel,70,64.61,721,1116,-0.25
163,164,164,Aaron Baddeley,94,64.6,1093,1692,-0.31
164,165,165,Ryuji Imada,90,64.51,1045,1620,-0.27
165,166,166,David Lutterus,69,64.29,729,1134,-0.21
166,167,167,Ted Purdy,86,63.96,944,1476,-0.24
167,168,168,Scott Verplank,74,63.85,839,1314,-0.26
168,169,169,Carl Pettersson,99,63.8,1045,1638,-0.29
169,170,170,Steve Wheatcroft,74,63.47,754,1188,-0.25
170,171,171,Brian Gay,101,63.44,1119,1764,-0.27
171,172,172,Chad Collins,87,63.29,900,1422,-0.27
172,173,173,Chris Wilson,65,63.28,672,1062,-0.21
173,174,174,Nathan Green,86,63.18,978,1548,-0.24
174,175,175,Brian Davis,101,63.09,1147,1818,-0.24
175,176,176,Steve Flesch,78,62.76,836,1332,-0.25
176,177,177,Vance Veazey,58,62.71,587,936,-0.22
177,178,178,Craig Bowden,56,62.64,575,918,-0.18
178,179,179,Skip Kendall,58,62.56,563,900,-0.23
179,180,180,Kevin Johnson,62,62.5,630,1008,-0.21
180,181,181,Ian Poulter,55,62.47,551,882,-0.23
181,182,182,Brandt Snedeker,89,62.36,999,1602,-0.31
182,183,183,Derek Lamely,81,61.93,836,1350,-0.25
183,184,184,Padraig Harrington,57,61.9,624,1008,-0.29
184,185,185,Stuart Appleby,101,61.84,1102,1782,-0.26
185,186,186,Rich Barcelo,70,61.72,711,1152,-0.27
186,187,187,Daniel Chopra,74,61.64,821,1332,-0.27
187,188,188,Greg Kraft,52,60.63,502,828,-0.19
188,189,189,Matt Bettencourt,91,60.17,899,1494,-0.3
189,190,190,Brad Faxon,58,59.05,574,972,-0.26
190,191,191,Jerod Turner,54,58.94,488,828,-0.25
191,192,192,Mike Weir,59,57.89,594,1026,-0.26
