,Birdie_or_Better_Percentage_-_Left_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Left_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Left_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Left_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Left_Rough_%,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL HOLES
106,107,107,Bob Estes,79,13.39,15,112
107,T108,T108,Ricky Barnes,103,13.33,20,150
108,T108,T108,Brendon de Jonge,114,13.33,18,135
109,T108,T108,Heath Slocum,97,13.33,12,90
110,111,111,Ryuji Imada,90,13.29,21,158
111,T112,T112,Freddie Jacobson,83,13.28,17,128
112,T112,T112,Troy Matteson,84,13.28,17,128
113,114,114,Dean Wilson,54,13.13,13,99
114,T115,T115,Blake Adams,84,13.11,16,122
115,T115,T115,Johnson Wagner,85,13.11,16,122
116,117,117,Kevin Streelman,90,13.08,14,107
117,T118,T118,Charley Hoffman,85,13.04,15,115
118,T118,T118,Kevin Johnson,62,13.04,12,92
119,120,120,Kevin Na,94,12.95,18,139
120,121,121,Billy Mayfair,78,12.94,11,85
121,122,122,Lee Janzen,77,12.86,18,140
122,123,123,Steve Marino,81,12.71,15,118
123,124,124,Nicholas Thompson,88,12.7,16,126
124,125,125,David Toms,86,12.68,9,71
125,126,126,Trevor Immelman,55,12.66,10,79
126,127,127,John Daly,63,12.62,13,103
127,128,128,David Lutterus,69,12.5,12,96
128,T129,T129,Jeff Gove,57,12.33,9,73
129,T129,T129,Matt Kuchar,97,12.33,18,146
130,131,131,Roland Thatcher,72,12.31,16,130
131,132,132,J.P. Hayes,79,12.26,13,106
132,133,133,Chris Wilson,65,12.24,12,98
133,134,134,Paul Goydos,78,12.2,10,82
134,135,135,Stuart Appleby,101,12.18,24,197
135,136,136,Vaughn Taylor,87,12.17,14,115
136,137,137,Ted Purdy,86,12.16,18,148
137,138,138,Charlie Wi,95,12.14,17,140
138,139,139,Craig Bowden,56,12.12,8,66
139,140,140,Alex Prugh,88,12.02,22,183
140,141,141,Mark Wilson,87,11.93,13,109
141,142,142,Vance Veazey,58,11.88,12,101
142,143,143,Rocco Mediate,71,11.76,10,85
143,144,144,Spencer Levin,110,11.73,21,179
144,T145,T145,Rod Pampling,77,11.72,15,128
145,T145,T145,Brian Stuard,81,11.72,15,128
146,147,147,Andres Romero,73,11.68,16,137
147,T148,T148,Henrik Bjornstad,72,11.63,10,86
148,T148,T148,Steve Elkington,74,11.63,10,86
149,150,150,Cliff Kresge,50,11.59,8,69
150,151,151,Kevin Sutherland,86,11.57,14,121
151,152,152,Michael Bradley,77,11.54,15,130
152,153,153,Sean O'Hair,84,11.48,14,122
153,154,154,Alex Cejka,81,11.46,11,96
154,T155,T155,Justin Bolli,55,11.39,9,79
155,T155,T155,Chris Riley,73,11.39,9,79
156,157,157,Kenny Perry,69,11.34,11,97
157,T158,T158,Brent Delahoussaye,57,11.11,7,63
158,T158,T158,Tim Herron,79,11.11,17,153
159,160,160,Matt Bettencourt,91,10.88,16,147
160,161,161,Woody Austin,93,10.79,15,139
161,162,162,Chad Collins,87,10.75,10,93
162,163,163,Cameron Beckman,68,10.68,11,103
163,164,164,David Duval,71,10.37,14,135
164,165,165,Mathew Goggin,85,10.22,14,137
165,T166,T166,Retief Goosen,75,10.2,10,98
166,T166,T166,Greg Owen,69,10.2,10,98
167,168,168,Richard Johnson,90,10.19,11,108
168,T169,T169,Rich Barcelo,70,10.0,12,120
169,T169,T169,Josh Teater,101,10.0,13,130
170,171,171,Briny Baird,87,9.85,13,132
171,T172,T172,Brenden Pappas,66,9.73,11,113
172,T172,T172,Chris Tidland,77,9.73,11,113
173,T174,T174,Chad Campbell,95,9.62,10,104
174,T174,T174,Ian Poulter,55,9.62,5,52
175,T176,T176,Aron Price,70,9.47,9,95
176,T176,T176,Charles Warren,64,9.47,9,95
177,178,178,Ryan Moore,80,9.43,10,106
178,179,179,Jeev Milkha Singh,59,9.18,9,98
179,180,180,Scott Verplank,74,8.97,7,78
180,181,181,Ben Curtis,78,8.7,10,115
181,182,182,Jim Furyk,76,8.33,8,96
182,183,183,Shaun Micheel,70,8.25,8,97
183,184,184,Joe Durant,67,8.2,5,61
184,185,185,Greg Kraft,52,8.06,5,62
185,186,186,Mike Weir,59,7.5,6,80
186,187,187,John Mallinger,78,7.45,7,94
187,188,188,Omar Uresti,74,6.9,6,87
188,189,189,Skip Kendall,58,6.35,4,63
189,190,190,Brad Faxon,58,6.32,6,95
190,191,191,Boo Weekley,88,6.14,7,114
191,192,192,Andrew McLardy,52,4.26,4,94
