,Right_Rough_Proximity_RANK THIS WEEK,Right_Rough_Proximity_RANK LAST WEEK,Right_Rough_Proximity_PLAYER NAME,Right_Rough_Proximity_ROUNDS,Right_Rough_Proximity_AVG,Right_Rough_Proximity_ATTEMPTS,Right_Rough_Proximity_TOTAL DISTANCE (FEET),Right_Rough_Proximity_RELATIVE TO PAR
46,T45,T45,Mike Weir,59,"40' 3""",92,3704.75,+13.00
47,48,48,Sergio Garcia,58,"40' 4""",63,2540.333,+12.00
48,49,49,David Lutterus,69,"40' 6""",131,5310.25,+5.00
49,50,50,Matt Every,60,"40' 7""",98,3974.75,+17.00
50,T51,T51,Stuart Appleby,101,"40' 8""",154,6265.5830000000005,+14.00
51,T51,T51,Steve Elkington,74,"40' 8""",105,4266.667,+4.00
52,T51,T51,Hunter Mahan,85,"40' 8""",134,5451.25,+14.00
53,T54,T54,Daniel Chopra,74,"40' 9""",169,6888.25,+17.00
54,T54,T54,Brian Gay,101,"40' 9""",100,4071.0,+2.00
55,T54,T54,Marc Leishman,87,"40' 9""",181,7374.9169999999995,+8.00
56,T54,T54,Cameron Percy,73,"40' 9""",135,5504.25,+10.00
57,T54,T54,Brett Wetterich,54,"40' 9""",110,4486.25,-10.00
58,59,59,Adam Scott,70,"40' 10""",96,3917.917,+7.00
59,60,60,Ryan Palmer,84,"40' 11""",160,6552.25,+10.00
60,T61,T61,Ángel Cabrera,64,"41' 0""",136,5577.75,-1.00
61,T61,T61,Greg Chalmers,93,"41' 0""",221,9057.167,+30.00
62,T61,T61,J.P. Hayes,79,"41' 0""",114,4674.5,+12.00
63,T61,T61,Shaun Micheel,70,"41' 0""",102,4177.75,+12.00
64,65,65,Davis Love III,79,"41' 3""",101,4169.917,+9.00
65,T66,T66,Bob Estes,79,"41' 4""",162,6692.5830000000005,+4.00
66,T66,T66,Spencer Levin,110,"41' 4""",155,6405.8330000000005,+4.00
67,T66,T66,Steve Stricker,73,"41' 4""",98,4054.25,-8.00
68,T66,T66,Cameron Tringale,55,"41' 4""",83,3433.083,+10.00
69,70,70,Ricky Barnes,103,"41' 5""",159,6581.0,+6.00
70,T71,T71,Stephen Ames,75,"41' 6""",111,4602.667,+14.00
71,T71,T71,Alex Cejka,81,"41' 6""",88,3653.5,+6.00
72,T71,T71,Billy Mayfair,78,"41' 6""",103,4276.417,E
73,T74,T74,Kris Blanks,91,"41' 8""",125,5207.75,+16.00
74,T74,T74,Jeff Maggert,76,"41' 8""",102,4253.333,+15.00
75,76,76,Rory McIlroy,54,"41' 9""",86,3591.833,+12.00
76,77,77,Brendon de Jonge,114,"41' 10""",152,6354.25,+17.00
77,T78,T78,Matt Bettencourt,91,"41' 11""",155,6491.4169999999995,+16.00
78,T78,T78,James Driscoll,78,"41' 11""",187,7839.75,+11.00
79,T78,T78,Jay Williamson,76,"41' 11""",95,3979.917,+16.00
80,T81,T81,Luke Donald,71,"42' 0""",113,4743.25,+9.00
81,T81,T81,Retief Goosen,75,"42' 0""",81,3402.0,+1.00
82,83,83,Jason Dufner,87,"42' 1""",113,4751.583,+6.00
83,84,84,Mathias Grönberg,61,"42' 2""",90,3791.333,+23.00
84,T85,T85,Ernie Els,72,"42' 3""",132,5575.9169999999995,+7.00
85,T85,T85,Lucas Glover,75,"42' 3""",98,4144.25,+11.00
86,T87,T87,Chris DiMarco,88,"42' 5""",131,5557.5,+15.00
87,T87,T87,Joe Ogilvie,99,"42' 5""",194,8225.417,+28.00
88,T89,T89,Matt Kuchar,97,"42' 6""",97,4123.5,E
89,T89,T89,Jeff Overton,89,"42' 6""",162,6879.25,+11.00
90,91,91,Bill Lunde,79,"42' 7""",147,6257.9169999999995,+11.00
91,92,92,Ted Purdy,86,"42' 8""",131,5594.5830000000005,+22.00
92,T93,T93,Blake Adams,84,"42' 9""",125,5341.3330000000005,+15.00
93,T93,T93,John Mallinger,78,"42' 9""",96,4106.167,+7.00
94,T93,T93,Brett Quigley,96,"42' 9""",136,5814.5,+11.00
95,T93,T93,Kevin Streelman,90,"42' 9""",154,6580.75,+6.00
96,T93,T93,Jerod Turner,54,"42' 9""",79,3379.25,+18.00
97,T98,T98,J.B. Holmes,100,"42' 10""",186,7973.9169999999995,+20.00
98,T98,T98,Will MacKenzie,72,"42' 10""",110,4715.5,+23.00
99,T98,T98,Rod Pampling,77,"42' 10""",108,4628.917,+13.00
100,T101,T101,Dustin Johnson,83,"42' 11""",140,6010.4169999999995,+7.00
101,T101,T101,Mark Wilson,87,"42' 11""",127,5445.75,+16.00
102,T103,T103,Michael Letzig,84,"43' 0""",143,6147.8330000000005,+27.00
103,T103,T103,Charles Warren,64,"43' 0""",89,3823.667,+9.00
104,T105,T105,Tim Petrovic,105,"43' 1""",182,7848.0830000000005,+26.00
105,T105,T105,Chris Wilson,65,"43' 1""",102,4392.5,+21.00
106,T107,T107,Ryan Moore,80,"43' 2""",94,4056.75,+4.00
107,T107,T107,Kevin Stadler,86,"43' 2""",128,5524.6669999999995,+13.00
108,109,109,Derek Lamely,81,"43' 3""",147,6351.9169999999995,+13.00
109,T110,T110,Kevin Sutherland,86,"43' 4""",115,4981.667,-7.00
110,T110,T110,Bo Van Pelt,104,"43' 4""",167,7240.0,+19.00
111,T110,T110,Jimmy Walker,82,"43' 4""",199,8616.417,+14.00
112,T113,T113,Steve Lowery,67,"43' 5""",104,4514.583,+19.00
113,T113,T113,James Nitties,92,"43' 5""",151,6557.25,+33.00
114,T113,T113,Y.E. Yang,72,"43' 5""",106,4598.667,+15.00
115,116,116,Kevin Johnson,62,"43' 6""",82,3568.333,+23.00
116,T117,T117,Zach Johnson,93,"43' 7""",121,5275.3330000000005,+14.00
117,T117,T117,Martin Laird,91,"43' 7""",174,7581.8330000000005,+8.00
118,T119,T119,Cameron Beckman,68,"43' 8""",117,5108.583,+25.00
119,T119,T119,Cliff Kresge,50,"43' 8""",70,3054.333,+2.00
120,T119,T119,Brenden Pappas,66,"43' 8""",122,5331.6669999999995,+14.00
121,T122,T122,Tom Gillis,97,"43' 9""",153,6692.0830000000005,+15.00
122,T122,T122,David Toms,86,"43' 9""",120,5245.4169999999995,+11.00
123,T124,T124,Chad Campbell,94,"43' 10""",129,5649.8330000000005,+13.00
124,T124,T124,Steve Wheatcroft,74,"43' 10""",97,4248.0,+20.00
125,T126,T126,Brandt Snedeker,89,"43' 11""",130,5712.75,+23.00
126,T126,T126,Johnson Wagner,85,"43' 11""",119,5223.083,+12.00
127,T128,T128,Jason Bohn,84,"44' 0""",116,5106.667,+17.00
128,T128,T128,Michael Sim,64,"44' 0""",92,4047.667,-1.00
129,T130,T130,Sean O'Hair,84,"44' 1""",131,5769.5,+2.00
130,T130,T130,Carl Pettersson,99,"44' 1""",129,5689.8330000000005,+16.00
131,132,132,Josh Teater,101,"44' 2""",178,7861.3330000000005,+34.00
132,T133,T133,Martin Flores,75,"44' 3""",158,6987.5830000000005,+23.00
133,T133,T133,Charles Howell III,103,"44' 3""",235,10402.667,+11.00
134,T135,T135,Brad Faxon,58,"44' 4""",94,4168.0,+28.00
135,T135,T135,Vijay Singh,75,"44' 4""",129,5722.0830000000005,+20.00
136,T135,T135,Chris Stroud,90,"44' 4""",133,5899.1669999999995,-1.00
137,T138,T138,Joe Durant,67,"44' 5""",73,3240.083,+12.00
138,T138,T138,Matt Jones,89,"44' 5""",163,7241.5,+14.00
139,T138,T138,D.A. Points,90,"44' 5""",145,6443.8330000000005,+15.00
140,T141,T141,Skip Kendall,58,"44' 6""",64,2847.75,+14.00
141,T141,T141,John Merrick,109,"44' 6""",160,7125.25,+27.00
142,T141,T141,Bryce Molder,84,"44' 6""",163,7248.6669999999995,+13.00
143,144,144,Ian Poulter,55,"44' 7""",80,3566.917,+15.00
144,145,145,Jeff Quinney,91,"44' 8""",117,5226.5,+16.00
145,T146,T146,Lee Janzen,77,"44' 11""",134,6014.9169999999995,+17.00
146,T146,T146,George McNeill,79,"44' 11""",189,8485.833,+16.00
147,148,148,Charlie Wi,95,"45' 0""",153,6880.0,+18.00
148,149,149,Ben Curtis,78,"45' 2""",81,3658.583,+14.00
149,150,150,Greg Owen,69,"45' 3""",116,5248.0830000000005,+27.00
150,T151,T151,Briny Baird,87,"45' 4""",147,6658.4169999999995,+21.00
151,T151,T151,Jason Day,82,"45' 4""",160,7255.5,+16.00
152,T151,T151,Roger Tambellini,77,"45' 4""",125,5666.75,+35.00
153,154,154,Boo Weekley,88,"45' 5""",129,5854.75,+15.00
154,155,155,Troy Merritt,86,"45' 6""",172,7826.75,+15.00
155,T156,T156,Mark Calcavecchia,50,"45' 7""",67,3053.417,+23.00
156,T156,T156,Vance Veazey,58,"45' 7""",88,4007.667,+17.00
157,T158,T158,Aron Price,70,"45' 8""",94,4292.0,+20.00
158,T158,T158,Paul Stankowski,62,"45' 8""",81,3702.0,+4.00
159,T160,T160,Mathew Goggin,85,"45' 9""",113,5171.25,+20.00
160,T160,T160,Scott Piercy,88,"45' 9""",206,9426.167,+22.00
161,162,162,John Rollins,81,"45' 10""",156,7145.75,+5.00
162,T163,T163,Craig Bowden,56,"46' 0""",73,3359.0,+19.00
163,T163,T163,Garrett Willis,82,"46' 0""",81,3722.667,+19.00
164,165,165,Rich Barcelo,70,"46' 1""",132,6084.75,+32.00
165,166,166,Aaron Baddeley,94,"46' 2""",216,9967.5,+19.00
166,167,167,Robert Allenby,76,"46' 3""",101,4674.5,-2.00
167,168,168,Scott Verplank,74,"46' 4""",88,4075.25,+11.00
168,169,169,Freddie Jacobson,83,"46' 6""",155,7206.3330000000005,+21.00
169,T170,T170,Tim Herron,79,"46' 7""",157,7316.0,+28.00
170,T170,T170,Scott McCarron,90,"46' 7""",133,6196.4169999999995,+13.00
171,T172,T172,Trevor Immelman,55,"46' 8""",73,3405.417,+5.00
172,T172,T172,Richard Johnson,90,"46' 8""",101,4710.917,+16.00
173,174,174,Henrik Bjornstad,72,"46' 11""",102,4787.333,+5.00
174,175,175,Stewart Cink,84,"47' 4""",120,5681.3330000000005,+11.00
175,176,176,Chad Collins,87,"47' 5""",170,8062.4169999999995,+21.00
176,T177,T177,Ryuji Imada,90,"47' 7""",148,7040.4169999999995,+8.00
177,T177,T177,Kevin Na,94,"47' 7""",132,6275.8330000000005,+12.00
178,T177,T177,Brian Stuard,81,"47' 7""",107,5093.5,+18.00
179,180,180,Jeev Milkha Singh,59,"47' 11""",92,4406.083,+7.00
180,181,181,Michael Bradley,77,"48' 1""",122,5862.9169999999995,+20.00
181,182,182,Michael Connell,89,"48' 3""",118,5692.6669999999995,+17.00
182,183,183,Paul Goydos,78,"48' 6""",106,5136.75,+20.00
183,T184,T184,Paul Casey,64,"48' 7""",76,3694.0,+8.00
184,T184,T184,J.J. Henry,92,"48' 7""",128,6221.8330000000005,+9.00
185,T184,T184,Dean Wilson,54,"48' 7""",61,2961.75,+2.00
186,187,187,Justin Leonard,89,"48' 11""",101,4940.667,-5.00
187,188,188,Steve Marino,81,"49' 5""",121,5983.0830000000005,+10.00
188,189,189,Jerry Kelly,99,"49' 6""",122,6039.0830000000005,+22.00
189,190,190,Greg Kraft,52,"51' 2""",70,3583.667,+23.00
190,191,191,Nathan Green,86,"52' 10""",157,8298.0,+31.00
191,192,192,Jeff Gove,57,"55' 5""",73,4044.667,+19.00
