,GIR_Percentage_from_Other_than_Fairway_RANK THIS WEEK,GIR_Percentage_from_Other_than_Fairway_RANK LAST WEEK,GIR_Percentage_from_Other_than_Fairway_PLAYER NAME,GIR_Percentage_from_Other_than_Fairway_ROUNDS,GIR_Percentage_from_Other_than_Fairway_%,GIR_Percentage_from_Other_than_Fairway_GREENS HIT,GIR_Percentage_from_Other_than_Fairway_# OF HOLES
50,51,51,Dustin Johnson,83,55.25,279,505
51,52,52,Alex Prugh,88,55.22,275,498
52,53,53,Steve Elkington,74,55.15,166,301
53,54,54,Ben Crane,85,55.12,183,332
54,55,55,Greg Chalmers,93,55.11,286,519
55,56,56,Lee Janzen,77,55.01,236,429
56,57,57,J.B. Holmes,100,54.93,351,639
57,58,58,Jimmy Walker,82,54.84,289,527
58,59,59,Brendon de Jonge,114,54.72,278,508
59,60,60,J.J. Henry,92,54.66,223,408
60,61,61,Scott Piercy,88,54.63,295,540
61,62,62,Robert Allenby,76,54.62,201,368
62,63,63,Michael Bradley,77,54.57,221,405
63,64,64,John Daly,63,54.35,200,368
64,65,65,Padraig Harrington,57,54.28,184,339
65,66,66,Y.E. Yang,72,54.24,192,354
66,T67,T67,Ryan Palmer,84,54.2,271,500
67,T67,T67,Josh Teater,101,54.2,271,500
68,69,69,Steve Marino,81,54.15,235,434
69,T70,T70,Ernie Els,72,54.08,212,392
70,T70,T70,Ryan Moore,80,54.08,192,355
71,72,72,Johnson Wagner,85,54.03,228,422
72,T73,T73,Jeff Overton,89,53.95,287,532
73,T73,T73,Justin Rose,78,53.95,205,380
74,75,75,Jason Day,82,53.91,262,486
75,76,76,Bob Estes,79,53.9,228,423
76,77,77,Stewart Cink,84,53.81,219,407
77,T78,T78,Steve Lowery,67,53.75,179,333
78,T78,T78,Tom Pernice Jr.,74,53.75,165,307
79,80,80,Spencer Levin,110,53.74,266,495
80,81,81,Jay Williamson,76,53.68,153,285
81,82,82,Brenden Pappas,66,53.61,208,388
82,83,83,D.A. Points,90,53.59,239,446
83,84,84,Marc Leishman,87,53.33,272,510
84,85,85,Steve Flesch,78,53.3,186,349
85,86,86,Andres Romero,73,53.28,244,458
86,T87,T87,Paul Stankowski,62,53.26,139,261
87,T87,T87,Charles Warren,64,53.26,147,276
88,89,89,Blake Adams,84,53.17,201,378
89,90,90,Michael Letzig,84,53.16,227,427
90,91,91,Bo Van Pelt,104,53.15,270,508
91,92,92,Martin Flores,75,53.14,262,493
92,93,93,Woody Austin,93,53.01,220,415
93,94,94,Roland Thatcher,72,53.0,212,400
94,95,95,Mathew Goggin,85,52.78,218,413
95,96,96,Chris Riley,73,52.74,154,292
96,97,97,Garrett Willis,82,52.65,169,321
97,T98,T98,Cameron Beckman,68,52.47,170,324
98,T98,T98,Jeff Gove,57,52.47,138,263
99,T98,T98,Martin Laird,91,52.47,266,507
100,101,101,James Driscoll,78,52.46,245,467
101,102,102,Matt Kuchar,97,52.45,225,429
102,103,103,Webb Simpson,98,52.42,282,538
103,104,104,Jason Dufner,87,52.41,196,374
104,105,105,Aaron Baddeley,94,52.38,297,567
105,106,106,Rocco Mediate,71,52.3,159,304
106,107,107,Kenny Perry,69,52.29,160,306
107,108,108,Vaughn Taylor,87,52.21,201,385
108,109,109,Henrik Bjornstad,72,52.16,169,324
109,110,110,Sergio Garcia,58,52.08,138,265
110,111,111,Camilo Villegas,78,52.06,202,388
111,112,112,Derek Lamely,81,52.02,245,471
112,113,113,Troy Merritt,86,52.0,247,475
113,114,114,Tim Clark,88,51.92,162,312
114,T115,T115,Jarrod Lyle,54,51.91,122,235
115,T115,T115,John Merrick,109,51.91,244,470
116,117,117,Paul Casey,64,51.89,165,318
117,118,118,Mathias Grönberg,61,51.82,142,274
118,119,119,Jeev Milkha Singh,59,51.77,146,282
119,120,120,David Lutterus,69,51.71,197,381
120,121,121,Vijay Singh,75,51.7,198,383
121,122,122,Jason Bohn,84,51.42,199,387
122,123,123,Chris Wilson,65,51.37,169,329
123,124,124,Cliff Kresge,50,51.24,103,201
124,125,125,K.J. Choi,82,51.21,190,371
125,126,126,Charley Hoffman,85,51.13,227,444
126,127,127,Lucas Glover,75,51.03,198,388
127,128,128,Rory McIlroy,54,50.91,140,275
128,129,129,Brent Delahoussaye,57,50.86,118,232
129,130,130,Matt Jones,89,50.85,270,531
130,131,131,Charlie Wi,95,50.74,240,473
131,132,132,Alex Cejka,81,50.61,165,326
132,133,133,Chris DiMarco,88,50.57,176,348
133,134,134,J.P. Hayes,79,50.55,185,366
134,135,135,Tim Petrovic,105,50.31,241,479
135,136,136,Luke Donald,71,50.28,180,358
136,137,137,Scott McCarron,90,50.25,205,408
137,138,138,Briny Baird,87,50.13,200,399
138,139,139,Stuart Appleby,101,50.09,278,555
139,140,140,Dean Wilson,54,50.0,109,218
140,141,141,Tom Gillis,97,49.88,212,425
141,142,142,Jeff Maggert,76,49.84,153,307
142,143,143,Carl Pettersson,99,49.79,234,470
143,T144,T144,Michael Connell,89,49.76,206,414
144,T144,T144,James Nitties,92,49.76,204,410
145,146,146,Steve Wheatcroft,74,49.54,163,329
146,147,147,David Duval,71,49.51,204,412
147,148,148,Rod Pampling,77,49.46,183,370
148,149,149,Retief Goosen,75,49.29,173,351
149,150,150,David Toms,86,49.25,164,333
150,151,151,Scott Verplank,74,49.24,161,327
151,152,152,Paul Goydos,78,49.22,158,321
152,153,153,Bill Lunde,79,49.14,201,409
153,T154,T154,Jim Furyk,76,49.0,147,300
154,T154,T154,Ted Purdy,86,49.0,220,449
155,156,156,Kevin Na,94,48.85,213,436
156,T157,T157,Ryuji Imada,90,48.81,226,463
157,T157,T157,Aron Price,70,48.81,143,293
158,T159,T159,Ben Curtis,78,48.78,160,328
159,T159,T159,Bryce Molder,84,48.78,200,410
160,161,161,Michael Sim,64,48.77,158,324
161,T162,T162,Jerry Kelly,99,48.6,191,393
162,T162,T162,Jeff Quinney,91,48.6,174,358
163,164,164,Brian Stuard,81,48.57,187,385
164,165,165,Joe Durant,67,48.53,99,204
165,166,166,Shaun Micheel,70,48.46,157,324
166,167,167,Andrew McLardy,52,48.45,125,258
167,168,168,Matt Bettencourt,91,48.38,239,494
168,169,169,Matt Every,60,48.2,147,305
169,170,170,Pat Perez,90,47.83,209,437
170,171,171,Brian Davis,101,47.64,212,445
171,172,172,Vance Veazey,58,47.34,151,319
172,173,173,Trevor Immelman,55,47.29,131,277
173,174,174,Nathan Green,86,47.22,221,468
174,175,175,Richard Johnson,90,47.16,158,335
175,176,176,Ian Poulter,55,46.9,121,258
176,177,177,Brandt Snedeker,89,46.83,207,442
177,178,178,Jerod Turner,54,46.53,114,245
178,179,179,John Mallinger,78,46.46,151,325
179,180,180,Chad Campbell,94,46.27,186,402
180,181,181,Justin Bolli,55,46.09,106,230
181,182,182,Kevin Johnson,62,45.39,128,282
182,183,183,Rich Barcelo,70,45.37,191,421
183,184,184,Zach Johnson,93,45.26,167,369
184,185,185,Craig Bowden,56,44.56,86,193
185,186,186,Brian Gay,101,44.26,158,357
186,187,187,Chad Collins,87,44.16,193,437
187,188,188,Justin Leonard,89,44.15,166,376
188,189,189,Skip Kendall,58,43.87,93,212
189,190,190,Greg Kraft,52,43.75,105,240
190,191,191,Brad Faxon,58,43.09,131,304
191,192,192,Mike Weir,59,40.22,148,368
