,Par_5_Going_for_the_Green_RANK THIS WEEK,Par_5_Going_for_the_Green_RANK LAST WEEK,Par_5_Going_for_the_Green_PLAYER NAME,Par_5_Going_for_the_Green_ROUNDS,Par_5_Going_for_the_Green_%,Par_5_Going_for_the_Green_ATTEMPTS,Par_5_Going_for_the_Green_NON-ATTEMPTS
69,70,70,Steve Lowery,67,52.35,89,81
70,71,71,Y.E. Yang,72,52.27,92,84
71,72,72,James Nitties,92,52.19,131,120
72,73,73,Michael Letzig,84,52.07,126,116
73,74,74,George McNeill,79,51.85,112,104
74,75,75,Ernie Els,72,51.74,89,83
75,76,76,Stewart Cink,84,51.5,103,97
76,77,77,Kris Blanks,91,51.48,122,115
77,78,78,Jason Dufner,87,51.36,113,107
78,79,79,J.J. Henry,92,51.24,124,118
79,80,80,Vijay Singh,75,51.22,84,80
80,81,81,Jonathan Byrd,85,51.21,127,121
81,82,82,Ryan Palmer,84,50.91,112,108
82,83,83,Justin Rose,78,50.72,105,102
83,84,84,Chris Wilson,65,50.6,84,82
84,85,85,Steve Wheatcroft,74,50.55,92,90
85,86,86,Jeff Overton,89,50.48,105,103
86,T87,T87,Charles Howell III,103,50.0,141,141
87,T87,T87,Matt Kuchar,97,50.0,115,115
88,T87,T87,Roger Tambellini,77,50.0,96,96
89,90,90,Joe Ogilvie,99,49.63,133,135
90,91,91,Pat Perez,90,49.62,129,131
91,92,92,Steve Marino,81,49.52,103,105
92,93,93,Brendon de Jonge,114,49.3,141,145
93,94,94,David Lutterus,69,49.15,87,90
94,95,95,Greg Owen,69,48.74,97,102
95,96,96,Josh Teater,101,48.29,141,151
96,97,97,Garrett Willis,82,48.0,108,117
97,98,98,Zach Johnson,93,47.81,109,119
98,99,99,Padraig Harrington,57,47.79,65,71
99,100,100,Chris Stroud,90,47.75,106,116
100,101,101,Billy Mayfair,78,47.74,95,104
101,102,102,Ricky Barnes,103,47.67,123,135
102,103,103,Stephen Ames,75,47.64,101,111
103,104,104,Joe Durant,67,47.56,78,86
104,105,105,Stuart Appleby,101,47.33,124,138
105,106,106,Kevin Sutherland,86,47.2,118,132
106,107,107,Cameron Beckman,68,47.09,81,91
107,108,108,Steve Elkington,74,46.81,88,100
108,109,109,Jeff Gove,57,46.67,63,72
109,110,110,Bill Lunde,79,46.61,103,118
110,111,111,Brenden Pappas,66,46.55,81,93
111,112,112,Kevin Na,94,46.49,106,122
112,113,113,Chris Tidland,77,46.12,101,118
113,114,114,Jeev Milkha Singh,59,45.95,68,80
114,115,115,Tim Herron,79,45.71,96,114
115,116,116,Steve Stricker,73,45.35,78,94
116,117,117,D.A. Points,90,45.34,112,135
117,118,118,John Mallinger,78,45.32,92,111
118,119,119,Woody Austin,93,45.14,116,141
119,120,120,Briny Baird,87,45.02,104,127
120,121,121,Kenny Perry,69,44.89,79,97
121,122,122,Rickie Fowler,98,44.83,117,144
122,T123,T123,Ben Crane,85,44.62,87,108
123,T123,T123,Jerry Kelly,99,44.62,116,144
124,125,125,Andrew McLardy,52,44.2,61,77
125,126,126,Johnson Wagner,85,44.1,101,128
126,127,127,Ian Poulter,55,44.0,44,56
127,128,128,Brett Quigley,96,43.97,124,158
128,129,129,Vaughn Taylor,87,43.7,111,143
129,130,130,Mike Weir,59,43.65,55,71
130,131,131,Rich Barcelo,70,43.43,76,99
131,132,132,Chad Campbell,94,42.74,103,138
132,133,133,Nathan Green,86,42.68,105,141
133,134,134,Alex Cejka,81,42.47,93,126
134,135,135,Mark Wilson,87,42.4,106,144
135,136,136,David Toms,86,42.38,89,121
136,137,137,Chad Collins,87,42.08,93,128
137,138,138,Jim Furyk,76,42.02,79,109
138,139,139,Blake Adams,84,42.01,92,127
139,140,140,Geoff Ogilvy,62,41.98,68,94
140,141,141,Jason Bohn,84,41.95,99,137
141,142,142,Webb Simpson,98,41.67,115,161
142,143,143,Spencer Levin,110,41.61,124,174
143,144,144,Bob Estes,79,41.4,89,126
144,145,145,Cliff Kresge,50,41.18,56,80
145,146,146,Brian Davis,101,40.99,116,167
146,147,147,Trevor Immelman,55,40.77,53,77
147,148,148,David Duval,71,40.43,76,112
148,149,149,Steve Flesch,78,40.19,84,125
149,150,150,Lee Janzen,77,39.91,85,128
150,151,151,Tim Petrovic,105,39.66,117,178
151,152,152,K.J. Choi,82,39.58,76,116
152,153,153,Scott Verplank,74,39.02,64,100
153,154,154,Chris DiMarco,88,38.91,93,146
154,155,155,Freddie Jacobson,83,38.53,89,142
155,156,156,Rocco Mediate,71,38.5,72,115
156,157,157,Heath Slocum,97,38.46,90,144
157,158,158,Brian Stuard,81,38.32,82,132
158,159,159,Ryuji Imada,90,37.89,97,159
159,160,160,Charlie Wi,95,37.83,101,166
160,161,161,Brandt Snedeker,89,37.72,86,142
161,162,162,Greg Chalmers,93,37.5,102,170
162,163,163,Jeff Maggert,76,37.23,70,118
163,164,164,Richard Johnson,90,37.21,80,135
164,165,165,Michael Bradley,77,36.67,77,133
165,166,166,Michael Sim,64,36.42,59,103
166,167,167,Carl Pettersson,99,36.22,92,162
167,168,168,Shaun Micheel,70,36.08,57,101
168,169,169,J.P. Hayes,79,35.59,79,143
169,170,170,Chris Riley,73,35.39,63,115
170,171,171,Dean Wilson,54,35.29,48,88
171,172,172,Kevin Johnson,62,34.87,53,99
172,173,173,Justin Bolli,55,34.35,45,86
173,174,174,Jerod Turner,54,34.21,39,75
174,175,175,Jeff Quinney,91,34.17,82,158
175,176,176,Vance Veazey,58,34.0,51,99
176,177,177,Justin Leonard,89,33.67,67,132
177,178,178,Tom Pernice Jr.,74,33.52,59,117
178,179,179,Luke Donald,71,33.33,56,112
179,180,180,Jay Williamson,76,32.4,58,121
180,181,181,Michael Connell,89,32.33,75,157
181,182,182,Skip Kendall,58,32.24,49,103
182,183,183,Paul Goydos,78,30.66,65,147
183,184,184,Bryce Molder,84,29.2,66,160
184,185,185,Ben Curtis,78,28.43,56,141
185,186,186,Brent Delahoussaye,57,27.46,39,103
186,187,187,Tim Clark,88,27.4,57,151
187,188,188,Omar Uresti,74,27.37,52,138
188,189,189,Greg Kraft,52,27.27,33,88
189,190,190,Brian Gay,101,23.69,59,190
190,191,191,Brad Faxon,58,22.73,35,119
191,192,192,Craig Bowden,56,22.37,34,118
