,Average_Approach_Shot_Distance_RANK THIS WEEK,Average_Approach_Shot_Distance_RANK LAST WEEK,Average_Approach_Shot_Distance_PLAYER NAME,Average_Approach_Shot_Distance_ROUNDS,Average_Approach_Shot_Distance_AVG,Average_Approach_Shot_Distance_TOTAL DIST OF APPR SHOT,Average_Approach_Shot_Distance_TOTAL HOLES
53,T54,T54,Marc Leishman,87,162.3,7513944.0,1286
54,T54,T54,Michael Letzig,84,162.3,8370258.0,1433
55,T54,T54,Tom Pernice Jr.,74,162.3,6071149.0,1039
56,T54,T54,Kenny Perry,69,162.3,5871554.0,1005
57,58,58,Woody Austin,93,162.4,8688037.0,1486
58,T59,T59,Steve Elkington,74,162.5,6188392.0,1058
59,T59,T59,Bill Lunde,79,162.5,7043089.0,1204
60,T59,T59,John Mallinger,78,162.5,6797171.0,1162
61,T59,T59,Troy Matteson,84,162.5,8177753.0,1398
62,T59,T59,Shaun Micheel,70,162.5,5568388.0,952
63,T59,T59,Chris Riley,73,162.5,6574793.0,1124
64,T65,T65,Jonathan Byrd,85,162.6,8608666.0,1471
65,T65,T65,Sergio Garcia,58,162.6,3763415.0,643
66,T65,T65,Derek Lamely,81,162.6,6721481.0,1148
67,T65,T65,Spencer Levin,110,162.6,10282163.0,1757
68,T65,T65,Rocco Mediate,71,162.6,6388155.0,1091
69,T70,T70,Ben Crane,85,162.7,6909546.0,1180
70,T70,T70,Mathias Grönberg,61,162.7,5242543.0,895
71,T70,T70,Brenden Pappas,66,162.7,5768722.0,985
72,T73,T73,Rich Barcelo,70,162.8,6084722.0,1038
73,T73,T73,Brendon de Jonge,114,162.8,9576894.0,1634
74,T73,T73,Kevin Johnson,62,162.8,5147307.0,878
75,T73,T73,Steve Marino,81,162.8,6606517.0,1127
76,T73,T73,Paul Stankowski,62,162.8,5567426.0,950
77,T78,T78,Paul Goydos,78,162.9,6908196.0,1178
78,T78,T78,Joe Ogilvie,99,162.9,9020507.0,1538
79,T78,T78,Steve Wheatcroft,74,162.9,6062338.0,1034
80,T81,T81,Cameron Beckman,68,163.0,6215989.0,1059
81,T81,T81,Bryce Molder,84,163.0,7667496.0,1307
82,T81,T81,Geoff Ogilvy,62,163.0,5257303.0,896
83,T81,T81,Chris Stroud,90,163.0,7592719.0,1294
84,85,85,K.J. Choi,82,163.1,6429770.0,1095
85,T86,T86,Ryuji Imada,90,163.2,8840904.0,1505
86,T86,T86,Roland Thatcher,72,163.2,7102552.0,1209
87,T88,T88,Chad Campbell,94,163.3,8535318.0,1452
88,T88,T88,Ben Curtis,78,163.3,6970852.0,1186
89,T88,T88,Steve Lowery,67,163.3,5906546.0,1005
90,T88,T88,Mike Weir,59,163.3,4208394.0,716
91,92,92,Will MacKenzie,72,163.4,7135548.0,1213
92,T93,T93,Steve Flesch,78,163.5,6851872.0,1164
93,T93,T93,J.B. Holmes,100,163.5,9284135.0,1577
94,T93,T93,Roger Tambellini,77,163.5,6532883.0,1110
95,T96,T96,Stuart Appleby,101,163.6,9286504.0,1577
96,T96,T96,Scott Piercy,88,163.6,8532561.0,1449
97,T96,T96,Vaughn Taylor,87,163.6,8347649.0,1417
98,T99,T99,Briny Baird,87,163.7,8355004.0,1418
99,T99,T99,Ryan Palmer,84,163.7,7451036.0,1264
100,T101,T101,Lee Janzen,77,163.8,7417145.0,1258
101,T101,T101,David Lutterus,69,163.8,5931499.0,1006
102,T103,T103,Tom Gillis,97,163.9,9535350.0,1616
103,T103,T103,Charlie Wi,95,163.9,9429874.0,1598
104,T105,T105,Stephen Ames,75,164.0,7323003.0,1240
105,T105,T105,Davis Love III,79,164.0,6991889.0,1184
106,T105,T105,Chris Tidland,77,164.0,7185472.0,1217
107,T105,T105,Dean Wilson,54,164.0,4976272.0,843
108,109,109,D.J. Trahan,92,164.1,8680697.0,1469
109,T110,T110,Aaron Baddeley,94,164.2,9268254.0,1568
110,T110,T110,Stewart Cink,84,164.2,6873952.0,1163
111,T110,T110,Martin Flores,75,164.2,6755106.0,1143
112,T110,T110,John Merrick,109,164.2,9727753.0,1646
113,T110,T110,Bo Van Pelt,104,164.2,9220222.0,1560
114,T115,T115,Greg Chalmers,93,164.3,9199110.0,1555
115,T115,T115,Richard Johnson,90,164.3,7744483.0,1309
116,T117,T117,Jason Bohn,84,164.4,7846581.0,1326
117,T117,T117,Alex Cejka,81,164.4,7155104.0,1209
118,T117,T117,Brian Davis,101,164.4,9458281.0,1598
119,T117,T117,David Duval,71,164.4,5911719.0,999
120,T117,T117,Jerry Kelly,99,164.4,8713641.0,1472
121,T117,T117,Garth Mulroy,53,164.4,4445124.0,751
122,T117,T117,Pat Perez,90,164.4,8793075.0,1486
123,T117,T117,John Rollins,81,164.4,7961476.0,1345
124,T117,T117,Mark Wilson,87,164.4,8363856.0,1413
125,T126,T126,Brett Quigley,96,164.5,9346369.0,1578
126,T126,T126,Kevin Streelman,90,164.5,8477821.0,1432
127,T126,T126,Scott Verplank,74,164.5,5944522.0,1004
128,129,129,Rod Pampling,77,164.6,7448651.0,1257
129,T130,T130,J.J. Henry,92,164.7,8391248.0,1415
130,T130,T130,Dustin Johnson,83,164.7,6678103.0,1126
131,T130,T130,Matt Kuchar,97,164.7,7975725.0,1345
132,T130,T130,Sean O'Hair,84,164.7,6894483.0,1163
133,T130,T130,Cameron Percy,73,164.7,6242866.0,1053
134,T130,T130,Tim Petrovic,105,164.7,9999604.0,1687
135,T136,T136,Trevor Immelman,55,164.8,4573042.0,771
136,T136,T136,Bubba Watson,77,164.8,7099836.0,1197
137,138,138,James Nitties,92,164.9,8606966.0,1450
138,T139,T139,Kris Blanks,91,165.0,7887043.0,1328
139,T139,T139,James Driscoll,78,165.0,7845269.0,1321
140,T139,T139,Troy Merritt,86,165.0,8153568.0,1373
141,T139,T139,Rory Sabbatini,79,165.0,7115610.0,1198
142,T143,T143,Billy Mayfair,78,165.1,6904863.0,1162
143,T143,T143,Justin Rose,78,165.1,7453217.0,1254
144,T143,T143,John Senden,103,165.1,9254047.0,1557
145,T143,T143,Brandt Snedeker,89,165.1,7976704.0,1342
146,T143,T143,Steve Stricker,73,165.1,5967048.0,1004
147,148,148,George McNeill,79,165.2,7453424.0,1253
148,T149,T149,Martin Laird,91,165.3,8440734.0,1418
149,T149,T149,Kevin Sutherland,86,165.3,8338458.0,1401
150,T149,T149,Jimmy Walker,82,165.3,7472304.0,1256
151,T152,T152,Luke Donald,71,165.5,5665947.0,951
152,T152,T152,Matt Jones,89,165.5,8499693.0,1427
153,T152,T152,Nick Watney,91,165.5,7369309.0,1237
154,T152,T152,Y.E. Yang,72,165.5,6167000.0,1035
155,156,156,Ángel Cabrera,64,165.6,5448996.0,914
156,T157,T157,Mark Calcavecchia,50,165.7,3531995.0,592
157,T157,T157,Paul Casey,64,165.7,4723280.0,792
158,T157,T157,Nathan Green,86,165.7,8656690.0,1451
159,T157,T157,Bill Haas,87,165.7,8030270.0,1346
160,T161,T161,Jason Day,82,165.9,7590049.0,1271
161,T161,T161,Zach Johnson,93,165.9,8038469.0,1346
162,T161,T161,Phil Mickelson,76,165.9,6062460.0,1015
163,164,164,Johnson Wagner,85,166.1,7910334.0,1323
164,T165,T165,Retief Goosen,75,166.3,5675197.0,948
165,T165,T165,Kevin Stadler,86,166.3,7736895.0,1292
166,T167,T167,Jason Dufner,87,166.4,7390453.0,1234
167,T167,T167,Ian Poulter,55,166.4,3642226.0,608
168,T167,T167,Ted Purdy,86,166.4,8040390.0,1342
169,T167,T167,Nicholas Thompson,88,166.4,8260947.0,1379
170,171,171,Kevin Na,94,166.5,8161707.0,1362
171,172,172,Aron Price,70,166.7,6663067.0,1110
172,T173,T173,Jim Furyk,76,166.8,6473666.0,1078
173,T173,T173,Padraig Harrington,57,166.8,4712696.0,785
174,175,175,Andres Romero,73,166.9,7762280.0,1292
175,T176,T176,Ricky Barnes,103,167.0,8936385.0,1486
176,T176,T176,Chad Collins,87,167.0,8104401.0,1348
177,T176,T176,Ryan Moore,80,167.0,6566373.0,1092
178,T176,T176,D.A. Points,90,167.0,8516703.0,1417
179,T176,T176,Garrett Willis,82,167.0,7625164.0,1268
180,181,181,Charley Hoffman,85,167.1,8299727.0,1380
181,T182,T182,Lucas Glover,75,167.2,6325222.0,1051
182,T182,T182,Mathew Goggin,85,167.2,8175241.0,1358
183,T182,T182,Rory McIlroy,54,167.2,4322543.0,718
184,T185,T185,Robert Allenby,76,167.3,6601291.0,1096
185,T185,T185,Scott McCarron,90,167.3,8959481.0,1488
186,T187,T187,Henrik Bjornstad,72,167.7,6385961.0,1058
187,T187,T187,Ernie Els,72,167.7,5951395.0,986
188,189,189,Chris Couch,66,167.9,6372178.0,1054
189,190,190,Adam Scott,70,168.3,5664423.0,935
190,191,191,Hunter Mahan,85,168.7,7267578.0,1197
191,192,192,Camilo Villegas,78,169.0,6121003.0,1006
