,Proximity_to_Hole_RANK THIS WEEK,Proximity_to_Hole_RANK LAST WEEK,Proximity_to_Hole_PLAYER NAME,Proximity_to_Hole_ROUNDS,Proximity_to_Hole_AVG,Proximity_to_Hole_TOTAL DISTANCE (FEET),Proximity_to_Hole_# OF ATTEMPTS,Proximity_to_Hole_GIR RANK
79,T78,T78,Charley Hoffman,85,"34' 7""",47752.333,1380,112
80,T78,T78,Kevin Streelman,90,"34' 7""",49484.833,1432,104
81,T78,T78,Camilo Villegas,78,"34' 7""",34789.25,1006,127
82,T83,T83,Ben Curtis,78,"34' 8""",41110.917,1186,69
83,T83,T83,Lee Janzen,77,"34' 8""",43560.583,1258,84
84,T83,T83,Will MacKenzie,72,"34' 8""",42045.833,1213,56
85,T83,T83,Charlie Wi,95,"34' 8""",55351.917,1598,110
86,T87,T87,Justin Bolli,55,"34' 9""",25975.833,748,160
87,T87,T87,Brian Davis,101,"34' 9""",55566.167,1598,175
88,T87,T87,Sergio Garcia,58,"34' 9""",22327.667,643,123
89,T87,T87,Tom Gillis,97,"34' 9""",56167.083,1616,131
90,T87,T87,Jeff Gove,57,"34' 9""",27468.667,790,28
91,T87,T87,Padraig Harrington,57,"34' 9""",27266.083,785,184
92,T87,T87,Matt Kuchar,97,"34' 9""",46759.583,1345,34
93,T87,T87,John Merrick,109,"34' 9""",57246.917,1646,14
94,T87,T87,Ryan Moore,80,"34' 9""",37872.083,1091,104
95,T87,T87,Garth Mulroy,53,"34' 9""",26110.5,751,17
96,T87,T87,Greg Owen,69,"34' 9""",38554.583,1109,41
97,T87,T87,Roland Thatcher,72,"34' 9""",42015.417,1209,136
98,T99,T99,Stephen Ames,75,"34' 10""",43224.583,1240,79
99,T99,T99,Andrew McLardy,52,"34' 10""",27398.917,786,132
100,T99,T99,Tim Petrovic,105,"34' 10""",58728.75,1687,118
101,T99,T99,Brett Quigley,96,"34' 10""",54964.75,1578,16
102,T99,T99,Bo Van Pelt,104,"34' 10""",54278.417,1560,37
103,T99,T99,Johnson Wagner,85,"34' 10""",46071.083,1323,61
104,T105,T105,Craig Bowden,56,"34' 11""",29855.667,856,178
105,T105,T105,Mark Calcavecchia,50,"34' 11""",20687.417,592,145
106,T105,T105,J.P. Hayes,79,"34' 11""",42507.583,1218,130
107,T105,T105,Ryan Palmer,84,"34' 11""",44144.083,1264,145
108,T105,T105,Jeev Milkha Singh,59,"34' 11""",32500.0,931,152
109,T105,T105,Josh Teater,101,"34' 11""",57558.667,1648,45
110,T111,T111,Greg Chalmers,93,"35' 0""",54433.667,1555,129
111,T111,T111,John Daly,63,"35' 0""",29368.333,840,142
112,T111,T111,Brian Stuard,81,"35' 0""",44421.5,1268,158
113,T114,T114,Retief Goosen,75,"35' 1""",33291.75,948,133
114,T114,T114,Martin Laird,91,"35' 1""",49728.333,1418,77
115,116,116,Brenden Pappas,66,"35' 2""",34610.0,985,115
116,117,117,Sean O'Hair,84,"35' 3""",40999.5,1163,63
117,T118,T118,Matt Every,60,"35' 4""",32145.083,910,162
118,T118,T118,Steve Flesch,78,"35' 4""",41143.833,1164,176
119,T118,T118,Bryce Molder,84,"35' 4""",46139.917,1307,152
120,T118,T118,Kevin Stadler,86,"35' 4""",45698.583,1292,70
121,T122,T122,James Nitties,92,"35' 5""",51381.583,1450,116
122,T122,T122,Jeff Overton,89,"35' 5""",45042.083,1272,96
123,T122,T122,D.A. Points,90,"35' 5""",50239.333,1417,74
124,T122,T122,Kevin Sutherland,86,"35' 5""",49664.417,1401,2
125,T122,T122,Mike Weir,59,"35' 5""",25352.167,716,192
126,T122,T122,Garrett Willis,82,"35' 5""",44914.0,1268,24
127,T128,T128,Stewart Cink,84,"35' 6""",41315.5,1163,52
128,T128,T128,Lucas Glover,75,"35' 6""",37338.083,1051,90
129,T128,T128,Bill Lunde,79,"35' 6""",42750.0,1204,139
130,T128,T128,Rory McIlroy,54,"35' 6""",25511.917,718,120
131,T128,T128,Shaun Micheel,70,"35' 6""",33834.0,952,163
132,T128,T128,Roger Tambellini,77,"35' 6""",39393.083,1110,27
133,T134,T134,Robert Allenby,76,"35' 7""",39007.333,1096,67
134,T134,T134,Alex Prugh,88,"35' 7""",51059.833,1434,53
135,T134,T134,Cameron Tringale,55,"35' 7""",28525.0,802,15
136,T137,T137,Stuart Appleby,101,"35' 9""",56432.667,1577,185
137,T137,T137,Hunter Mahan,85,"35' 9""",42748.417,1197,49
138,T137,T137,Michael Sim,64,"35' 9""",33978.083,950,149
139,T140,T140,Steve Elkington,74,"35' 11""",37987.917,1058,47
140,T140,T140,Jimmy Walker,82,"35' 11""",45150.0,1256,138
141,T140,T140,Bubba Watson,77,"35' 11""",43013.833,1197,55
142,T140,T140,Steve Wheatcroft,74,"35' 11""",37159.75,1034,170
143,144,144,Troy Merritt,86,"36' 0""",49407.083,1373,145
144,T145,T145,Henrik Bjornstad,72,"36' 1""",38132.25,1058,38
145,T145,T145,Chris Couch,66,"36' 1""",38072.5,1054,114
146,T147,T147,Blake Adams,84,"36' 2""",48678.417,1346,102
147,T147,T147,Rich Barcelo,70,"36' 2""",37576.583,1038,186
148,T147,T147,Ernie Els,72,"36' 2""",35661.833,986,75
149,T147,T147,Mathew Goggin,85,"36' 2""",49100.5,1358,26
150,T147,T147,Tim Herron,79,"36' 2""",44588.75,1232,113
151,T147,T147,Greg Kraft,52,"36' 2""",25144.083,696,188
152,T147,T147,Steve Marino,81,"36' 2""",40801.583,1127,88
153,T147,T147,Andres Romero,73,"36' 2""",46688.75,1292,157
154,T147,T147,Mark Wilson,87,"36' 2""",51048.5,1413,12
155,T156,T156,Mathias Grönberg,61,"36' 3""",32443.583,895,99
156,T156,T156,J.J. Henry,92,"36' 3""",51343.25,1415,46
157,T156,T156,Dustin Johnson,83,"36' 3""",40827.167,1126,70
158,T156,T156,Vance Veazey,58,"36' 3""",31150.333,859,177
159,T160,T160,Brad Faxon,58,"36' 5""",31298.75,860,190
160,T160,T160,Charles Howell III,103,"36' 5""",58500.0,1608,54
161,T160,T160,Jarrod Lyle,54,"36' 5""",29966.5,822,149
162,T160,T160,George McNeill,79,"36' 5""",45621.333,1253,128
163,T160,T160,Rory Sabbatini,79,"36' 5""",43616.083,1198,101
164,T165,T165,Steve Lowery,67,"36' 6""",36683.667,1005,143
165,T165,T165,Joe Ogilvie,99,"36' 6""",56118.5,1538,125
166,T167,T167,Chad Collins,87,"36' 7""",49356.583,1348,172
167,T167,T167,John Rollins,81,"36' 7""",49190.833,1345,66
168,T167,T167,Nicholas Thompson,88,"36' 7""",50398.25,1379,75
169,T167,T167,Chris Wilson,65,"36' 7""",33815.25,925,173
170,171,171,Ryuji Imada,90,"36' 8""",55202.75,1505,165
171,T172,T172,Matt Bettencourt,91,"36' 9""",45803.833,1247,189
172,T172,T172,Skip Kendall,58,"36' 9""",32272.667,879,179
173,174,174,Jason Day,82,"36' 10""",46808.917,1271,84
174,T175,T175,Scott Piercy,88,"37' 0""",53572.667,1449,82
175,T175,T175,Chris Tidland,77,"37' 0""",44999.667,1217,117
176,177,177,Rod Pampling,77,"37' 1""",46655.833,1257,159
177,178,178,Kevin Johnson,62,"37' 2""",32613.333,878,180
178,T179,T179,Nathan Green,86,"37' 3""",54027.083,1451,174
179,T179,T179,David Lutterus,69,"37' 3""",37440.0,1006,166
180,181,181,Ian Poulter,55,"37' 4""",22690.5,608,181
181,182,182,Matt Jones,89,"37' 8""",53731.833,1427,151
182,T183,T183,Aaron Baddeley,94,"37' 9""",59235.25,1568,164
183,T183,T183,Scott McCarron,90,"37' 9""",56150.917,1488,140
184,185,185,Ángel Cabrera,64,"37' 11""",34637.417,914,141
185,186,186,Derek Lamely,81,"38' 0""",43638.333,1148,183
186,T187,T187,James Driscoll,78,"38' 1""",50298.25,1321,97
187,T187,T187,J.B. Holmes,100,"38' 1""",60101.75,1577,144
188,T189,T189,Daniel Chopra,74,"38' 2""",45568.833,1194,187
189,T189,T189,Ted Purdy,86,"38' 2""",51206.5,1342,167
190,191,191,Jerod Turner,54,"38' 3""",27367.5,716,191
191,192,192,Martin Flores,75,"38' 4""",43779.0,1143,161
