,Left_Rough_Proximity_RANK THIS WEEK,Left_Rough_Proximity_RANK LAST WEEK,Left_Rough_Proximity_PLAYER NAME,Left_Rough_Proximity_ROUNDS,Left_Rough_Proximity_AVG,Left_Rough_Proximity_ATTEMPTS,Left_Rough_Proximity_TOTAL DISTANCE (FEET),Left_Rough_Proximity_RELATIVE TO PAR
29,T30,T30,Joe Durant,67,"39' 3""",61,2395.25,+8.00
30,T30,T30,Chris Riley,73,"39' 3""",79,3103.75,+18.00
31,T30,T30,Brandt Snedeker,89,"39' 3""",121,4753.25,+3.00
32,T33,T33,Jonathan Byrd,85,"39' 5""",146,5755.6669999999995,-5.00
33,T33,T33,Bo Van Pelt,104,"39' 5""",137,5399.5,+4.00
34,T35,T35,Tim Herron,79,"39' 6""",153,6046.3330000000005,+17.00
35,T35,T35,Kenny Perry,69,"39' 6""",97,3830.0,+16.00
36,T35,T35,Dean Wilson,54,"39' 6""",99,3911.333,+6.00
37,T38,T38,Stuart Appleby,101,"39' 7""",197,7797.9169999999995,+30.00
38,T38,T38,Chris Stroud,90,"39' 7""",114,4515.833,+7.00
39,T38,T38,Roger Tambellini,77,"39' 7""",96,3802.25,+18.00
40,41,41,Ryan Palmer,84,"39' 8""",129,5115.25,+10.00
41,42,42,Bill Lunde,79,"39' 10""",95,3782.417,+16.00
42,43,43,Hunter Mahan,85,"39' 11""",101,4027.667,+1.00
43,T44,T44,Brent Delahoussaye,57,"40' 0""",63,2521.667,+14.00
44,T44,T44,Rickie Fowler,98,"40' 0""",139,5558.4169999999995,+12.00
45,T46,T46,Kris Blanks,91,"40' 1""",114,4564.833,+21.00
46,T46,T46,Tom Gillis,97,"40' 1""",131,5249.25,+23.00
47,T46,T46,Charles Howell III,103,"40' 1""",150,6006.6669999999995,-3.00
48,49,49,Garth Mulroy,53,"40' 2""",75,3013.25,+3.00
49,T50,T50,Tim Clark,88,"40' 4""",89,3591.5,+3.00
50,T50,T50,Bob Estes,79,"40' 4""",112,4518.75,+14.00
51,T50,T50,Steve Flesch,78,"40' 4""",118,4761.333,+25.00
52,T50,T50,Jeev Milkha Singh,59,"40' 4""",98,3953.333,+7.00
53,T54,T54,Martin Flores,75,"40' 5""",156,6310.6669999999995,+13.00
54,T54,T54,Steve Marino,81,"40' 5""",118,4767.417,+16.00
55,56,56,James Driscoll,78,"40' 6""",134,5426.3330000000005,+10.00
56,T57,T57,Paul Goydos,78,"40' 8""",82,3337.833,+20.00
57,T57,T57,Carl Pettersson,99,"40' 8""",155,6307.0830000000005,+12.00
58,T59,T59,Woody Austin,93,"40' 9""",139,5665.0,+10.00
59,T59,T59,Luke Donald,71,"40' 9""",90,3668.667,-8.00
60,T59,T59,Steve Elkington,74,"40' 9""",86,3505.75,+9.00
61,T62,T62,Padraig Harrington,57,"40' 10""",95,3883.083,+6.00
62,T62,T62,Steve Stricker,73,"40' 10""",96,3921.0,+4.00
63,T64,T64,Matt Bettencourt,91,"40' 11""",147,6012.5830000000005,+32.00
64,T64,T64,Michael Connell,89,"40' 11""",150,6141.0830000000005,+15.00
65,T64,T64,Michael Sim,64,"40' 11""",93,3807.833,+9.00
66,T64,T64,Heath Slocum,97,"40' 11""",90,3685.167,+7.00
67,T64,T64,Bubba Watson,77,"40' 11""",137,5605.6669999999995,-14.00
68,T69,T69,Cameron Beckman,68,"41' 1""",103,4231.833,+19.00
69,T69,T69,Chad Campbell,94,"41' 1""",104,4272.833,+20.00
70,T69,T69,Ben Crane,85,"41' 1""",89,3655.917,+3.00
71,T69,T69,Spencer Levin,110,"41' 1""",179,7350.0830000000005,+23.00
72,73,73,Troy Matteson,84,"41' 2""",128,5265.9169999999995,+9.00
73,T74,T74,Rich Barcelo,70,"41' 3""",120,4954.667,+17.00
74,T74,T74,Paul Casey,64,"41' 3""",88,3632.333,E
75,T74,T74,Sean O'Hair,84,"41' 3""",122,5034.667,+14.00
76,77,77,Jason Day,82,"41' 4""",133,5499.25,+15.00
77,T78,T78,John Daly,63,"41' 5""",103,4266.75,+18.00
78,T78,T78,Charley Hoffman,85,"41' 5""",115,4763.083,+10.00
79,T78,T78,Matt Jones,89,"41' 5""",156,6460.1669999999995,+10.00
80,T81,T81,Stewart Cink,84,"41' 6""",112,4648.333,E
81,T81,T81,Kevin Stadler,86,"41' 6""",134,5561.3330000000005,+31.00
82,T83,T83,Troy Merritt,86,"41' 7""",131,5450.6669999999995,+19.00
83,T83,T83,Adam Scott,70,"41' 7""",95,3946.583,+5.00
84,T83,T83,Brian Stuard,81,"41' 7""",128,5318.3330000000005,+26.00
85,T86,T86,Martin Laird,91,"41' 8""",145,6037.0,+17.00
86,T86,T86,John Mallinger,78,"41' 8""",94,3916.0,+30.00
87,T88,T88,Alex Cejka,81,"41' 9""",96,4011.75,+15.00
88,T88,T88,George McNeill,79,"41' 9""",140,5847.0830000000005,+10.00
89,T88,T88,John Merrick,109,"41' 9""",133,5550.1669999999995,+25.00
90,T88,T88,Boo Weekley,88,"41' 9""",114,4758.0,+16.00
91,92,92,Roland Thatcher,72,"41' 10""",130,5433.0,+18.00
92,T93,T93,Ricky Barnes,103,"41' 11""",150,6283.5,+12.00
93,T93,T93,Mathias Grönberg,61,"41' 11""",94,3936.583,+14.00
94,T93,T93,Jeff Overton,89,"41' 11""",155,6499.4169999999995,+15.00
95,T93,T93,Jeff Quinney,91,"41' 11""",128,5369.1669999999995,+12.00
96,T93,T93,John Senden,103,"41' 11""",143,5988.8330000000005,+12.00
97,T98,T98,Rory Sabbatini,79,"42' 0""",106,4447.833,+12.00
98,T98,T98,Webb Simpson,98,"42' 0""",193,8110.4169999999995,+9.00
99,T100,T100,Sergio Garcia,58,"42' 2""",65,2742.167,-2.00
100,T100,T100,D.J. Trahan,92,"42' 2""",154,6491.5830000000005,+14.00
101,T102,T102,Michael Bradley,77,"42' 4""",130,5508.5,+8.00
102,T102,T102,Lee Janzen,77,"42' 4""",140,5926.4169999999995,+23.00
103,T102,T102,Richard Johnson,90,"42' 4""",108,4569.917,+32.00
104,T102,T102,David Lutterus,69,"42' 4""",96,4063.5,+14.00
105,T102,T102,Vance Veazey,58,"42' 4""",101,4273.083,+18.00
106,T107,T107,Ryan Moore,80,"42' 5""",106,4496.5,+13.00
107,T107,T107,Pat Perez,90,"42' 5""",131,5554.0,+14.00
108,T107,T107,Brett Quigley,96,"42' 5""",194,8232.583,+40.00
109,T110,T110,Briny Baird,87,"42' 6""",132,5607.5830000000005,+16.00
110,T110,T110,Trevor Immelman,55,"42' 6""",79,3355.917,+14.00
111,T110,T110,James Nitties,92,"42' 6""",117,4971.75,+16.00
112,T113,T113,Rocco Mediate,71,"42' 7""",85,3621.167,+14.00
113,T113,T113,Tim Petrovic,105,"42' 7""",125,5318.8330000000005,+19.00
114,115,115,Alex Prugh,88,"42' 8""",183,7801.0830000000005,+27.00
115,T116,T116,Aaron Baddeley,94,"42' 9""",151,6461.3330000000005,-5.00
116,T116,T116,Mark Calcavecchia,50,"42' 9""",64,2734.583,+13.00
117,T116,T116,Retief Goosen,75,"42' 9""",98,4186.75,+5.00
118,T116,T116,Michael Letzig,84,"42' 9""",138,5894.0,+12.00
119,T116,T116,Andres Romero,73,"42' 9""",137,5860.5,+22.00
120,T116,T116,Omar Uresti,74,"42' 9""",87,3719.25,+18.00
121,T122,T122,Lucas Glover,75,"42' 10""",106,4538.75,+4.00
122,T122,T122,Kevin Sutherland,86,"42' 10""",121,5178.333,+10.00
123,T122,T122,Brett Wetterich,54,"42' 10""",102,4368.75,+7.00
124,T125,T125,J.P. Hayes,79,"42' 11""",106,4552.417,+16.00
125,T125,T125,Joe Ogilvie,99,"42' 11""",145,6220.6669999999995,+19.00
126,127,127,Justin Rose,78,"43' 0""",130,5588.25,+7.00
127,128,128,Ángel Cabrera,64,"43' 2""",101,4356.25,+8.00
128,T129,T129,Jason Dufner,87,"43' 3""",106,4583.917,+22.00
129,T129,T129,Nicholas Thompson,88,"43' 3""",126,5447.4169999999995,+34.00
130,T131,T131,Ben Curtis,78,"43' 4""",115,4984.167,+18.00
131,T131,T131,Marc Leishman,87,"43' 4""",128,5544.4169999999995,+12.00
132,T131,T131,Scott Piercy,88,"43' 4""",143,6199.8330000000005,+24.00
133,T134,T134,Blake Adams,84,"43' 5""",122,5298.75,+25.00
134,T134,T134,Jarrod Lyle,54,"43' 5""",68,2949.833,+7.00
135,T134,T134,Jimmy Walker,82,"43' 5""",133,5774.5,E
136,T134,T134,Mark Wilson,87,"43' 5""",109,4732.083,+18.00
137,T138,T138,David Duval,71,"43' 6""",135,5872.8330000000005,+20.00
138,T138,T138,Brenden Pappas,66,"43' 6""",113,4915.5,+24.00
139,T140,T140,Robert Allenby,76,"43' 7""",98,4274.417,+15.00
140,T140,T140,J.J. Henry,92,"43' 7""",134,5841.3330000000005,-1.00
141,T140,T140,Camilo Villegas,78,"43' 7""",118,5137.917,+19.00
142,T140,T140,Charlie Wi,95,"43' 7""",140,6106.0,+10.00
143,T144,T144,K.J. Choi,82,"43' 10""",93,4077.917,+9.00
144,T144,T144,J.B. Holmes,100,"43' 10""",196,8593.75,-8.00
145,T146,T146,Brian Davis,101,"44' 0""",125,5504.75,+18.00
146,T146,T146,Justin Leonard,89,"44' 0""",107,4706.25,+13.00
147,T146,T146,Greg Owen,69,"44' 0""",98,4311.417,+21.00
148,T149,T149,Chad Collins,87,"44' 1""",93,4103.0,+10.00
149,T149,T149,Bryce Molder,84,"44' 1""",86,3792.5,+7.00
150,T151,T151,Kevin Streelman,90,"44' 2""",107,4728.333,+19.00
151,T151,T151,Chris Tidland,77,"44' 2""",113,4994.417,+15.00
152,153,153,Billy Mayfair,78,"44' 5""",85,3774.0,+12.00
153,154,154,Brendon de Jonge,114,"44' 7""",135,6023.9169999999995,+16.00
154,155,155,Scott Verplank,74,"44' 8""",78,3481.917,+11.00
155,156,156,Bill Haas,87,"44' 10""",127,5691.8330000000005,+9.00
156,157,157,Kevin Na,94,"45' 0""",139,6258.6669999999995,+15.00
157,158,158,Garrett Willis,82,"45' 1""",121,5458.75,+18.00
158,159,159,D.A. Points,90,"45' 2""",140,6324.1669999999995,+17.00
159,T160,T160,Mathew Goggin,85,"45' 3""",137,6194.3330000000005,+38.00
160,T160,T160,Kevin Johnson,62,"45' 3""",92,4164.333,+23.00
161,T160,T160,Jeff Maggert,76,"45' 3""",99,4480.333,+23.00
162,163,163,Aron Price,70,"45' 5""",95,4314.417,+17.00
163,T164,T164,Justin Bolli,55,"45' 6""",79,3596.0,+17.00
164,T164,T164,Derek Lamely,81,"45' 6""",140,6370.0,+19.00
165,T164,T164,Andrew McLardy,52,"45' 6""",94,4274.583,+18.00
166,167,167,Matt Every,60,"45' 7""",92,4189.917,+17.00
167,168,168,Vaughn Taylor,87,"45' 11""",115,5280.0830000000005,+26.00
168,T169,T169,John Rollins,81,"46' 1""",99,4560.333,+11.00
169,T169,T169,Mike Weir,59,"46' 1""",80,3688.333,+20.00
170,T171,T171,Nathan Green,86,"46' 3""",143,6619.0830000000005,+15.00
171,T171,T171,Matt Kuchar,97,"46' 3""",146,6750.6669999999995,+19.00
172,T171,T171,Scott McCarron,90,"46' 3""",131,6060.75,+6.00
173,174,174,David Toms,86,"46' 4""",71,3289.833,+12.00
174,175,175,Paul Stankowski,62,"46' 5""",97,4505.167,+13.00
175,176,176,Shaun Micheel,70,"46' 6""",97,4506.833,+17.00
176,T177,T177,Jason Bohn,84,"46' 7""",123,5728.1669999999995,+12.00
177,T177,T177,Steve Lowery,67,"46' 7""",95,4427.583,+19.00
178,179,179,Tom Pernice Jr.,74,"46' 8""",105,4898.5,+12.00
179,180,180,Ryuji Imada,90,"46' 9""",158,7389.25,+17.00
180,181,181,Josh Teater,101,"47' 3""",130,6143.1669999999995,+25.00
181,182,182,Ian Poulter,55,"47' 4""",52,2460.917,+12.00
182,183,183,Jerod Turner,54,"47' 10""",76,3635.667,+19.00
183,184,184,Skip Kendall,58,"47' 11""",63,3017.167,+11.00
184,T185,T185,Brad Faxon,58,"48' 1""",95,4565.25,+38.00
185,T185,T185,Zach Johnson,93,"48' 1""",94,4523.25,+12.00
186,187,187,Stephen Ames,75,"48' 10""",110,5367.6669999999995,+18.00
187,188,188,Brian Gay,101,"49' 1""",104,5100.833,+8.00
188,189,189,Ted Purdy,86,"49' 6""",148,7327.0830000000005,+28.00
189,190,190,Jerry Kelly,99,"49' 10""",121,6027.4169999999995,+10.00
190,191,191,Greg Kraft,52,"50' 3""",62,3115.0,+16.00
191,192,192,Jim Furyk,76,"50' 4""",96,4828.5,+14.00
