,Average_Distance_after_Going_for_it_Shot_RANK THIS WEEK,Average_Distance_after_Going_for_it_Shot_RANK LAST WEEK,Average_Distance_after_Going_for_it_Shot_PLAYER NAME,Average_Distance_after_Going_for_it_Shot_ROUNDS,Average_Distance_after_Going_for_it_Shot_AVG,Average_Distance_after_Going_for_it_Shot_TOTAL DIST AFTER GFG SHOT,Average_Distance_after_Going_for_it_Shot_TOTAL GFG SHOTS
106,T106,T106,Derek Lamely,65,24.6,109804.0,124
107,T106,T106,Bryce Molder,82,24.6,83308.0,94
108,109,109,Matt McQuillan,59,24.7,61315.0,69
109,T110,T110,Blake Adams,116,24.8,153315.0,172
110,T110,T110,Tommy Gainey,104,24.8,164294.0,184
111,T110,T110,Sergio Garcia,61,24.8,99899.0,112
112,T110,T110,Paul Goydos,81,24.8,66075.0,74
113,T110,T110,Bio Kim,71,24.8,98920.0,111
114,T115,T115,Joe Durant,71,24.9,84366.0,94
115,T115,T115,Lucas Glover,74,24.9,105649.0,118
116,T115,T115,J.P. Hayes,56,24.9,71600.0,80
117,T115,T115,Anthony Kim,72,24.9,109460.0,122
118,T115,T115,Jimmy Walker,79,24.9,132005.0,147
119,T115,T115,Mark Wilson,89,24.9,100353.0,112
120,T121,T121,Robert Allenby,84,25.0,134001.0,149
121,T121,T121,Fabián Gómez,84,25.0,112332.0,125
122,123,123,Michael Thompson,79,25.1,99474.0,110
123,T124,T124,Jim Furyk,87,25.2,90828.0,100
124,T124,T124,Spencer Levin,113,25.2,145009.0,160
125,T124,T124,David Mathis,83,25.2,79057.0,87
126,T124,T124,Troy Merritt,63,25.2,93412.0,103
127,T124,T124,Ryan Palmer,82,25.2,135895.0,150
128,129,129,Steven Bowditch,86,25.3,175026.0,192
129,T130,T130,Matt Kuchar,94,25.4,116939.0,128
130,T130,T130,Rod Pampling,72,25.4,110673.0,121
131,T132,T132,Ricky Barnes,78,25.5,116733.0,127
132,T132,T132,Brian Davis,105,25.5,155104.0,169
133,T132,T132,D.J. Trahan,91,25.5,180882.0,197
134,135,135,Ryan Moore,79,25.6,125403.0,136
135,T136,T136,Arjun Atwal,91,25.7,120180.0,130
136,T136,T136,Tim Herron,85,25.7,115609.0,125
137,T138,T138,Joseph Bramlett,73,25.8,123699.0,133
138,T138,T138,Ben Crane,76,25.8,99510.0,107
139,T138,T138,Colt Knost,80,25.8,73400.0,79
140,141,141,Greg Chalmers,88,25.9,103369.0,111
141,T142,T142,Briny Baird,60,26.0,66537.0,71
142,T142,T142,James Driscoll,71,26.0,128407.0,137
143,T144,T144,Dustin Johnson,72,26.1,145539.0,155
144,T144,T144,Chris Riley,76,26.1,80701.0,86
145,T146,T146,Jason Bohn,74,26.3,114557.0,121
146,T146,T146,Michael Bradley,74,26.3,85157.0,90
147,T146,T146,Ryuji Imada,83,26.3,118131.0,125
148,T146,T146,Kevin Kisner,70,26.3,77570.0,82
149,T150,T150,Stuart Appleby,65,26.4,88462.0,93
150,T150,T150,Rich Beem,53,26.4,72342.0,76
151,152,152,Cameron Beckman,71,26.5,103860.0,109
152,T153,T153,Chris DiMarco,93,26.6,103303.0,108
153,T153,T153,Hunter Haas,96,26.6,160746.0,168
154,T155,T155,Andres Gonzales,60,26.7,71050.0,74
155,T155,T155,Pat Perez,76,26.7,130704.0,136
156,T157,T157,Brian Gay,90,26.8,57004.0,59
157,T157,T157,Billy Mayfair,94,26.8,155613.0,161
158,159,159,David Toms,78,26.9,83372.0,86
159,T160,T160,Steve Flesch,88,27.0,107998.0,111
160,T160,T160,Graeme McDowell,50,27.0,72888.0,75
161,T160,T160,Nate Smith,66,27.0,57261.0,59
162,T163,T163,Padraig Harrington,60,27.1,80964.0,83
163,T163,T163,Zach Johnson,79,27.1,99639.0,102
164,T163,T163,Sean O'Hair,71,27.1,102353.0,105
165,T163,T163,Charlie Wi,83,27.1,121103.0,124
166,167,167,Tag Ridings,87,27.2,170290.0,174
167,T168,T168,Alex Cejka,59,27.6,77412.0,78
168,T168,T168,Jeff Overton,92,27.6,167701.0,169
169,T170,T170,Chris Kirk,87,27.7,139849.0,140
170,T170,T170,Michael Putnam,67,27.7,104596.0,105
171,T170,T170,Johnson Wagner,81,27.7,97565.0,98
172,T173,T173,Aron Price,58,28.1,71783.0,71
173,T173,T173,Daniel Summerhays,75,28.1,107377.0,106
174,T175,T175,Billy Horschel,75,28.2,118697.0,117
175,T175,T175,Lee Janzen,62,28.2,80108.0,79
176,177,177,Justin Hicks,60,28.3,56012.0,55
177,T178,T178,Steve Elkington,50,28.4,74538.0,73
178,T178,T178,Vaughn Taylor,89,28.4,130780.0,128
179,T180,T180,Richard Johnson,64,28.9,51040.0,49
180,T180,T180,Nick O'Hern,89,28.9,93703.0,90
181,182,182,Geoff Ogilvy,69,29.0,92987.0,89
182,183,183,Paul Stankowski,78,29.1,117416.0,112
183,184,184,Ben Curtis,66,29.5,83807.0,79
184,185,185,Garrett Willis,71,29.8,113903.0,106
185,186,186,Rocco Mediate,53,32.1,82067.0,71
