,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
121,T119,T119,Stewart Cink,72,8
122,T119,T119,Jason Day,76,8
123,T119,T119,Lucas Glover,74,8
124,T119,T119,Lee Janzen,62,8
125,T119,T119,George McNeill,69,8
126,T119,T119,Troy Merritt,63,8
127,T119,T119,Vijay Singh,79,8
128,T119,T119,Chris Stroud,88,8
129,T130,T130,D.J. Brigman,67,7
130,T130,T130,J.P. Hayes,56,7
131,T130,T130,Richard Johnson,64,7
132,T130,T130,David Mathis,83,7
133,T130,T130,William McGirt,103,7
134,T130,T130,Rocco Mediate,53,7
135,T130,T130,Martin Piller,63,7
136,T130,T130,Aron Price,58,7
137,T130,T130,Paul Stankowski,78,7
138,T130,T130,Will Strickler,51,7
139,T130,T130,Bo Van Pelt,92,7
140,T141,T141,Chad Campbell,99,6
141,T141,T141,Ernie Els,71,6
142,T141,T141,Bobby Gates,82,6
143,T141,T141,Andres Gonzales,60,6
144,T141,T141,Hunter Haas,96,6
145,T141,T141,Trevor Immelman,84,6
146,T141,T141,Robert Karlsson,61,6
147,T141,T141,Graeme McDowell,50,6
148,T141,T141,John Merrick,71,6
149,T141,T141,Geoff Ogilvy,69,6
150,T141,T141,Ryan Palmer,82,6
151,T141,T141,Jim Renner,65,6
152,T141,T141,Alexandre Rocha,65,6
153,T141,T141,Adam Scott,60,6
154,T141,T141,Scott Stallings,84,6
155,T141,T141,Steve Stricker,70,6
156,T157,T157,Rich Beem,53,5
157,T157,T157,Ben Curtis,66,5
158,T157,T157,David Duval,67,5
159,T157,T157,Harrison Frazar,58,5
160,T157,T157,Retief Goosen,50,5
161,T157,T157,Anthony Kim,72,5
162,T157,T157,Bill Lunde,92,5
163,T157,T157,Ian Poulter,52,5
164,T157,T157,Kevin Streelman,90,5
165,T166,T166,Cameron Beckman,71,4
166,T166,T166,Ángel Cabrera,50,4
167,T166,T166,Luke Donald,73,4
168,T166,T166,Joe Durant,71,4
169,T166,T166,Padraig Harrington,60,4
170,T166,T166,Ryuji Imada,83,4
171,T166,T166,Bryce Molder,82,4
172,T166,T166,Alex Prugh,82,4
173,T166,T166,Michael Putnam,67,4
174,T166,T166,Daniel Summerhays,75,4
175,T166,T166,Bubba Watson,85,4
176,T166,T166,Boo Weekley,66,4
177,T166,T166,Y.E. Yang,63,4
178,T179,T179,Woody Austin,59,3
179,T179,T179,Steve Elkington,50,3
180,T179,T179,J.J. Henry,96,3
181,T179,T179,Charl Schwartzel,58,3
182,T179,T179,Roland Thatcher,67,3
183,T179,T179,Johnson Wagner,81,3
184,T185,T185,Justin Hicks,60,1
185,T185,T185,Davis Love III,70,1
