,Going_for_the_Green_RANK THIS WEEK,Going_for_the_Green_RANK LAST WEEK,Going_for_the_Green_PLAYER NAME,Going_for_the_Green_ROUNDS,Going_for_the_Green_%,Going_for_the_Green_ATTEMPTS,Going_for_the_Green_NON-ATTEMPTS,Going_for_the_Green_RTP-GOING FOR THE GREEN,Going_for_the_Green_RTP-NOT GOING FOR THE GRN
36,37,37,Will Strickler,51,59.86,88,59,-52,+9
37,38,38,Cameron Tringale,110,59.3,204,140,-102,-5
38,39,39,Robert Allenby,84,59.13,149,103,-64,-9
39,40,40,Scott McCarron,65,58.89,106,74,-54,+5
40,41,41,Charl Schwartzel,58,58.62,85,60,-45,+3
41,42,42,Bobby Gates,82,58.61,143,101,-79,+5
42,43,43,Robert Karlsson,61,57.93,95,69,-56,-3
43,44,44,James Driscoll,71,57.89,132,96,-71,+3
44,45,45,Kevin Stadler,88,57.45,158,117,-67,+1
45,T46,T46,Keegan Bradley,91,57.14,152,114,-82,+1
46,T46,T46,Troy Matteson,91,57.14,172,129,-80,+3
47,T46,T46,Rory Sabbatini,85,57.14,128,96,-74,-11
48,49,49,Sung Kang,63,57.06,101,76,-53,-7
49,50,50,Justin Rose,79,57.02,138,104,-88,-7
50,51,51,Anthony Kim,72,57.01,122,92,-68,-3
51,T52,T52,Marc Leishman,87,56.75,164,125,-94,+7
52,T52,T52,Hunter Mahan,92,56.75,164,125,-98,-25
53,54,54,George McNeill,69,56.72,114,87,-75,+4
54,55,55,John Rollins,85,56.51,152,117,-88,-2
55,56,56,Tommy Gainey,104,56.25,180,140,-83,-1
56,57,57,Matt Bettencourt,84,56.12,156,122,-81,+12
57,58,58,J.J. Henry,96,55.92,170,134,-79,-7
58,59,59,Jimmy Walker,79,55.73,146,116,-77,-4
59,60,60,Zack Miller,86,55.68,147,117,-87,+22
60,61,61,Charles Howell III,108,55.56,180,144,-115,-21
61,62,62,Matt Jones,71,55.51,136,109,-76,-4
62,63,63,Derek Lamely,65,55.45,122,98,-71,+12
63,64,64,Rickie Fowler,84,55.33,135,109,-79,-3
64,65,65,Kevin Streelman,90,55.3,146,118,-77,-15
65,66,66,Lucas Glover,74,54.93,117,96,-78,-14
66,67,67,Y.E. Yang,63,54.79,80,66,-49,E
67,68,68,Steve Marino,76,54.78,126,104,-82,-6
68,69,69,Michael Putnam,67,54.74,104,86,-43,+9
69,70,70,Ricky Barnes,78,54.55,126,105,-67,+2
70,71,71,D.A. Points,89,54.44,147,123,-87,-5
71,72,72,Harrison Frazar,58,53.74,79,68,-42,-4
72,73,73,Carl Pettersson,95,53.65,169,146,-98,-23
73,74,74,Jim Herman,69,53.62,111,96,-60,+11
74,75,75,Ernie Els,71,53.49,115,100,-61,-5
75,76,76,Jim Renner,65,53.4,102,89,-59,+4
76,77,77,Scott Gutschewski,67,52.97,107,95,-52,+8
77,78,78,John Merrick,71,52.94,108,96,-64,-13
78,79,79,Hunter Haas,96,52.83,168,150,-85,-13
79,80,80,Sean O'Hair,71,52.58,102,92,-51,+5
80,81,81,Brandt Snedeker,85,52.47,117,106,-81,-13
81,82,82,Graeme McDowell,50,52.45,75,68,-41,-13
82,83,83,Brendan Steele,89,52.43,151,137,-97,-12
83,84,84,Davis Love III,70,52.38,99,90,-60,+4
84,85,85,Billy Horschel,75,52.23,117,107,-59,-6
85,86,86,Chez Reavie,92,52.01,155,143,-79,-6
86,87,87,Bio Kim,71,51.94,107,99,-69,+8
87,88,88,Vijay Singh,79,51.74,134,125,-88,-5
88,89,89,Chris Stroud,88,51.59,146,137,-94,-9
89,90,90,Troy Merritt,63,51.5,103,97,-48,+1
90,91,91,D.J. Brigman,67,51.38,93,88,-47,+5
91,92,92,Billy Mayfair,94,51.27,161,153,-97,-20
92,93,93,Bill Lunde,92,51.14,157,150,-85,-15
93,94,94,Matt Kuchar,94,51.0,127,122,-76,-27
94,95,95,Pat Perez,76,50.94,135,130,-64,-17
95,96,96,Camilo Villegas,69,50.76,100,97,-54,-7
96,97,97,Chris Kirk,87,50.72,140,136,-71,-9
97,98,98,Ben Martin,74,50.21,120,119,-55,-11
98,99,99,Scott Stallings,84,50.2,123,122,-68,-12
99,100,100,Kevin Na,84,50.0,130,130,-77,-24
100,101,101,Fabián Gómez,84,49.8,125,126,-71,-14
101,102,102,Spencer Levin,113,49.69,159,161,-95,-23
102,103,103,Alex Prugh,82,49.62,129,131,-71,+4
103,104,104,Brian Davis,105,49.56,169,172,-82,-27
104,105,105,Roland Thatcher,67,49.3,106,109,-59,-5
105,106,106,Padraig Harrington,60,49.11,83,86,-50,E
106,107,107,Andres Gonzales,60,48.68,74,78,-32,-3
107,108,108,Geoff Ogilvy,69,48.37,89,95,-41,-6
108,109,109,Freddie Jacobson,92,48.32,115,123,-64,-5
109,110,110,Brandt Jobe,100,48.2,147,158,-89,-6
110,111,111,Paul Stankowski,78,48.05,111,120,-59,-13
111,112,112,Retief Goosen,50,47.92,69,75,-46,+12
112,113,113,Ben Crane,76,47.77,107,117,-58,-8
113,114,114,Garrett Willis,71,47.75,106,116,-50,-1
114,115,115,Nathan Green,81,47.62,120,132,-56,+4
115,116,116,Alexandre Rocha,65,47.5,76,84,-40,-1
116,117,117,Jason Bohn,74,47.27,121,135,-65,-22
117,118,118,Chad Campbell,99,47.12,147,165,-84,-10
118,119,119,Stewart Cink,72,47.06,96,108,-50,-20
119,120,120,Tim Herron,85,46.99,125,141,-71,-2
120,121,121,Jarrod Lyle,83,46.59,123,141,-75,-3
121,122,122,Cameron Beckman,71,46.58,109,125,-58,-13
122,123,123,Lee Janzen,62,46.47,79,91,-43,-1
123,124,124,David Duval,67,46.05,99,116,-40,-5
124,125,125,Joe Ogilvie,75,45.66,100,119,-66,+8
125,126,126,Martin Piller,63,45.65,84,100,-44,-4
126,127,127,Jason Dufner,78,45.54,102,122,-62,-17
127,128,128,Brendon de Jonge,105,45.48,151,181,-102,-16
128,129,129,Blake Adams,116,45.33,170,205,-107,-21
129,130,130,Daniel Summerhays,75,45.3,106,128,-57,+17
130,131,131,Steve Stricker,70,45.19,94,114,-69,-32
131,132,132,Kris Blanks,92,45.18,136,165,-84,-19
132,133,133,Michael Thompson,79,45.08,110,134,-52,-6
133,134,134,Mark Wilson,89,44.8,112,138,-61,-21
134,135,135,Ryuji Imada,83,44.6,124,154,-73,-2
135,T136,T136,Stuart Appleby,65,44.44,92,115,-52,-6
136,T136,T136,Rich Beem,53,44.44,76,95,-35,-6
137,138,138,Luke Donald,73,44.39,83,104,-54,-30
138,139,139,Tim Petrovic,88,44.29,124,156,-69,-7
139,140,140,Steve Elkington,50,44.24,73,92,-38,+1
140,T141,T141,Michael Bradley,74,43.9,90,115,-54,-7
141,T141,T141,K.J. Choi,77,43.9,90,115,-49,-22
142,143,143,William McGirt,103,43.83,142,182,-70,-13
143,144,144,Charlie Wi,83,43.82,124,159,-68,-20
144,145,145,Trevor Immelman,84,43.75,105,135,-75,+1
145,146,146,Aron Price,58,43.56,71,92,-32,-14
146,147,147,Matt McQuillan,59,43.4,69,90,-37,+1
147,148,148,J.P. Hayes,56,42.93,79,105,-42,-9
148,149,149,Alex Cejka,59,42.86,78,104,-39,-9
149,150,150,Kevin Kisner,70,42.71,82,110,-41,+4
150,151,151,Zach Johnson,79,42.68,102,137,-64,-34
151,152,152,Shane Bertsch,62,42.44,73,99,-42,-22
152,153,153,Woody Austin,59,42.31,77,105,-44,-23
153,154,154,Arjun Atwal,91,42.3,129,176,-70,-1
154,155,155,Ian Poulter,52,42.18,62,85,-39,-10
155,156,156,Vaughn Taylor,89,41.97,128,177,-64,-17
156,157,157,David Toms,78,41.95,86,119,-52,-31
157,158,158,Briny Baird,60,41.76,71,99,-35,-3
158,159,159,Steve Flesch,88,41.67,110,154,-61,-19
159,160,160,Joe Durant,71,41.63,92,129,-46,-16
160,161,161,David Hearn,88,41.31,107,152,-60,-12
161,162,162,Stephen Ames,69,40.59,82,120,-31,-15
162,163,163,Johnson Wagner,81,40.33,98,145,-48,-19
163,164,164,Jerry Kelly,85,40.27,89,132,-60,-21
164,165,165,Jim Furyk,87,39.84,100,151,-60,-29
165,166,166,Greg Chalmers,88,39.36,111,171,-58,-31
166,167,167,Heath Slocum,89,39.06,100,156,-63,-13
167,168,168,Kent Jones,76,38.46,85,136,-43,-19
168,169,169,Shaun Micheel,77,38.26,88,142,-43,+2
169,170,170,Rocco Mediate,53,37.97,71,116,-35,+1
170,171,171,Chris DiMarco,93,37.89,108,177,-52,-11
171,172,172,Ben Curtis,66,37.62,79,131,-35,-20
172,173,173,Michael Connell,76,37.2,93,157,-55,-6
173,174,174,Justin Hicks,60,36.18,55,97,-19,+5
174,175,175,David Mathis,83,35.95,87,155,-49,-11
175,176,176,Chris Riley,76,35.83,86,154,-50,-13
176,177,177,Justin Leonard,82,35.74,94,169,-58,-14
177,178,178,Bryce Molder,82,35.07,94,174,-54,-29
178,179,179,Dean Wilson,62,34.74,74,139,-36,-20
179,180,180,Marc Turnesa,54,34.36,56,107,-21,-12
180,181,181,Colt Knost,80,34.2,79,152,-34,-7
181,182,182,Nick O'Hern,89,32.59,88,182,-53,-37
182,183,183,Nate Smith,66,31.38,59,129,-38,-6
183,184,184,Paul Goydos,81,25.81,72,207,-25,-26
184,185,185,Richard Johnson,64,25.79,49,141,-21,-8
185,186,186,Brian Gay,90,22.35,59,205,-38,-46
