,Approaches_Left_Rough_RTP_Score_RANK THIS WEEK,Approaches_Left_Rough_RTP_Score_RANK LAST WEEK,Approaches_Left_Rough_RTP_Score_PLAYER NAME,Approaches_Left_Rough_RTP_Score_ROUNDS,Approaches_Left_Rough_RTP_Score_AVG RTP
136,137,137,Matt McQuillan,59,+.188
137,T138,T138,Jim Furyk,87,+.191
138,T138,T138,Paul Goydos,81,+.191
139,140,140,Boo Weekley,66,+.195
140,T141,T141,Derek Lamely,65,+.200
141,T141,T141,Michael Thompson,79,+.200
142,T143,T143,Chad Campbell,99,+.203
143,T143,T143,Jimmy Walker,79,+.203
144,T145,T145,Zach Johnson,79,+.207
145,T145,T145,Tag Ridings,87,+.207
146,147,147,Billy Horschel,75,+.208
147,148,148,Charlie Wi,83,+.209
148,149,149,Tim Petrovic,88,+.212
149,150,150,K.J. Choi,77,+.214
150,T151,T151,Michael Connell,76,+.216
151,T151,T151,Brandt Jobe,100,+.216
152,T151,T151,Brendan Steele,89,+.216
153,154,154,Andres Romero,77,+.220
154,155,155,Mark Wilson,89,+.221
155,156,156,David Duval,67,+.225
156,T157,T157,Sung Kang,63,+.227
157,T157,T157,Michael Putnam,67,+.227
158,T159,T159,Woody Austin,59,+.228
159,T159,T159,Chris Riley,76,+.228
160,T161,T161,Tom Gillis,55,+.229
161,T161,T161,Vaughn Taylor,89,+.229
162,163,163,D.A. Points,89,+.230
163,164,164,Graeme McDowell,50,+.231
164,165,165,Joe Durant,71,+.232
165,166,166,David Hearn,88,+.233
166,T167,T167,Rocco Mediate,53,+.236
167,T167,T167,Dean Wilson,62,+.236
168,169,169,Kevin Chappell,78,+.242
169,170,170,Jarrod Lyle,83,+.244
170,171,171,Steve Flesch,88,+.250
171,172,172,Lee Janzen,62,+.253
172,173,173,Arjun Atwal,91,+.255
173,174,174,Nate Smith,66,+.256
174,175,175,Will Strickler,51,+.257
175,176,176,Keegan Bradley,91,+.260
176,177,177,Aron Price,58,+.269
177,178,178,Bobby Gates,82,+.270
178,179,179,Rich Beem,53,+.280
179,180,180,Justin Hicks,60,+.292
180,181,181,John Merrick,71,+.294
181,182,182,Jim Renner,65,+.311
182,183,183,Alex Prugh,82,+.315
183,184,184,Ben Martin,74,+.327
184,185,185,Scott Gutschewski,67,+.336
185,186,186,Martin Piller,63,+.356
