,Average_Approach_Distance_-_Par_RANK THIS WEEK,Average_Approach_Distance_-_Par_RANK LAST WEEK,Average_Approach_Distance_-_Par_PLAYER NAME,Average_Approach_Distance_-_Par_ROUNDS,Average_Approach_Distance_-_Par_AVG (YARDS),Average_Approach_Distance_-_Par_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Par_NUMBER OF APPROACH SHOTS
31,T32,T32,Tim Herron,85,160.4,5133853.0,889
32,T32,T32,John Rollins,85,160.4,4747771.0,822
33,34,34,Steve Marino,76,160.5,3912134.0,677
34,35,35,Keegan Bradley,91,160.6,4966746.0,859
35,T36,T36,Ángel Cabrera,50,160.7,2122717.0,367
36,T36,T36,Brandt Jobe,100,160.7,5357814.0,926
37,T36,T36,Vaughn Taylor,89,160.7,5565921.0,962
38,T36,T36,Josh Teater,104,160.7,5890570.0,1018
39,T40,T40,Lee Janzen,62,160.8,3131893.0,541
40,T40,T40,Roland Thatcher,67,160.8,3994903.0,690
41,42,42,Nick O'Hern,89,161.0,5148093.0,888
42,T43,T43,Steven Bowditch,86,161.1,4686196.0,808
43,T43,T43,Brendon de Jonge,105,161.1,6082985.0,1049
44,T43,T43,Ernie Els,71,161.1,3903251.0,673
45,T43,T43,Scott Gutschewski,67,161.1,3594815.0,620
46,T43,T43,William McGirt,103,161.1,6392890.0,1102
47,T43,T43,John Merrick,71,161.1,3978137.0,686
48,T49,T49,Chris DiMarco,93,161.2,5506114.0,949
49,T49,T49,Steve Elkington,50,161.2,2936556.0,506
50,T51,T51,Shane Bertsch,62,161.3,3390833.0,584
51,T51,T51,Davis Love III,70,161.3,3589327.0,618
52,T53,T53,Retief Goosen,50,161.4,2656174.0,457
53,T53,T53,Pat Perez,76,161.4,4533154.0,780
54,T55,T55,Cameron Beckman,71,161.6,4090247.0,703
55,T55,T55,David Duval,67,161.6,3788194.0,651
56,T55,T55,Fabián Gómez,84,161.6,4391778.0,755
57,T55,T55,Justin Leonard,82,161.6,5258713.0,904
58,T55,T55,Tag Ridings,87,161.6,4777625.0,821
59,T60,T60,Robert Garrigus,83,161.7,4225523.0,726
60,T60,T60,Anthony Kim,72,161.7,3730479.0,641
61,T60,T60,Troy Matteson,91,161.7,5281327.0,907
62,T60,T60,D.J. Trahan,91,161.7,5609903.0,964
63,T64,T64,Matt Bettencourt,84,161.8,4951448.0,850
64,T64,T64,Kevin Chappell,78,161.8,4059435.0,697
65,T64,T64,Jarrod Lyle,83,161.8,4613487.0,792
66,T67,T67,Ryuji Imada,83,161.9,5064161.0,869
67,T67,T67,Zack Miller,86,161.9,4748934.0,815
68,69,69,Ben Crane,76,162.0,4298356.0,737
69,T70,T70,Blake Adams,116,162.1,6904335.0,1183
70,T70,T70,Jason Dufner,78,162.1,4288088.0,735
71,T70,T70,Rickie Fowler,84,162.1,4021047.0,689
72,T70,T70,Rod Pampling,72,162.1,4102075.0,703
73,T70,T70,Nate Smith,66,162.1,3582886.0,614
74,T70,T70,Michael Thompson,79,162.1,4657729.0,798
75,T76,T76,Chris Couch,73,162.2,4455987.0,763
76,T76,T76,Michael Putnam,67,162.2,3642989.0,624
77,T78,T78,Briny Baird,60,162.3,3400369.0,582
78,T78,T78,Kris Blanks,92,162.3,5574774.0,954
79,T78,T78,Hunter Haas,96,162.3,5672885.0,971
80,T78,T78,Sung Kang,63,162.3,3393983.0,581
81,T78,T78,Nick Watney,80,162.3,4059759.0,695
82,T83,T83,Michael Connell,76,162.4,4976589.0,851
83,T83,T83,Charles Howell III,108,162.4,6382901.0,1092
84,T85,T85,Joe Durant,71,162.5,4422517.0,756
85,T85,T85,Paul Goydos,81,162.5,4907023.0,839
86,T85,T85,Phil Mickelson,79,162.5,3715806.0,635
87,T88,T88,Tim Petrovic,88,162.6,5250313.0,897
88,T88,T88,Steve Stricker,70,162.6,3576679.0,611
89,T88,T88,Charlie Wi,83,162.6,5111615.0,873
90,T91,T91,Jason Bohn,74,162.7,4468979.0,763
91,T91,T91,Chad Campbell,99,162.7,5951875.0,1016
92,T91,T91,Ian Poulter,52,162.7,2635459.0,450
93,T94,T94,Lucas Glover,74,162.8,3920016.0,669
94,T94,T94,Geoff Ogilvy,69,162.8,3482099.0,594
95,T96,T96,Rich Beem,53,162.9,3131766.0,534
96,T96,T96,Tommy Gainey,104,162.9,5824552.0,993
97,T96,T96,Padraig Harrington,60,162.9,3049650.0,520
98,T96,T96,Derek Lamely,65,162.9,3613346.0,616
99,T96,T96,Bubba Watson,85,162.9,3659198.0,624
100,T101,T101,Ricky Barnes,78,163.0,4307029.0,734
101,T101,T101,Shaun Micheel,77,163.0,4483173.0,764
102,T101,T101,Sean O'Hair,71,163.0,3959750.0,675
103,T101,T101,Carl Pettersson,95,163.0,5908893.0,1007
104,T105,T105,Arjun Atwal,91,163.1,5360030.0,913
105,T105,T105,Steve Flesch,88,163.1,5043831.0,859
106,T107,T107,Woody Austin,59,163.2,3465530.0,590
107,T107,T107,Matt Jones,71,163.2,4165259.0,709
108,T107,T107,Matt McQuillan,59,163.2,3195488.0,544
109,T110,T110,Jim Furyk,87,163.3,4896857.0,833
110,T110,T110,Bill Haas,93,163.3,4878953.0,830
111,T110,T110,Kent Jones,76,163.3,4480942.0,762
112,T110,T110,Jeff Overton,92,163.3,4755090.0,809
113,T110,T110,D.A. Points,89,163.3,4821989.0,820
114,T110,T110,Aron Price,58,163.3,3215824.0,547
115,T110,T110,Alexandre Rocha,65,163.3,3398218.0,578
116,117,117,Martin Laird,77,163.4,4081769.0,694
117,T118,T118,Jonathan Byrd,83,163.6,4846501.0,823
118,T118,T118,Charley Hoffman,93,163.6,4588936.0,779
119,T118,T118,David Mathis,83,163.6,4712057.0,800
120,T118,T118,Brandt Snedeker,85,163.6,4317350.0,733
121,T122,T122,Troy Merritt,63,163.7,3908281.0,663
122,T122,T122,Bryce Molder,82,163.7,4892530.0,830
123,T122,T122,Kyle Stanley,98,163.7,4998344.0,848
124,T125,T125,Richard Johnson,64,163.8,3785967.0,642
125,T125,T125,Marc Leishman,87,163.8,5323564.0,903
126,T127,T127,Jason Day,76,163.9,3930664.0,666
127,T127,T127,Kevin Stadler,88,163.9,4767628.0,808
128,T129,T129,Stewart Cink,72,164.0,3483486.0,590
129,T129,T129,Colt Knost,80,164.0,4576792.0,775
130,T129,T129,Spencer Levin,113,164.0,6669907.0,1130
131,T129,T129,Camilo Villegas,69,164.0,3678442.0,623
132,T133,T133,Aaron Baddeley,77,164.1,3969396.0,672
133,T133,T133,Brendan Steele,89,164.1,5090885.0,862
134,T135,T135,Scott McCarron,65,164.2,3617512.0,612
135,T135,T135,Rory Sabbatini,85,164.2,4049129.0,685
136,T137,T137,Bill Lunde,92,164.3,5169214.0,874
137,T137,T137,Graeme McDowell,50,164.3,2365890.0,400
138,T137,T137,George McNeill,69,164.3,3881117.0,656
139,T137,T137,Webb Simpson,98,164.3,5465934.0,924
140,T141,T141,Tom Gillis,55,164.4,3368451.0,569
141,T141,T141,Chez Reavie,92,164.4,5403448.0,913
142,T141,T141,Y.E. Yang,63,164.4,2852684.0,482
143,T144,T144,Greg Chalmers,88,164.5,5556286.0,938
144,T144,T144,James Driscoll,71,164.5,3998444.0,675
145,146,146,Marc Turnesa,54,164.6,3099817.0,523
146,T147,T147,Stuart Appleby,65,164.7,4025537.0,679
147,T147,T147,Jerry Kelly,85,164.7,4862980.0,820
148,T147,T147,David Toms,78,164.7,4062346.0,685
149,150,150,Johnson Wagner,81,164.8,4940549.0,833
150,151,151,Scott Piercy,78,164.9,4120418.0,694
151,T152,T152,Ben Curtis,66,165.0,4407482.0,742
152,T152,T152,Robert Karlsson,61,165.0,3105753.0,523
153,T152,T152,Andres Romero,77,165.0,4223037.0,711
154,T152,T152,Daniel Summerhays,75,165.0,4573458.0,770
155,T152,T152,Cameron Tringale,110,165.0,6647627.0,1119
156,T157,T157,Brian Davis,105,165.1,6193814.0,1042
157,T157,T157,Freddie Jacobson,92,165.1,4801069.0,808
158,T159,T159,Billy Mayfair,94,165.2,5810219.0,977
159,T159,T159,Charl Schwartzel,58,165.2,2688353.0,452
160,T161,T161,Zach Johnson,79,165.3,4499302.0,756
161,T161,T161,Matt Kuchar,94,165.3,4869137.0,818
162,T161,T161,Bo Van Pelt,92,165.3,4759591.0,800
163,T161,T161,Jimmy Walker,79,165.3,5124007.0,861
164,T161,T161,Mark Wilson,89,165.3,4933695.0,829
165,166,166,Joseph Bramlett,73,165.6,4082760.0,685
166,T167,T167,Sergio Garcia,61,165.7,3137649.0,526
167,T167,T167,Kevin Na,84,165.7,4591891.0,770
168,T169,T169,K.J. Choi,77,165.8,4034828.0,676
169,T169,T169,Dean Wilson,62,165.8,4034232.0,676
170,T171,T171,Luke Donald,73,165.9,3625159.0,607
171,T171,T171,Hunter Mahan,92,165.9,4932379.0,826
172,T171,T171,Gary Woodland,93,165.9,4711910.0,789
173,174,174,Ben Martin,74,166.0,4260460.0,713
174,175,175,Bobby Gates,82,166.3,4424193.0,739
175,176,176,D.J. Brigman,67,166.4,3648058.0,609
176,T177,T177,Ryan Palmer,82,167.0,4166540.0,693
177,T177,T177,Justin Rose,79,167.0,4275763.0,711
178,T177,T177,Boo Weekley,66,167.0,3739877.0,622
179,180,180,John Senden,94,167.4,5536859.0,919
180,T181,T181,Nathan Green,81,167.6,4864093.0,806
181,T181,T181,J.J. Henry,96,167.6,5695688.0,944
182,183,183,Alex Cejka,59,167.7,3247534.0,538
183,184,184,Robert Allenby,84,167.8,4905100.0,812
184,185,185,Ryan Moore,79,168.1,4091908.0,676
185,186,186,Garrett Willis,71,169.0,4392528.0,722
