,Approach__275_yards_RTP_RANK THIS WEEK,Approach__275_yards_RTP_RANK LAST WEEK,Approach__275_yards_RTP_PLAYER NAME,Approach__275_yards_RTP_ROUNDS,Approach__275_yards_RTP_AVG RTP
57,T58,T58,Troy Merritt,63,-.538
58,T58,T58,Geoff Ogilvy,69,-.538
59,T58,T58,Kyle Stanley,98,-.538
60,T61,T61,Scott Piercy,78,-.533
61,T61,T61,Vaughn Taylor,89,-.533
62,63,63,Michael Thompson,79,-.529
63,64,64,Blake Adams,116,-.524
64,T65,T65,Joseph Bramlett,73,-.500
65,T65,T65,Jonathan Byrd,83,-.500
66,T65,T65,K.J. Choi,77,-.500
67,T65,T65,Luke Donald,73,-.500
68,T65,T65,Steve Elkington,50,-.500
69,T65,T65,Nathan Green,81,-.500
70,T65,T65,Freddie Jacobson,92,-.500
71,T65,T65,Richard Johnson,64,-.500
72,T65,T65,Robert Karlsson,61,-.500
73,T65,T65,Chris Kirk,87,-.500
74,T65,T65,Martin Laird,77,-.500
75,T65,T65,George McNeill,69,-.500
76,T65,T65,John Merrick,71,-.500
77,T65,T65,Vijay Singh,79,-.500
78,T65,T65,Josh Teater,104,-.500
79,T65,T65,D.J. Trahan,91,-.500
80,T81,T81,Charley Hoffman,93,-.480
81,T81,T81,Garrett Willis,71,-.480
82,T83,T83,Chad Campbell,99,-.474
83,T83,T83,Fabián Gómez,84,-.474
84,85,85,Jhonattan Vegas,84,-.471
85,86,86,Zach Johnson,79,-.467
86,T87,T87,Michael Connell,76,-.462
87,T87,T87,Bill Haas,93,-.462
88,T87,T87,David Mathis,83,-.462
89,T87,T87,Chris Stroud,88,-.462
90,T91,T91,Stephen Ames,69,-.455
91,T91,T91,Briny Baird,60,-.455
92,T91,T91,Jason Dufner,78,-.455
93,T91,T91,Kevin Kisner,70,-.455
94,95,95,Jeff Overton,92,-.450
95,T96,T96,Shane Bertsch,62,-.444
96,T96,T96,Justin Hicks,60,-.444
97,T96,T96,Daniel Summerhays,75,-.444
98,99,99,Webb Simpson,98,-.440
99,100,100,Shaun Micheel,77,-.438
100,T101,T101,Greg Chalmers,88,-.429
101,T101,T101,Tag Ridings,87,-.429
102,T101,T101,Mark Wilson,89,-.429
103,104,104,Aaron Baddeley,77,-.417
104,105,105,Ernie Els,71,-.412
105,T106,T106,Matt Bettencourt,84,-.400
106,T106,T106,Kris Blanks,92,-.400
107,T106,T106,Jason Day,76,-.400
108,T106,T106,Scott Gutschewski,67,-.400
109,T106,T106,John Senden,94,-.400
110,T106,T106,Nate Smith,66,-.400
111,112,112,Joe Durant,71,-.389
112,T113,T113,Stewart Cink,72,-.385
113,T113,T113,Tim Petrovic,88,-.385
114,T115,T115,Billy Horschel,75,-.381
115,T115,T115,Ryuji Imada,83,-.381
116,T115,T115,Spencer Levin,113,-.381
117,T115,T115,Andres Romero,77,-.381
118,T115,T115,Kevin Streelman,90,-.381
119,T120,T120,Chris DiMarco,93,-.375
120,T120,T120,Ben Martin,74,-.375
121,T120,T120,Rory Sabbatini,85,-.375
122,123,123,Troy Matteson,91,-.368
123,T124,T124,Stuart Appleby,65,-.364
124,T124,T124,Ryan Moore,79,-.364
125,T124,T124,Kevin Stadler,88,-.364
126,T124,T124,Jimmy Walker,79,-.364
127,T128,T128,Nick O'Hern,89,-.357
128,T128,T128,John Rollins,85,-.357
129,130,130,J.J. Henry,96,-.348
130,T131,T131,Michael Bradley,74,-.333
131,T131,T131,David Hearn,88,-.333
132,T131,T131,Colt Knost,80,-.333
133,T131,T131,Graeme McDowell,50,-.333
134,T131,T131,Ian Poulter,52,-.333
135,T131,T131,Charl Schwartzel,58,-.333
136,T131,T131,Gary Woodland,93,-.333
137,138,138,Brian Davis,105,-.321
138,139,139,Boo Weekley,66,-.310
139,T140,T140,Ricky Barnes,78,-.308
140,T140,T140,Brandt Jobe,100,-.308
141,T140,T140,Jarrod Lyle,83,-.308
142,143,143,Cameron Tringale,110,-.303
143,T144,T144,Hunter Mahan,92,-.300
144,T144,T144,Sean O'Hair,71,-.300
145,T146,T146,Scott McCarron,65,-.294
146,T146,T146,William McGirt,103,-.294
147,T148,T148,Steven Bowditch,86,-.286
148,T148,T148,Matt Jones,71,-.286
149,T148,T148,Bill Lunde,92,-.286
150,T151,T151,Marc Leishman,87,-.278
151,T151,T151,Carl Pettersson,95,-.278
152,T153,T153,Harrison Frazar,58,-.273
153,T153,T153,Zack Miller,86,-.273
154,155,155,Robert Allenby,84,-.267
155,T156,T156,Cameron Beckman,71,-.250
156,T156,T156,Kent Jones,76,-.250
157,T156,T156,Ryan Palmer,82,-.250
158,T156,T156,Michael Putnam,67,-.250
159,T160,T160,J.P. Hayes,56,-.231
160,T160,T160,Alexandre Rocha,65,-.231
161,T162,T162,James Driscoll,71,-.222
162,T162,T162,Alex Prugh,82,-.222
163,T162,T162,Scott Stallings,84,-.222
164,T162,T162,Johnson Wagner,81,-.222
165,166,166,Anthony Kim,72,-.214
166,167,167,Paul Stankowski,78,-.211
167,168,168,Tim Herron,85,-.200
168,169,169,Chez Reavie,92,-.192
169,170,170,Chris Riley,76,-.188
170,T171,T171,Jim Furyk,87,-.167
171,T171,T171,Jerry Kelly,85,-.167
172,T171,T171,Marc Turnesa,54,-.167
173,174,174,David Duval,67,-.154
174,175,175,Arjun Atwal,91,-.143
175,176,176,Jim Herman,69,-.111
176,177,177,Derek Lamely,65,-.100
177,T178,T178,Ben Curtis,66,-.091
178,T178,T178,Rocco Mediate,53,-.091
179,180,180,Rich Beem,53,-.063
180,T181,T181,Robert Garrigus,83,E
181,T181,T181,Brian Gay,90,E
182,T181,T181,Dustin Johnson,72,E
183,184,184,Bobby Gates,82,+.077
184,185,185,Lee Janzen,62,+.250
185,186,186,Paul Goydos,81,+.300
