,Average_Approach_Distance_-_Birdie_or_Better_RANK THIS WEEK,Average_Approach_Distance_-_Birdie_or_Better_RANK LAST WEEK,Average_Approach_Distance_-_Birdie_or_Better_PLAYER NAME,Average_Approach_Distance_-_Birdie_or_Better_ROUNDS,Average_Approach_Distance_-_Birdie_or_Better_AVG (YARDS),Average_Approach_Distance_-_Birdie_or_Better_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Birdie_or_Better_NUMBER OF APPROACH SHOTS
72,T73,T73,Hunter Mahan,92,171.7,2021293.0,327
73,T73,T73,Sean O'Hair,71,171.7,1211308.0,196
74,T75,T75,Pat Perez,76,171.8,1657565.0,268
75,T75,T75,Alexandre Rocha,65,171.8,927767.0,150
76,77,77,Troy Matteson,91,172.0,1808587.0,292
77,78,78,Sung Kang,63,172.1,1059189.0,171
78,79,79,Tim Petrovic,88,172.3,1606651.0,259
79,80,80,Jimmy Walker,79,172.6,1671370.0,269
80,81,81,Chris Riley,76,172.7,1348952.0,217
81,T82,T82,Alex Cejka,59,172.8,995131.0,160
82,T82,T82,Tim Herron,85,172.8,1636024.0,263
83,T84,T84,Michael Connell,76,173.0,1389114.0,223
84,T84,T84,Brandt Jobe,100,173.0,1899957.0,305
85,T84,T84,Anthony Kim,72,173.0,1320625.0,212
86,87,87,Joe Ogilvie,75,173.1,1364396.0,219
87,88,88,Kevin Stadler,88,173.3,1647331.0,264
88,89,89,Steve Elkington,50,173.4,824041.0,132
89,T90,T90,Kris Blanks,92,173.6,1836987.0,294
90,T90,T90,Ben Crane,76,173.6,1374832.0,220
91,92,92,Padraig Harrington,60,173.7,1012910.0,162
92,93,93,Webb Simpson,98,174.3,2359141.0,376
93,94,94,Brandt Snedeker,85,174.4,1732658.0,276
94,95,95,Steve Marino,76,174.5,1552067.0,247
95,96,96,Geoff Ogilvy,69,174.7,1339936.0,213
96,97,97,John Rollins,85,174.9,1712658.0,272
97,T98,T98,Shaun Micheel,77,175.1,1216278.0,193
98,T98,T98,Daniel Summerhays,75,175.1,1128659.0,179
99,T100,T100,Robert Allenby,84,175.2,1620599.0,257
100,T100,T100,Chez Reavie,92,175.2,1993199.0,316
101,102,102,John Merrick,71,175.4,1395138.0,221
102,T103,T103,Chad Campbell,99,175.5,1921149.0,304
103,T103,T103,Roland Thatcher,67,175.5,1282666.0,203
104,105,105,Keegan Bradley,91,175.7,1720349.0,272
105,T106,T106,Ricky Barnes,78,175.8,1373443.0,217
106,T106,T106,D.J. Brigman,67,175.8,1069867.0,169
107,T106,T106,Jeff Overton,92,175.8,1721228.0,272
108,T106,T106,Scott Piercy,78,175.8,1582413.0,250
109,T110,T110,Rickie Fowler,84,176.1,1807259.0,285
110,T110,T110,Nathan Green,81,176.1,1438695.0,227
111,112,112,Fabián Gómez,84,176.2,1541168.0,243
112,113,113,Ryuji Imada,83,176.3,1656188.0,261
113,T114,T114,Rory Sabbatini,85,176.4,1530676.0,241
114,T114,T114,Kevin Streelman,90,176.4,1657044.0,261
115,116,116,Robert Garrigus,83,176.6,1792754.0,282
116,117,117,Vijay Singh,79,176.8,1769248.0,278
117,T118,T118,Chris Stroud,88,177.0,1733514.0,272
118,T118,T118,Bo Van Pelt,92,177.0,1745660.0,274
119,T120,T120,Davis Love III,70,177.1,1160266.0,182
120,T120,T120,Martin Piller,63,177.1,1032653.0,162
121,122,122,Boo Weekley,66,177.2,1346233.0,211
122,123,123,Troy Merritt,63,177.3,1097604.0,172
123,124,124,Brendon de Jonge,105,177.4,2254197.0,353
124,T125,T125,Robert Karlsson,61,177.5,1048048.0,164
125,T125,T125,Paul Stankowski,78,177.5,1476374.0,231
126,T127,T127,Aaron Baddeley,77,177.8,1740993.0,272
127,T127,T127,J.B. Holmes,57,177.8,1242104.0,194
128,T127,T127,Tag Ridings,87,177.8,1664103.0,260
129,T130,T130,Matt Bettencourt,84,177.9,1691128.0,264
130,T130,T130,Charles Howell III,108,177.9,2087250.0,326
131,132,132,Bobby Gates,82,178.0,1396886.0,218
132,T133,T133,Rod Pampling,72,178.3,1373913.0,214
133,T133,T133,Kyle Stanley,98,178.3,2131124.0,332
134,T135,T135,Billy Horschel,75,178.4,1457976.0,227
135,T135,T135,Bio Kim,71,178.4,1252629.0,195
136,137,137,Brendan Steele,89,178.5,1780436.0,277
137,T138,T138,Jarrod Lyle,83,178.6,1478488.0,230
138,T138,T138,George McNeill,69,178.6,1330750.0,207
139,T140,T140,Derek Lamely,65,178.7,1286392.0,200
140,T140,T140,Michael Putnam,67,178.7,1074635.0,167
141,142,142,Nick Watney,80,178.8,1783060.0,277
142,143,143,Steven Bowditch,86,179.0,1984956.0,308
143,144,144,Josh Teater,104,179.2,2212866.0,343
144,145,145,James Driscoll,71,179.5,1408776.0,218
145,146,146,Hunter Haas,96,179.7,2043782.0,316
146,T147,T147,Ryan Palmer,82,179.8,1339669.0,207
147,T147,T147,Cameron Tringale,110,179.8,2213454.0,342
148,T149,T149,Kevin Chappell,78,180.0,1302650.0,201
149,T149,T149,Martin Laird,77,180.0,1639341.0,253
150,T149,T149,Jim Renner,65,180.0,1225051.0,189
151,152,152,D.J. Trahan,91,180.2,1861682.0,287
152,T153,T153,Scott McCarron,65,180.5,1137104.0,175
153,T153,T153,Gary Woodland,93,180.5,1825636.0,281
154,T155,T155,Bill Haas,93,180.7,1840566.0,283
155,T155,T155,Matt Jones,71,180.7,1457031.0,224
156,T155,T155,Will Strickler,51,180.7,956436.0,147
157,158,158,Jason Day,76,180.9,1589438.0,244
158,159,159,Marc Leishman,87,181.1,1871195.0,287
159,160,160,Billy Mayfair,94,181.3,2003872.0,307
160,T161,T161,Lucas Glover,74,181.5,1581454.0,242
161,T161,T161,Justin Rose,79,181.5,1659315.0,254
162,T163,T163,Joseph Bramlett,73,181.7,1341032.0,205
163,T163,T163,Trevor Immelman,84,181.7,1432152.0,219
164,T163,T163,Andres Romero,77,181.7,1857513.0,284
165,166,166,J.J. Henry,96,181.8,1701338.0,260
166,167,167,Ernie Els,71,182.1,1383313.0,211
167,168,168,Kevin Na,84,182.3,1778797.0,271
168,169,169,Scott Gutschewski,67,182.4,1142268.0,174
169,170,170,John Senden,94,182.6,2063751.0,314
170,171,171,Dustin Johnson,72,182.9,1600182.0,243
171,172,172,Zack Miller,86,183.0,1593922.0,242
172,T173,T173,Ryan Moore,79,183.1,1548637.0,235
173,T173,T173,Charl Schwartzel,58,183.1,955722.0,145
174,T175,T175,Retief Goosen,50,183.5,991013.0,150
175,T175,T175,Y.E. Yang,63,183.5,990930.0,150
176,177,177,Jonathan Byrd,83,183.6,1850947.0,280
177,178,178,Charley Hoffman,93,184.0,2166276.0,327
178,179,179,Phil Mickelson,79,185.1,1639166.0,246
179,180,180,D.A. Points,89,185.3,1814637.0,272
180,181,181,Bubba Watson,85,186.4,1698072.0,253
181,182,182,Ángel Cabrera,50,186.9,921599.0,137
182,183,183,Adam Scott,60,187.8,1244065.0,184
183,184,184,Sergio Garcia,61,187.9,1109244.0,164
184,185,185,Chris Couch,73,188.2,1788912.0,264
185,186,186,Jhonattan Vegas,84,189.4,1786049.0,262
