,SG_Approach-the-Green_RANK THIS WEEK,SG_Approach-the-Green_RANK LAST WEEK,SG_Approach-the-Green_PLAYER NAME,SG_Approach-the-Green_ROUNDS,SG_Approach-the-Green_AVERAGE,SG_Approach-the-Green_TOTAL SG:APP,SG_Approach-the-Green_MEASURED ROUNDS
153,154,154,Roland Thatcher,67,-0.259,-15.792,61
154,155,155,Lee Janzen,62,-0.264,-13.224,50
155,156,156,Billy Horschel,75,-0.29,-17.96,62
156,T157,T157,Ben Martin,74,-0.301,-19.557000000000002,65
157,T157,T157,Chris Riley,76,-0.301,-20.482,68
158,159,159,Matt Bettencourt,84,-0.309,-23.758000000000003,77
159,160,160,Shaun Micheel,77,-0.319,-20.706,65
160,161,161,Michael Thompson,79,-0.321,-22.163,69
161,162,162,Keegan Bradley,91,-0.33,-25.443,77
162,163,163,Richard Johnson,64,-0.335,-18.101,54
163,164,164,Chris Couch,73,-0.345,-23.448,68
164,165,165,Steve Flesch,88,-0.36700000000000005,-28.636,78
165,166,166,Josh Teater,104,-0.39,-35.888000000000005,92
166,167,167,J.P. Hayes,56,-0.406,-19.492,48
167,168,168,Michael Putnam,67,-0.418,-22.147,53
168,169,169,Daniel Summerhays,75,-0.434,-28.673000000000002,66
169,170,170,Blake Adams,116,-0.45299999999999996,-47.547,105
170,171,171,Troy Merritt,63,-0.46799999999999997,-26.65,57
171,172,172,Jarrod Lyle,83,-0.505,-36.363,72
172,173,173,Matt Jones,71,-0.506,-32.357,64
173,174,174,Nate Smith,66,-0.547,-28.991999999999997,53
174,175,175,Charlie Wi,83,-0.608,-46.838,77
175,176,176,Martin Piller,63,-0.61,-31.726999999999997,52
176,177,177,Zack Miller,86,-0.612,-45.912,75
177,178,178,Steven Bowditch,86,-0.615,-47.945,78
178,179,179,Derek Lamely,65,-0.636,-36.874,58
179,180,180,Will Strickler,51,-0.648,-27.845,43
180,181,181,Steve Elkington,50,-0.6509999999999999,-27.34,42
181,182,182,Colt Knost,80,-0.672,-45.04,67
182,183,183,Rocco Mediate,53,-0.682,-32.755,48
183,184,184,Kevin Kisner,70,-0.7070000000000001,-40.32,57
184,185,185,Bio Kim,71,-0.838,-48.607,58
185,186,186,Scott McCarron,65,-1.24,-66.955,54
