,Left_Rough_Proximity_RANK THIS WEEK,Left_Rough_Proximity_RANK LAST WEEK,Left_Rough_Proximity_PLAYER NAME,Left_Rough_Proximity_ROUNDS,Left_Rough_Proximity_AVG,Left_Rough_Proximity_ATTEMPTS,Left_Rough_Proximity_TOTAL DISTANCE (FEET),Left_Rough_Proximity_RELATIVE TO PAR
129,130,130,Lee Janzen,62,"44' 10""",99,4441.75,+25.00
130,T131,T131,Tim Petrovic,88,"44' 11""",118,5296.3330000000005,+25.00
131,T131,T131,Brendan Steele,89,"44' 11""",111,4982.25,+24.00
132,T131,T131,Jimmy Walker,79,"44' 11""",153,6869.8330000000005,+31.00
133,134,134,Matt Bettencourt,84,"45' 1""",153,6899.4169999999995,+22.00
134,T135,T135,Kent Jones,76,"45' 2""",94,4243.333,+16.00
135,T135,T135,Michael Thompson,79,"45' 2""",105,4744.0,+21.00
136,137,137,Nick O'Hern,89,"45' 3""",88,3983.0,+15.00
137,T138,T138,Justin Leonard,82,"45' 4""",101,4580.333,+18.00
138,T138,T138,Ryan Moore,79,"45' 4""",104,4713.0,+9.00
139,140,140,K.J. Choi,77,"45' 5""",98,4449.167,+21.00
140,T141,T141,Steve Flesch,88,"45' 6""",140,6370.0830000000005,+35.00
141,T141,T141,David Toms,78,"45' 6""",63,2865.0,+5.00
142,T143,T143,Joe Durant,71,"45' 7""",69,3144.25,+16.00
143,T143,T143,Robert Karlsson,61,"45' 7""",93,4237.5,+10.00
144,T145,T145,Stuart Appleby,65,"45' 9""",123,5629.3330000000005,+22.00
145,T145,T145,Hunter Mahan,92,"45' 9""",112,5120.583,+9.00
146,147,147,Ryan Palmer,82,"45' 11""",122,5605.1669999999995,+6.00
147,148,148,Chris Riley,76,"46' 1""",92,4237.583,+21.00
148,T149,T149,Nathan Green,81,"46' 2""",136,6280.5,+19.00
149,T149,T149,Bo Van Pelt,92,"46' 2""",119,5492.4169999999995,+8.00
150,151,151,Billy Horschel,75,"46' 3""",106,4901.75,+22.00
151,152,152,Blake Adams,116,"46' 4""",117,5424.3330000000005,+20.00
152,153,153,Cameron Tringale,110,"46' 5""",154,7153.5,+18.00
153,T154,T154,Ben Crane,76,"46' 8""",76,3544.0,+8.00
154,T154,T154,Luke Donald,73,"46' 8""",85,3964.083,+5.00
155,T154,T154,Michael Putnam,67,"46' 8""",119,5554.0,+27.00
156,157,157,D.A. Points,89,"46' 11""",122,5723.75,+28.00
157,T158,T158,Tim Herron,85,"47' 4""",144,6814.5,+22.00
158,T158,T158,Bio Kim,71,"47' 4""",97,4588.583,+17.00
159,160,160,Steve Marino,76,"47' 5""",106,5022.25,E
160,161,161,Scott McCarron,65,"47' 7""",103,4902.833,+11.00
161,162,162,Kyle Stanley,98,"47' 8""",120,5718.3330000000005,+18.00
162,T163,T163,Scott Piercy,78,"47' 10""",115,5502.8330000000005,+4.00
163,T163,T163,Rory Sabbatini,85,"47' 10""",106,5067.25,+16.00
164,165,165,Stephen Ames,69,"47' 11""",80,3830.333,+7.00
165,T166,T166,Joseph Bramlett,73,"48' 0""",100,4803.5,+6.00
166,T166,T166,Jarrod Lyle,83,"48' 0""",123,5903.9169999999995,+30.00
167,T166,T166,Garrett Willis,71,"48' 0""",122,5855.1669999999995,+21.00
168,T169,T169,Greg Chalmers,88,"48' 1""",102,4905.5,+7.00
169,T169,T169,Adam Scott,60,"48' 1""",73,3512.833,+12.00
170,171,171,Charlie Wi,83,"48' 2""",110,5302.0,+23.00
171,T172,T172,Ernie Els,71,"48' 9""",97,4732.0,+18.00
172,T172,T172,Dean Wilson,62,"48' 9""",106,5169.083,+25.00
173,174,174,Alexandre Rocha,65,"49' 0""",87,4263.417,+13.00
174,T175,T175,Briny Baird,60,"49' 1""",67,3290.0,+12.00
175,T175,T175,Johnson Wagner,81,"49' 1""",116,5692.0830000000005,+15.00
176,T177,T177,Arjun Atwal,91,"49' 2""",200,9840.833,+51.00
177,T177,T177,Jerry Kelly,85,"49' 2""",83,4078.0,+12.00
178,179,179,Martin Piller,63,"49' 3""",104,5119.083,+37.00
179,180,180,Rich Beem,53,"49' 4""",75,3698.667,+21.00
180,181,181,James Driscoll,71,"49' 6""",120,5939.25,+7.00
181,182,182,Matt McQuillan,59,"50' 0""",64,3199.5,+12.00
182,183,183,Kevin Na,84,"50' 1""",159,7959.1669999999995,+11.00
183,184,184,J.J. Henry,96,"50' 5""",111,5600.3330000000005,+11.00
184,185,185,David Hearn,88,"51' 7""",103,5313.6669999999995,+24.00
185,186,186,Jim Renner,65,"51' 11""",90,4671.917,+28.00
