,Approaches_Right_Rough_RTP_Score_RANK THIS WEEK,Approaches_Right_Rough_RTP_Score_RANK LAST WEEK,Approaches_Right_Rough_RTP_Score_PLAYER NAME,Approaches_Right_Rough_RTP_Score_ROUNDS,Approaches_Right_Rough_RTP_Score_AVG RTP
148,T148,T148,Sung Kang,63,+.203
149,T148,T148,Michael Thompson,79,+.203
150,T151,T151,Ángel Cabrera,50,+.206
151,T151,T151,David Duval,67,+.206
152,T153,T153,Tom Gillis,55,+.209
153,T153,T153,Camilo Villegas,69,+.209
154,155,155,Jason Bohn,74,+.210
155,156,156,Troy Matteson,91,+.212
156,157,157,Billy Horschel,75,+.213
157,158,158,J.P. Hayes,56,+.217
158,159,159,Heath Slocum,89,+.220
159,160,160,Shaun Micheel,77,+.221
160,T161,T161,Briny Baird,60,+.227
161,T161,T161,Jarrod Lyle,83,+.227
162,T161,T161,Andres Romero,77,+.227
163,T161,T161,Paul Stankowski,78,+.227
164,165,165,Rocco Mediate,53,+.228
165,166,166,Alex Prugh,82,+.234
166,167,167,Scott Gutschewski,67,+.238
167,168,168,Lucas Glover,74,+.240
168,169,169,Alexandre Rocha,65,+.245
169,170,170,Robert Allenby,84,+.254
170,171,171,Ryuji Imada,83,+.257
171,172,172,Arjun Atwal,91,+.259
172,173,173,Scott McCarron,65,+.266
173,174,174,Richard Johnson,64,+.276
174,175,175,Lee Janzen,62,+.278
175,176,176,James Driscoll,71,+.280
176,177,177,Will Strickler,51,+.295
177,178,178,Nate Smith,66,+.300
178,179,179,Troy Merritt,63,+.307
179,180,180,Jerry Kelly,85,+.319
180,181,181,Roland Thatcher,67,+.333
181,182,182,Brendan Steele,89,+.347
182,183,183,Garrett Willis,71,+.348
183,184,184,Rich Beem,53,+.364
184,185,185,Daniel Summerhays,75,+.381
185,186,186,Justin Hicks,60,+.407
