,Greens_or_Fringe_in_Regulation_RANK THIS WEEK,Greens_or_Fringe_in_Regulation_RANK LAST WEEK,Greens_or_Fringe_in_Regulation_PLAYER NAME,Greens_or_Fringe_in_Regulation_ROUNDS,Greens_or_Fringe_in_Regulation_%,Greens_or_Fringe_in_Regulation_TOTAL HIT,Greens_or_Fringe_in_Regulation_TOTAL ATTEMPTS,Greens_or_Fringe_in_Regulation_RTP SCORE
61,62,62,Sergio Garcia,61,71.85,582,810,-153.0
62,63,63,Kevin Streelman,90,71.83,918,1278,-230.0
63,64,64,Tommy Gainey,104,71.79,1176,1638,-305.0
64,65,65,Ben Crane,76,71.77,801,1116,-199.0
65,66,66,Robert Garrigus,83,71.66,890,1242,-244.0
66,67,67,Jason Dufner,78,71.62,838,1170,-209.0
67,T68,T68,Billy Horschel,75,71.59,799,1116,-194.0
68,T68,T68,Steve Marino,76,71.59,799,1116,-212.0
69,T68,T68,Jim Renner,65,71.59,683,954,-159.0
70,T68,T68,Jhonattan Vegas,84,71.59,902,1260,-208.0
71,T68,T68,Mark Wilson,89,71.59,902,1260,-219.0
72,73,73,Rory Sabbatini,85,71.58,786,1098,-211.0
73,74,74,Chris Kirk,87,71.57,992,1386,-260.0
74,75,75,Josh Teater,104,71.56,1185,1656,-305.0
75,76,76,Ian Poulter,52,71.51,502,702,-131.0
76,77,77,Rod Pampling,72,71.48,772,1080,-183.0
77,78,78,Stewart Cink,72,71.47,669,936,-175.0
78,79,79,Charley Hoffman,93,71.4,951,1332,-300.0
79,80,80,Alex Cejka,59,71.28,603,846,-134.0
80,81,81,Chris Stroud,88,71.23,1000,1404,-235.0
81,82,82,Jerry Kelly,85,71.16,871,1224,-213.0
82,83,83,Tom Gillis,55,71.11,640,900,-120.0
83,84,84,Vaughn Taylor,89,71.02,1061,1494,-260.0
84,85,85,Brendan Steele,89,71.0,984,1386,-248.0
85,86,86,Retief Goosen,50,70.97,511,720,-131.0
86,87,87,Carl Pettersson,95,70.86,1148,1620,-324.0
87,88,88,Charl Schwartzel,58,70.83,510,720,-121.0
88,89,89,Scott Piercy,78,70.81,803,1134,-223.0
89,90,90,Jeff Overton,92,70.78,930,1314,-241.0
90,91,91,Jonathan Byrd,83,70.76,917,1296,-264.0
91,92,92,Blake Adams,116,70.74,1337,1890,-337.0
92,93,93,Chris Riley,76,70.67,865,1224,-169.0
93,T94,T94,Kent Jones,76,70.65,852,1206,-180.0
94,T94,T94,Marc Turnesa,54,70.65,585,828,-117.0
95,96,96,Troy Matteson,91,70.64,1030,1458,-261.0
96,T97,T97,Padraig Harrington,60,70.49,571,810,-143.0
97,T97,T97,Garrett Willis,71,70.49,812,1152,-198.0
98,99,99,Sung Kang,63,70.48,647,918,-157.0
99,100,100,Joseph Bramlett,73,70.4,773,1098,-161.0
100,101,101,Tim Herron,85,70.35,975,1386,-225.0
101,102,102,Michael Thompson,79,70.29,873,1242,-213.0
102,103,103,Hunter Haas,96,70.26,1075,1530,-283.0
103,104,104,Chris DiMarco,93,70.19,1036,1476,-237.0
104,105,105,Paul Stankowski,78,70.17,821,1170,-194.0
105,106,106,Pat Perez,76,70.16,884,1260,-230.0
106,107,107,Graeme McDowell,50,70.12,467,666,-134.0
107,108,108,Alex Prugh,82,70.11,896,1278,-197.0
108,T109,T109,Shane Bertsch,62,70.09,656,936,-173.0
109,T109,T109,Ryan Palmer,82,70.09,757,1080,-180.0
110,111,111,Michael Connell,76,69.98,907,1296,-183.0
111,112,112,Bryce Molder,82,69.95,894,1278,-245.0
112,113,113,Ben Curtis,66,69.89,780,1116,-169.0
113,114,114,Justin Leonard,82,69.82,930,1332,-179.0
114,115,115,Ryan Moore,79,69.81,754,1080,-218.0
115,116,116,Marc Leishman,87,69.79,1005,1440,-251.0
116,117,117,Jason Day,76,69.77,741,1062,-219.0
117,118,118,Steve Elkington,50,69.71,527,756,-118.0
118,119,119,Rickie Fowler,84,69.7,828,1188,-262.0
119,120,120,Freddie Jacobson,92,69.68,878,1260,-232.0
120,121,121,Roland Thatcher,67,69.67,765,1098,-163.0
121,122,122,Fabián Gómez,84,69.62,864,1241,-209.0
122,123,123,Camilo Villegas,69,69.59,714,1026,-182.0
123,124,124,Kevin Chappell,78,69.49,763,1098,-170.0
124,T125,T125,Brian Gay,90,69.44,925,1332,-240.0
125,T125,T125,Paul Goydos,81,69.44,925,1332,-194.0
126,T125,T125,Justin Hicks,60,69.44,550,792,-82.0
127,128,128,Ángel Cabrera,50,69.37,437,630,-127.0
128,129,129,David Mathis,83,69.21,872,1260,-201.0
129,130,130,Stephen Ames,69,69.17,747,1080,-167.0
130,T131,T131,Matt McQuillan,59,69.1,597,864,-149.0
131,T131,T131,Troy Merritt,63,69.1,709,1026,-146.0
132,133,133,Jimmy Walker,79,69.01,944,1368,-237.0
133,134,134,Robert Karlsson,61,68.97,558,809,-153.0
134,135,135,Andres Gonzales,60,68.96,571,828,-133.0
135,136,136,Keegan Bradley,91,68.9,955,1386,-234.0
136,T137,T137,Ben Martin,74,68.89,806,1170,-206.0
137,T137,T137,Sean O'Hair,71,68.89,744,1080,-166.0
138,T139,T139,Chris Couch,73,68.87,843,1224,-248.0
139,T139,T139,David Duval,67,68.87,719,1044,-150.0
140,T139,T139,Michael Putnam,67,68.87,657,954,-143.0
141,142,142,Andres Romero,77,68.71,841,1224,-253.0
142,143,143,Tag Ridings,87,68.69,915,1332,-231.0
143,144,144,D.A. Points,89,68.62,914,1332,-234.0
144,145,145,James Driscoll,71,68.58,753,1098,-184.0
145,146,146,Ryuji Imada,83,68.49,937,1368,-225.0
146,147,147,Bobby Gates,82,68.41,825,1206,-185.0
147,148,148,Cameron Beckman,71,68.4,788,1152,-188.0
148,149,149,Brandt Snedeker,85,68.33,824,1206,-254.0
149,150,150,Steven Bowditch,86,68.16,957,1404,-270.0
150,151,151,Shaun Micheel,77,68.12,797,1170,-156.0
151,152,152,Colt Knost,80,68.08,821,1206,-171.0
152,153,153,Arjun Atwal,91,68.01,1016,1494,-253.0
153,154,154,Will Strickler,51,67.96,526,774,-117.0
154,155,155,Geoff Ogilvy,69,67.9,660,972,-186.0
155,156,156,Rocco Mediate,53,67.82,586,864,-116.0
156,157,157,Charlie Wi,83,67.68,938,1386,-255.0
157,T158,T158,Derek Lamely,65,67.62,706,1044,-170.0
158,T158,T158,George McNeill,69,67.62,706,1044,-193.0
159,160,160,Anthony Kim,72,67.53,705,1044,-189.0
160,161,161,Scott Gutschewski,67,67.37,667,990,-135.0
161,162,162,Dean Wilson,62,67.35,691,1026,-159.0
162,163,163,Harrison Frazar,58,67.33,509,756,-123.0
163,164,164,Kevin Na,84,67.32,824,1224,-249.0
164,165,165,Rich Beem,53,67.27,557,828,-96.0
165,166,166,Tim Petrovic,88,67.24,932,1386,-227.0
166,167,167,Lee Janzen,62,67.22,605,900,-162.0
167,168,168,Y.E. Yang,63,67.06,507,756,-133.0
168,169,169,Zack Miller,86,66.89,903,1350,-183.0
169,170,170,J.P. Hayes,56,66.78,577,864,-128.0
170,171,171,Daniel Summerhays,75,66.75,793,1188,-150.0
171,172,172,Matt Jones,71,66.67,768,1152,-197.0
172,173,173,Greg Chalmers,88,66.6,947,1422,-251.0
173,174,174,Nathan Green,81,66.59,839,1260,-191.0
174,175,175,Richard Johnson,64,66.56,647,972,-128.0
175,176,176,Joe Ogilvie,75,66.48,730,1098,-196.0
176,177,177,Jarrod Lyle,83,66.36,860,1296,-181.0
177,T178,T178,Stuart Appleby,65,66.02,713,1080,-170.0
178,T178,T178,Matt Bettencourt,84,66.02,915,1386,-235.0
179,180,180,D.J. Brigman,67,65.96,653,990,-137.0
180,181,181,Nate Smith,66,65.83,628,954,-145.0
181,182,182,Scott McCarron,65,65.12,633,972,-150.0
182,183,183,Martin Piller,63,64.74,606,936,-133.0
183,184,184,Steve Flesch,88,64.6,907,1404,-242.0
184,185,185,Kevin Kisner,70,64.52,662,1026,-165.0
185,186,186,Bio Kim,71,63.41,662,1044,-160.0
