,Greens_in_Regulation_Percentage_RANK THIS WEEK,Greens_in_Regulation_Percentage_RANK LAST WEEK,Greens_in_Regulation_Percentage_PLAYER NAME,Greens_in_Regulation_Percentage_ROUNDS,Greens_in_Regulation_Percentage_%,Greens_in_Regulation_Percentage_GREENS HIT,Greens_in_Regulation_Percentage_# HOLES,Greens_in_Regulation_Percentage_RELATIVE/PAR
67,T68,T68,Ben Crane,76,66.36,872,1314,-0.25
68,T68,T68,Tom Gillis,55,66.36,657,990,-0.21
69,70,70,Jerry Kelly,85,66.25,954,1440,-0.25
70,71,71,Hunter Haas,96,66.24,1097,1656,-0.27
71,72,72,Robert Garrigus,83,66.13,988,1494,-0.28
72,73,73,Kent Jones,76,66.12,845,1278,-0.22
73,74,74,Alex Cejka,59,66.1,702,1062,-0.25
74,75,75,Graeme McDowell,50,66.08,559,846,-0.27
75,76,76,Vaughn Taylor,89,66.04,1058,1602,-0.27
76,77,77,Mark Wilson,89,66.03,1034,1566,-0.24
77,78,78,Steve Stricker,70,66.02,820,1242,-0.34
78,79,79,Charl Schwartzel,58,65.97,665,1008,-0.27
79,80,80,Alex Prugh,82,65.95,926,1404,-0.25
80,81,81,K.J. Choi,77,65.93,890,1350,-0.24
81,82,82,Lucas Glover,74,65.92,878,1332,-0.28
82,83,83,Keegan Bradley,91,65.9,1032,1566,-0.28
83,84,84,Rod Pampling,72,65.89,759,1152,-0.25
84,T85,T85,Scott Piercy,78,65.84,877,1332,-0.28
85,T85,T85,Rory Sabbatini,85,65.84,960,1458,-0.25
86,87,87,Ben Curtis,66,65.82,782,1188,-0.22
87,88,88,Steve Marino,76,65.79,900,1368,-0.28
88,89,89,Carl Pettersson,95,65.77,1101,1674,-0.3
89,90,90,Justin Hicks,60,65.71,615,936,-0.17
90,91,91,Jonathan Byrd,83,65.65,969,1476,-0.28
91,T92,T92,Tim Herron,85,65.64,957,1458,-0.25
92,T92,T92,Troy Matteson,91,65.64,1028,1566,-0.27
93,94,94,Kevin Streelman,90,65.62,1063,1620,-0.26
94,95,95,Marc Turnesa,54,65.6,614,936,-0.21
95,96,96,Ian Poulter,52,65.58,602,918,-0.27
96,T97,T97,Blake Adams,116,65.48,1320,2016,-0.27
97,T97,T97,Aaron Baddeley,77,65.48,884,1350,-0.3
98,99,99,Brendan Steele,89,65.45,1025,1566,-0.28
99,100,100,Pat Perez,76,65.42,895,1368,-0.28
100,T101,T101,Stephen Ames,69,65.3,764,1170,-0.23
101,T101,T101,Michael Thompson,79,65.3,858,1314,-0.26
102,103,103,Joseph Bramlett,73,65.21,763,1170,-0.21
103,T104,T104,Fabián Gómez,84,65.2,892,1368,-0.25
104,T104,T104,Paul Stankowski,78,65.2,845,1296,-0.25
105,106,106,Chris DiMarco,93,65.11,1043,1602,-0.25
106,107,107,Jim Renner,65,65.01,667,1026,-0.25
107,108,108,Bryce Molder,82,65.0,936,1440,-0.3
108,109,109,Chris Couch,73,64.99,854,1314,-0.31
109,T110,T110,Jason Day,76,64.92,853,1314,-0.31
110,T110,T110,D.A. Points,89,64.92,1040,1602,-0.28
111,112,112,Justin Leonard,82,64.91,958,1476,-0.21
112,113,113,Brandt Snedeker,85,64.9,993,1530,-0.31
113,114,114,Kevin Chappell,78,64.89,841,1296,-0.26
114,115,115,Chris Riley,76,64.81,840,1296,-0.21
115,116,116,Sung Kang,63,64.78,688,1062,-0.28
116,117,117,Ben Martin,74,64.76,816,1260,-0.27
117,118,118,Bobby Gates,82,64.71,862,1332,-0.24
118,119,119,Jeff Overton,92,64.53,1057,1638,-0.27
119,T120,T120,Rickie Fowler,84,64.47,940,1458,-0.31
120,T120,T120,Paul Goydos,81,64.47,940,1458,-0.23
121,122,122,Marc Leishman,87,64.43,1009,1566,-0.26
122,123,123,Andres Gonzales,60,64.42,603,936,-0.25
123,124,124,Garrett Willis,71,64.41,800,1242,-0.25
124,125,125,Retief Goosen,50,64.4,568,882,-0.27
125,126,126,Shane Bertsch,62,64.38,649,1008,-0.28
126,127,127,Michael Putnam,67,64.37,730,1134,-0.24
127,128,128,Stewart Cink,72,64.31,764,1188,-0.26
128,129,129,David Mathis,83,64.29,891,1386,-0.26
129,T130,T130,Ryuji Imada,83,64.26,960,1494,-0.25
130,T130,T130,Roland Thatcher,67,64.26,775,1206,-0.25
131,132,132,George McNeill,69,64.21,705,1098,-0.29
132,T133,T133,Padraig Harrington,60,64.12,681,1062,-0.24
133,T133,T133,Troy Merritt,63,64.12,704,1098,-0.21
134,135,135,David Duval,67,64.1,773,1206,-0.25
135,136,136,Jimmy Walker,79,63.92,909,1422,-0.26
136,137,137,Ángel Cabrera,50,63.89,529,828,-0.3
137,138,138,Michael Connell,76,63.82,873,1368,-0.22
138,139,139,Ryan Palmer,82,63.75,918,1440,-0.27
139,140,140,Charlie Wi,83,63.65,951,1494,-0.28
140,141,141,Steven Bowditch,86,63.62,939,1476,-0.31
141,142,142,Tag Ridings,87,63.58,927,1458,-0.26
142,143,143,Freddie Jacobson,92,63.56,961,1512,-0.29
143,144,144,James Driscoll,71,63.5,743,1170,-0.26
144,145,145,Brian Gay,90,63.44,982,1548,-0.26
145,T146,T146,Richard Johnson,64,63.41,662,1044,-0.2
146,T146,T146,Andres Romero,77,63.41,856,1350,-0.32
147,148,148,Robert Karlsson,61,63.37,673,1062,-0.28
148,149,149,Arjun Atwal,91,63.25,1036,1638,-0.26
149,150,150,Daniel Summerhays,75,63.24,831,1314,-0.21
150,151,151,Cameron Beckman,71,63.18,762,1206,-0.25
151,152,152,Sean O'Hair,71,63.17,796,1260,-0.23
152,153,153,Lee Janzen,62,63.1,636,1008,-0.29
153,154,154,Shaun Micheel,77,63.01,828,1314,-0.2
154,155,155,Ryan Moore,79,62.89,849,1350,-0.29
155,156,156,Derek Lamely,65,62.87,713,1134,-0.25
156,T157,T157,Matt McQuillan,59,62.63,620,990,-0.26
157,T157,T157,Geoff Ogilvy,69,62.63,744,1188,-0.28
158,T157,T157,Dean Wilson,62,62.63,699,1116,-0.25
159,160,160,Scott Gutschewski,67,62.62,665,1062,-0.23
160,161,161,Joe Ogilvie,75,62.6,755,1206,-0.29
161,162,162,Y.E. Yang,63,62.52,664,1062,-0.27
162,163,163,Camilo Villegas,69,62.5,765,1224,-0.26
163,164,164,Harrison Frazar,58,62.45,652,1044,-0.25
164,165,165,Matt Jones,71,62.36,797,1278,-0.28
165,166,166,Nathan Green,81,62.34,864,1386,-0.24
166,167,167,Tim Petrovic,88,62.17,940,1512,-0.25
167,168,168,Rocco Mediate,53,62.16,593,954,-0.21
168,169,169,Matt Bettencourt,84,62.1,939,1512,-0.28
169,170,170,Will Strickler,51,62.06,525,846,-0.23
170,171,171,Colt Knost,80,62.01,826,1332,-0.23
171,T172,T172,Rich Beem,53,61.95,591,954,-0.19
172,T172,T172,Jarrod Lyle,83,61.95,881,1422,-0.23
173,174,174,Zack Miller,86,61.79,912,1476,-0.24
174,175,175,Stuart Appleby,65,61.62,721,1170,-0.25
175,176,176,Anthony Kim,72,61.58,787,1278,-0.28
176,177,177,Nate Smith,66,61.57,665,1080,-0.26
177,178,178,J.P. Hayes,56,61.52,598,972,-0.23
178,179,179,Greg Chalmers,88,61.24,948,1548,-0.29
179,180,180,Kevin Na,84,61.04,923,1512,-0.31
180,181,181,Martin Piller,63,61.02,648,1062,-0.24
181,182,182,D.J. Brigman,67,60.92,647,1062,-0.24
182,183,183,Scott McCarron,65,60.75,667,1098,-0.26
183,184,184,Kevin Kisner,70,60.59,698,1152,-0.26
184,185,185,Steve Flesch,88,59.85,905,1512,-0.28
185,186,186,Bio Kim,71,59.49,696,1170,-0.26
