,Average_Approach_Shot_Distance_RANK THIS WEEK,Average_Approach_Shot_Distance_RANK LAST WEEK,Average_Approach_Shot_Distance_PLAYER NAME,Average_Approach_Shot_Distance_ROUNDS,Average_Approach_Shot_Distance_AVG,Average_Approach_Shot_Distance_TOTAL DIST OF APPR SHOT,Average_Approach_Shot_Distance_TOTAL HOLES
97,T97,T97,Fabián Gómez,84,164.8,7313762.0,1233
98,T97,T97,Geoff Ogilvy,69,164.8,5743414.0,968
99,T97,T97,Alexandre Rocha,65,164.8,5210460.0,878
100,T101,T101,Greg Chalmers,88,164.9,8398233.0,1415
101,T101,T101,Stewart Cink,72,164.9,5513434.0,929
102,T101,T101,Rickie Fowler,84,164.9,6992927.0,1178
103,T101,T101,Troy Merritt,63,164.9,6047994.0,1019
104,T101,T101,Jeff Overton,92,164.9,7766565.0,1308
105,T101,T101,Camilo Villegas,69,164.9,6061518.0,1021
106,T107,T107,Davis Love III,70,165.0,5519862.0,929
107,T107,T107,Ben Martin,74,165.0,6895694.0,1161
108,T109,T109,Charles Howell III,108,165.1,9686593.0,1630
109,T109,T109,Tag Ridings,87,165.1,7855582.0,1322
110,T111,T111,Chad Campbell,99,165.2,9284011.0,1561
111,T111,T111,Michael Connell,76,165.2,7663951.0,1289
112,T111,T111,Ben Crane,76,165.2,6607161.0,1111
113,T111,T111,Scott Gutschewski,67,165.2,5857735.0,985
114,T111,T111,Dean Wilson,62,165.2,6066006.0,1020
115,T116,T116,Robert Garrigus,83,165.3,7313886.0,1229
116,T116,T116,Matt Kuchar,94,165.3,7562120.0,1271
117,T116,T116,Mark Wilson,89,165.3,7455549.0,1253
118,T119,T119,Ricky Barnes,78,165.4,6836230.0,1148
119,T119,T119,Spencer Levin,113,165.4,10037851.0,1686
120,121,121,Ryuji Imada,83,165.5,8118700.0,1363
121,T122,T122,K.J. Choi,77,165.8,6212719.0,1041
122,T122,T122,Dustin Johnson,72,165.8,5722797.0,959
123,124,124,Webb Simpson,98,165.9,8898211.0,1490
124,T125,T125,Luke Donald,73,166.1,5561058.0,930
125,T125,T125,Rod Pampling,72,166.1,6426928.0,1075
126,T125,T125,Jhonattan Vegas,84,166.1,7493873.0,1253
127,T128,T128,Ángel Cabrera,50,166.2,3715290.0,621
128,T128,T128,Brian Davis,105,166.2,9868007.0,1649
129,T128,T128,Matt Jones,71,166.2,6844095.0,1144
130,T128,T128,Jerry Kelly,85,166.2,7283039.0,1217
131,T128,T128,George McNeill,69,166.2,6227577.0,1041
132,T128,T128,Brandt Snedeker,85,166.2,7178032.0,1200
133,T134,T134,D.J. Brigman,67,166.3,5886483.0,983
134,T134,T134,Ernie Els,71,166.3,6341480.0,1059
135,T134,T134,Hunter Haas,96,166.3,9111414.0,1522
136,T134,T134,Scott McCarron,65,166.3,5758842.0,962
137,T134,T134,Johnson Wagner,81,166.3,7499584.0,1253
138,T134,T134,Jimmy Walker,79,166.3,8167892.0,1364
139,T140,T140,Bobby Gates,82,166.4,7193938.0,1201
140,T140,T140,Retief Goosen,50,166.4,4283584.0,715
141,T140,T140,Rory Sabbatini,85,166.4,6559942.0,1095
142,T140,T140,Adam Scott,60,166.4,4816513.0,804
143,T140,T140,Bo Van Pelt,92,166.4,7623734.0,1273
144,145,145,David Toms,78,166.5,6342858.0,1058
145,T146,T146,Daniel Summerhays,75,166.6,7083073.0,1181
146,T146,T146,Cameron Tringale,110,166.6,10430789.0,1739
147,T146,T146,Nick Watney,80,166.6,6675676.0,1113
148,T149,T149,James Driscoll,71,166.7,6548989.0,1091
149,T149,T149,Chez Reavie,92,166.7,8825447.0,1471
150,T149,T149,Brendan Steele,89,166.7,8270131.0,1378
151,152,152,Andres Romero,77,166.8,7319195.0,1219
152,153,153,Aaron Baddeley,77,166.9,6670181.0,1110
153,T154,T154,Jonathan Byrd,83,167.0,7763482.0,1291
154,T154,T154,Marc Leishman,87,167.0,8577953.0,1427
155,T154,T154,Hunter Mahan,92,167.0,8194389.0,1363
156,T154,T154,Scott Piercy,78,167.0,6767789.0,1126
157,T154,T154,Garrett Willis,71,167.0,6879587.0,1144
158,T159,T159,Jason Day,76,167.1,6362725.0,1058
159,T159,T159,Zach Johnson,79,167.1,6912843.0,1149
160,T161,T161,Lucas Glover,74,167.3,6568928.0,1091
161,T161,T161,Martin Laird,77,167.3,6656123.0,1105
162,T161,T161,Billy Mayfair,94,167.3,9185489.0,1525
163,T161,T161,Boo Weekley,66,167.3,6147814.0,1021
164,165,165,Bill Haas,93,167.5,7786041.0,1291
165,T166,T166,Alex Cejka,59,167.6,5038537.0,835
166,T166,T166,Robert Karlsson,61,167.6,4868716.0,807
167,168,168,Kyle Stanley,98,167.7,8629032.0,1429
168,T169,T169,Chris Couch,73,167.8,7326846.0,1213
169,T169,T169,Ryan Palmer,82,167.8,6498701.0,1076
170,T171,T171,Joseph Bramlett,73,168.0,6617668.0,1094
171,T171,T171,Y.E. Yang,63,168.0,4522702.0,748
172,T173,T173,Phil Mickelson,79,168.3,6281626.0,1037
173,T173,T173,Charl Schwartzel,58,168.3,4337204.0,716
174,175,175,D.A. Points,89,168.4,8007722.0,1321
175,T176,T176,Robert Allenby,84,168.6,7629586.0,1257
176,T176,T176,J.J. Henry,96,168.6,8605181.0,1418
177,T176,T176,Kevin Na,84,168.6,7411600.0,1221
178,T176,T176,Bubba Watson,85,168.6,6402222.0,1055
179,180,180,Gary Woodland,93,168.8,7614916.0,1253
180,T181,T181,Nathan Green,81,169.0,7624989.0,1253
181,T181,T181,Charley Hoffman,93,169.0,8018882.0,1318
182,183,183,Sergio Garcia,61,169.6,4920928.0,806
183,184,184,John Senden,94,169.7,8853044.0,1449
184,185,185,Justin Rose,79,170.3,6921139.0,1129
185,186,186,Ryan Moore,79,170.8,6621679.0,1077
