,Longest_Hole_Outs_in_yards_RANK THIS WEEK,Longest_Hole_Outs_in_yards_RANK LAST WEEK,Longest_Hole_Outs_in_yards_PLAYER NAME,Longest_Hole_Outs_in_yards_ROUNDS,Longest_Hole_Outs_in_yards_DISTANCE,Longest_Hole_Outs_in_yards_TOURNAMENT,Longest_Hole_Outs_in_yards_ROUND- COURSE,Longest_Hole_Outs_in_yards_HOLE
50,T51,52,Aaron Baddeley,77,131,TOUR Championship by Coca-Cola,3,4
51,T51,51,Tony Finau,2,131,Sony Open in Hawaii,2,3
52,T51,53,Jason Dufner,78,131,Waste Management Phoenix Open,1,8
53,T54,54,Anthony Kim,72,130,HP Byron Nelson Championship,4,6
54,T54,44,Greg Chalmers,88,130,Shell Houston Open,4,3
55,T56,23,Phil Mickelson,79,129,World Golf Championships-Bridgestone Invitational,2,11
56,T56,58,Shane Bertsch,62,129,Justin Timberlake Shriners Hospitals for Children Open,1,12
57,T56,57,Alexandre Rocha,65,129,Wyndham Championship,1,2
58,T59,59,Bobby Gates,82,127,Viking Classic,1,13
59,T59,60,David Duval,67,127,Arnold Palmer Invitational presented by MasterCard,2,5
60,T61,61,Ryan Moore,79,126,THE PLAYERS Championship,3,4
61,T61,1,Fabián Gómez,84,126,The Greenbrier Classic,1,10
62,T61,63,Robert Gamez,23,126,John Deere Classic,2,6
63,T64,64,Peter Uihlein,16,125,Transitions Championship,2,7
64,T64,65,Bud Cauley,30,125,RBC Canadian Open,1,2
65,T64,66,Brendon de Jonge,105,125,Bob Hope Classic,4,16
66,67,50,Rickie Fowler,84,124,Waste Management Phoenix Open,3,9
67,68,68,Jimmy Walker,79,123,BMW Championship,2,17
68,69,69,Michael Sim,45,122,John Deere Classic,4,1
69,70,70,Woody Austin,59,121,RBC Canadian Open,1,16
70,T71,71,Carl Pettersson,95,120,The Honda Classic,1,4
71,T71,72,Hunter Mahan,92,120,Travelers Championship,3,6
72,T73,73,Webb Simpson,98,119,The Barclays,1,5
73,T73,74,Ben Martin,74,119,Farmers Insurance Open,3,13
74,T75,75,Charles Howell III,108,118,Waste Management Phoenix Open,2,18
75,T75,7,Jim Furyk,87,118,Wyndham Championship,1,8
76,T75,77,Frank Lickliter II,39,118,Valero Texas Open,4,12
77,78,78,Joe Ogilvie,75,117,Travelers Championship,1,14
78,T79,73,Webb Simpson,98,116,The Heritage,3,9
79,T79,13,Steve Stricker,70,116,the Memorial Tournament presented by Nationwide Insurance,3,2
80,T79,80,Sergio Garcia,61,116,HP Byron Nelson Championship,1,10
81,T82,44,Greg Chalmers,88,114,Bob Hope Classic,2,14
82,T82,77,Frank Lickliter II,39,114,Waste Management Phoenix Open,2,18
83,84,84,William McGirt,103,113,Viking Classic,4,3
84,T85,85,Mark Wilson,89,112,The Heritage,1,13
85,T85,1,Fabián Gómez,84,112,Viking Classic,4,3
86,T87,46,Jonathan Byrd,83,110,Hyundai Tournament of Champions,1,10
87,T87,45,Brandt Snedeker,85,110,Zurich Classic of New Orleans,2,7
88,T87,58,Shane Bertsch,62,110,Travelers Championship,1,6
89,90,50,Rickie Fowler,84,109,World Golf Championships-Bridgestone Invitational,2,3
90,91,91,Tom Hoge,2,108,RBC Canadian Open,2,7
91,92,45,Brandt Snedeker,85,107,Transitions Championship,2,5
92,T93,93,Kevin Stadler,88,106,Justin Timberlake Shriners Hospitals for Children Open,3,7
93,T93,94,Chris DiMarco,93,106,AT&T National,4,7
94,T93,9,Scott Gutschewski,67,106,Zurich Classic of New Orleans,2,18
95,T96,96,Zach Johnson,79,105,Wells Fargo Championship,4,1
96,T96,97,Dean Wilson,62,105,John Deere Classic,2,13
97,T96,98,Erik Compton,21,105,AT&T National,1,11
98,T99,28,Justin Rose,79,104,Northern Trust Open,2,17
99,T99,74,Ben Martin,74,104,Reno-Tahoe Open,3,2
100,T101,101,Graeme McDowell,50,103,The McGladrey Classic,1,5
101,T101,102,Andres Romero,77,103,AT&T National,3,11
102,T103,103,Gary Woodland,93,102,The Greenbrier Classic,1,4
103,T103,104,Troy Matteson,91,102,AT&T National,1,7
104,T103,105,Kevin Chappell,78,102,Travelers Championship,2,2
105,T103,7,Jim Furyk,87,102,Deutsche Bank Championship,2,2
106,107,41,Jarrod Lyle,83,101,Shell Houston Open,2,4
107,T108,108,Adam Hadwin,20,100,Frys.com Open,1,18
108,T108,109,D.A. Points,89,100,AT&T Pebble Beach National Pro-Am,4,14
109,T110,110,Briny Baird,60,99,Reno-Tahoe Open,1,2
110,T110,111,Brett Wetterich,28,99,The Greenbrier Classic,2,1
111,112,112,Harrison Frazar,58,98,Northern Trust Open,3,7
112,T113,113,Michael Bradley,74,97,The Honda Classic,1,4
113,T113,104,Troy Matteson,91,97,Farmers Insurance Open,3,18
114,T115,115,Edoardo Molinari,44,96,Arnold Palmer Invitational presented by MasterCard,4,10
115,T115,116,Tag Ridings,87,96,Justin Timberlake Shriners Hospitals for Children Open,1,3
116,T117,117,Garrett Willis,71,95,Transitions Championship,2,5
117,T117,50,Rickie Fowler,84,95,World Golf Championships-Bridgestone Invitational,3,11
118,T117,119,Kris Blanks,92,95,The Barclays,2,4
119,T120,120,Stephen Ames,69,94,Justin Timberlake Shriners Hospitals for Children Open,1,7
120,T120,121,Nathan Green,81,94,Waste Management Phoenix Open,2,2
121,T120,122,Ernie Els,71,94,Hyundai Tournament of Champions,4,13
122,T120,102,Andres Romero,77,94,RBC Canadian Open,2,2
123,T120,124,Chris Kirk,87,94,Wyndham Championship,2,17
124,T125,104,Troy Matteson,91,93,Deutsche Bank Championship,4,18
125,T125,35,Ricky Barnes,78,93,AT&T National,3,11
126,T127,127,Brian Gay,90,91,THE PLAYERS Championship,1,12
127,T127,128,Chad Campbell,99,91,THE PLAYERS Championship,2,12
128,T127,129,Paul Casey,48,91,Frys.com Open,4,15
129,T130,130,Chris Stroud,88,90,THE PLAYERS Championship,2,2
130,T130,131,Chez Reavie,92,90,the Memorial Tournament presented by Nationwide Insurance,3,11
131,T132,132,Vijay Singh,79,87,the Memorial Tournament presented by Nationwide Insurance,1,5
132,T132,133,Paul Stankowski,78,87,Shell Houston Open,1,15
133,T134,40,D.J. Brigman,67,86,Farmers Insurance Open,2,18
134,T134,135,Dustin Johnson,72,86,the Memorial Tournament presented by Nationwide Insurance,2,18
135,136,136,Scott Verplank,46,85,Shell Houston Open,3,10
136,T137,137,Joseph Bramlett,73,84,Frys.com Open,1,17
137,T137,138,Matt Bettencourt,84,84,AT&T Pebble Beach National Pro-Am,4,13
138,T137,137,Joseph Bramlett,73,84,AT&T National,2,6
139,140,30,David Toms,78,83,Crowne Plaza Invitational at Colonial,4,11
140,141,66,Brendon de Jonge,105,81,Northern Trust Open,4,10
141,T142,142,Ryo Ishikawa,27,76,World Golf Championships-Bridgestone Invitational,2,2
142,T142,1,Fabián Gómez,84,76,FedEx St. Jude Classic,2,15
143,144,144,Pat Perez,76,75,Frys.com Open,2,9
144,145,145,Camilo Villegas,69,74,BMW Championship,3,10
145,T146,5,Sung Kang,63,73,Zurich Classic of New Orleans,1,18
146,T146,147,Keegan Bradley,91,73,THE PLAYERS Championship,2,12
147,148,68,Jimmy Walker,79,71,The Honda Classic,3,4
148,149,49,Bo Van Pelt,92,70,TOUR Championship by Coca-Cola,4,6
149,150,30,David Toms,78,68,Zurich Classic of New Orleans,2,11
150,T151,151,Steve Flesch,88,66,RBC Canadian Open,2,9
151,T151,152,Robert Garrigus,83,66,Hyundai Tournament of Champions,2,16
152,153,153,Freddie Jacobson,92,63,Deutsche Bank Championship,3,7
153,154,44,Greg Chalmers,88,61,The Barclays,3,4
154,T155,104,Troy Matteson,91,60,the Memorial Tournament presented by Nationwide Insurance,2,11
155,T155,156,Kent Jones,76,60,Wyndham Championship,1,14
156,157,157,Billy Mayfair,94,57,Frys.com Open,1,15
157,158,158,Zack Miller,86,56,AT&T Pebble Beach National Pro-Am,1,18
158,159,3,Scott Stallings,84,54,Sony Open in Hawaii,2,13
159,160,122,Ernie Els,71,53,RBC Canadian Open,3,13
160,161,19,Vaughn Taylor,89,50,AT&T Pebble Beach National Pro-Am,4,6
161,T162,78,Joe Ogilvie,75,49,Shell Houston Open,2,12
162,T162,163,Martin Laird,77,49,Wells Fargo Championship,2,8
163,164,129,Paul Casey,48,48,Frys.com Open,1,8
164,165,40,D.J. Brigman,67,47,Reno-Tahoe Open,1,8
165,166,166,Lee Janzen,62,43,John Deere Classic,3,2
166,T167,167,Matt Jones,71,41,Waste Management Phoenix Open,2,3
167,T167,168,Brad Lardon,4,41,Valero Texas Open,2,14
168,T167,35,Ricky Barnes,78,41,The Heritage,2,15
169,T167,8,Cameron Tringale,110,41,Zurich Classic of New Orleans,2,9
170,171,105,Kevin Chappell,78,40,Crowne Plaza Invitational at Colonial,1,2
171,T172,157,Billy Mayfair,94,39,Farmers Insurance Open,4,7
172,T172,38,Richard Johnson,64,39,Wells Fargo Championship,1,3
173,T172,174,Jason Bohn,74,39,The Heritage,4,2
174,T175,175,Spencer Levin,113,38,BMW Championship,1,5
175,T175,157,Billy Mayfair,94,38,The Honda Classic,1,3
176,T175,10,Shaun Micheel,77,38,THE PLAYERS Championship,1,1
177,T178,178,Steve Marino,76,37,Wells Fargo Championship,1,14
178,T178,38,Richard Johnson,64,37,Wells Fargo Championship,3,13
179,T180,104,Troy Matteson,91,36,The Barclays,1,18
180,T180,64,Peter Uihlein,16,36,Transitions Championship,2,5
181,T180,133,Paul Stankowski,78,36,The Honda Classic,1,12
182,T180,183,Carl Paulson,28,36,Zurich Classic of New Orleans,2,3
183,T180,132,Vijay Singh,79,36,Wells Fargo Championship,4,9
184,T185,185,Matt Hill,5,35,RBC Canadian Open,2,10
185,T185,24,Jeff Overton,92,35,HP Byron Nelson Championship,4,15
186,T185,112,Harrison Frazar,58,35,Bob Hope Classic,4,1
187,T185,188,Blake Adams,116,35,Travelers Championship,3,15
188,T185,189,Matt Kuchar,94,35,The Heritage,4,18
189,T185,190,Justin Leonard,82,35,Waste Management Phoenix Open,2,17
190,T191,158,Zack Miller,86,34,Travelers Championship,2,13
191,T191,138,Matt Bettencourt,84,34,The Honda Classic,2,3
192,T191,193,Jerry Kelly,85,34,Deutsche Bank Championship,1,18
193,T191,175,Spencer Levin,113,34,Children's Miracle Network Hospitals Classic,2,10
194,T191,190,Justin Leonard,82,34,Children's Miracle Network Hospitals Classic,3,9
195,T196,196,Josh Teater,104,33,RBC Canadian Open,2,14
196,T196,145,Camilo Villegas,69,33,Wyndham Championship,4,12
197,T196,198,David Hearn,88,33,Zurich Classic of New Orleans,2,11
198,T196,167,Matt Jones,71,33,AT&T National,2,9
199,T196,200,Joe Durant,71,33,Travelers Championship,3,15
