,Right_Rough_Proximity_RANK THIS WEEK,Right_Rough_Proximity_RANK LAST WEEK,Right_Rough_Proximity_PLAYER NAME,Right_Rough_Proximity_ROUNDS,Right_Rough_Proximity_AVG,Right_Rough_Proximity_ATTEMPTS,Right_Rough_Proximity_TOTAL DISTANCE (FEET),Right_Rough_Proximity_RELATIVE TO PAR
150,T149,T149,Troy Matteson,91,"47' 2""",170,8023.1669999999995,+36.00
151,T149,T149,John Merrick,71,"47' 2""",108,5095.333,+15.00
152,153,153,Justin Leonard,82,"47' 3""",110,5201.917,+11.00
153,154,154,Jonathan Byrd,83,"47' 7""",136,6471.8330000000005,+18.00
154,T155,T155,Jason Day,76,"47' 8""",140,6677.8330000000005,+27.00
155,T155,T155,Sean O'Hair,71,"47' 8""",129,6145.4169999999995,+25.00
156,157,157,Brian Davis,105,"47' 11""",160,7664.5830000000005,+30.00
157,158,158,Bryce Molder,82,"48' 0""",112,5373.25,+19.00
158,T159,T159,Kevin Kisner,70,"48' 4""",98,4735.75,+8.00
159,T159,T159,Steve Marino,76,"48' 4""",114,5511.6669999999995,+16.00
160,161,161,Matt Jones,71,"48' 5""",136,6581.3330000000005,+21.00
161,T162,T162,J.J. Henry,96,"48' 6""",102,4944.083,+19.00
162,T162,T162,Derek Lamely,65,"48' 6""",111,5384.25,+15.00
163,T162,T162,Andres Romero,77,"48' 6""",132,6404.75,+30.00
164,165,165,James Driscoll,71,"48' 8""",118,5738.8330000000005,+33.00
165,166,166,Sung Kang,63,"48' 9""",118,5748.8330000000005,+24.00
166,167,167,Charles Howell III,108,"49' 0""",221,10820.333,+22.00
167,168,168,Charlie Wi,83,"49' 1""",167,8203.75,+7.00
168,169,169,Ryuji Imada,83,"49' 3""",144,7089.5,+37.00
169,170,170,Tim Petrovic,88,"49' 4""",135,6663.8330000000005,+26.00
170,171,171,Colt Knost,80,"49' 5""",93,4597.75,+15.00
171,172,172,Tom Gillis,55,"49' 6""",91,4508.0,+19.00
172,173,173,Billy Horschel,75,"49' 9""",75,3728.25,+16.00
173,174,174,Justin Hicks,60,"49' 10""",54,2691.667,+22.00
174,T175,T175,Trevor Immelman,84,"50' 1""",123,6160.1669999999995,+14.00
175,T175,T175,Will Strickler,51,"50' 1""",88,4405.25,+26.00
176,T177,T177,D.J. Brigman,67,"50' 4""",118,5934.5830000000005,+24.00
177,T177,T177,Scott McCarron,65,"50' 4""",94,4731.333,+25.00
178,179,179,Rich Beem,53,"50' 6""",66,3333.333,+24.00
179,180,180,Lee Janzen,62,"50' 9""",72,3655.333,+20.00
180,181,181,Zach Johnson,79,"50' 10""",88,4471.833,+8.00
181,182,182,Richard Johnson,64,"50' 11""",87,4426.333,+24.00
182,183,183,Rod Pampling,72,"52' 0""",77,4007.083,+4.00
183,184,184,Daniel Summerhays,75,"52' 7""",126,6623.9169999999995,+48.00
184,185,185,Jerry Kelly,85,"52' 8""",94,4951.333,+30.00
185,186,186,Charl Schwartzel,58,"52' 11""",87,4601.333,+16.00
