,GIR_Percentage_from_Fairway_RANK THIS WEEK,GIR_Percentage_from_Fairway_RANK LAST WEEK,GIR_Percentage_from_Fairway_PLAYER NAME,GIR_Percentage_from_Fairway_ROUNDS,GIR_Percentage_from_Fairway_%,GIR_Percentage_from_Fairway_GREENS HIT,GIR_Percentage_from_Fairway_# OF HOLES
112,113,113,Michael Putnam,67,75.68,364,481
113,114,114,Andres Gonzales,60,75.62,338,447
114,115,115,Roland Thatcher,67,75.61,431,570
115,116,116,Camilo Villegas,69,75.54,417,552
116,117,117,Martin Piller,63,75.51,336,445
117,T118,T118,Troy Matteson,91,75.46,538,713
118,T118,T118,Mark Wilson,89,75.46,618,819
119,120,120,Jimmy Walker,79,75.43,442,586
120,121,121,Kevin Streelman,90,75.41,604,801
121,122,122,Troy Merritt,63,75.38,398,528
122,T123,T123,Joseph Bramlett,73,75.37,407,540
123,T123,T123,Billy Mayfair,94,75.37,667,885
124,125,125,Hunter Haas,96,75.31,616,818
125,126,126,Ryan Moore,79,75.3,497,660
126,T127,T127,George McNeill,69,75.25,383,509
127,T127,T127,Charlie Wi,83,75.25,535,711
128,129,129,Ben Martin,74,75.04,466,621
129,130,130,Bobby Gates,82,74.96,464,619
130,131,131,Stuart Appleby,65,74.86,396,529
131,132,132,Ian Poulter,52,74.84,348,465
132,133,133,Nick O'Hern,89,74.82,636,850
133,134,134,Daniel Summerhays,75,74.8,478,639
134,135,135,Freddie Jacobson,92,74.79,534,714
135,136,136,Paul Stankowski,78,74.75,444,594
136,137,137,D.A. Points,89,74.7,617,826
137,138,138,Michael Thompson,79,74.59,458,614
138,139,139,Ricky Barnes,78,74.57,475,637
139,140,140,Aron Price,58,74.56,381,511
140,141,141,Joe Ogilvie,75,74.53,395,530
141,142,142,Chris DiMarco,93,74.4,616,828
142,T143,T143,Jerry Kelly,85,74.33,608,818
143,T143,T143,Pat Perez,76,74.33,501,674
144,145,145,James Driscoll,71,74.31,376,506
145,146,146,Stewart Cink,72,74.23,386,520
146,147,147,Justin Hicks,60,74.21,377,508
147,148,148,Chris Riley,76,74.15,522,704
148,149,149,Shane Bertsch,62,74.1,389,525
149,150,150,Chris Couch,73,73.94,488,660
150,151,151,Ben Curtis,66,73.91,490,663
151,152,152,Kevin Na,84,73.89,498,674
152,153,153,Scott Gutschewski,67,73.7,353,479
153,154,154,D.J. Brigman,67,73.68,336,456
154,155,155,Dean Wilson,62,73.67,414,562
155,156,156,Michael Connell,76,73.5,513,698
156,157,157,Ryuji Imada,83,73.39,513,699
157,158,158,Alex Cejka,59,73.35,399,544
158,159,159,Bio Kim,71,73.28,351,479
159,160,160,Lee Janzen,62,73.23,361,493
160,161,161,Brandt Snedeker,85,73.22,555,758
161,162,162,David Mathis,83,73.16,526,719
162,163,163,Nate Smith,66,72.99,373,511
163,164,164,Jarrod Lyle,83,72.84,472,648
164,165,165,Retief Goosen,50,72.79,305,419
165,166,166,Zack Miller,86,72.66,473,651
166,167,167,Nathan Green,81,72.61,464,639
167,168,168,Rich Beem,53,72.25,341,472
168,T169,T169,Stephen Ames,69,72.18,441,611
169,T169,T169,Richard Johnson,64,72.18,371,514
170,171,171,Matt McQuillan,59,72.12,357,495
171,172,172,Garrett Willis,71,72.09,470,652
172,173,173,Paul Goydos,81,72.02,561,779
173,174,174,Scott McCarron,65,72.0,396,550
174,175,175,J.P. Hayes,56,71.9,348,484
175,176,176,Ben Crane,76,71.8,494,688
176,177,177,Geoff Ogilvy,69,71.28,412,578
177,178,178,Tim Petrovic,88,71.24,540,758
178,179,179,Colt Knost,80,71.11,485,682
179,180,180,Y.E. Yang,63,71.01,365,514
180,181,181,Greg Chalmers,88,70.89,531,749
181,182,182,Kevin Kisner,70,70.64,385,545
182,183,183,Will Strickler,51,70.56,266,377
183,184,184,Brian Gay,90,70.15,611,871
184,185,185,Rocco Mediate,53,69.34,355,512
185,186,186,Steve Flesch,88,68.19,491,720
