,Fairway_Proximity_RANK THIS WEEK,Fairway_Proximity_RANK LAST WEEK,Fairway_Proximity_PLAYER NAME,Fairway_Proximity_ROUNDS,Fairway_Proximity_AVG,Fairway_Proximity_ATTEMPTS,Fairway_Proximity_TOTAL DISTANCE (FEET),Fairway_Proximity_RELATIVE TO PAR
69,T62,T62,Dean Wilson,62,"30' 8""",772,23658.25,-49.00
70,71,71,J.B. Holmes,57,"30' 9""",557,17128.25,-45.00
71,T72,T72,Brendon de Jonge,105,"30' 10""",1251,38624.333,-137.00
72,T72,T72,Zach Johnson,79,"30' 10""",931,28703.417,-114.00
73,T72,T72,Vijay Singh,79,"30' 10""",926,28548.583,-82.00
74,T75,T75,Lee Janzen,62,"30' 11""",689,21291.0,-38.00
75,T75,T75,Marc Leishman,87,"30' 11""",968,29944.083,-79.00
76,T77,T77,Bryce Molder,82,"31' 0""",1007,31206.833,-107.00
77,T77,T77,Ryan Moore,79,"31' 0""",805,24923.667,-82.00
78,T77,T77,Geoff Ogilvy,69,"31' 0""",723,22441.667,-56.00
79,T77,T77,Y.E. Yang,63,"31' 0""",558,17307.917,-25.00
80,T81,T81,David Duval,67,"31' 1""",701,21787.167,-22.00
81,T81,T81,Kevin Na,84,"31' 1""",873,27121.583,-91.00
82,T83,T83,Robert Karlsson,61,"31' 2""",574,17867.25,-55.00
83,T83,T83,Garrett Willis,71,"31' 2""",884,27522.25,-60.00
84,T85,T85,Michael Connell,76,"31' 3""",989,30884.583,-48.00
85,T85,T85,Ben Curtis,66,"31' 3""",891,27873.833,-43.00
86,T85,T85,Chris DiMarco,93,"31' 3""",1123,35137.0,-73.00
87,T85,T85,Martin Laird,77,"31' 3""",804,25130.167,-104.00
88,T85,T85,Steve Marino,76,"31' 3""",813,25382.917,-68.00
89,T85,T85,Nick O'Hern,89,"31' 3""",1117,34862.5,-73.00
90,T85,T85,Justin Rose,79,"31' 3""",840,26260.25,-104.00
91,T85,T85,Boo Weekley,66,"31' 3""",771,24076.333,-54.00
92,T93,T93,Michael Bradley,74,"31' 4""",756,23660.25,-43.00
93,T93,T93,Retief Goosen,50,"31' 4""",531,16657.583,-37.00
94,T93,T93,Jim Herman,69,"31' 4""",725,22696.417,-54.00
95,T93,T93,Paul Stankowski,78,"31' 4""",829,25986.167,-64.00
96,T97,T97,Jonathan Byrd,83,"31' 5""",946,29756.167,-101.00
97,T97,T97,Joe Ogilvie,75,"31' 5""",747,23480.667,-45.00
98,T97,T97,Adam Scott,60,"31' 5""",606,19058.5,-65.00
99,T97,T97,John Senden,94,"31' 5""",1085,34102.0,-134.00
100,T97,T97,Brandt Snedeker,85,"31' 5""",892,28025.417,-104.00
101,T97,T97,Marc Turnesa,54,"31' 5""",621,19533.5,-9.00
102,T103,T103,Cameron Beckman,71,"31' 6""",841,26479.667,-40.00
103,T103,T103,Keegan Bradley,91,"31' 6""",1017,32052.0,-69.00
104,T103,T103,Joseph Bramlett,73,"31' 6""",793,24969.083,-27.00
105,T103,T103,Kent Jones,76,"31' 6""",920,29015.083,-45.00
106,T103,T103,Bubba Watson,85,"31' 6""",724,22830.083,-78.00
107,T108,T108,Ben Crane,76,"31' 7""",866,27339.25,-67.00
108,T108,T108,Bill Lunde,92,"31' 7""",1028,32456.333,-80.00
109,T108,T108,George McNeill,69,"31' 7""",751,23734.083,-42.00
110,T108,T108,Aron Price,58,"31' 7""",710,22440.167,-47.00
111,T108,T108,Josh Teater,104,"31' 7""",1205,38030.083,-88.00
112,T113,T113,Matt Bettencourt,84,"31' 8""",952,30140.583,-34.00
113,T113,T113,Ángel Cabrera,50,"31' 8""",407,12899.833,-38.00
114,T113,T113,Tim Herron,85,"31' 8""",970,30731.5,-59.00
115,T113,T113,John Merrick,71,"31' 8""",840,26586.917,-72.00
116,T113,T113,Kevin Streelman,90,"31' 8""",973,30773.417,-100.00
117,T113,T113,Mark Wilson,89,"31' 8""",972,30742.75,-98.00
118,T119,T119,Scott Gutschewski,67,"31' 9""",700,22230.75,-45.00
119,T119,T119,Charley Hoffman,93,"31' 9""",949,30159.667,-121.00
120,T121,T121,Justin Hicks,60,"31' 10""",626,19922.75,+17.00
121,T121,T121,Charles Howell III,108,"31' 10""",1160,36961.417,-137.00
122,T121,T121,Trevor Immelman,84,"31' 10""",901,28650.833,-49.00
123,T121,T121,Freddie Jacobson,92,"31' 10""",923,29380.333,-83.00
124,T121,T121,Jimmy Walker,79,"31' 10""",927,29472.5,-82.00
125,T126,T126,Sergio Garcia,61,"31' 11""",574,18338.917,-44.00
126,T126,T126,William McGirt,103,"31' 11""",1215,38730.0,-76.00
127,T126,T126,Michael Putnam,67,"31' 11""",634,20212.167,-22.00
128,T126,T126,Chris Riley,76,"31' 11""",981,31293.75,-57.00
129,T130,T130,Jason Day,76,"32' 0""",719,23018.917,-122.00
130,T130,T130,Roland Thatcher,67,"32' 0""",784,25078.833,-48.00
131,T132,T132,Ryan Palmer,82,"32' 1""",727,23315.083,-39.00
132,T132,T132,Carl Pettersson,95,"32' 1""",1215,39017.25,-113.00
133,T132,T132,Tag Ridings,87,"32' 1""",915,29360.917,-68.00
134,T132,T132,Johnson Wagner,81,"32' 1""",979,31411.583,-53.00
135,136,136,Derek Lamely,65,"32' 2""",690,22204.333,-11.00
136,T137,T137,Stuart Appleby,65,"32' 3""",766,24725.917,-10.00
137,T137,T137,Billy Horschel,75,"32' 3""",857,27619.333,-56.00
138,T137,T137,Graeme McDowell,50,"32' 3""",511,16485.917,-39.00
139,T137,T137,Andres Romero,77,"32' 3""",848,27372.667,-92.00
140,T141,T141,Ben Martin,74,"32' 4""",873,28231.667,-67.00
141,T141,T141,Alexandre Rocha,65,"32' 4""",647,20895.583,-29.00
142,T143,T143,Rich Beem,53,"32' 5""",622,20142.25,+8.00
143,T143,T143,Billy Mayfair,94,"32' 5""",1198,38802.833,-78.00
144,145,145,Zack Miller,86,"32' 6""",969,31481.083,+4.00
145,T146,T146,Fabián Gómez,84,"32' 7""",922,30049.333,-33.00
146,T146,T146,Anthony Kim,72,"32' 7""",646,21022.083,-41.00
147,T146,T146,Jeff Overton,92,"32' 7""",927,30190.5,-68.00
148,T146,T146,Tim Petrovic,88,"32' 7""",1046,34090.583,-66.00
149,T150,T150,Blake Adams,116,"32' 8""",1450,47351.917,-119.00
150,T150,T150,Chris Couch,73,"32' 8""",910,29740.917,-70.00
151,T150,T150,Richard Johnson,64,"32' 8""",726,23693.75,-1.00
152,T150,T150,Troy Merritt,63,"32' 8""",748,24442.833,-29.00
153,T150,T150,Nate Smith,66,"32' 8""",702,22917.0,-28.00
154,T155,T155,Ryuji Imada,83,"32' 9""",982,32198.25,-57.00
155,T155,T155,Hunter Mahan,92,"32' 9""",1044,34225.833,-144.00
156,T155,T155,Martin Piller,63,"32' 9""",648,21232.667,-11.00
157,T158,T158,Hunter Haas,96,"32' 10""",1115,36649.167,-73.00
158,T158,T158,Jarrod Lyle,83,"32' 10""",928,30470.083,-19.00
159,T160,T160,James Driscoll,71,"32' 11""",756,24888.333,-34.00
160,T160,T160,Daniel Summerhays,75,"32' 11""",894,29457.333,+1.00
161,T162,T162,Bobby Gates,82,"33' 0""",867,28637.917,-26.00
162,T162,T162,J.J. Henry,96,"33' 0""",1122,36987.0,-68.00
163,164,164,Shaun Micheel,77,"33' 1""",823,27210.667,-33.00
164,T165,T165,Nathan Green,81,"33' 2""",898,29801.833,-38.00
165,T165,T165,J.P. Hayes,56,"33' 2""",642,21278.0,-20.00
166,T165,T165,Kevin Kisner,70,"33' 2""",755,25041.417,+5.00
167,T168,T168,D.J. Brigman,67,"33' 3""",692,22995.25,-11.00
168,T168,T168,Greg Chalmers,88,"33' 3""",1052,35011.667,-86.00
169,T168,T168,Steve Flesch,88,"33' 3""",1031,34286.0,-50.00
170,T168,T168,D.A. Points,89,"33' 3""",995,33114.75,-83.00
171,T172,T172,Colt Knost,80,"33' 4""",940,31297.167,-17.00
172,T172,T172,Rod Pampling,72,"33' 4""",836,27835.083,-67.00
173,T172,T172,Charl Schwartzel,58,"33' 4""",521,17384.583,-55.00
174,T172,T172,Jhonattan Vegas,84,"33' 4""",834,27818.917,-45.00
175,T176,T176,Aaron Baddeley,77,"33' 5""",745,24879.417,-114.00
176,T176,T176,Charlie Wi,83,"33' 5""",1022,34142.333,-71.00
177,178,178,Cameron Tringale,110,"33' 7""",1266,42556.25,-85.00
178,179,179,Rocco Mediate,53,"33' 9""",670,22591.583,-6.00
179,180,180,Matt Jones,71,"33' 10""",814,27541.0,-33.00
180,T181,T181,Steven Bowditch,86,"34' 0""",922,31350.833,-47.00
181,T181,T181,Bill Haas,93,"34' 0""",958,32582.417,-104.00
182,183,183,Steve Elkington,50,"34' 7""",595,20599.917,-37.00
183,184,184,Bio Kim,71,"34' 8""",688,23869.583,E
184,185,185,Will Strickler,51,"35' 4""",556,19639.25,-17.00
185,186,186,Scott McCarron,65,"35' 8""",714,25477.25,-32.00
